# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.4766250610e-10 0.0000000000e+00 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 -nan 0.0000000000e+00 1.6714000000e+00 0.0000000000e+00 1.4766250610e-10
6.9444575789e-01 4.9806057630e-07 0.0000000000e+00 4.9522959728e+02 7.0100268652e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.6714000000e+00 0.0000000000e+00 3.8079207073e+02
6.3602589122e-01 1.9922423052e-06 0.0000000000e+00 4.6032790564e+02 6.4188980275e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.6714000000e+00 0.0000000000e+00 3.4718408434e+02
6.1794048013e-01 4.4825451867e-06 0.0000000000e+00 4.9059496294e+02 6.2359359876e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.6714000000e+00 0.0000000000e+00 3.7377810169e+02
6.0810170755e-01 7.9689692207e-06 0.0000000000e+00 5.2503254151e+02 6.1364207040e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.6714000000e+00 0.0000000000e+00 4.0528928049e+02
6.0372366749e-01 1.2451514407e-05 0.0000000000e+00 5.5824279087e+02 6.0921466192e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.6714000000e+00 0.0000000000e+00 4.3663803054e+02
6.0293193248e-01 1.7930180747e-05 0.0000000000e+00 5.8845828886e+02 6.0841431495e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.6714000000e+00 0.0000000000e+00 4.6586044049e+02
6.0441501317e-01 2.4404968238e-05 0.0000000000e+00 6.1558481412e+02 6.0991428682e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.6714000000e+00 0.0000000000e+00 4.9258735410e+02
6.0736913520e-01 3.1875876883e-05 0.0000000000e+00 6.4044691899e+02 6.1290156554e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.6714000000e+00 0.0000000000e+00 5.1741680450e+02
6.1138887651e-01 4.0342906680e-05 0.0000000000e+00 6.6448201288e+02 6.1696613310e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.6714000000e+00 0.0000000000e+00 5.4171466988e+02
