# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 
5.5869086424e-01 4.0679097569e-05 1.0328292847e-03 4.7270916164e+02 4.3292077733e-01 1.9570427174e+02 1.9658404971e+02 1.2990918107e+00 3.0007610601e+00 1.0158042801e-01 1.0000000000e-01 0.0000000000e+00 2.9220171947e+02
5.5862830736e-01 4.0770520505e-05 1.0324478149e-03 4.7296419670e+02 4.3292661205e-01 1.9571165486e+02 1.9659158424e+02 1.2984056152e+00 2.9991356019e+00 1.0158087428e-01 1.0000000000e-01 0.0000000000e+00 2.9240106386e+02
5.5840431540e-01 4.1044789312e-05 1.0324478149e-03 4.7342588718e+02 4.3268814056e-01 1.9569688861e+02 1.9657995438e+02 1.2985251836e+00 3.0010648822e+00 1.0158239697e-01 1.0000000000e-01 0.0000000000e+00 2.9271115512e+02
5.5805991106e-01 4.1501903992e-05 1.0316848755e-03 4.7439364619e+02 4.3246669646e-01 1.9569688861e+02 1.9657990391e+02 1.2972663619e+00 2.9996907796e+00 1.0158478556e-01 1.0000000000e-01 0.0000000000e+00 2.9341993515e+02
5.5758551821e-01 4.2141864543e-05 1.0309219360e-03 4.7564324015e+02 4.3209246926e-01 1.9569688861e+02 1.9658226882e+02 1.2962197986e+00 2.9998666738e+00 1.0158813507e-01 1.0000000000e-01 0.0000000000e+00 2.9432067644e+02
5.5699652584e-01 4.2964670966e-05 1.0297775269e-03 4.7727545159e+02 4.3166249945e-01 1.9570427174e+02 1.9658889488e+02 1.2945760364e+00 2.9990467970e+00 1.0159233892e-01 1.0000000000e-01 0.0000000000e+00 2.9549459336e+02
5.5624566033e-01 4.3970323261e-05 1.0286331177e-03 4.7927167852e+02 4.3104209917e-01 1.9571165486e+02 1.9658614784e+02 1.2931983359e+00 3.0001671260e+00 1.0159774692e-01 1.0000000000e-01 0.0000000000e+00 2.9691953654e+02
5.5537913050e-01 4.5158821427e-05 1.0271072388e-03 4.8166862024e+02 4.3037669813e-01 1.9571903799e+02 1.9659428803e+02 1.2911064650e+00 2.9999450961e+00 1.0160395557e-01 1.0000000000e-01 0.0000000000e+00 2.9865457099e+02
5.5438355176e-01 4.6530165465e-05 1.0255813599e-03 4.8436012271e+02 4.2959588582e-01 1.9570427174e+02 1.9658526821e+02 1.2888652818e+00 3.0001806914e+00 1.0161095435e-01 1.0000000000e-01 0.0000000000e+00 3.0060371607e+02
5.5325142087e-01 4.8084355375e-05 1.0236740112e-03 4.8752612797e+02 4.2873314458e-01 1.9569688861e+02 1.9658157665e+02 1.2860669473e+00 2.9996909815e+00 1.0161897137e-01 1.0000000000e-01 0.0000000000e+00 3.0291463429e+02
