# M_T	 rho_0	 E_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 
2.1216615580e+00 1.0295095720e-03 1.5239715576e-03 1.3266827266e+01 1.7790251203e+00 2.9742853958e+02 2.9907498284e+02 5.3354241286e+00 2.9990718330e+00 1.5567157148e-01 1.0000000000e-01 0.0000000000e+00 2.9688218831e+02
2.1748081870e+00 1.0486169656e-03 1.6422271729e-03 1.3269451736e+01 1.8278318743e+00 3.0013338792e+02 3.0187317291e+02 5.4827925160e+00 2.9996153329e+00 1.5789823787e-01 1.0000000000e-01 0.0000000000e+00 2.9954273789e+02
2.2250820938e+00 1.0679072051e-03 1.7658233643e-03 1.3270345786e+01 1.8743050513e+00 3.0282173958e+02 3.0466586889e+02 5.6222861846e+00 2.9996644253e+00 1.6009945482e-01 1.0000000000e-01 0.0000000000e+00 3.0221632330e+02
2.2758461858e+00 1.0873802904e-03 1.9039154053e-03 1.3268918190e+01 1.9214940325e+00 3.0568495018e+02 3.0764800982e+02 5.7636101179e+00 2.9995461971e+00 1.6242346492e-01 1.0000000000e-01 0.0000000000e+00 3.0505000140e+02
2.3284779633e+00 1.1070362216e-03 2.0633697510e-03 1.3267245451e+01 1.9707165828e+00 3.0884325507e+02 3.1091146657e+02 5.9105085082e+00 2.9991671860e+00 1.6494684629e-01 1.0000000000e-01 0.0000000000e+00 3.0814924129e+02
2.3781441638e+00 1.1268749987e-03 2.2315979004e-03 1.3262436325e+01 2.0174170206e+00 3.1195412482e+02 3.1417118128e+02 6.0497097425e+00 2.9987403104e+00 1.6744295969e-01 1.0000000000e-01 0.0000000000e+00 3.1121581229e+02
2.4256023053e+00 1.1468966217e-03 2.4101257324e-03 1.3256761989e+01 2.0616982593e+00 3.1506412937e+02 3.1743907944e+02 6.1876798195e+00 3.0012538410e+00 1.6991198071e-01 1.0000000000e-01 0.0000000000e+00 3.1428151808e+02
2.4698730290e+00 1.1671010905e-03 2.5962829590e-03 1.3246581352e+01 2.1036657582e+00 3.1815487578e+02 3.2068909659e+02 6.3134213805e+00 3.0011523246e+00 1.7235314748e-01 1.0000000000e-01 0.0000000000e+00 3.1731319949e+02
2.5124738782e+00 1.1874884052e-03 2.7961730957e-03 1.3237438966e+01 2.1445245328e+00 3.2132046285e+02 3.2402510119e+02 6.4328129585e+00 2.9996453107e+00 1.7483488669e-01 1.0000000000e-01 0.0000000000e+00 3.2041972157e+02
2.5578876444e+00 1.2080585658e-03 3.0342102051e-03 1.3224684329e+01 2.1880135867e+00 3.2485160836e+02 3.2778883678e+02 6.5627804927e+00 2.9994240130e+00 1.7759851043e-01 1.0000000000e-01 0.0000000000e+00 3.2389180207e+02
2.6006162995e+00 1.2288115722e-03 3.2859802246e-03 1.3210437204e+01 2.2290630322e+00 3.2836649513e+02 3.3153288884e+02 6.6861235448e+00 2.9995219733e+00 1.8033247902e-01 1.0000000000e-01 0.0000000000e+00 3.2733285759e+02
2.6407203775e+00 1.2497474245e-03 3.5514831543e-03 1.3196298231e+01 2.2677978704e+00 3.3185197197e+02 3.3527442458e+02 6.8021862021e+00 2.9994675852e+00 1.8303685975e-01 1.0000000000e-01 0.0000000000e+00 3.3072973693e+02
2.6783572799e+00 1.2708661227e-03 3.8307189941e-03 1.3179412216e+01 2.3043372968e+00 3.3531990668e+02 3.3901281672e+02 6.9113906591e+00 2.9992964435e+00 1.8571183541e-01 1.0000000000e-01 0.0000000000e+00 3.3410907413e+02
2.7139418179e+00 1.2921676668e-03 4.1252136230e-03 1.3161931369e+01 2.3387952462e+00 3.3872819598e+02 3.4273261406e+02 7.0168329610e+00 3.0001912192e+00 1.8835800815e-01 1.0000000000e-01 0.0000000000e+00 3.3742876592e+02
2.7504559167e+00 1.3136520567e-03 4.4662475586e-03 1.3142211791e+01 2.3746257837e+00 3.4247388473e+02 3.4683642043e+02 7.1231646262e+00 2.9996998579e+00 1.9124989471e-01 1.0000000000e-01 0.0000000000e+00 3.4104155842e+02
2.7862776809e+00 1.3353192925e-03 4.8416137695e-03 1.3122412902e+01 2.4094944712e+00 3.4627853032e+02 3.5107031113e+02 7.2311201210e+00 3.0010942990e+00 1.9421389901e-01 1.0000000000e-01 0.0000000000e+00 3.4472807401e+02
2.8192280784e+00 1.3571693742e-03 5.2352905273e-03 1.3099881392e+01 2.4422242495e+00 3.5005092522e+02 3.5530026513e+02 7.3270589239e+00 3.0001581244e+00 1.9714591005e-01 1.0000000000e-01 0.0000000000e+00 3.4836757265e+02
2.8500419559e+00 1.3792023017e-03 5.6503295898e-03 1.3075388739e+01 2.4729373247e+00 3.5376229397e+02 3.5951383781e+02 7.4172889470e+00 2.9993841222e+00 2.0004689611e-01 1.0000000000e-01 0.0000000000e+00 3.5191651265e+02
2.8793211239e+00 1.4014180752e-03 6.0897827148e-03 1.3052035279e+01 2.5017473892e+00 3.5740097066e+02 3.6371053169e+02 7.5068764633e+00 3.0006532617e+00 2.0291781150e-01 1.0000000000e-01 0.0000000000e+00 3.5539276058e+02
2.9063876376e+00 1.4238166944e-03 6.5505981445e-03 1.3029619130e+01 2.5288547601e+00 3.6098153408e+02 3.6790597101e+02 7.5873614444e+00 3.0003152273e+00 2.0576787217e-01 1.0000000000e-01 0.0000000000e+00 3.5878136274e+02
2.9350413687e+00 1.4463981596e-03 7.0999145508e-03 1.2999899167e+01 2.5574816960e+00 3.6493868736e+02 3.7263001759e+02 7.6742140985e+00 3.0006917001e+00 2.0895358168e-01 1.0000000000e-01 0.0000000000e+00 3.6250225601e+02
2.9611915251e+00 1.4691624706e-03 7.6766967773e-03 1.2972515270e+01 2.5841747736e+00 3.6878007555e+02 3.7732285894e+02 7.7505032591e+00 2.9992179083e+00 2.1210535004e-01 1.0000000000e-01 0.0000000000e+00 3.6610738419e+02
2.9863476316e+00 1.4921096275e-03 8.2916259766e-03 1.2943696567e+01 2.6090497790e+00 3.7251663633e+02 3.8199876379e+02 7.8304971473e+00 3.0012831531e+00 2.1522546166e-01 1.0000000000e-01 0.0000000000e+00 3.6956338621e+02
3.0089467424e+00 1.5152396303e-03 8.9324951172e-03 1.2914935545e+01 2.6322259202e+00 3.7610560671e+02 3.8664338410e+02 7.8973719316e+00 3.0002637202e+00 2.1831257095e-01 1.0000000000e-01 0.0000000000e+00 3.7285703157e+02
3.0303976852e+00 1.5385524790e-03 9.6099853516e-03 1.2887263245e+01 2.6537987852e+00 3.7956276955e+02 3.9127258203e+02 7.9645877276e+00 3.0012025675e+00 2.2136889316e-01 1.0000000000e-01 0.0000000000e+00 3.7600410316e+02
3.0496038864e+00 1.5620481735e-03 1.0317993164e-02 1.2857031366e+01 2.6740249337e+00 3.8289924281e+02 3.9590007118e+02 8.0191402085e+00 2.9989025560e+00 2.2441689155e-01 1.0000000000e-01 0.0000000000e+00 3.7898618640e+02
3.0705135823e+00 1.5857267139e-03 1.1160278320e-02 1.2824722983e+01 2.6949122978e+00 3.8639608274e+02 4.0102726236e+02 8.0871119737e+00 3.0008813201e+00 2.2778338978e-01 1.0000000000e-01 0.0000000000e+00 3.8206957132e+02
3.0890306213e+00 1.6095881001e-03 1.2039184570e-02 1.2790388566e+01 2.7141912075e+00 3.8971368722e+02 4.0612321225e+02 8.1425774694e+00 3.0000014173e+00 2.3111420181e-01 1.0000000000e-01 0.0000000000e+00 3.8494418827e+02
3.1063100705e+00 1.6336323323e-03 1.2966918945e-02 1.2757649380e+01 2.7319564454e+00 3.9276707999e+02 4.1117458219e+02 8.1964556406e+00 3.0002146097e+00 2.3441177221e-01 1.0000000000e-01 0.0000000000e+00 3.8751029477e+02
3.1219132425e+00 1.6578594103e-03 1.3937377930e-02 1.2725701501e+01 2.7483080751e+00 3.9558503290e+02 4.1619547511e+02 8.2435025680e+00 2.9994827154e+00 2.3767597928e-01 1.0000000000e-01 0.0000000000e+00 3.8982619516e+02
3.1365595360e+00 1.6822693342e-03 1.4959716797e-02 1.2693450798e+01 2.7633241923e+00 3.9812209538e+02 4.2117124012e+02 8.2903871862e+00 3.0001500401e+00 2.4090869031e-01 1.0000000000e-01 0.0000000000e+00 3.9184643887e+02
3.1494709219e+00 1.7068621039e-03 1.6021728516e-02 1.2660947743e+01 2.7770975704e+00 4.0042265992e+02 4.2610232425e+02 8.3285107420e+00 2.9989982458e+00 2.4410903572e-01 1.0000000000e-01 0.0000000000e+00 3.9358588589e+02
3.1631065174e+00 1.7316377195e-03 1.7254638672e-02 1.2625639965e+01 2.7908436546e+00 4.0255799098e+02 4.3144451290e+02 8.3745941175e+00 3.0007392581e+00 2.4758458827e-01 1.0000000000e-01 0.0000000000e+00 3.9511580068e+02
3.1750368264e+00 1.7565961810e-03 1.8560791016e-02 1.2589892372e+01 2.8035213079e+00 4.0441232347e+02 4.3684429570e+02 8.4109189985e+00 3.0001266532e+00 2.5108700330e-01 1.0000000000e-01 0.0000000000e+00 3.9632041813e+02
3.1856623522e+00 1.7817374884e-03 1.9927978516e-02 1.2554397132e+01 2.8149443475e+00 4.0588298579e+02 4.4216996605e+02 8.4427049794e+00 2.9992440124e+00 2.5455447853e-01 1.0000000000e-01 0.0000000000e+00 3.9715613168e+02
3.1956155065e+00 1.8070616416e-03 2.1368408203e-02 1.2519190295e+01 2.8251758958e+00 4.0698479467e+02 4.4745063828e+02 8.4758712238e+00 3.0001215983e+00 2.5798919377e-01 1.0000000000e-01 0.0000000000e+00 3.9763775803e+02
3.2043326713e+00 1.8325686407e-03 2.2869873047e-02 1.2484300702e+01 2.8343012359e+00 4.0771773569e+02 4.5264273463e+02 8.5040668766e+00 3.0004103899e+00 2.6139050435e-01 1.0000000000e-01 0.0000000000e+00 3.9775051653e+02
3.2119120345e+00 1.8582584857e-03 2.4432373047e-02 1.2449122705e+01 2.8423860094e+00 4.0812554521e+02 4.5778890995e+02 8.5277989884e+00 3.0002255008e+00 2.6475917816e-01 1.0000000000e-01 0.0000000000e+00 3.9756767602e+02
3.2188317724e+00 1.8841311766e-03 2.6116943359e-02 1.2413930289e+01 2.8497069271e+00 4.0819371655e+02 4.6302493734e+02 8.5500598371e+00 3.0003295271e+00 2.6820846248e-01 1.0000000000e-01 0.0000000000e+00 3.9705996359e+02
3.2247714301e+00 1.9101867133e-03 2.7990722656e-02 1.2374736276e+01 2.8564964006e+00 4.0791826253e+02 4.6855246840e+02 8.5660241743e+00 2.9987869660e+00 2.7187577874e-01 1.0000000000e-01 0.0000000000e+00 3.9620862579e+02
3.2304735150e+00 1.9364250959e-03 2.9968261719e-02 1.2337676448e+01 2.8621963393e+00 4.0724625392e+02 4.7400638450e+02 8.5868284934e+00 3.0000836684e+00 2.7550921452e-01 1.0000000000e-01 0.0000000000e+00 3.9501979842e+02
3.2349733794e+00 1.9628463244e-03 3.2019042969e-02 1.2299751410e+01 2.8669120464e+00 4.0627806951e+02 4.7935691522e+02 8.6019258868e+00 3.0004149927e+00 2.7910655260e-01 1.0000000000e-01 0.0000000000e+00 3.9359386024e+02
3.2384079610e+00 1.9894503987e-03 3.4143066406e-02 1.2263700993e+01 2.8707014799e+00 4.0506070463e+02 4.8460461573e+02 8.6122833300e+00 3.0000623159e+00 2.8266871989e-01 1.0000000000e-01 0.0000000000e+00 3.9194827409e+02
3.2409074311e+00 2.0162373189e-03 3.6340332031e-02 1.2226475333e+01 2.8736200150e+00 4.0362068516e+02 4.8976347360e+02 8.6188405803e+00 2.9992972401e+00 2.8619661103e-01 1.0000000000e-01 0.0000000000e+00 3.9015386460e+02
3.2431550744e+00 2.0432070850e-03 3.8635253906e-02 1.2190021152e+01 2.8756749858e+00 4.0194517716e+02 4.9481805203e+02 8.6284521531e+00 3.0004962994e+00 2.8969334634e-01 1.0000000000e-01 0.0000000000e+00 3.8816826534e+02
3.2441324844e+00 2.0703596970e-03 4.1101074219e-02 1.2152133065e+01 2.8770375954e+00 4.0007628842e+02 4.9994555324e+02 8.6296418508e+00 2.9994887326e+00 2.9333086130e-01 1.0000000000e-01 0.0000000000e+00 3.8600405159e+02
3.2449955344e+00 2.0976951548e-03 4.3811035156e-02 1.2113076044e+01 2.8775537566e+00 3.9791089131e+02 5.0536787476e+02 8.6351015412e+00 3.0008480368e+00 2.9712184343e-01 1.0000000000e-01 0.0000000000e+00 3.8360239447e+02
