# M_T	 rho_0	 E_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 
2.8291225367e-01 6.1249258141e-05 5.3286552429e-04 7.3831991002e+02 2.3985496433e-01 1.4611201374e+01 1.4657976564e+01 2.6652155191e-02 1.1111779681e-01 1.6961803451e+00 1.6714000000e+00 0.0000000000e+00 7.3067099220e+02
2.7885138501e-01 6.4083369153e-05 5.3103331339e-04 7.3832729315e+02 2.3652520534e-01 1.4589051998e+01 1.4645885254e+01 2.6197888004e-02 1.1076150623e-01 1.6964422531e+00 1.6714000000e+00 0.0000000000e+00 7.3067837533e+02
2.7437056726e-01 6.7100326037e-05 5.2750449571e-04 7.3832729315e+02 2.3279202567e-01 1.4589051998e+01 1.4647940128e+01 2.5732946021e-02 1.1054049617e-01 1.6966927888e+00 1.6714000000e+00 0.0000000000e+00 7.3066360908e+02
2.6800046241e-01 7.0300128793e-05 5.2351951599e-04 7.3831991002e+02 2.2716385033e-01 1.4596435123e+01 1.4649922901e+01 2.5261016216e-02 1.1120174350e-01 1.6969664706e+00 1.6714000000e+00 0.0000000000e+00 7.3062669345e+02
2.6259852875e-01 7.3682777420e-05 5.1884651184e-04 7.3832729315e+02 2.2261347935e-01 1.4603818248e+01 1.4653881237e+01 2.4730163084e-02 1.1109014223e-01 1.6972466803e+00 1.6714000000e+00 0.0000000000e+00 7.3061931033e+02
2.5643468734e-01 7.7248271919e-05 5.1417350769e-04 7.3832729315e+02 2.1738449836e-01 1.4603818248e+01 1.4653506312e+01 2.4145556912e-02 1.1107303922e-01 1.6975630961e+00 1.6714000000e+00 0.0000000000e+00 7.3057501158e+02
2.4985370758e-01 8.0996612290e-05 5.0917863846e-04 7.3832729315e+02 2.1177827022e-01 1.4603818248e+01 1.4658264967e+01 2.3535121282e-02 1.1113095436e-01 1.6978915880e+00 1.6714000000e+00 0.0000000000e+00 7.3053071282e+02
2.4392408577e-01 8.4927798533e-05 5.0367792872e-04 7.3831621846e+02 2.0701241763e-01 1.4592743560e+01 1.4645560800e+01 2.2816698408e-02 1.1021898430e-01 1.6982560509e+00 1.6714000000e+00 0.0000000000e+00 7.3047533938e+02
2.3507729572e-01 8.9041830648e-05 4.9796104431e-04 7.3831621846e+02 1.9922765756e-01 1.4592743560e+01 1.4649252363e+01 2.2142058986e-02 1.1113948363e-01 1.6986326947e+00 1.6714000000e+00 0.0000000000e+00 7.3037197563e+02
2.2926719543e-01 9.3338708634e-05 4.9235673403e-04 7.3832729315e+02 1.9429369189e-01 1.4603818248e+01 1.4651170245e+01 2.1594563243e-02 1.1114392357e-01 1.6989113783e+00 1.6714000000e+00 0.0000000000e+00 7.3030921906e+02
2.2412293220e-01 9.7818432492e-05 4.8775672913e-04 7.3832729315e+02 1.8995537430e-01 1.4603818248e+01 1.4652857405e+01 2.1091526537e-02 1.1103411323e-01 1.6991826385e+00 1.6714000000e+00 0.0000000000e+00 7.3023538781e+02
2.2020264509e-01 1.0248100222e-04 4.8466920853e-04 7.3832360158e+02 1.8660917713e-01 1.4600126686e+01 1.4654861808e+01 2.0731554969e-02 1.1109611697e-01 1.6993931764e+00 1.6714000000e+00 0.0000000000e+00 7.3015786500e+02
2.1677420893e-01 1.0732641782e-04 4.8128846590e-04 7.3831621846e+02 1.8368262175e-01 1.4607509811e+01 1.4655777488e+01 2.0417372995e-02 1.1115571414e-01 1.6995832043e+00 1.6714000000e+00 0.0000000000e+00 7.3009141687e+02
2.0860793848e-01 1.1235467930e-04 4.7496363728e-04 7.3831991002e+02 1.7655433290e-01 1.4611201374e+01 1.4657803522e+01 1.9760873418e-02 1.1192516827e-01 1.7000189255e+00 1.6714000000e+00 0.0000000000e+00 7.2993267967e+02
2.0158086260e-01 1.1756578664e-04 4.6772956848e-04 7.3832360158e+02 1.7080642290e-01 1.4600126686e+01 1.4648343893e+01 1.8968414319e-02 1.1105211383e-01 1.7004875799e+00 1.6714000000e+00 0.0000000000e+00 7.2977394248e+02
1.9164420734e-01 1.2295973986e-04 4.5930357962e-04 7.3832729315e+02 1.6216695119e-01 1.4603818248e+01 1.4651905674e+01 1.8149444906e-02 1.1191827171e-01 1.7009926209e+00 1.6714000000e+00 0.0000000000e+00 7.2948230903e+02
1.8364330056e-01 1.2853653895e-04 4.4947944740e-04 7.3832729315e+02 1.5563775492e-01 1.4603818248e+01 1.4655770278e+01 1.7238747043e-02 1.1076198736e-01 1.7014876478e+00 1.6714000000e+00 0.0000000000e+00 7.2918698402e+02
1.7254246357e-01 1.3429618391e-04 4.3849081610e-04 7.3831437268e+02 1.4605385106e-01 1.4613047155e+01 1.4659469051e+01 1.6284124038e-02 1.1149397239e-01 1.7020363827e+00 1.6714000000e+00 0.0000000000e+00 7.2862771228e+02
1.6201301211e-01 1.4023867474e-04 4.2767524719e-04 7.3831436907e+02 1.3717206131e-01 1.4590894174e+01 1.4647428212e+01 1.5254708069e-02 1.1120856480e-01 1.7026088889e+00 1.6714000000e+00 0.0000000000e+00 7.2794846114e+02
1.5044402951e-01 1.4636401144e-04 4.1346549988e-04 7.3832728954e+02 1.2736862961e-01 1.4603814643e+01 1.4651703791e+01 1.4151269426e-02 1.1110482596e-01 1.7032002520e+00 1.6714000000e+00 0.0000000000e+00 7.2685391282e+02
1.3828378227e-01 1.5267219402e-04 3.9877891541e-04 7.3832544376e+02 1.1703382166e-01 1.4601968862e+01 1.4656462446e+01 1.3008624604e-02 1.1115269431e-01 1.7038225842e+00 1.6714000000e+00 0.0000000000e+00 7.2503581821e+02
1.2572759575e-01 1.5916322246e-04 3.8256645203e-04 7.3832359798e+02 1.0637708503e-01 1.4600123081e+01 1.4646310649e+01 1.1820051961e-02 1.1111464426e-01 1.7044809416e+00 1.6714000000e+00 0.0000000000e+00 7.2162296854e+02
1.1252457922e-01 1.6583709678e-04 3.6454200745e-04 7.1810490933e+02 9.5155298326e-02 1.4596431518e+01 1.4650982783e+01 1.0579315780e-02 1.1117947151e-01 1.7051802803e+00 1.6714000000e+00 0.0000000000e+00 6.9387349208e+02
1.0026754586e-01 1.7269381697e-04 3.4623146057e-04 6.5788647381e+02 8.4749008849e-02 1.4605660425e+01 1.4654847388e+01 9.4206715075e-03 1.1115966588e-01 1.7059110731e+00 1.6714000000e+00 0.0000000000e+00 6.0984798876e+02
9.0487345214e-02 1.7973338304e-04 3.3240318298e-04 3.5327404516e+02 7.6450171150e-02 1.4601968862e+01 1.4646627893e+01 8.4928547604e-03 1.1109006864e-01 1.7068082089e+00 1.6714000000e+00 0.0000000000e+00 2.3701123555e+02
8.8828869293e-02 1.8695579497e-04 3.3483505249e-04 1.8729590143e+02 7.5036419951e-02 1.4596431518e+01 1.4651884043e+01 8.3399375145e-03 1.1114519483e-01 1.7079061670e+00 1.6714000000e+00 0.0000000000e+00 6.9379221281e+01
9.0227453110e-02 1.9436105278e-04 3.4360885620e-04 1.1561799744e+02 7.6233289899e-02 1.4609351987e+01 1.4657385337e+01 8.4687769539e-03 1.1109027257e-01 1.7092035071e+00 1.6714000000e+00 0.0000000000e+00 3.4410894055e+01
9.2644518695e-02 2.0194915645e-04 3.5572052002e-04 8.2972362497e+01 7.8296478576e-02 1.4600123081e+01 1.4647803136e+01 8.6937816896e-03 1.1103668834e-01 1.7105327347e+00 1.6714000000e+00 0.0000000000e+00 2.3799497211e+01
9.5714069258e-02 2.0972010600e-04 3.6997795105e-04 6.4138622701e+01 8.0899852446e-02 1.4596431518e+01 1.4651977775e+01 8.9902982610e-03 1.1112873496e-01 1.7119483994e+00 1.6714000000e+00 0.0000000000e+00 1.8730981689e+01
9.9251316954e-02 2.1767390143e-04 3.8547515869e-04 5.2215661233e+01 8.3924231115e-02 1.4600123081e+01 1.4659151807e+01 9.3189547329e-03 1.1104009663e-01 1.7134328523e+00 1.6714000000e+00 0.0000000000e+00 1.5870020633e+01
1.0295763388e-01 2.2581054272e-04 4.0187835693e-04 4.4460848923e+01 8.7084560565e-02 1.4601968862e+01 1.4650989993e+01 9.6696615620e-03 1.1103761102e-01 1.7149008647e+00 1.6714000000e+00 0.0000000000e+00 1.4601968862e+01
1.0732634520e-01 2.3413002988e-04 4.2133331299e-04 3.8393477300e+01 9.0811054666e-02 1.4604737534e+01 1.4656613858e+01 1.0084006296e-02 1.1104381877e-01 1.7165552513e+00 1.6714000000e+00 0.0000000000e+00 1.4486607529e+01
1.1176522185e-01 2.4263236292e-04 4.4231414795e-04 3.4096141474e+01 9.4589334281e-02 1.4589051998e+01 1.4647594044e+01 1.0511291555e-02 1.1112554745e-01 1.7181846442e+00 1.6714000000e+00 0.0000000000e+00 1.4367558239e+01
1.1657553131e-01 2.5131754183e-04 4.6362876892e-04 3.0735975880e+01 9.8699800061e-02 1.4607509811e+01 1.4653217909e+01 1.0967719803e-02 1.1112200629e-01 1.7198805660e+00 1.6714000000e+00 0.0000000000e+00 1.4297418548e+01
1.2180364485e-01 2.6018556661e-04 4.8885345459e-04 2.7995488106e+01 1.0316515831e-01 1.4594589342e+01 1.4646671153e+01 1.1466912151e-02 1.1115101589e-01 1.7216887749e+00 1.6714000000e+00 0.0000000000e+00 1.4225433077e+01
1.2703660497e-01 2.6923643726e-04 5.1326751709e-04 2.5908587174e+01 1.0765122806e-01 1.4591820670e+01 1.4653326060e+01 1.1959878340e-02 1.1109839205e-01 1.7234407458e+00 1.6714000000e+00 0.0000000000e+00 1.4178365653e+01
1.3297244232e-01 2.7847015378e-04 5.4264068604e-04 2.4050721748e+01 1.1274290625e-01 1.4584437544e+01 1.4647247960e+01 1.2520002590e-02 1.1104913832e-01 1.7253940191e+00 1.6714000000e+00 0.0000000000e+00 1.4111917525e+01
1.3913222106e-01 2.8788671618e-04 5.7392120361e-04 2.2535364120e+01 1.1800498039e-01 1.4581668872e+01 1.4655229522e+01 1.3117607749e-02 1.1116147561e-01 1.7273592552e+00 1.6714000000e+00 0.0000000000e+00 1.4064850101e+01
1.4523616275e-01 2.9748612445e-04 6.0520172119e-04 2.1326687385e+01 1.2325183667e-01 1.4581668872e+01 1.4647709405e+01 1.3694208653e-02 1.1110754227e-01 1.7292670988e+00 1.6714000000e+00 0.0000000000e+00 1.4035317600e+01
1.5250152480e-01 3.0726837858e-04 6.4336061478e-04 2.0158250125e+01 1.2949426630e-01 1.4584437544e+01 1.4655323253e+01 1.4386712559e-02 1.1109922447e-01 1.7314782566e+00 1.6714000000e+00 0.0000000000e+00 1.3993787520e+01
1.5973872349e-01 3.1723347859e-04 6.8321228027e-04 1.9217370304e+01 1.3569526803e-01 1.4577054419e+01 1.4649165842e+01 1.5091322058e-02 1.1121479972e-01 1.7336224162e+00 1.6714000000e+00 0.0000000000e+00 1.3942105643e+01
1.6707163391e-01 3.2738142448e-04 7.2331428528e-04 1.8426078081e+01 1.4202864467e-01 1.4569671294e+01 1.4654140800e+01 1.5780778635e-02 1.1110983050e-01 1.7357436492e+00 1.6714000000e+00 0.0000000000e+00 1.3905190016e+01
1.7571913125e-01 3.3771221623e-04 7.7247619629e-04 1.7648650849e+01 1.4948159863e-01 1.4573362857e+01 1.4653765875e+01 1.6609407371e-02 1.1111339137e-01 1.7381736687e+00 1.6714000000e+00 0.0000000000e+00 1.3864582827e+01
1.8426321758e-01 3.4822585386e-04 8.2283020020e-04 1.7015735316e+01 1.5687578447e-01 1.4564133950e+01 1.4648012229e+01 1.7416725963e-02 1.1102239916e-01 1.7405124004e+00 1.6714000000e+00 0.0000000000e+00 1.3811055169e+01
1.9299623033e-01 3.5892233735e-04 8.7547302246e-04 1.6465360817e+01 1.6439588067e-01 1.4553982153e+01 1.4655727018e+01 1.8271186431e-02 1.1114138843e-01 1.7428306457e+00 1.6714000000e+00 0.0000000000e+00 1.3771370870e+01
2.0335071729e-01 3.6980166672e-04 9.3924631731e-04 1.5923595157e+01 1.7337987131e-01 1.4553059262e+01 1.4654364312e+01 1.9253393504e-02 1.1104745527e-01 1.7455018102e+00 1.6714000000e+00 0.0000000000e+00 1.3711382977e+01
2.1363106215e-01 3.8086384196e-04 1.0044813156e-03 1.5470686564e+01 1.8226833749e-01 1.4543830355e+01 1.4650384346e+01 2.0256694487e-02 1.1113666129e-01 1.7480571481e+00 1.6714000000e+00 0.0000000000e+00 1.3657855319e+01
2.2369504590e-01 3.9210886308e-04 1.0703898834e-03 1.5094608619e+01 1.9103629820e-01 1.4529064105e+01 1.4646829775e+01 2.1208820288e-02 1.1101984538e-01 1.7505061875e+00 1.6714000000e+00 0.0000000000e+00 1.3584024066e+01
2.3624947318e-01 4.0353673006e-04 1.1537551880e-03 1.4695227685e+01 2.0192537211e-01 1.4529064105e+01 1.4660305421e+01 2.2438666238e-02 1.1112356017e-01 1.7534380885e+00 1.6714000000e+00 0.0000000000e+00 1.3524959063e+01
2.4859779059e-01 4.1514744292e-04 1.2386322021e-03 1.4362792374e+01 2.1267308252e-01 1.4525192290e+01 1.4656087522e+01 2.3640215024e-02 1.1115753222e-01 1.7562246501e+00 1.6714000000e+00 0.0000000000e+00 1.3446513357e+01
2.6067673757e-01 4.2694100165e-04 1.3227939606e-03 1.4079796604e+01 2.2325388478e-01 1.4508003451e+01 1.4655633287e+01 2.4789400551e-02 1.1103681611e-01 1.7588704763e+00 1.6714000000e+00 0.0000000000e+00 1.3356070072e+01
2.7504616776e-01 4.3891740625e-04 1.4258384705e-03 1.3799144111e+01 2.3576442645e-01 1.4507895300e+01 1.4655647707e+01 2.6219654028e-02 1.1121123921e-01 1.7619073289e+00 1.6714000000e+00 0.0000000000e+00 1.3270241240e+01
2.8986198863e-01 4.5107665672e-04 1.5342712402e-03 1.3548802809e+01 2.4880593466e-01 1.4479047757e+01 1.4655770278e+01 2.7630497753e-02 1.1105240633e-01 1.7649321964e+00 1.6714000000e+00 0.0000000000e+00 1.3149342563e+01
3.0438761542e-01 4.6341875306e-04 1.6426086426e-03 1.3341318241e+01 2.6158229346e-01 1.4448758197e+01 1.4654746447e+01 2.9039576543e-02 1.1101506971e-01 1.7677953715e+00 1.6714000000e+00 0.0000000000e+00 1.3025675214e+01
3.2005264550e-01 4.7594369528e-04 1.7620086670e-03 1.3149358786e+01 2.7533469199e-01 1.4448774420e+01 1.4655755858e+01 3.0597215836e-02 1.1112735418e-01 1.7707937249e+00 1.6714000000e+00 0.0000000000e+00 1.2911238575e+01
3.3781564760e-01 4.8865148336e-04 1.9004821777e-03 1.2963792872e+01 2.9101667625e-01 1.4410871012e+01 1.4657817942e+01 3.2340381073e-02 1.1112896172e-01 1.7740789789e+00 1.6714000000e+00 0.0000000000e+00 1.2756192943e+01
3.5518199081e-01 5.0154211732e-04 2.0378112793e-03 1.2812893038e+01 3.0636261245e-01 1.4392853013e+01 1.4659346480e+01 3.4065607727e-02 1.1119374996e-01 1.7771770907e+00 1.6714000000e+00 0.0000000000e+00 1.2609453328e+01
3.7199433113e-01 5.1461559715e-04 2.1720886230e-03 1.2683991169e+01 3.2136367419e-01 1.4352548648e+01 1.4661509505e+01 3.5678646250e-02 1.1102264853e-01 1.7801084890e+00 1.6714000000e+00 0.0000000000e+00 1.2456253478e+01
3.9226363136e-01 5.2787192285e-04 2.3384094238e-03 1.2552709972e+01 3.3938150726e-01 1.4309864955e+01 1.4653311640e+01 3.7700648833e-02 1.1108633802e-01 1.7835509498e+00 1.6714000000e+00 0.0000000000e+00 1.2271675345e+01
4.1274849277e-01 5.4131109443e-04 2.5093078613e-03 1.2441530488e+01 3.5763338402e-01 1.4257764893e+01 1.4659296009e+01 3.9760466981e-02 1.1117660922e-01 1.7869173925e+00 1.6714000000e+00 0.0000000000e+00 1.2085251431e+01
4.3259469439e-01 5.5493311187e-04 2.6756286621e-03 1.2351058362e+01 3.7547612312e-01 1.4196810848e+01 1.4663614849e+01 4.1701649978e-02 1.1106338702e-01 1.7900987569e+00 1.6714000000e+00 0.0000000000e+00 1.1914516659e+01
4.5258139673e-01 5.6873797519e-04 2.8488159180e-03 1.2271257160e+01 3.9336982304e-01 1.4131775897e+01 1.4654703186e+01 4.3742022167e-02 1.1119821503e-01 1.7932706881e+00 1.6714000000e+00 0.0000000000e+00 1.1723478291e+01
4.7640663996e-01 5.8272568438e-04 3.0555725098e-03 1.2192573521e+01 4.1488809138e-01 1.4067872929e+01 1.4663881622e+01 4.6116187462e-02 1.1115331681e-01 1.7969515671e+00 1.6714000000e+00 0.0000000000e+00 1.1524133908e+01
4.9945676156e-01 5.9689623944e-04 3.2585144043e-03 1.2134416989e+01 4.3582022791e-01 1.3965417645e+01 1.4658113555e+01 4.8401439066e-02 1.1105826661e-01 1.8004382925e+00 1.6714000000e+00 0.0000000000e+00 1.1327558197e+01
5.2171132646e-01 6.1124964037e-04 3.4591674805e-03 1.2076044155e+01 4.5600403195e-01 1.3877497889e+01 1.4666390731e+01 5.0675439283e-02 1.1112936670e-01 1.8037732594e+00 1.6714000000e+00 0.0000000000e+00 1.1152208971e+01
5.4489168794e-01 6.2578588718e-04 3.6727905273e-03 1.2036979924e+01 4.7710344146e-01 1.3764616825e+01 1.4661747437e+01 5.3055433465e-02 1.1120320847e-01 1.8072401612e+00 1.6714000000e+00 0.0000000000e+00 1.0971322401e+01
5.7120515197e-01 6.4050497985e-04 3.9169311523e-03 1.1988160449e+01 5.0125006086e-01 1.3627185427e+01 1.4659526732e+01 5.5710148595e-02 1.1114242759e-01 1.8111080091e+00 1.6714000000e+00 0.0000000000e+00 1.0783052706e+01
5.9653654108e-01 6.5540691840e-04 4.1580200195e-03 1.1957625747e+01 5.2452382859e-01 1.3493286970e+01 1.4657212295e+01 5.8318964339e-02 1.1118458526e-01 1.8148119351e+00 1.6714000000e+00 0.0000000000e+00 1.0630314301e+01
6.2092469437e-01 6.7049170282e-04 4.3930053711e-03 1.1928504220e+01 5.4708305562e-01 1.3360816109e+01 1.4655770278e+01 6.0805763549e-02 1.1114539726e-01 1.8183681347e+00 1.6714000000e+00 0.0000000000e+00 1.0536640899e+01
6.4614396286e-01 6.8575933311e-04 4.6401977539e-03 1.1912822289e+01 5.7054092034e-01 1.3212237923e+01 1.4667861588e+01 6.3368729159e-02 1.1106780758e-01 1.8220608532e+00 1.6714000000e+00 0.0000000000e+00 1.0489573475e+01
6.7441981047e-01 7.0120980928e-04 4.9270629883e-03 1.1892561955e+01 5.9685145847e-01 1.3044315082e+01 1.4670572579e+01 6.6321435453e-02 1.1111882950e-01 1.8262240435e+00 1.6714000000e+00 0.0000000000e+00 1.0468346989e+01
7.0157813328e-01 7.1684313131e-04 5.2078247070e-03 1.1876829553e+01 6.2229002384e-01 1.2866139504e+01 1.4657911673e+01 6.9141326719e-02 1.1110788229e-01 1.8302289329e+00 1.6714000000e+00 0.0000000000e+00 1.0466962653e+01
7.2764568894e-01 7.3265929922e-04 5.4824829102e-03 1.1863072714e+01 6.4685777967e-01 1.2704720159e+01 1.4658394749e+01 7.1836134459e-02 1.1105398546e-01 1.8341029057e+00 1.6714000000e+00 0.0000000000e+00 1.0473884333e+01
7.5310398309e-01 7.4865831300e-04 5.7632446289e-03 1.1849488917e+01 6.7080582800e-01 1.2528707605e+01 1.4660860597e+01 7.4572471847e-02 1.1116849129e-01 1.8379925405e+00 1.6714000000e+00 0.0000000000e+00 1.0485881912e+01
7.8279054809e-01 7.6484017265e-04 6.0928344727e-03 1.1843035893e+01 6.9907427293e-01 1.2345059573e+01 1.4668647487e+01 7.7652042744e-02 1.1107838716e-01 1.8425280413e+00 1.6714000000e+00 0.0000000000e+00 1.0502493944e+01
8.1116057514e-01 7.8120487817e-04 6.4178466797e-03 1.1842524878e+01 7.2620757821e-01 1.2167367971e+01 1.4674689537e+01 8.0620920812e-02 1.1101635845e-01 1.8469275204e+00 1.6714000000e+00 0.0000000000e+00 1.0523259885e+01
8.3812108422e-01 7.9775242956e-04 6.7413330078e-03 1.1834737988e+01 7.5198846866e-01 1.1982386074e+01 1.4666556563e+01 8.3535790149e-02 1.1108653075e-01 1.8512347824e+00 1.6714000000e+00 0.0000000000e+00 1.0549100824e+01
8.6390376888e-01 8.1448282683e-04 7.0587158203e-03 1.1834327013e+01 7.7681040825e-01 1.1832380291e+01 1.4671704562e+01 8.6305198197e-02 1.1110201058e-01 1.8554392681e+00 1.6714000000e+00 0.0000000000e+00 1.0569865864e+01
8.9242940140e-01 8.3139606996e-04 7.4249267578e-03 1.1830037014e+01 8.0435351142e-01 1.1652416612e+01 1.4669281974e+01 8.9418870827e-02 1.1116862121e-01 1.8602358831e+00 1.6714000000e+00 0.0000000000e+00 1.0595706802e+01
9.2110024011e-01 8.4849215897e-04 7.8033447266e-03 1.1829892812e+01 8.3224984250e-01 1.1477067386e+01 1.4680861368e+01 9.2521815697e-02 1.1117072179e-01 1.8651419671e+00 1.6714000000e+00 0.0000000000e+00 1.0613241725e+01
9.4844397462e-01 8.6577109385e-04 8.1756591797e-03 1.1829236694e+01 8.5903842083e-01 1.1315100074e+01 1.4676895822e+01 9.5467187115e-02 1.1113261619e-01 1.8699329110e+00 1.6714000000e+00 0.0000000000e+00 1.0645081453e+01
9.7453648170e-01 8.8323287460e-04 8.5418701172e-03 1.1828256123e+01 8.8478191675e-01 1.1161438779e+01 1.4674292982e+01 9.8258005323e-02 1.1105336068e-01 1.8746239217e+00 1.6714000000e+00 0.0000000000e+00 1.0665385047e+01
9.9997758407e-01 9.0087750123e-04 8.9202880859e-03 1.1826691535e+01 9.0986110950e-01 1.1021620843e+01 1.4671308008e+01 1.0108240735e-01 1.1109652484e-01 1.8794195111e+00 1.6714000000e+00 0.0000000000e+00 1.0686150087e+01
1.0283697817e+00 9.1870497372e-04 9.3536376953e-03 1.1826532913e+01 9.3812616226e-01 1.0862883649e+01 1.4676333436e+01 1.0416767972e-01 1.1103802869e-01 1.8848841495e+00 1.6714000000e+00 0.0000000000e+00 1.0714759698e+01
1.0550945408e+00 9.3671529209e-04 9.7869873047e-03 1.1824665502e+01 9.6472648432e-01 1.0715682588e+01 1.4680082679e+01 1.0717854799e-01 1.1109734182e-01 1.8902740936e+00 1.6714000000e+00 0.0000000000e+00 1.0734140402e+01
1.0805198195e+00 9.5490845633e-04 1.0214233398e-02 1.1823252325e+01 9.9021722008e-01 1.0568020082e+01 1.4682800881e+01 1.1002272303e-01 1.1110968462e-01 1.8955639241e+00 1.6714000000e+00 0.0000000000e+00 1.0756289778e+01
1.1047349215e+00 9.7328446644e-04 1.0635375977e-02 1.1818205267e+01 1.0146774529e+00 1.0452658749e+01 1.4685302780e+01 1.1270470737e-01 1.1107441783e-01 1.9007636632e+00 1.6714000000e+00 0.0000000000e+00 1.0776593372e+01
1.1291713785e+00 9.9184332243e-04 1.1087036133e-02 1.1815119351e+01 1.0393694536e+00 1.0323454057e+01 1.4676592999e+01 1.1549707300e-01 1.1112225070e-01 1.9062935294e+00 1.6714000000e+00 0.0000000000e+00 1.0795974076e+01
1.1548950556e+00 1.0105850243e-03 1.1581420898e-02 1.1815097721e+01 1.0655541281e+00 1.0189634910e+01 1.4674220882e+01 1.1841395805e-01 1.1112899375e-01 1.9123095998e+00 1.6714000000e+00 0.0000000000e+00 1.0808894545e+01
1.1794572609e+00 1.0295095720e-03 1.2066650391e-02 1.1809351285e+01 1.0908278125e+00 1.0065967562e+01 1.4684762023e+01 1.2112149127e-01 1.1103630645e-01 1.9182000120e+00 1.6714000000e+00 0.0000000000e+00 1.0831043921e+01
1.2023725084e+00 1.0486169656e-03 1.2554931641e-02 1.1805371319e+01 1.1143310653e+00 9.9432231034e+00 1.4680803688e+01 1.2378423939e-01 1.1108389889e-01 1.9240607988e+00 1.6714000000e+00 0.0000000000e+00 1.0844887281e+01
