# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 
5.6729801984e-01 4.0679097569e-05 7.7295303345e-04 5.5220382697e+02 4.9729936046e-01 1.9572642111e+02 1.9658404971e+02 7.4607089794e-01 1.5002450380e+00 1.0154066000e-01 1.0000000000e-01 0.0000000000e+00 3.8027502124e+02
5.6727977960e-01 4.0770520505e-05 7.7276229858e-04 5.5245332469e+02 4.9730347757e-01 1.9573380424e+02 1.9659158424e+02 7.4584688729e-01 1.4997821671e+00 1.0154113637e-01 1.0000000000e-01 0.0000000000e+00 3.8050389812e+02
5.6717539169e-01 4.1044789312e-05 7.7276229858e-04 5.5308242609e+02 4.9719040826e-01 1.9571903799e+02 1.9657995438e+02 7.4592215075e-01 1.5002746199e+00 1.0154263793e-01 1.0000000000e-01 0.0000000000e+00 3.8103548314e+02
5.6703754906e-01 4.1501903992e-05 7.7238082886e-04 5.5420405549e+02 4.9708902313e-01 1.9571903799e+02 1.9657990391e+02 7.4554574452e-01 1.4998233915e+00 1.0154506601e-01 1.0000000000e-01 0.0000000000e+00 3.8199528943e+02
5.6683702953e-01 4.2141864543e-05 7.7199935913e-04 5.5572260719e+02 4.9691782406e-01 1.9571165486e+02 1.9658226882e+02 7.4523325628e-01 1.4997112605e+00 1.0154844173e-01 1.0000000000e-01 0.0000000000e+00 3.8330210261e+02
5.6660248900e-01 4.2964670966e-05 7.7142715454e-04 5.5764551477e+02 4.9671655997e-01 1.9572642111e+02 1.9658889488e+02 7.4487795215e-01 1.4996036214e+00 1.0155269636e-01 1.0000000000e-01 0.0000000000e+00 3.8497068893e+02
5.6629029860e-01 4.3970323261e-05 7.7085494995e-04 5.6008881733e+02 4.9643353053e-01 1.9572642111e+02 1.9658614784e+02 7.4455552236e-01 1.4998090914e+00 1.0155813839e-01 1.0000000000e-01 0.0000000000e+00 3.8706749652e+02
5.6594086454e-01 4.5158821427e-05 7.7009201050e-04 5.6296458069e+02 4.9613693536e-01 1.9572642111e+02 1.9659428803e+02 7.4399408911e-01 1.4995740814e+00 1.0156440606e-01 1.0000000000e-01 0.0000000000e+00 3.8956299287e+02
5.6554436984e-01 4.6530165465e-05 7.6932907104e-04 5.6620466956e+02 4.9578848621e-01 1.9571903799e+02 1.9658526821e+02 7.4347556722e-01 1.4995821563e+00 1.0157145249e-01 1.0000000000e-01 0.0000000000e+00 3.9236119736e+02
5.6508880728e-01 4.8084355375e-05 7.6856613159e-04 5.6991938379e+02 4.9535913527e-01 1.9571903799e+02 1.9658157665e+02 7.4316741476e-01 1.5002598354e+00 1.0157956554e-01 1.0000000000e-01 0.0000000000e+00 3.9558023999e+02
5.6460869022e-01 4.9821391157e-05 7.6742172241e-04 5.7419319672e+02 4.9495712987e-01 1.9572642111e+02 1.9659149772e+02 7.4234162186e-01 1.4998099372e+00 1.0158853442e-01 1.0000000000e-01 0.0000000000e+00 3.9932348452e+02
