# M_T	 rho_0	 E_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 
1.9453174495e+00 1.0679072051e-03 1.1655807495e-03 1.3270511618e+01 1.8744243661e+00 3.0301385225e+02 3.0466586889e+02 2.8111862080e+00 1.4997597443e+00 1.5992104008e-01 1.0000000000e-01 0.0000000000e+00 3.0192114970e+02
1.9892296895e+00 1.0873802904e-03 1.2548446655e-03 1.3269451736e+01 1.9216310988e+00 3.0590699190e+02 3.0764800982e+02 2.8821525087e+00 1.4998469324e+00 1.6223960787e-01 1.0000000000e-01 0.0000000000e+00 3.0475522436e+02
2.0348162172e+00 1.1070362216e-03 1.3578414917e-03 1.3266358610e+01 1.9708751768e+00 3.0907862824e+02 3.1091146657e+02 2.9566237918e+00 1.5001578114e+00 1.6475676619e-01 1.0000000000e-01 0.0000000000e+00 3.0785302944e+02
2.0776715655e+00 1.1268749987e-03 1.4657974243e-03 1.3262667048e+01 2.0176000804e+00 3.1222016248e+02 3.1417118128e+02 3.0257773718e+00 1.4996913418e+00 1.6724621054e-01 1.0000000000e-01 0.0000000000e+00 3.1093549867e+02
2.1182218145e+00 1.1468966217e-03 1.5794754028e-03 1.3257158544e+01 2.0619090396e+00 3.1535985093e+02 3.1743907944e+02 3.0927314185e+00 1.4999359133e+00 1.6970791279e-01 1.0000000000e-01 0.0000000000e+00 3.1400135588e+02
2.1565065815e+00 1.1671010905e-03 1.6986846924e-03 1.3246949066e+01 2.1039066286e+00 3.1849485284e+02 3.2068909659e+02 3.1567621031e+00 1.5004288024e+00 1.7214180653e-01 1.0000000000e-01 0.0000000000e+00 3.1703299403e+02
2.1933550359e+00 1.1874884052e-03 1.8260955811e-03 1.3237381286e+01 2.1447994024e+00 3.2170432769e+02 3.2402510119e+02 3.2167817061e+00 1.4998053909e+00 1.7461577341e-01 1.0000000000e-01 0.0000000000e+00 3.2015387137e+02
2.2324770240e+00 1.2080585658e-03 1.9771575928e-03 1.3225311606e+01 2.1883314952e+00 3.2528045691e+02 3.2778883678e+02 3.2817768233e+00 1.4996707905e+00 1.7737005723e-01 1.0000000000e-01 0.0000000000e+00 3.2364140309e+02
2.2693065796e+00 1.2288115722e-03 2.1366119385e-03 1.3211107742e+01 2.2294289703e+00 3.2885445194e+02 3.3153288884e+02 3.3441147462e+00 1.4999871226e+00 1.8009420919e-01 1.0000000000e-01 0.0000000000e+00 3.2709726812e+02
2.3037453275e+00 1.2497474245e-03 2.3036956787e-03 1.3197019239e+01 2.2682172215e+00 3.3239902984e+02 3.3527442458e+02 3.4015379829e+00 1.4996526570e+00 1.8278819666e-01 1.0000000000e-01 0.0000000000e+00 3.3050894976e+02
2.3361474050e+00 1.2708661227e-03 2.4791717529e-03 1.3180068333e+01 2.3048161346e+00 3.3594074533e+02 3.3901281672e+02 3.4564482668e+00 1.4996633419e+00 1.8545237433e-01 1.0000000000e-01 0.0000000000e+00 3.3393253524e+02
2.3665750824e+00 1.2921676668e-03 2.6630401611e-03 1.3162872285e+01 2.3393401163e+00 3.3945268317e+02 3.4273261406e+02 3.5083764645e+00 1.4997291074e+00 1.8808705377e-01 1.0000000000e-01 0.0000000000e+00 3.3728204433e+02
2.3981920056e+00 1.3136520567e-03 2.8766632080e-03 1.3144364001e+01 2.3752507226e+00 3.4328816630e+02 3.4683642043e+02 3.5636589212e+00 1.5003295809e+00 1.9096603830e-01 1.0000000000e-01 0.0000000000e+00 3.4095509870e+02
2.4286975012e+00 1.3353192925e-03 3.1089782715e-03 1.3123548490e+01 2.4102128654e+00 3.4722472037e+02 3.5107031113e+02 3.6162450118e+00 1.5003840796e+00 1.9391551526e-01 1.0000000000e-01 0.0000000000e+00 3.4471445777e+02
2.4571728206e+00 1.3571693742e-03 3.3531188965e-03 1.3099279350e+01 2.4430453280e+00 3.5114304014e+02 3.5530026513e+02 3.6652926463e+00 1.5002966193e+00 1.9683278266e-01 1.0000000000e-01 0.0000000000e+00 3.4842605003e+02
2.4837892658e+00 1.3792023017e-03 3.6094665527e-03 1.3076841571e+01 2.4738724492e+00 3.5500412628e+02 3.5951383781e+02 3.7113997329e+00 1.5002389206e+00 1.9971832461e-01 1.0000000000e-01 0.0000000000e+00 3.5208040865e+02
2.5086478400e+00 1.4014180752e-03 3.8780212402e-03 1.3053693598e+01 2.5028101497e+00 3.5883495529e+02 3.6371053169e+02 3.7545492218e+00 1.5001334489e+00 2.0257261550e-01 1.0000000000e-01 0.0000000000e+00 3.5567497766e+02
2.5320001972e+00 1.4238166944e-03 4.1603088379e-03 1.3029835433e+01 2.5300567842e+00 3.6262080420e+02 3.6790597101e+02 3.7956894304e+00 1.5002388303e+00 2.0540575286e-01 1.0000000000e-01 0.0000000000e+00 3.5920980031e+02
2.5565455239e+00 1.4463981596e-03 4.4944763184e-03 1.3002004511e+01 2.5588587344e+00 3.6684565346e+02 3.7263001759e+02 3.8388974163e+00 1.5002381197e+00 2.0857129370e-01 1.0000000000e-01 0.0000000000e+00 3.6313932455e+02
2.5792883639e+00 1.4691624706e-03 4.8454284668e-03 1.2974519673e+01 2.5857439686e+00 3.7099701754e+02 3.7732285894e+02 3.8785564311e+00 1.4999769808e+00 2.1170245858e-01 1.0000000000e-01 0.0000000000e+00 3.6696583113e+02
2.6005191308e+00 1.4921096275e-03 5.2146911621e-03 1.2946385928e+01 2.6108357806e+00 3.7507388705e+02 3.8199876379e+02 3.9165361535e+00 1.5001081962e+00 2.1480010241e-01 1.0000000000e-01 0.0000000000e+00 3.7068831062e+02
2.6201425020e+00 1.5152396303e-03 5.6007385254e-03 1.2917048099e+01 2.6342469597e+00 3.7907573564e+02 3.8664338410e+02 3.9509218962e+00 1.4998297261e+00 2.1786467660e-01 1.0000000000e-01 0.0000000000e+00 3.7430623669e+02
2.6383384352e+00 1.5385524790e-03 6.0043334961e-03 1.2889101816e+01 2.6560815660e+00 3.8299037827e+02 3.9127258203e+02 3.9826708235e+00 1.4994535087e+00 2.2089692095e-01 1.0000000000e-01 0.0000000000e+00 3.7780742430e+02
2.6555943806e+00 1.5620481735e-03 6.4315795898e-03 1.2860268693e+01 2.6765885186e+00 3.8684506905e+02 3.9590007118e+02 4.0148611123e+00 1.4999919055e+00 2.2392118848e-01 1.0000000000e-01 0.0000000000e+00 3.8123389382e+02
2.6732539316e+00 1.5857267139e-03 6.9290161133e-03 1.2828068461e+01 2.6978308784e+00 3.9102126466e+02 4.0102726236e+02 4.0467548690e+00 1.5000031697e+00 2.2725832532e-01 1.0000000000e-01 0.0000000000e+00 3.8487850441e+02
2.6895440268e+00 1.6095881001e-03 7.4508666992e-03 1.2796005221e+01 2.7174942212e+00 3.9506467217e+02 4.0612321225e+02 4.0763503853e+00 1.5000401302e+00 2.3055978953e-01 1.0000000000e-01 0.0000000000e+00 3.8836079440e+02
2.7045371994e+00 1.6336323323e-03 7.9971313477e-03 1.2763033510e+01 2.7356847012e+00 3.9898907004e+02 4.1117458219e+02 4.1035153880e+00 1.4999957364e+00 2.3382642342e-01 1.0000000000e-01 0.0000000000e+00 3.9167977599e+02
2.7183047475e+00 1.6578594103e-03 8.5678100586e-03 1.2730919799e+01 2.7524989815e+00 4.0275186832e+02 4.1619547511e+02 4.1282049104e+00 1.4998025206e+00 2.3705901266e-01 1.0000000000e-01 0.0000000000e+00 3.9480762549e+02
2.7311357560e+00 1.6822693342e-03 9.1659545898e-03 1.2699454995e+01 2.7680232487e+00 4.0636766742e+02 4.2117124012e+02 4.1526620007e+00 1.5002265615e+00 2.4025861661e-01 1.0000000000e-01 0.0000000000e+00 3.9772941081e+02
2.7426647420e+00 1.7068621039e-03 9.7854614258e-03 1.2668134393e+01 2.7823439228e+00 4.0980641571e+02 4.2610232425e+02 4.1725332248e+00 1.4996468232e+00 2.4342540013e-01 1.0000000000e-01 0.0000000000e+00 4.0045937907e+02
2.7545548377e+00 1.7316377195e-03 1.0499572754e-02 1.2633252010e+01 2.7967535283e+00 4.1337449847e+02 4.3144451290e+02 4.1958769283e+00 1.5002669652e+00 2.4686188747e-01 1.0000000000e-01 0.0000000000e+00 4.0321531805e+02
2.7653865129e+00 1.7565961810e-03 1.1256408691e-02 1.2598499409e+01 2.8101596420e+00 4.1680981477e+02 4.3684429570e+02 4.2156417759e+00 1.5001431637e+00 2.5032431141e-01 1.0000000000e-01 0.0000000000e+00 4.0576465931e+02
2.7751348143e+00 1.7817374884e-03 1.2045288086e-02 1.2562890610e+01 2.8223744640e+00 4.1999324860e+02 4.4216996605e+02 4.2327439580e+00 1.4997102660e+00 2.5375067327e-01 1.0000000000e-01 0.0000000000e+00 4.0804735186e+02
2.7840301014e+00 1.8070616416e-03 1.2869262695e-02 1.2529471874e+01 2.8334761024e+00 4.2295739316e+02 4.4745063828e+02 4.2489206825e+00 1.4995435038e+00 2.5714213920e-01 1.0000000000e-01 0.0000000000e+00 4.1006645638e+02
2.7921783400e+00 1.8325686407e-03 1.3729858398e-02 1.2495404230e+01 2.8435369961e+00 4.2565506746e+02 4.5264273463e+02 4.2647071898e+00 1.4997895915e+00 2.6049968363e-01 1.0000000000e-01 0.0000000000e+00 4.1178955813e+02
2.7996187845e+00 1.8582584857e-03 1.4627075195e-02 1.2461624990e+01 2.8526239524e+00 4.2810201832e+02 4.5778890995e+02 4.2800064398e+00 1.5003752725e+00 2.6382411644e-01 1.0000000000e-01 0.0000000000e+00 4.1327670271e+02
2.8062781720e+00 1.8841311766e-03 1.5585327148e-02 1.2426757027e+01 2.8610665982e+00 4.3037068545e+02 4.6302493734e+02 4.2918699678e+00 1.5000943951e+00 2.6722606206e-01 1.0000000000e-01 0.0000000000e+00 4.1452649855e+02
2.8127374109e+00 1.9101867133e-03 1.6659545898e-02 1.2390648930e+01 2.8691323627e+00 4.3249046436e+02 4.6855246840e+02 4.3043789366e+00 1.5002371423e+00 2.7084312145e-01 1.0000000000e-01 0.0000000000e+00 4.1556834116e+02
2.8183604353e+00 1.9364250959e-03 1.7776489258e-02 1.2354555253e+01 2.8762401633e+00 4.3430015201e+02 4.7400638450e+02 4.3148587152e+00 1.5001733062e+00 2.7442290946e-01 1.0000000000e-01 0.0000000000e+00 4.1631485877e+02
2.8232077135e+00 1.9628463244e-03 1.8936157227e-02 1.2318612988e+01 2.8824555343e+00 4.3581465164e+02 4.7935691522e+02 4.3234394196e+00 1.4999153910e+00 2.7796644226e-01 1.0000000000e-01 0.0000000000e+00 4.1678095461e+02
2.8275264499e+00 1.9894503987e-03 2.0144653320e-02 1.2283745025e+01 2.8878329762e+00 4.3700538248e+02 4.8460461573e+02 4.3322325523e+00 1.5001672839e+00 2.8147510853e-01 1.0000000000e-01 0.0000000000e+00 4.1698234665e+02
2.8311628197e+00 2.0162373189e-03 2.1395874023e-02 1.2248783331e+01 2.8924325444e+00 4.3793024150e+02 4.8976347360e+02 4.3392596202e+00 1.5002111730e+00 2.8494935415e-01 1.0000000000e-01 0.0000000000e+00 4.1694739938e+02
2.8340900768e+00 2.0432070850e-03 2.2686767578e-02 1.2213677435e+01 2.8963073069e+00 4.3857436871e+02 4.9481805203e+02 4.3438793020e+00 1.4997991725e+00 2.8838984172e-01 1.0000000000e-01 0.0000000000e+00 4.1669078530e+02
2.8368974221e+00 2.0703596970e-03 2.4102783203e-02 1.2178081254e+01 2.8996340516e+00 4.3895222754e+02 4.9994555324e+02 4.3509024646e+00 1.5005005415e+00 2.9197134967e-01 1.0000000000e-01 0.0000000000e+00 4.1616790285e+02
2.8388379923e+00 2.0976951548e-03 2.5628662109e-02 1.2140610451e+01 2.9023965183e+00 4.3913625050e+02 5.0536787476e+02 4.3528281442e+00 1.4997358620e+00 2.9569974832e-01 1.0000000000e-01 0.0000000000e+00 4.1548071702e+02
2.8403871142e+00 2.1252134585e-03 2.7215576172e-02 1.2104531194e+01 2.9044345418e+00 4.3902633999e+02 5.1056777963e+02 4.3554642462e+00 1.4995911195e+00 2.9939103104e-01 1.0000000000e-01 0.0000000000e+00 4.1455866273e+02
2.8415650511e+00 2.1529146081e-03 2.8863525391e-02 1.2068077013e+01 2.9057969178e+00 4.3862072954e+02 5.1550254090e+02 4.3586813937e+00 1.4999951879e+00 3.0304621847e-01 1.0000000000e-01 0.0000000000e+00 4.1344427225e+02
2.8421696719e+00 2.1807986035e-03 3.0560302734e-02 1.2032444781e+01 2.9065399675e+00 4.3809781104e+02 5.2058458254e+02 4.3600467622e+00 1.5000814752e+00 3.0666551373e-01 1.0000000000e-01 0.0000000000e+00 4.1227163872e+02
2.8422570682e+00 2.2088654448e-03 3.2305908203e-02 1.1997475877e+01 2.9067051092e+00 4.3735406211e+02 5.2538654849e+02 4.3598553717e+00 1.4999304050e+00 3.1024988086e-01 1.0000000000e-01 0.0000000000e+00 4.1093723977e+02
