# M_T	 rho_0	 E_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 
6.1496983868e-01 6.7100326037e-05 1.4431476593e-04 6.0369645384e+02 5.3755572127e-01 2.4424852250e+02 2.4486326772e+02 8.0656649337e-01 1.5004332787e+00 1.0190394005e-01 1.0000000000e-01 0.0000000000e+00 4.2866422637e+02
6.1388079449e-01 7.0300128793e-05 1.4393329620e-04 6.1248739838e+02 5.3660730077e-01 2.4425590563e+02 2.4486551006e+02 8.0506728327e-01 1.5002913343e+00 1.0191991894e-01 1.0000000000e-01 0.0000000000e+00 4.3648295607e+02
6.1260139282e-01 7.3682777420e-05 1.4350414276e-04 6.2222524316e+02 5.3549565658e-01 2.4426328875e+02 2.4487194866e+02 8.0328239509e-01 1.5000726621e+00 1.0193654734e-01 1.0000000000e-01 0.0000000000e+00 4.4518766080e+02
6.1102353605e-01 7.7248271919e-05 1.4302730560e-04 6.3350629091e+02 5.3409624676e-01 2.4427067188e+02 2.4488718357e+02 8.0135901807e-01 1.5004018900e+00 1.0195471207e-01 1.0000000000e-01 0.0000000000e+00 4.5533945809e+02
6.0915482795e-01 8.0996612290e-05 1.4245510101e-04 6.4612772920e+02 5.3248854157e-01 2.4428543813e+02 2.4488819298e+02 7.9859928858e-01 1.4997492457e+00 1.0197342032e-01 1.0000000000e-01 0.0000000000e+00 4.6684236732e+02
6.0682303665e-01 8.4927798533e-05 1.4178752899e-04 6.6101731550e+02 5.3044034813e-01 2.4430389594e+02 2.4490268525e+02 7.9556978454e-01 1.4998289390e+00 1.0199395054e-01 1.0000000000e-01 0.0000000000e+00 4.8050484070e+02
6.0406068398e-01 8.9041830648e-05 1.4107227325e-04 6.7758669979e+02 5.2798870557e-01 2.4431497063e+02 2.4490598746e+02 7.9222800427e-01 1.5004639226e+00 1.0201501234e-01 1.0000000000e-01 0.0000000000e+00 4.9588758227e+02
6.0168283658e-01 9.3338708634e-05 1.4045238495e-04 6.9136869472e+02 5.2591626229e-01 2.4431866219e+02 2.4491906656e+02 7.8898394964e-01 1.5002083149e+00 1.0203146106e-01 1.0000000000e-01 0.0000000000e+00 5.0885604187e+02
5.9938988156e-01 9.7818432492e-05 1.3988018036e-04 7.0441938532e+02 5.2390121054e-01 2.4432604532e+02 2.4492623338e+02 7.8601920961e-01 1.5003195140e+00 1.0204693984e-01 1.0000000000e-01 0.0000000000e+00 5.2123754300e+02
5.9768769810e-01 1.0248100222e-04 1.3940334320e-04 7.1427686701e+02 5.2244844082e-01 2.4434450313e+02 2.4493886544e+02 7.8340175298e-01 1.4994814641e+00 1.0205861480e-01 1.0000000000e-01 0.0000000000e+00 5.3070640121e+02
5.9613667214e-01 1.0732641782e-04 1.3906955719e-04 7.2303359250e+02 5.2104180663e-01 2.4434819469e+02 2.4494268679e+02 7.8182074433e-01 1.5004952278e+00 1.0206982202e-01 1.0000000000e-01 0.0000000000e+00 5.3912685562e+02
5.9277433867e-01 1.1235467930e-04 1.3821125031e-04 7.4281994292e+02 5.1812540301e-01 2.4436665250e+02 2.4495908973e+02 7.7710472373e-01 1.4998390722e+00 1.0209423775e-01 1.0000000000e-01 0.0000000000e+00 5.5843003673e+02
5.8863577796e-01 1.1756578664e-04 1.3725757599e-04 7.6644897213e+02 5.1448284295e-01 2.4437403563e+02 2.4497265190e+02 7.7181586893e-01 1.5001780516e+00 1.0212043760e-01 1.0000000000e-01 0.0000000000e+00 5.8182716082e+02
5.8346054924e-01 1.2295973986e-04 1.3606548309e-04 7.9532939342e+02 5.0996387256e-01 2.4439249344e+02 2.4499249404e+02 7.6485903154e-01 1.4998298364e+00 1.0214865984e-01 1.0000000000e-01 0.0000000000e+00 6.1097943109e+02
5.7738461362e-01 1.2853653895e-04 1.3473033905e-04 8.2828086567e+02 5.0465283101e-01 2.4441279704e+02 2.4501154308e+02 7.5675340090e-01 1.4995524733e+00 1.0217706975e-01 1.0000000000e-01 0.0000000000e+00 6.4494734483e+02
5.6960402593e-01 1.3429618391e-04 1.3312101364e-04 8.6945083069e+02 4.9782682868e-01 2.4444971266e+02 2.4503344732e+02 7.4662525371e-01 1.4997690175e+00 1.0220843027e-01 1.0000000000e-01 0.0000000000e+00 6.8835273850e+02
5.6034931220e-01 1.4023867474e-04 1.3130903244e-04 9.1763562275e+02 4.8970365286e-01 2.4446263313e+02 2.4504476715e+02 7.3462754966e-01 1.5001471714e+00 1.0224062339e-01 1.0000000000e-01 0.0000000000e+00 7.4043145862e+02
5.4877531692e-01 1.4636401144e-04 1.2909173965e-04 9.7757205749e+02 4.7957058668e-01 2.4449770298e+02 2.4507640499e+02 7.1939349958e-01 1.5000784443e+00 1.0227579195e-01 1.0000000000e-01 0.0000000000e+00 8.0689988996e+02
5.3472901418e-01 1.5267219402e-04 1.2654066086e-04 1.0491954172e+03 4.6728235076e-01 2.4451616079e+02 2.4510152492e+02 7.0083393162e-01 1.4998082647e+00 1.0231281035e-01 1.0000000000e-01 0.0000000000e+00 8.8826562239e+02
5.1707884084e-01 1.5916322246e-04 1.2348890305e-04 1.1354024394e+03 4.5183064784e-01 2.4454938486e+02 2.4512741633e+02 6.7765100655e-01 1.4997898212e+00 1.0235275782e-01 1.0000000000e-01 0.0000000000e+00 9.8811870057e+02
4.8979218316e-01 1.6583709678e-04 1.1914968491e-04 1.1728038885e+03 4.2795047665e-01 2.4459737517e+02 2.4516462757e+02 6.4179805119e-01 1.4997016856e+00 1.0239517754e-01 1.0000000000e-01 0.0000000000e+00 1.0622637364e+03
4.4498302929e-01 1.7269381697e-04 1.1247396469e-04 1.1360082378e+03 3.8871421238e-01 2.4461398720e+02 2.4518905534e+02 5.8322497685e-01 1.5003952988e+00 1.0243698853e-01 1.0000000000e-01 0.0000000000e+00 1.0645248186e+03
3.7366087343e-01 1.7973338304e-04 1.0172128677e-04 1.0718525416e+03 3.2632027949e-01 2.4466194868e+02 2.4522886942e+02 4.8959231705e-01 1.5003429080e+00 1.0247939189e-01 1.0000000000e-01 0.0000000000e+00 1.0241870846e+03
2.8029594905e-01 1.8695579497e-04 8.6700916290e-05 9.7397814099e+02 2.4466491019e-01 2.4471732212e+02 2.4526731358e+02 3.6701162639e-01 1.5000582883e+00 1.0251558922e-01 1.0000000000e-01 0.0000000000e+00 9.3784512575e+02
1.7404742379e-01 1.9436105278e-04 6.6936016083e-05 8.3101499415e+02 1.5175439469e-01 2.4478007868e+02 2.4532486446e+02 2.2761641317e-01 1.4998999774e+00 1.0255197413e-01 1.0000000000e-01 0.0000000000e+00 7.9173676753e+02
1.1179329348e-01 2.0194915645e-04 5.2827596664e-05 5.9395320870e+02 9.7316530811e-02 2.4483176056e+02 2.4536633686e+02 1.4599781505e-01 1.5002365357e+00 1.0260382275e-01 1.0000000000e-01 0.0000000000e+00 4.5256337414e+02
1.0059420879e-01 2.0972010600e-04 4.9966573715e-05 2.2790391255e+02 8.7527741215e-02 2.4487030566e+02 2.4541357012e+02 1.3126293713e-01 1.4996723931e+00 1.0269407590e-01 1.0000000000e-01 0.0000000000e+00 2.4451591565e+02
1.0187371038e-01 2.1767390143e-04 5.0383806229e-05 1.2528418841e+02 8.8643539051e-02 2.4493510268e+02 2.4546974388e+02 1.3297948641e-01 1.5001599421e+00 1.0280315555e-01 1.0000000000e-01 0.0000000000e+00 2.4458071267e+02
1.0481747109e-01 2.2581054272e-04 5.1254034042e-05 8.6086130704e+01 9.1222387248e-02 2.4498572468e+02 2.4552424490e+02 1.3682431371e-01 1.4998984113e+00 1.0291518851e-01 1.0000000000e-01 0.0000000000e+00 2.4463133466e+02
1.0881737770e-01 2.3413002988e-04 5.2422285080e-05 6.4219505416e+01 9.4724041663e-02 2.4504698155e+02 2.4558497543e+02 1.4209149468e-01 1.5000573474e+00 1.0304473774e-01 1.0000000000e-01 0.0000000000e+00 2.4469259153e+02
1.1311214591e-01 2.4263236292e-04 5.3650140762e-05 5.1940877748e+01 9.8490316962e-02 2.4511293939e+02 2.4565864085e+02 1.4770777402e-01 1.4997187396e+00 1.0317439902e-01 1.0000000000e-01 0.0000000000e+00 2.4475854937e+02
1.1789470518e-01 2.5131754183e-04 5.5015087128e-05 4.3691049959e+01 1.0267692362e-01 2.4519127694e+02 2.4572343787e+02 1.5406068644e-01 1.5004411995e+00 1.0331316641e-01 1.0000000000e-01 0.0000000000e+00 2.4482212068e+02
1.2319552782e-01 2.6018556661e-04 5.6493282318e-05 3.7735405787e+01 1.0733003726e-01 2.4527504369e+02 2.4581491220e+02 1.6101109717e-01 1.5001494575e+00 1.0346294968e-01 1.0000000000e-01 0.0000000000e+00 2.4490588743e+02
1.2855654892e-01 2.6923643726e-04 5.7971477509e-05 3.3569902728e+01 1.1204277592e-01 2.4534744014e+02 2.4588496537e+02 1.6800896370e-01 1.4995073294e+00 1.0361170771e-01 1.0000000000e-01 0.0000000000e+00 2.4497828387e+02
1.3472596860e-01 2.7847015378e-04 5.9664249420e-05 3.0131003025e+01 1.1746141664e-01 2.4543768875e+02 2.4597860272e+02 1.7615028988e-01 1.4996438398e+00 1.0378018652e-01 1.0000000000e-01 0.0000000000e+00 2.4506853248e+02
1.4116116140e-01 2.8788671618e-04 6.1404705048e-05 2.7490036031e+01 1.2311680557e-01 2.4554324437e+02 2.4608635741e+02 1.8465843561e-01 1.4998637656e+00 1.0395330683e-01 1.0000000000e-01 0.0000000000e+00 2.4517408810e+02
1.4761944216e-01 2.9748612445e-04 6.3145160675e-05 2.5477694571e+01 1.2879168663e-01 2.4562771050e+02 2.4617878347e+02 1.9325292925e-01 1.5005077914e+00 1.0412526345e-01 1.0000000000e-01 0.0000000000e+00 2.4527332048e+02
1.5534928578e-01 3.0726837858e-04 6.5195560455e-05 2.3625330438e+01 1.3559920582e-01 2.4573925769e+02 2.4629490907e+02 2.0345624926e-01 1.5004236052e+00 1.0432922129e-01 1.0000000000e-01 0.0000000000e+00 2.4537010143e+02
1.6310646410e-01 3.1723347859e-04 6.7222118378e-05 2.2171597392e+01 1.4243761835e-01 2.4586549904e+02 2.4641606010e+02 2.1369978930e-01 1.5003044264e+00 1.0453170815e-01 1.0000000000e-01 0.0000000000e+00 2.4549634278e+02
1.7105258094e-01 3.2738142448e-04 6.9272518158e-05 2.0990347814e+01 1.4945154561e-01 2.4599846019e+02 2.4654524316e+02 2.2417878892e-01 1.5000098393e+00 1.0473780826e-01 1.0000000000e-01 0.0000000000e+00 2.4562930392e+02
1.8049663108e-01 3.3771221623e-04 7.1704387665e-05 1.9870513725e+01 1.5779466765e-01 2.4613374298e+02 2.4669160786e+02 2.3665911149e-01 1.4997915646e+00 1.0498051393e-01 1.0000000000e-01 0.0000000000e+00 2.4576458672e+02
1.8996593000e-01 3.4822585386e-04 7.4112415314e-05 1.8972887194e+01 1.6616123890e-01 2.4629928649e+02 2.4685024411e+02 2.4926347698e-01 1.5001301063e+00 1.0522141599e-01 1.0000000000e-01 0.0000000000e+00 2.4591536398e+02
1.9968122115e-01 3.5892233735e-04 7.6568126678e-05 1.8227616933e+01 1.7475870674e-01 2.4645475752e+02 2.4700848381e+02 2.6217157702e-01 1.5001917897e+00 1.0546734289e-01 1.0000000000e-01 0.0000000000e+00 2.4607083500e+02
2.1138717171e-01 3.6980166672e-04 7.9500675201e-05 1.7491690940e+01 1.8512974902e-01 2.4663435349e+02 2.4719836135e+02 2.7775070952e-01 1.5003029550e+00 1.0576114452e-01 1.0000000000e-01 0.0000000000e+00 2.4626519722e+02
2.2310727428e-01 3.8086384196e-04 8.2409381866e-05 1.6892633958e+01 1.9553012537e-01 2.4683265962e+02 2.4739490822e+02 2.9334096032e-01 1.5002340932e+00 1.0605286935e-01 1.0000000000e-01 0.0000000000e+00 2.4646350335e+02
2.3478878926e-01 3.9210886308e-04 8.5294246674e-05 1.6400250159e+01 2.0591537838e-01 2.4701952335e+02 2.4759039521e+02 3.0884924848e-01 1.4998843258e+00 1.0634237586e-01 1.0000000000e-01 0.0000000000e+00 2.4663560083e+02
2.4946768106e-01 4.0353673006e-04 8.8894367218e-05 1.5887569976e+01 2.1897829833e-01 2.4727468819e+02 2.4783642488e+02 3.2842874313e-01 1.4998232502e+00 1.0670346358e-01 1.0000000000e-01 0.0000000000e+00 2.4689076568e+02
2.6418051714e-01 4.1514744292e-04 9.2494487762e-05 1.5478167026e+01 2.3208810449e-01 2.4752976652e+02 2.4809905938e+02 3.4813123927e-01 1.4999960469e+00 1.0706230404e-01 1.0000000000e-01 0.0000000000e+00 2.4713107776e+02
2.7880707522e-01 4.2694100165e-04 9.6046924591e-05 1.5132717514e+01 2.4515193278e-01 2.4777498145e+02 2.4835315713e+02 3.6765939663e-01 1.4997205711e+00 1.0741766432e-01 1.0000000000e-01 0.0000000000e+00 2.4739105894e+02
2.9640394682e-01 4.3891740625e-04 1.0033845901e-04 1.4799611666e+01 2.6088651817e-01 2.4807680996e+02 2.4866484904e+02 3.9129248502e-01 1.4998570557e+00 1.0784309219e-01 1.0000000000e-01 0.0000000000e+00 2.4769288745e+02
3.1499211995e-01 4.5107665672e-04 1.0484457016e-04 1.4504156872e+01 2.7754696076e-01 2.4841630394e+02 2.4899695268e+02 4.1624606357e-01 1.4997320181e+00 1.0828933392e-01 1.0000000000e-01 0.0000000000e+00 2.4801761518e+02
3.3349832565e-01 4.6341875306e-04 1.0936260223e-04 1.4266750459e+01 2.9415913162e-01 2.4872524880e+02 2.4932212744e+02 4.4121812135e-01 1.4999300512e+00 1.0873168812e-01 1.0000000000e-01 0.0000000000e+00 2.4834132629e+02
3.5372773028e-01 4.7594369528e-04 1.1427402496e-04 1.4052430733e+01 3.1237641538e-01 2.4910159352e+02 2.4969725365e+02 4.6838665816e-01 1.4994302870e+00 1.0921499155e-01 1.0000000000e-01 0.0000000000e+00 2.4870290476e+02
3.7722362539e-01 4.8865148336e-04 1.2004375458e-04 1.3851435240e+01 3.3355792631e-01 2.4953554681e+02 2.5013887847e+02 5.0027335191e-01 1.4998095157e+00 1.0977296878e-01 1.0000000000e-01 0.0000000000e+00 2.4912209179e+02
4.0059265034e-01 5.0154211732e-04 1.2581348419e-04 1.3693700248e+01 3.5468808520e-01 2.4995368117e+02 2.5057163488e+02 5.3197110558e-01 1.4998279553e+00 1.1032655678e-01 1.0000000000e-01 0.0000000000e+00 2.4955499240e+02
4.2369758334e-01 5.1461559715e-04 1.3153553009e-04 1.3556528413e+01 3.7563900865e-01 2.5040715936e+02 2.5102721841e+02 5.6331937853e-01 1.4996296060e+00 1.1087426881e-01 1.0000000000e-01 0.0000000000e+00 2.4999370434e+02
4.5205846130e-01 5.2787192285e-04 1.3868808746e-04 1.3431109014e+01 4.0140573241e-01 2.5093146940e+02 2.5156576116e+02 6.0209794193e-01 1.4999734516e+00 1.1154641325e-01 1.0000000000e-01 0.0000000000e+00 2.5051801439e+02
4.8130252908e-01 5.4131109443e-04 1.4612674713e-04 1.3321804151e+01 4.2806877080e-01 2.5151617832e+02 2.5214798981e+02 6.4208332364e-01 1.4999536697e+00 1.1223895310e-01 1.0000000000e-01 0.0000000000e+00 2.5108795705e+02
5.1018925890e-01 5.5493311187e-04 1.5356540680e-04 1.3238044613e+01 4.5450091209e-01 2.5209688564e+02 2.5273584953e+02 6.8156689790e-01 1.4995941257e+00 1.1292485009e-01 1.0000000000e-01 0.0000000000e+00 2.5168343062e+02
5.3984262603e-01 5.6873797519e-04 1.6138553619e-04 1.3175655762e+01 4.8169735056e-01 2.5269897807e+02 2.5334373166e+02 7.2241552551e-01 1.4997290823e+00 1.1363206771e-01 1.0000000000e-01 0.0000000000e+00 2.5227075680e+02
5.7583756087e-01 5.8272568438e-04 1.7106533051e-04 1.3108284744e+01 5.1482081956e-01 2.5344375083e+02 2.5410469106e+02 7.7219565169e-01 1.4999308931e+00 1.1449345388e-01 1.0000000000e-01 0.0000000000e+00 2.5301552956e+02
6.1135600784e-01 5.9689623944e-04 1.8084049225e-04 1.3062702597e+01 5.4764407480e-01 2.5421032689e+02 2.5486645799e+02 8.2134339822e-01 1.4997759238e+00 1.1534773847e-01 1.0000000000e-01 0.0000000000e+00 2.5375257312e+02
6.4624222785e-01 6.1124964037e-04 1.9071102142e-04 1.3032391407e+01 5.7999426098e-01 2.5496261256e+02 2.5562736692e+02 8.6985383019e-01 1.4997628230e+00 1.1619303859e-01 1.0000000000e-01 0.0000000000e+00 2.5450485879e+02
6.8324854066e-01 6.2578588718e-04 2.0153522491e-04 1.3006795611e+01 6.1441922688e-01 2.5576394122e+02 2.5645339011e+02 9.2168149271e-01 1.5000856946e+00 1.1709836234e-01 1.0000000000e-01 0.0000000000e+00 2.5530618745e+02
7.2586728901e-01 6.4050497985e-04 2.1433830261e-04 1.2987364437e+01 6.5429101136e-01 2.5673383442e+02 2.5743580723e+02 9.8105584121e-01 1.4994181858e+00 1.1815161488e-01 1.0000000000e-01 0.0000000000e+00 2.5627608065e+02
7.6775633427e-01 6.5540691840e-04 2.2749900818e-04 1.2978834908e+01 6.9354581312e-01 2.5771464368e+02 2.5842462689e+02 1.0406196628e+00 1.5004339196e+00 1.1919533383e-01 1.0000000000e-01 0.0000000000e+00 2.5724212366e+02
8.0853602264e-01 6.7049170282e-04 2.4075508118e-04 1.2973795060e+01 7.3201931528e-01 2.5868417637e+02 2.5941082208e+02 1.0979927497e+00 1.4999505161e+00 1.2022744943e-01 1.0000000000e-01 0.0000000000e+00 2.5821165635e+02
8.5126681403e-01 6.8575933311e-04 2.5525093079e-04 1.2980046202e+01 7.7247264261e-01 2.5973883131e+02 2.6048356712e+02 1.1587005350e+00 1.4999890884e+00 1.2132506702e-01 1.0000000000e-01 0.0000000000e+00 2.5925154504e+02
9.0003037589e-01 7.0120980928e-04 2.7260780334e-04 1.2989102067e+01 8.1885506829e-01 2.6097350039e+02 2.6173270684e+02 1.2283215644e+00 1.5000475810e+00 1.2259652525e-01 1.0000000000e-01 0.0000000000e+00 2.6047144787e+02
9.4752639155e-01 7.1684313131e-04 2.9044151306e-04 1.2996838486e+01 8.6423892037e-01 2.6220683561e+02 2.6298889082e+02 1.2966247525e+00 1.5003082157e+00 1.2385575961e-01 1.0000000000e-01 0.0000000000e+00 2.6169001684e+02
9.9356542764e-01 7.3265929922e-04 3.0856132507e-04 1.3008280888e+01 9.0847976034e-01 2.6347339489e+02 2.6425639462e+02 1.3628498952e+00 1.5001433766e+00 1.2510087452e-01 1.0000000000e-01 0.0000000000e+00 2.6294180987e+02
1.0392097433e+00 7.4865831300e-04 3.2753944397e-04 1.3026075374e+01 9.5258753709e-01 2.6474632068e+02 2.6554462741e+02 1.4285157603e+00 1.4996162606e+00 1.2636272588e-01 1.0000000000e-01 0.0000000000e+00 2.6419996941e+02
1.0928628251e+00 7.6484017265e-04 3.5128593445e-04 1.3045066734e+01 1.0045853635e+00 2.6630100211e+02 2.6712863946e+02 1.5071635132e+00 1.5002841650e+00 1.2787515184e-01 1.0000000000e-01 0.0000000000e+00 2.6573988458e+02
1.1447062905e+00 7.8120487817e-04 3.7579536438e-04 1.3062154631e+01 1.0551641793e+00 2.6783901382e+02 2.6870416523e+02 1.5830786174e+00 1.5003149732e+00 1.2937277856e-01 1.0000000000e-01 0.0000000000e+00 2.6726313004e+02
1.1946898413e+00 7.9775242956e-04 4.0097236633e-04 1.3087188040e+01 1.1042103443e+00 2.6941450354e+02 2.7028943904e+02 1.6565091765e+00 1.5001753833e+00 1.3085383250e-01 1.0000000000e-01 0.0000000000e+00 2.6880908726e+02
1.2428502174e+00 8.1448282683e-04 4.2695999146e-04 1.3102343635e+01 1.1516533637e+00 2.7096536362e+02 2.7186882941e+02 1.7281656513e+00 1.5005953230e+00 1.3231733792e-01 1.0000000000e-01 0.0000000000e+00 2.7035994734e+02
1.2966297142e+00 8.3139606996e-04 4.5804977417e-04 1.3122192995e+01 1.2050104712e+00 2.7277191488e+02 2.7370305298e+02 1.8078900525e+00 1.5003106576e+00 1.3400140340e-01 1.0000000000e-01 0.0000000000e+00 2.7213696610e+02
1.3510173694e+00 8.4849215897e-04 4.9200057983e-04 1.3145214791e+01 1.2593039895e+00 2.7467025050e+02 2.7565705044e+02 1.8888432077e+00 1.4999104453e+00 1.3575520652e-01 1.0000000000e-01 0.0000000000e+00 2.7402053548e+02
1.4032219275e+00 8.6577109385e-04 5.2728652954e-04 1.3163456301e+01 1.3116820331e+00 2.7659335276e+02 2.7759914406e+02 1.9673272741e+00 1.4998507447e+00 1.3749007337e-01 1.0000000000e-01 0.0000000000e+00 2.7591410524e+02
1.4532507293e+00 8.8323287460e-04 5.6390762329e-04 1.3181250787e+01 1.3621098990e+00 2.7851597916e+02 2.7955392022e+02 2.0433874824e+00 1.5001634478e+00 1.3920493406e-01 1.0000000000e-01 0.0000000000e+00 2.7780719913e+02
1.5025819030e+00 9.0087750123e-04 6.0300827026e-04 1.3194127996e+01 1.4121769663e+00 2.8046323520e+02 2.8155161079e+02 2.1182596827e+00 1.4999959164e+00 1.4095548874e-01 1.0000000000e-01 0.0000000000e+00 2.7973968892e+02
1.5576673511e+00 9.1870497372e-04 6.5050125122e-04 1.3211446616e+01 1.4683715828e+00 2.8278410333e+02 2.8390863028e+02 2.2027256502e+00 1.5001146004e+00 1.4297735148e-01 1.0000000000e-01 0.0000000000e+00 2.8203102455e+02
1.6101452187e+00 9.3671529209e-04 7.0009231567e-04 1.3223898430e+01 1.5223122402e+00 2.8508530957e+02 2.8625540425e+02 2.2830236636e+00 1.4997078808e+00 1.4497784482e-01 1.0000000000e-01 0.0000000000e+00 2.8428793204e+02
1.6602362823e+00 9.5490845633e-04 7.5197219849e-04 1.3238570949e+01 1.5740052445e+00 2.8737399910e+02 2.8861351246e+02 2.3609233543e+00 1.4999463074e+00 1.4695599752e-01 1.0000000000e-01 0.0000000000e+00 2.8656185532e+02
1.7079257688e+00 9.7328446644e-04 8.0595016479e-04 1.3246538091e+01 1.6234799077e+00 2.8968550134e+02 2.9096472784e+02 2.4356870547e+00 1.5002877727e+00 1.4891111114e-01 1.0000000000e-01 0.0000000000e+00 2.8882905881e+02
1.7565029038e+00 9.9184332243e-04 8.6612701416e-04 1.3253726544e+01 1.6741863807e+00 2.9215865365e+02 2.9349239558e+02 2.5121147020e+00 1.5004988280e+00 1.5098363383e-01 1.0000000000e-01 0.0000000000e+00 2.9125791236e+02
1.8076088891e+00 1.0105850243e-03 9.3593597412e-04 1.3260850107e+01 1.7278872131e+00 2.9488275290e+02 2.9628717529e+02 2.5927182898e+00 1.5005136158e+00 1.5325561865e-01 1.0000000000e-01 0.0000000000e+00 2.9393771286e+02
1.8560443165e+00 1.0295095720e-03 1.0091781616e-03 1.3266293720e+01 1.7791154728e+00 2.9759042037e+02 2.9907498284e+02 2.6693510297e+00 1.5003809873e+00 1.5550286825e-01 1.0000000000e-01 0.0000000000e+00 2.9660108158e+02
1.9019708260e+00 1.0486169656e-03 1.0858535767e-03 1.3269545467e+01 1.8279360735e+00 3.0031066223e+02 3.0187317291e+02 2.7427275852e+00 1.5004504944e+00 1.5772480438e-01 1.0000000000e-01 0.0000000000e+00 2.9926225844e+02
