# M_T	 rho_0	 E_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 
3.7000649755e-01 8.9041830648e-05 3.6473274231e-04 7.3832728954e+02 3.3509626976e-01 2.4408605048e+01 2.4479169683e+01 3.7236560112e-02 1.1112197739e-01 1.0170608950e+00 1.0000000000e+00 0.0000000000e+00 7.2697204282e+02
3.6300368932e-01 9.3338708634e-05 3.6149024963e-04 7.3832359798e+02 3.2876047183e-01 2.4419679736e+01 2.4481123616e+01 3.6515503604e-02 1.1107023725e-01 1.0172774662e+00 1.0000000000e+00 0.0000000000e+00 7.2718984502e+02
3.5634379471e-01 9.7818432492e-05 3.5886661606e-04 7.3831990641e+02 3.2271204947e-01 2.4415988174e+01 2.4483719246e+01 3.5851470027e-02 1.1109430245e-01 1.0174832661e+00 1.0000000000e+00 0.0000000000e+00 7.2737811471e+02
3.5159009945e-01 1.0248100222e-04 3.5688120465e-04 7.3831621485e+02 3.1841647853e-01 2.4412296611e+01 2.4484512355e+01 3.5356265904e-02 1.1103780202e-01 1.0176370362e+00 1.0000000000e+00 0.0000000000e+00 7.2752208566e+02
3.4721476962e-01 1.0732641782e-04 3.5462379456e-04 7.3831990641e+02 3.1441619772e-01 2.4430754424e+01 2.4490107379e+01 3.4947372682e-02 1.1115003914e-01 1.0177752772e+00 1.0000000000e+00 0.0000000000e+00 7.2762914097e+02
3.3800317540e-01 1.1235467930e-04 3.5099983215e-04 7.3831621485e+02 3.0608262739e-01 2.4412296611e+01 2.4481152456e+01 3.3996945386e-02 1.1107113682e-01 1.0180916846e+00 1.0000000000e+00 0.0000000000e+00 7.2786170942e+02
3.2726167993e-01 1.1756578664e-04 3.4604072571e-04 7.3832359798e+02 2.9631290864e-01 2.4419679736e+01 2.4485839010e+01 3.2941467200e-02 1.1117121880e-01 1.0184250807e+00 1.0000000000e+00 0.0000000000e+00 7.2809058630e+02
3.1506046373e-01 1.2295973986e-04 3.3993721008e-04 7.3831990641e+02 2.8525376190e-01 2.4430754424e+01 2.4491945951e+01 3.1705533974e-02 1.1114852180e-01 1.0187831553e+00 1.0000000000e+00 0.0000000000e+00 7.2829362225e+02
3.0173499543e-01 1.2853653895e-04 3.3373832703e-04 7.3832359798e+02 2.7316023491e-01 2.4419679736e+01 2.4482839615e+01 3.0370030576e-02 1.1118027698e-01 1.0191482981e+00 1.0000000000e+00 0.0000000000e+00 7.2847450882e+02
2.8647160402e-01 1.3429618391e-04 3.2572746277e-04 7.3832544376e+02 2.5934380154e-01 2.4421525518e+01 2.4488860035e+01 2.8806374373e-02 1.1107408082e-01 1.0195422304e+00 1.0000000000e+00 0.0000000000e+00 7.2862401711e+02
2.6961999318e-01 1.4023867474e-04 3.1714439392e-04 7.3832728954e+02 2.4404123635e-01 2.4408605048e+01 2.4479883481e+01 2.7127398764e-02 1.1115907774e-01 1.0199450562e+00 1.0000000000e+00 0.0000000000e+00 7.2869969414e+02
2.5092070998e-01 1.4636401144e-04 3.0617713928e-04 7.3832359798e+02 2.2711177298e-01 2.4419679736e+01 2.4490157850e+01 2.5216172368e-02 1.1102978959e-01 1.0203685641e+00 1.0000000000e+00 0.0000000000e+00 7.2868123633e+02
2.3031044580e-01 1.5267219402e-04 2.9416084290e-04 7.3831990641e+02 2.0840149511e-01 2.4415988174e+01 2.4478758708e+01 2.3159289004e-02 1.1112822867e-01 1.0208063444e+00 1.0000000000e+00 0.0000000000e+00 7.2850034976e+02
2.0802499875e-01 1.5916322246e-04 2.8014183044e-04 7.3831990641e+02 1.8819101856e-01 2.4415988174e+01 2.4489588253e+01 2.0915956660e-02 1.1114216194e-01 1.0212609506e+00 1.0000000000e+00 0.0000000000e+00 7.2807212849e+02
1.8400481693e-01 1.6583709678e-04 2.6383399963e-04 7.3832359798e+02 1.6641876915e-01 2.4419679736e+01 2.4482933347e+01 1.8487536991e-02 1.1109045624e-01 1.0217348780e+00 1.0000000000e+00 0.0000000000e+00 7.2714554627e+02
1.5958047411e-01 1.7269381697e-04 2.4590492249e-04 7.3831806063e+02 1.4427746369e-01 2.4428908643e+01 2.4489025867e+01 1.6021460133e-02 1.1104617258e-01 1.0222134942e+00 1.0000000000e+00 0.0000000000e+00 7.2520563009e+02
1.3376749756e-01 1.7973338304e-04 2.2587776184e-04 7.3831990641e+02 1.2086361023e-01 2.4415988174e+01 2.4482515162e+01 1.3428051747e-02 1.1110086586e-01 1.0227435069e+00 1.0000000000e+00 0.0000000000e+00 7.1987685940e+02
1.1090933243e-01 1.8695579497e-04 2.0604133606e-04 7.1498923045e+02 1.0012811882e-01 2.4430754424e+01 2.4491477295e+01 1.1133060078e-02 1.1118814784e-01 1.0232788887e+00 1.0000000000e+00 0.0000000000e+00 6.7631642010e+02
9.4074122371e-02 1.9436105278e-04 1.9102096558e-04 3.4563515657e+02 8.4872099340e-02 2.4421525518e+01 2.4486091363e+01 9.4256204486e-03 1.1105676096e-01 1.0239641753e+00 1.0000000000e+00 0.0000000000e+00 2.2045826862e+02
9.2422254616e-02 2.0194915645e-04 1.9216537476e-04 1.7328498635e+02 8.3370587696e-02 2.4414142392e+01 2.4479688809e+01 9.2630857919e-03 1.1110735870e-01 1.0248238216e+00 1.0000000000e+00 0.0000000000e+00 6.0030338864e+01
9.4146644895e-02 2.0972010600e-04 1.9712448120e-04 1.0967634083e+02 8.4934358435e-02 2.4425217080e+01 2.4490157850e+01 9.4394735956e-03 1.1113845762e-01 1.0257779892e+00 1.0000000000e+00 0.0000000000e+00 3.2310394906e+01
9.7009585277e-02 2.1767390143e-04 2.0399093628e-04 7.9104246535e+01 8.7529856189e-02 2.4423371299e+01 2.4484389783e+01 9.7334972788e-03 1.1120202526e-01 1.0268034771e+00 1.0000000000e+00 0.0000000000e+00 2.4408605048e+01
1.0030175771e-01 2.2581054272e-04 2.1142959595e-04 6.2495747539e+01 9.0526041724e-02 2.4421525518e+01 2.4493589850e+01 1.0061989117e-02 1.1115021628e-01 1.0278276754e+00 1.0000000000e+00 0.0000000000e+00 2.4126200505e+01
1.0436082037e-01 2.3413002988e-04 2.2058486938e-04 5.0980999357e+01 9.4214968714e-02 2.4419679736e+01 2.4491801749e+01 1.0474418209e-02 1.1117573302e-01 1.0289964782e+00 1.0000000000e+00 0.0000000000e+00 2.3947159717e+01
1.0857695727e-01 2.4263236292e-04 2.2998452187e-04 4.3558406056e+01 9.8062302273e-02 2.4419679736e+01 2.4487504539e+01 1.0890228434e-02 1.1105417864e-01 1.0301537624e+00 1.0000000000e+00 0.0000000000e+00 2.3843795963e+01
1.1321665820e-01 2.5131754183e-04 2.4061203003e-04 3.8082982273e+01 1.0228522106e-01 2.4404913486e+01 2.4483675985e+01 1.1361582915e-02 1.1107746356e-01 1.0313844301e+00 1.0000000000e+00 0.0000000000e+00 2.3784730960e+01
1.1833192225e-01 2.6018556661e-04 2.5243759155e-04 3.3855854632e+01 1.0694943528e-01 2.4408605048e+01 2.4493640320e+01 1.1876829189e-02 1.1105088267e-01 1.0327030580e+00 1.0000000000e+00 0.0000000000e+00 2.3744123771e+01
1.2349730255e-01 2.6923643726e-04 2.6464462280e-04 3.0754531030e+01 1.1165685673e-01 2.4415988174e+01 2.4490092959e+01 1.2403546661e-02 1.1108629621e-01 1.0340046588e+00 1.0000000000e+00 0.0000000000e+00 2.3721974395e+01
1.2941489212e-01 2.7847015378e-04 2.7933120728e-04 2.8083000493e+01 1.1705652215e-01 2.4405836376e+01 2.4488225548e+01 1.3004960070e-02 1.1109983307e-01 1.0354717303e+00 1.0000000000e+00 0.0000000000e+00 2.3682290097e+01
1.3558077383e-01 2.8788671618e-04 2.9497146606e-04 2.5973604100e+01 1.2268324607e-01 2.4403990595e+01 2.4486163464e+01 1.3636686600e-02 1.1115361744e-01 1.0369682756e+00 1.0000000000e+00 0.0000000000e+00 2.3665678065e+01
1.4174349716e-01 2.9748612445e-04 3.1108856201e-04 2.4323713528e+01 1.2832255965e-01 2.4397530360e+01 2.4483070338e+01 1.4258467499e-02 1.1111426968e-01 1.0384447047e+00 1.0000000000e+00 0.0000000000e+00 2.3642605798e+01
1.4912565393e-01 3.0726837858e-04 3.3092498779e-04 2.2760343954e+01 1.3508007418e-01 2.4399383352e+01 2.4481880674e+01 1.5008399718e-02 1.1110742875e-01 1.0401825319e+00 1.0000000000e+00 0.0000000000e+00 2.3616772070e+01
1.5652840064e-01 3.1723347859e-04 3.5152435303e-04 2.1496582183e+01 1.4186065864e-01 2.4405504713e+01 2.4482954977e+01 1.5764255847e-02 1.1112493060e-01 1.0418934118e+00 1.0000000000e+00 0.0000000000e+00 2.3593360929e+01
1.6410337321e-01 3.2738142448e-04 3.7364959717e-04 2.0444796860e+01 1.4880673502e-01 2.4387371353e+01 2.4481556221e+01 1.6538090261e-02 1.1113804936e-01 1.0436219343e+00 1.0000000000e+00 0.0000000000e+00 2.3560461319e+01
1.7307923212e-01 3.3771221623e-04 4.0073394775e-04 1.9428521198e+01 1.5705954839e-01 2.4389952563e+01 2.4482565632e+01 1.7444158005e-02 1.1106716009e-01 1.0456356238e+00 1.0000000000e+00 0.0000000000e+00 2.3533510028e+01
1.8207685210e-01 3.4822585386e-04 4.2963027954e-04 1.8593766593e+01 1.6532135630e-01 2.4382122412e+01 2.4485312674e+01 1.8374375041e-02 1.1114338432e-01 1.0476146275e+00 1.0000000000e+00 0.0000000000e+00 2.3496147376e+01
1.9127104554e-01 3.5892233735e-04 4.5986175537e-04 1.7894049639e+01 1.7380042107e-01 2.4391171067e+01 2.4487526170e+01 1.9301214425e-02 1.1105389910e-01 1.0496090992e+00 1.0000000000e+00 0.0000000000e+00 2.3460897279e+01
2.0236267009e-01 3.6980166672e-04 4.9877166748e-04 1.7204888246e+01 1.8400614172e-01 2.4381257202e+01 2.4490244371e+01 2.0457601714e-02 1.1117890698e-01 1.0519619011e+00 1.0000000000e+00 0.0000000000e+00 2.3421450913e+01
2.1339934798e-01 3.8086384196e-04 5.3920745850e-04 1.6631628943e+01 1.9421933269e-01 2.4383896093e+01 2.4492926522e+01 2.1568625140e-02 1.1105292579e-01 1.0542592924e+00 1.0000000000e+00 0.0000000000e+00 2.3365024801e+01
2.2439493774e-01 3.9210886308e-04 5.8193206787e-04 1.6159080083e+01 2.0439045722e-01 2.4369101002e+01 2.4497829379e+01 2.2696319047e-02 1.1104392718e-01 1.0565045242e+00 1.0000000000e+00 0.0000000000e+00 2.3305930958e+01
2.3818048043e-01 4.0353673006e-04 6.3896179199e-04 1.5668080620e+01 2.1714136104e-01 2.4365373389e+01 2.4488997027e+01 2.4134625417e-02 1.1114706706e-01 1.0592524888e+00 1.0000000000e+00 0.0000000000e+00 2.3228372092e+01
2.5193203678e-01 4.1514744292e-04 6.9923400879e-04 1.5267823660e+01 2.2988869439e-01 2.4349038945e+01 2.4494779513e+01 2.5568282955e-02 1.1122027128e-01 1.0619204968e+00 1.0000000000e+00 0.0000000000e+00 2.3138206395e+01
2.6552561970e-01 4.2694100165e-04 7.6179504395e-04 1.4932179862e+01 2.4254148128e-01 2.4353018911e+01 2.4500489899e+01 2.6960585420e-02 1.1115865739e-01 1.0645011693e+00 1.0000000000e+00 0.0000000000e+00 2.3053588857e+01
2.8178622175e-01 4.3891740625e-04 8.4114074707e-04 1.4599333577e+01 2.5770456569e-01 2.4345030139e+01 2.4494245967e+01 2.8632434678e-02 1.1110565543e-01 1.0675101992e+00 1.0000000000e+00 0.0000000000e+00 2.2927470080e+01
2.9887480123e-01 4.5107665672e-04 9.3040466309e-04 1.4312437152e+01 2.7365407101e-01 2.4309159974e+01 2.4490554405e+01 3.0414093967e-02 1.1114065965e-01 1.0705692448e+00 1.0000000000e+00 0.0000000000e+00 2.2773469911e+01
3.1575125672e-01 4.6341875306e-04 1.0234832764e-03 1.4076451125e+01 2.8944978404e-01 2.4294682127e+01 2.4499098353e+01 3.2170119377e-02 1.1114231604e-01 1.0735037548e+00 1.0000000000e+00 0.0000000000e+00 2.2626095808e+01
3.3406114573e-01 4.7594369528e-04 1.1299133301e-03 1.3859932324e+01 3.0664184129e-01 2.4270110163e+01 2.4495925917e+01 3.4066644436e-02 1.1109587750e-01 1.0766038418e+00 1.0000000000e+00 0.0000000000e+00 2.2439095088e+01
3.5510125471e-01 4.8865148336e-04 1.2596130371e-03 1.3650746177e+01 3.2644080278e-01 2.4238119024e+01 2.4496776707e+01 3.6261118815e-02 1.1108022804e-01 1.0800405550e+00 1.0000000000e+00 0.0000000000e+00 2.2185610189e+01
3.7580275910e-01 5.0154211732e-04 1.3938903809e-03 1.3476154009e+01 3.4598748313e-01 2.4211203783e+01 2.4495832186e+01 3.8415832552e-02 1.1103243448e-01 1.0833058483e+00 1.0000000000e+00 0.0000000000e+00 2.1922434938e+01
3.9608117002e-01 5.1461559715e-04 1.5327453613e-03 1.3335896259e+01 3.6514385628e-01 2.4159529116e+01 2.4494195497e+01 4.0576044980e-02 1.1112344979e-01 1.0864087686e+00 1.0000000000e+00 0.0000000000e+00 2.1634500261e+01
4.2062777169e-01 5.2787192285e-04 1.7082214355e-03 1.3193309651e+01 3.8841799410e-01 2.4090773761e+01 2.4498233143e+01 4.3186208922e-02 1.1118488221e-01 1.0900462282e+00 1.0000000000e+00 0.0000000000e+00 2.1270419895e+01
4.4556722020e-01 5.4131109443e-04 1.8943786621e-03 1.3073276184e+01 4.1216329596e-01 2.4015039046e+01 2.4501931916e+01 4.5830813544e-02 1.1119576632e-01 1.0936041588e+00 1.0000000000e+00 0.0000000000e+00 2.0855061416e+01
4.6984607426e-01 5.5493311187e-04 2.0820617676e-03 1.2978687102e+01 4.3537965274e-01 2.3935216214e+01 2.4505738840e+01 4.8395253835e-02 1.1115644365e-01 1.0969584814e+00 1.0000000000e+00 0.0000000000e+00 2.0420848569e+01
4.9440246239e-01 5.6873797519e-04 2.2789001465e-03 1.2895655782e+01 4.5892251192e-01 2.3822666813e+01 2.4511067092e+01 5.1018417205e-02 1.1117000339e-01 1.1002629769e+00 1.0000000000e+00 0.0000000000e+00 1.9968675404e+01
5.2371815842e-01 5.8272568438e-04 2.5215148926e-03 1.2811074295e+01 4.8715252253e-01 2.3664254073e+01 2.4505450437e+01 5.4147895531e-02 1.1115183239e-01 1.1040828161e+00 1.0000000000e+00 0.0000000000e+00 1.9411573897e+01
5.5217102811e-01 5.9689623944e-04 2.7626037598e-03 1.2746610743e+01 5.1469794735e-01 2.3496426767e+01 2.4516388133e+01 5.7166810042e-02 1.1106865752e-01 1.1076680882e+00 1.0000000000e+00 0.0000000000e+00 1.8874590326e+01
5.7970616965e-01 6.1124964037e-04 3.0044555664e-03 1.2693486849e+01 5.4136577229e-01 2.3266107865e+01 2.4509199680e+01 6.0196071415e-02 1.1119297617e-01 1.1110516488e+00 1.0000000000e+00 0.0000000000e+00 1.8363712663e+01
6.0842938192e-01 6.2578588718e-04 3.2608032227e-03 1.2649375559e+01 5.6937566644e-01 2.3000502817e+01 2.4517527326e+01 6.3296546341e-02 1.1116833766e-01 1.1145141197e+00 1.0000000000e+00 0.0000000000e+00 1.7832315103e+01
6.4102146143e-01 6.4050497985e-04 3.5568237305e-03 1.2611111647e+01 6.0134624315e-01 2.2666899472e+01 2.4523237712e+01 6.6789623812e-02 1.1106683474e-01 1.1183397888e+00 1.0000000000e+00 0.0000000000e+00 1.7262451749e+01
6.7248163706e-01 6.5540691840e-04 3.8497924805e-03 1.2574282542e+01 6.3229148925e-01 2.2305212853e+01 2.4521810116e+01 7.0238061008e-02 1.1108493820e-01 1.1219471700e+00 1.0000000000e+00 0.0000000000e+00 1.6738336373e+01
7.0274403977e-01 6.7049170282e-04 4.1366577148e-03 1.2547634074e+01 6.6220663899e-01 2.1909408120e+01 2.4535754417e+01 7.3561810160e-02 1.1108588442e-01 1.1253642533e+00 1.0000000000e+00 0.0000000000e+00 1.6268700387e+01
7.3400611988e-01 6.8575933311e-04 4.4387817383e-03 1.2529724227e+01 6.9324899115e-01 2.1478043256e+01 2.4538328417e+01 7.7017990427e-02 1.1109715472e-01 1.1288613005e+00 1.0000000000e+00 0.0000000000e+00 1.5822569272e+01
7.6917721695e-01 7.0120980928e-04 4.7866821289e-03 1.2508504952e+01 7.2830074297e-01 2.0969552131e+01 2.4531406737e+01 8.0975378310e-02 1.1118398421e-01 1.1327385822e+00 1.0000000000e+00 0.0000000000e+00 1.5343610648e+01
8.0296854804e-01 7.1684313131e-04 5.1223754883e-03 1.2496651575e+01 7.6230658699e-01 2.0485178734e+01 2.4537852551e+01 8.4650825824e-02 1.1104564393e-01 1.1364099695e+00 1.0000000000e+00 0.0000000000e+00 1.4918302254e+01
8.3534546516e-01 7.3265929922e-04 5.4550170898e-03 1.2492606718e+01 7.9490062992e-01 2.0008599438e+01 2.4546180197e+01 8.8342284545e-02 1.1113626184e-01 1.1399210201e+00 1.0000000000e+00 0.0000000000e+00 1.4559852963e+01
8.6714664192e-01 7.4865831300e-04 5.7846069336e-03 1.2481005694e+01 8.2719147895e-01 1.9554010896e+01 2.4550650449e+01 9.1875854349e-02 1.1106963344e-01 1.1433678179e+00 1.0000000000e+00 0.0000000000e+00 1.4208628175e+01
9.0398803199e-01 7.6484017265e-04 6.1798095703e-03 1.2479369005e+01 8.6465687413e-01 1.9035555435e+01 2.4553375860e+01 9.6135632958e-02 1.1118356406e-01 1.1473671153e+00 1.0000000000e+00 0.0000000000e+00 1.3852601471e+01
9.3924620138e-01 7.8120487817e-04 6.5643310547e-03 1.2470551073e+01 9.0077697496e-01 1.8568998155e+01 2.4567615775e+01 1.0017774526e-01 1.1121259539e-01 1.1511871491e+00 1.0000000000e+00 0.0000000000e+00 1.3533706697e+01
9.7296903233e-01 7.9775242956e-04 6.9366455078e-03 1.2470204989e+01 9.3562014501e-01 1.8140430803e+01 2.4566231439e+01 1.0396276062e-01 1.1111641961e-01 1.1548513500e+00 1.0000000000e+00 0.0000000000e+00 1.3238035601e+01
1.0051271108e+00 8.1448282683e-04 7.3028564453e-03 1.2468986485e+01 9.6895992786e-01 1.7740523533e+01 2.4564501019e+01 1.0765606434e-01 1.1110476423e-01 1.1583930660e+00 1.0000000000e+00 0.0000000000e+00 1.2985790836e+01
1.0408374418e+00 8.3139606996e-04 7.7178955078e-03 1.2470623174e+01 1.0062557996e+00 1.7328705204e+01 2.4569706699e+01 1.1171689105e-01 1.1102235742e-01 1.1623702376e+00 1.0000000000e+00 0.0000000000e+00 1.2706868763e+01
1.0765669951e+00 8.4849215897e-04 8.1512451172e-03 1.2472000300e+01 1.0436362429e+00 1.6931379144e+01 2.4578229018e+01 1.1595887381e-01 1.1111043202e-01 1.1664114815e+00 1.0000000000e+00 0.0000000000e+00 1.2455330587e+01
1.1106329949e+00 8.6577109385e-04 8.5723876953e-03 1.2471582115e+01 1.0795776606e+00 1.6576570944e+01 2.4585907756e+01 1.1993540389e-01 1.1109474405e-01 1.1703115780e+00 1.0000000000e+00 0.0000000000e+00 1.2238451281e+01
1.1429952087e+00 8.8323287460e-04 8.9874267578e-03 1.2471120670e+01 1.1138520649e+00 1.6251251985e+01 2.4592757335e+01 1.2379715342e-01 1.1114326338e-01 1.1741025225e+00 1.0000000000e+00 0.0000000000e+00 1.2040952679e+01
1.1748791864e+00 9.0087750123e-04 9.4024658203e-03 1.2471863308e+01 1.1479580672e+00 1.5956669612e+01 2.4600551436e+01 1.2747487311e-01 1.1104488635e-01 1.1779033560e+00 1.0000000000e+00 0.0000000000e+00 1.1856374547e+01
1.2101179900e+00 9.1870497372e-04 9.8846435547e-03 1.2468964855e+01 1.1857141170e+00 1.5628913645e+01 2.4602202545e+01 1.3172517426e-01 1.1109353627e-01 1.1822268654e+00 1.0000000000e+00 0.0000000000e+00 1.1727631299e+01
1.2436180124e+00 9.3671529209e-04 1.0354614258e-02 1.2466204294e+01 1.2219166440e+00 1.5330828072e+01 2.4605288460e+01 1.3569826095e-01 1.1105361533e-01 1.1864175287e+00 1.0000000000e+00 0.0000000000e+00 1.1680564777e+01
1.2753373320e+00 9.5490845633e-04 1.0818481445e-02 1.2467567000e+01 1.2563417360e+00 1.5066412687e+01 2.4607711048e+01 1.3953698133e-01 1.1106610354e-01 1.1905068052e+00 1.0000000000e+00 0.0000000000e+00 1.1657031065e+01
1.3053647176e+00 9.7328446644e-04 1.1276245117e-02 1.2460421807e+01 1.2890728689e+00 1.4822993065e+01 2.4608893502e+01 1.4323427719e-01 1.1111418186e-01 1.1945078495e+00 1.0000000000e+00 0.0000000000e+00 1.1643187705e+01
1.3358799874e+00 9.9184332243e-04 1.1758422852e-02 1.2457256581e+01 1.3225510800e+00 1.4583567828e+01 2.4613616106e+01 1.4698818713e-01 1.1113989422e-01 1.1987069111e+00 1.0000000000e+00 0.0000000000e+00 1.1641341924e+01
1.3678333456e+00 1.0105850243e-03 1.2286376953e-02 1.2455987606e+01 1.3577741170e+00 1.4331272593e+01 2.4612354342e+01 1.5098372634e-01 1.1119944360e-01 1.2032536898e+00 1.0000000000e+00 0.0000000000e+00 1.1636266025e+01
1.3982032461e+00 1.0295095720e-03 1.2799072266e-02 1.2448092565e+01 1.3916162871e+00 1.4101883793e+01 2.4611496342e+01 1.5463440778e-01 1.1111856710e-01 1.2076783521e+00 1.0000000000e+00 0.0000000000e+00 1.1636727470e+01
1.4267206822e+00 1.0486169656e-03 1.3311767578e-02 1.2443254599e+01 1.4234049039e+00 1.3890318318e+01 2.4609001653e+01 1.5825844978e-01 1.1118301570e-01 1.2120332903e+00 1.0000000000e+00 0.0000000000e+00 1.1636496748e+01
