# M_T	 rho_0	 E_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 
3.0668549106e-01 7.7248271919e-05 4.0936470032e-04 7.3831990641e+02 2.6199477777e-01 2.4415988174e+01 2.4479342725e+01 4.6207586499e-02 1.7636834937e-01 1.0166321229e+00 1.0000000000e+00 0.0000000000e+00 7.2622634717e+02
3.0046952000e-01 8.0996612290e-05 4.0583610535e-04 7.3832728954e+02 2.5664448104e-01 2.4423371299e+01 2.4483531783e+01 4.5299525784e-02 1.7650691571e-01 1.0168740529e+00 1.0000000000e+00 0.0000000000e+00 7.2638139280e+02
2.9368978493e-01 8.4927798533e-05 4.0173530579e-04 7.3831621485e+02 2.5087870357e-01 2.4427062862e+01 2.4488881665e+01 4.4240534502e-02 1.7634232748e-01 1.0171397215e+00 1.0000000000e+00 0.0000000000e+00 7.2651798061e+02
2.8600462004e-01 8.9041830648e-05 3.9782524109e-04 7.3831990641e+02 2.4425364942e-01 2.4415988174e+01 2.4479169683e+01 4.3126728981e-02 1.7656534133e-01 1.0174180750e+00 1.0000000000e+00 0.0000000000e+00 7.2665456843e+02
2.8000096957e-01 9.3338708634e-05 3.9444382063e-04 7.3831621485e+02 2.3909521587e-01 2.4412296611e+01 2.4481123616e+01 4.2240361650e-02 1.7666753179e-01 1.0176329603e+00 1.0000000000e+00 0.0000000000e+00 7.2672470812e+02
2.7484227101e-01 9.7818432492e-05 3.9095878601e-04 7.3831990641e+02 2.3473002347e-01 2.4415988174e+01 2.4483719246e+01 4.1413357908e-02 1.7642974382e-01 1.0178292982e+00 1.0000000000e+00 0.0000000000e+00 7.2680223094e+02
2.7080177762e-01 1.0248100222e-04 3.8866996765e-04 7.3831621485e+02 2.3124972309e-01 2.4412296611e+01 2.4484512355e+01 4.0825318463e-02 1.7654212908e-01 1.0179796686e+00 1.0000000000e+00 0.0000000000e+00 7.2682807188e+02
2.6739217454e-01 1.0732641782e-04 3.8628578186e-04 7.3832359798e+02 2.2833512643e-01 2.4419679736e+01 2.4490107379e+01 4.0307936256e-02 1.7652972140e-01 1.0181165084e+00 1.0000000000e+00 0.0000000000e+00 7.2686498750e+02
2.5993139417e-01 1.1235467930e-04 3.8173198700e-04 7.3831621485e+02 2.2195189430e-01 2.4412296611e+01 2.4481152456e+01 3.9179963799e-02 1.7652457495e-01 1.0184227363e+00 1.0000000000e+00 0.0000000000e+00 7.2691666938e+02
2.5152308476e-01 1.1756578664e-04 3.7615299225e-04 7.3831621485e+02 2.1476271656e-01 2.4412296611e+01 2.4485839010e+01 3.7904777903e-02 1.7649608140e-01 1.0187493380e+00 1.0000000000e+00 0.0000000000e+00 7.2696096813e+02
2.4189591684e-01 1.2295973986e-04 3.6928653717e-04 7.3832728954e+02 2.0651833923e-01 2.4423371299e+01 2.4491945951e+01 3.6458376297e-02 1.7653820204e-01 1.0190990628e+00 1.0000000000e+00 0.0000000000e+00 7.2695727657e+02
2.3165261165e-01 1.2853653895e-04 3.6213397980e-04 7.3832359798e+02 1.9775874472e-01 2.4419679736e+01 2.4482839615e+01 3.4906627301e-02 1.7651116946e-01 1.0194536904e+00 1.0000000000e+00 0.0000000000e+00 7.2689452001e+02
2.1985442618e-01 1.3429618391e-04 3.5350322723e-04 7.3832175220e+02 1.8766924834e-01 2.4417833955e+01 2.4488860035e+01 3.3120031830e-02 1.7648086793e-01 1.0198406461e+00 1.0000000000e+00 0.0000000000e+00 7.2671547922e+02
2.0719983914e-01 1.4023867474e-04 3.4401416779e-04 7.3831621485e+02 1.7683609543e-01 2.4412296611e+01 2.4479883481e+01 3.1214994110e-02 1.7651935842e-01 1.0202333095e+00 1.0000000000e+00 0.0000000000e+00 7.2641461686e+02
1.9313597222e-01 1.4636401144e-04 3.3233165741e-04 7.3831806063e+02 1.6480325851e-01 2.4428908643e+01 2.4490157850e+01 2.9092628081e-02 1.7652944695e-01 1.0206486623e+00 1.0000000000e+00 0.0000000000e+00 7.2588487762e+02
1.7803102973e-01 1.5267219402e-04 3.1998157501e-04 7.3831806063e+02 1.5189130567e-01 2.4414142392e+01 2.4478758708e+01 2.6800744901e-02 1.7644686629e-01 1.0210821717e+00 1.0000000000e+00 0.0000000000e+00 7.2496937008e+02
1.6186249329e-01 1.5916322246e-04 3.0539035797e-04 7.3831621485e+02 1.3805251272e-01 2.4427062862e+01 2.4489588253e+01 2.4366308862e-02 1.7650029240e-01 1.0215298177e+00 1.0000000000e+00 0.0000000000e+00 7.2332847048e+02
1.4468584859e-01 1.6583709678e-04 2.8941631317e-04 7.3832175220e+02 1.2336901127e-01 2.4417833955e+01 2.4482933347e+01 2.1761783674e-02 1.7639586676e-01 1.0220061160e+00 1.0000000000e+00 0.0000000000e+00 7.2001160144e+02
1.2768415529e-01 1.7269381697e-04 2.7225017548e-04 7.3831621485e+02 1.0882094629e-01 2.4427062862e+01 2.4489025867e+01 1.9198316708e-02 1.7642115201e-01 1.0224912207e+00 1.0000000000e+00 0.0000000000e+00 7.1216518502e+02
1.0993745114e-01 1.7973338304e-04 2.5351047516e-04 6.7063717448e+02 9.3628438568e-02 2.4417833955e+01 2.4482515162e+01 1.6528329873e-02 1.7653108527e-01 1.0230322838e+00 1.0000000000e+00 0.0000000000e+00 6.1691363968e+02
9.7660972712e-02 1.8695579497e-04 2.4008750916e-04 3.6439241901e+02 8.3129479666e-02 2.4421525518e+01 2.4491477295e+01 1.4670730506e-02 1.7648048038e-01 1.0236302946e+00 1.0000000000e+00 0.0000000000e+00 2.4248951453e+02
9.5184589024e-02 1.9436105278e-04 2.4023056030e-04 1.8753701382e+02 8.1012611477e-02 2.4412296611e+01 2.4486091363e+01 1.4295644188e-02 1.7646195978e-01 1.0244619370e+00 1.0000000000e+00 0.0000000000e+00 6.9213100962e+01
9.6447664875e-02 2.0194915645e-04 2.4557113647e-04 1.1957011808e+02 8.2091605706e-02 2.4414142392e+01 2.4479688809e+01 1.4490350795e-02 1.7651440328e-01 1.0253508925e+00 1.0000000000e+00 0.0000000000e+00 3.6566766644e+01
9.8996418102e-02 2.0972010600e-04 2.5300979614e-04 8.5934315190e+01 8.4277085840e-02 2.4421525518e+01 2.4490157850e+01 1.4875193625e-02 1.7650341699e-01 1.0263142086e+00 1.0000000000e+00 0.0000000000e+00 2.5381331807e+01
1.0229584165e-01 2.1767390143e-04 2.6216506958e-04 6.6576993564e+01 8.7104780021e-02 2.4421525518e+01 2.4484389783e+01 1.5375964696e-02 1.7652262818e-01 1.0273443897e+00 1.0000000000e+00 0.0000000000e+00 2.4303395513e+01
1.0589708791e-01 2.2581054272e-04 2.7189254761e-04 5.4869346813e+01 9.0202391673e-02 2.4421525518e+01 2.4493589850e+01 1.5913416067e-02 1.7641900367e-01 1.0283719584e+00 1.0000000000e+00 0.0000000000e+00 2.4170499257e+01
1.1027041485e-01 2.3413002988e-04 2.8390884399e-04 4.6152868013e+01 9.3945291817e-02 2.4419679736e+01 2.4491801749e+01 1.6587062433e-02 1.7656086976e-01 1.0295453128e+00 1.0000000000e+00 0.0000000000e+00 2.4080055972e+01
1.1477821112e-01 2.4263236292e-04 2.9630661011e-04 4.0245545819e+01 9.7816633355e-02 2.4403990595e+01 2.4487504539e+01 1.7271368704e-02 1.7656883203e-01 1.0307069120e+00 1.0000000000e+00 0.0000000000e+00 2.4020068079e+01
1.1969636962e-01 2.5131754183e-04 3.1003952026e-04 3.5739438425e+01 1.0204920705e-01 2.4401221923e+01 2.4483675985e+01 1.8012751404e-02 1.7651044947e-01 1.0319399946e+00 1.0000000000e+00 0.0000000000e+00 2.3987766906e+01
1.2512222616e-01 2.6018556661e-04 3.2510757446e-04 3.2170331828e+01 1.0671366409e-01 2.4417833955e+01 2.4493640320e+01 1.8840134588e-02 1.7654847435e-01 1.0332589196e+00 1.0000000000e+00 0.0000000000e+00 2.3989612687e+01
1.3056340831e-01 2.6923643726e-04 3.4112930298e-04 2.9482693965e+01 1.1141260849e-01 2.4404913486e+01 2.4490092959e+01 1.9652616473e-02 1.7639490484e-01 1.0345640133e+00 1.0000000000e+00 0.0000000000e+00 2.3947159717e+01
1.3682482631e-01 2.7847015378e-04 3.5982131958e-04 2.7137491798e+01 1.1679829104e-01 2.4408605048e+01 2.4488225548e+01 2.0614362066e-02 1.7649540829e-01 1.0360312161e+00 1.0000000000e+00 0.0000000000e+00 2.3950851279e+01
1.4332310140e-01 2.8788671618e-04 3.8003921509e-04 2.5257628408e+01 1.2240485128e-01 2.4399376142e+01 2.4486163464e+01 2.1601382878e-02 1.7647489174e-01 1.0375295024e+00 1.0000000000e+00 0.0000000000e+00 2.3926856122e+01
1.4982480887e-01 2.9748612445e-04 4.0073394775e-04 2.3761817315e+01 1.2802053399e-01 2.4396737251e+01 2.4483070338e+01 2.2589020377e-02 1.7644841553e-01 1.0390063675e+00 1.0000000000e+00 0.0000000000e+00 2.3909450981e+01
1.5760558943e-01 3.0726837858e-04 4.2629241943e-04 2.2315525075e+01 1.3474514808e-01 2.4397537571e+01 2.4481880674e+01 2.3774872677e-02 1.7644325614e-01 1.0407447041e+00 1.0000000000e+00 0.0000000000e+00 2.3895485050e+01
1.6541879476e-01 3.1723347859e-04 4.5299530029e-04 2.1138414084e+01 1.4148727393e-01 2.4386960378e+01 2.4482954977e+01 2.4984471208e-02 1.7658458258e-01 1.0424566842e+00 1.0000000000e+00 0.0000000000e+00 2.3870141607e+01
1.7336427643e-01 3.2738142448e-04 4.8122406006e-04 2.0142672740e+01 1.4839055434e-01 2.4380557824e+01 2.4481556221e+01 2.6177287292e-02 1.7640804301e-01 1.0441841111e+00 1.0000000000e+00 0.0000000000e+00 2.3848972802e+01
1.8282023362e-01 3.3771221623e-04 5.1593780518e-04 1.9180443862e+01 1.5658576101e-01 2.4392901487e+01 2.4482565632e+01 2.7628635513e-02 1.7644411174e-01 1.0461968161e+00 1.0000000000e+00 0.0000000000e+00 2.3846550214e+01
1.9225824306e-01 3.4822585386e-04 5.5255889893e-04 1.8382273220e+01 1.6478293318e-01 2.4392108378e+01 2.4485312674e+01 2.9072068301e-02 1.7642645231e-01 1.0481739463e+00 1.0000000000e+00 0.0000000000e+00 2.3816224604e+01
2.0193924103e-01 3.5892233735e-04 5.9185028076e-04 1.7708469305e+01 1.7318420697e-01 2.4382800160e+01 2.4487526170e+01 3.0572334737e-02 1.7653073147e-01 1.0501699987e+00 1.0000000000e+00 0.0000000000e+00 2.3792150136e+01
2.1354483303e-01 3.6980166672e-04 6.4182281494e-04 1.7034038112e+01 1.8328465076e-01 2.4372850245e+01 2.4490244371e+01 3.2359064441e-02 1.7655086941e-01 1.0525235993e+00 1.0000000000e+00 0.0000000000e+00 2.3752667720e+01
2.2512953333e-01 3.8086384196e-04 6.9389343262e-04 1.6481049958e+01 1.9337811694e-01 2.4380965194e+01 2.4492926522e+01 3.4150309117e-02 1.7659862273e-01 1.0548220413e+00 1.0000000000e+00 0.0000000000e+00 2.3716483917e+01
2.3660400521e-01 3.9210886308e-04 7.4787139893e-04 1.6020996173e+01 2.0341926826e-01 2.4378665177e+01 2.4497829379e+01 3.5900045790e-02 1.7648301509e-01 1.0570657990e+00 1.0000000000e+00 0.0000000000e+00 2.3684651399e+01
2.5094272871e-01 4.0353673006e-04 8.2073459092e-04 1.5540682053e+01 2.1597603605e-01 2.4356119247e+01 2.4488997027e+01 3.8101595228e-02 1.7641584652e-01 1.0598165998e+00 1.0000000000e+00 0.0000000000e+00 2.3603040466e+01
2.6525848655e-01 4.1514744292e-04 8.9683532715e-04 1.5144365404e+01 2.2850571850e-01 2.4358491364e+01 2.4494779513e+01 4.0334792695e-02 1.7651546298e-01 1.0624858783e+00 1.0000000000e+00 0.0000000000e+00 2.3561113831e+01
2.7937490841e-01 4.2694100165e-04 9.7694396973e-04 1.4815289992e+01 2.4090375760e-01 2.4339492795e+01 2.4500489899e+01 4.2521689897e-02 1.7650903548e-01 1.0650719610e+00 1.0000000000e+00 0.0000000000e+00 2.3483050259e+01
2.9620854402e-01 4.3891740625e-04 1.0784149170e-03 1.4484960025e+01 2.5571510361e-01 2.4319254091e+01 2.4494245967e+01 4.5138572718e-02 1.7651899352e-01 1.0680890700e+00 1.0000000000e+00 0.0000000000e+00 2.3388980303e+01
3.1382214426e-01 4.5107665672e-04 1.1913299561e-03 1.4201632592e+01 2.7124196752e-01 2.4301719168e+01 2.4490554405e+01 4.7888985510e-02 1.7655448361e-01 1.0711567788e+00 1.0000000000e+00 0.0000000000e+00 2.3282847876e+01
3.3112235867e-01 4.6341875306e-04 1.3080596924e-03 1.3963022095e+01 2.8656694176e-01 2.4284616851e+01 2.4499098353e+01 5.0559103959e-02 1.7643034346e-01 1.0741000279e+00 1.0000000000e+00 0.0000000000e+00 2.3177148055e+01
3.4986296727e-01 4.7594369528e-04 1.4430999756e-03 1.3738997596e+01 3.0315428258e-01 2.4267319861e+01 2.4495925917e+01 5.3510545712e-02 1.7651258381e-01 1.0772160644e+00 1.0000000000e+00 0.0000000000e+00 2.3026954810e+01
3.7122401601e-01 4.8865148336e-04 1.6056060791e-03 1.3529559096e+01 3.2217170310e-01 2.4220295698e+01 2.4496776707e+01 5.6826042917e-02 1.7638433907e-01 1.0806716765e+00 1.0000000000e+00 0.0000000000e+00 2.2832268140e+01
3.9216940667e-01 5.0154211732e-04 1.7742156982e-03 1.3359336240e+01 3.4082757438e-01 2.4197735347e+01 2.4495832186e+01 6.0130082135e-02 1.7642375986e-01 1.0839610062e+00 1.0000000000e+00 0.0000000000e+00 2.2632512782e+01
4.1250623552e-01 5.1461559715e-04 1.9466400146e-03 1.3215942103e+01 3.5901629197e-01 2.4142938714e+01 2.4494195497e+01 6.3324790104e-02 1.7638416841e-01 1.0870899274e+00 1.0000000000e+00 0.0000000000e+00 2.2400521142e+01
4.3701007850e-01 5.2787192285e-04 2.1644592285e-03 1.3066578017e+01 3.8096623928e-01 2.4082186552e+01 2.4498233143e+01 6.7219744404e-02 1.7644541031e-01 1.0907654431e+00 1.0000000000e+00 0.0000000000e+00 2.2103508970e+01
4.6171665294e-01 5.4131109443e-04 2.3948669434e-03 1.2935808736e+01 4.0319694878e-01 2.3995716023e+01 2.4501931916e+01 7.1139278116e-02 1.7643803687e-01 1.0943690912e+00 1.0000000000e+00 0.0000000000e+00 2.1766012181e+01
4.8558915344e-01 5.5493311187e-04 2.6268005371e-03 1.2831687923e+01 4.2477558069e-01 2.3906361460e+01 2.4505738840e+01 7.4917167799e-02 1.7636881969e-01 1.0977752387e+00 1.0000000000e+00 0.0000000000e+00 2.1396098857e+01
5.0959408483e-01 5.6873797519e-04 2.8694152832e-03 1.2741477163e+01 4.4649946385e-01 2.3801370030e+01 2.4511067092e+01 7.8778477560e-02 1.7643577191e-01 1.1011400877e+00 1.0000000000e+00 0.0000000000e+00 2.1010548665e+01
5.3803408591e-01 5.8272568438e-04 3.1684875488e-03 1.2651170870e+01 4.7233048506e-01 2.3622466233e+01 2.4505450437e+01 8.3378002359e-02 1.7652471097e-01 1.1050434735e+00 1.0000000000e+00 0.0000000000e+00 2.0506787354e+01
5.6540645357e-01 5.9689623944e-04 3.4645080566e-03 1.2580649045e+01 4.9736147970e-01 2.3448580654e+01 2.4516388133e+01 8.7760025106e-02 1.7645119031e-01 1.1087190232e+00 1.0000000000e+00 0.0000000000e+00 2.0008044262e+01
5.9168838102e-01 6.1124964037e-04 3.7590026855e-03 1.2519269606e+01 5.2143680086e-01 2.3224772458e+01 2.4509199680e+01 9.2040112131e-02 1.7651249773e-01 1.1121988770e+00 1.0000000000e+00 0.0000000000e+00 1.9518443555e+01
6.1895166453e-01 6.2578588718e-04 4.0725708008e-03 1.2460045982e+01 5.4652689760e-01 2.2958821325e+01 2.4517527326e+01 9.6486968754e-02 1.7654569094e-01 1.1157742038e+00 1.0000000000e+00 0.0000000000e+00 1.9016232412e+01
6.4966787457e-01 6.4050497985e-04 4.4357299805e-03 1.2412668524e+01 5.7492589546e-01 2.2630885106e+01 2.4523237712e+01 1.0151736173e-01 1.7657468994e-01 1.1197428723e+00 1.0000000000e+00 0.0000000000e+00 1.8452036183e+01
6.7906197657e-01 6.5540691840e-04 4.7897338867e-03 1.2364029302e+01 6.0236009915e-01 2.2257388371e+01 2.4521810116e+01 1.0622936509e-01 1.7635524870e-01 1.1234934020e+00 1.0000000000e+00 0.0000000000e+00 1.7916110691e+01
7.0720587654e-01 6.7049170282e-04 5.1406860352e-03 1.2333314347e+01 6.2856982636e-01 2.1887049652e+01 2.4535754417e+01 1.1093420918e-01 1.7648669174e-01 1.1270677165e+00 1.0000000000e+00 0.0000000000e+00 1.7442408218e+01
7.3608948582e-01 6.8575933311e-04 5.5068969727e-03 1.2304935459e+01 6.5572383411e-01 2.1459981997e+01 2.4538328417e+01 1.1565869364e-01 1.7638323883e-01 1.1307329396e+00 1.0000000000e+00 0.0000000000e+00 1.6956275561e+01
7.6840013570e-01 7.0120980928e-04 5.9310913086e-03 1.2269166236e+01 6.8607676427e-01 2.0966473425e+01 2.4531406737e+01 1.2113961906e-01 1.7656860773e-01 1.1348197488e+00 1.0000000000e+00 0.0000000000e+00 1.6462766989e+01
7.9924868449e-01 7.1684313131e-04 6.3430786133e-03 1.2251436641e+01 7.1532186451e-01 2.0476209391e+01 2.4537852551e+01 1.2628692894e-01 1.7654560164e-01 1.1387081287e+00 1.0000000000e+00 0.0000000000e+00 1.6016801707e+01
8.2866492646e-01 7.3265929922e-04 6.7459106445e-03 1.2227628946e+01 7.4333890011e-01 2.0024180428e+01 2.4546180197e+01 1.3122916752e-01 1.7654015887e-01 1.1424322780e+00 1.0000000000e+00 0.0000000000e+00 1.5609071496e+01
8.5741322469e-01 7.4865831300e-04 7.1487426758e-03 1.2217289687e+01 7.7088694368e-01 1.9570853650e+01 2.4550650449e+01 1.3605175714e-01 1.7648730240e-01 1.1461044103e+00 1.0000000000e+00 0.0000000000e+00 1.5244342222e+01
8.9057735326e-01 7.6484017265e-04 7.6278686523e-03 1.2196560697e+01 8.0277599565e-01 1.9062838391e+01 2.4553375860e+01 1.4170056449e-01 1.7651320575e-01 1.1503749108e+00 1.0000000000e+00 0.0000000000e+00 1.4839690716e+01
9.2217074502e-01 7.8120487817e-04 8.0947875977e-03 1.2183272514e+01 8.3339085849e-01 1.8606577109e+01 2.4567615775e+01 1.4704440439e-01 1.7644110550e-01 1.1544684092e+00 1.0000000000e+00 0.0000000000e+00 1.4486793189e+01
9.5221357542e-01 7.9775242956e-04 8.5525512695e-03 1.2175298162e+01 8.6262274632e-01 1.8185133320e+01 2.4566231439e+01 1.5218759484e-01 1.7642427758e-01 1.1584167433e+00 1.0000000000e+00 0.0000000000e+00 1.4168713154e+01
9.8078729527e-01 8.1448282683e-04 8.9996337891e-03 1.2165643860e+01 8.9059961091e-01 1.7791556502e+01 2.4564501019e+01 1.5707395434e-01 1.7636876595e-01 1.1622359788e+00 1.0000000000e+00 0.0000000000e+00 1.3878500091e+01
1.0123257683e+00 8.3139606996e-04 9.5123291016e-03 1.2155405542e+01 9.2155333220e-01 1.7382629417e+01 2.4569706699e+01 1.6258705365e-01 1.7642717786e-01 1.1665479103e+00 1.0000000000e+00 0.0000000000e+00 1.3572936760e+01
1.0437901150e+00 8.4849215897e-04 1.0043334961e-02 1.2146062175e+01 9.5254399260e-01 1.6989363535e+01 2.4578229018e+01 1.6818198505e-01 1.7656085846e-01 1.1709358076e+00 1.0000000000e+00 0.0000000000e+00 1.3297800882e+01
1.0737726452e+00 8.6577109385e-04 1.0556030273e-02 1.2138051773e+01 9.8249736941e-01 1.6626963118e+01 2.4585907756e+01 1.7328845199e-01 1.7637548698e-01 1.1751686053e+00 1.0000000000e+00 0.0000000000e+00 1.3038764219e+01
1.1020258118e+00 8.8323287460e-04 1.1068725586e-02 1.2129385252e+01 1.0105706842e+00 1.6293439084e+01 2.4592757335e+01 1.7842673216e-01 1.7656036826e-01 1.1793112589e+00 1.0000000000e+00 0.0000000000e+00 1.2808603940e+01
1.1298268367e+00 9.0087750123e-04 1.1581420898e-02 1.2122687085e+01 1.0385729289e+00 1.5991415905e+01 2.4600551436e+01 1.8327983002e-01 1.7647275884e-01 1.1834659363e+00 1.0000000000e+00 0.0000000000e+00 1.2595178264e+01
1.1604939493e+00 9.1870497372e-04 1.2173461914e-02 1.2110494834e+01 1.0695314464e+00 1.5669146811e+01 2.4602202545e+01 1.8876499340e-01 1.7649316813e-01 1.1881963958e+00 1.0000000000e+00 0.0000000000e+00 1.2361506674e+01
1.1895423208e+00 9.3671529209e-04 1.2753295898e-02 1.2102938667e+01 1.0990916432e+00 1.5366251211e+01 2.4605288460e+01 1.9392211199e-01 1.7643852829e-01 1.1927950396e+00 1.0000000000e+00 0.0000000000e+00 1.2147208578e+01
1.2169350865e+00 9.5490845633e-04 1.3327026367e-02 1.2096853357e+01 1.1270231203e+00 1.5094373390e+01 2.4607711048e+01 1.9890937969e-01 1.7649094869e-01 1.1972945335e+00 1.0000000000e+00 0.0000000000e+00 1.1962507874e+01
1.2429126910e+00 9.7328446644e-04 1.3888549805e-02 1.2085043240e+01 1.1537439309e+00 1.4846303264e+01 2.4608893502e+01 2.0357234331e-01 1.7644499603e-01 1.2016890759e+00 1.0000000000e+00 0.0000000000e+00 1.1781621304e+01
1.2691218340e+00 9.9184332243e-04 1.4486694336e-02 1.2075136586e+01 1.1807166456e+00 1.4600136600e+01 2.4613616106e+01 2.0843285102e-01 1.7653079746e-01 1.2063235452e+00 1.0000000000e+00 0.0000000000e+00 1.1604426297e+01
1.2966924239e+00 1.0105850243e-03 1.5133666992e-02 1.2069721813e+01 1.2094265426e+00 1.4343695567e+01 2.4612354342e+01 2.1339362641e-01 1.7644199040e-01 1.2113267489e+00 1.0000000000e+00 0.0000000000e+00 1.1467377034e+01
1.3226137592e+00 1.0295095720e-03 1.5774536133e-02 1.2056563411e+01 1.2364901531e+00 1.4109043405e+01 2.4611496342e+01 2.1816289856e-01 1.7643723083e-01 1.2162337346e+00 1.0000000000e+00 0.0000000000e+00 1.1394930116e+01
1.3469917966e+00 1.0486169656e-03 1.6409301758e-02 1.2046526975e+01 1.2620115275e+00 1.3892293881e+01 2.4609001653e+01 2.2273989444e-01 1.7649592700e-01 1.2210557832e+00 1.0000000000e+00 0.0000000000e+00 1.1355245818e+01
