# M_T	 rho_0	 E_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 
1.2577656409e+00 1.0295095720e-03 1.8338012695e-02 1.1675323046e+01 1.1009517579e+00 1.4126491807e+01 2.4611496342e+01 2.7519889194e-01 2.4996453293e-01 1.2245060011e+00 1.0000000000e+00 0.0000000000e+00 1.1677139987e+01
1.2785693219e+00 1.0486169656e-03 1.9076538086e-02 1.1658941737e+01 1.1213857988e+00 1.3903382989e+01 2.4609001653e+01 2.8032370874e-01 2.4997972067e-01 1.2297627137e+00 1.0000000000e+00 0.0000000000e+00 1.1502446879e+01
1.2980711187e+00 1.0679072051e-03 1.9808959961e-02 1.1642048512e+01 1.1405589587e+00 1.3709294757e+01 2.4604682813e+01 2.8522659778e-01 2.5007615399e-01 1.2349431072e+00 1.0000000000e+00 0.0000000000e+00 1.1355245818e+01
1.3177544175e+00 1.0873802904e-03 2.0578002930e-02 1.1627577875e+01 1.1601187480e+00 1.3502862862e+01 2.4608669989e+01 2.9008217230e-01 2.5004524131e-01 1.2403758712e+00 1.0000000000e+00 0.0000000000e+00 1.1207121867e+01
1.3379973024e+00 1.1070362216e-03 2.1414184570e-02 1.1609321944e+01 1.1803025119e+00 1.3292645673e+01 2.4591120647e+01 2.9513271101e-01 2.5004836306e-01 1.2462429026e+00 1.0000000000e+00 0.0000000000e+00 1.1076532838e+01
1.3570561781e+00 1.1268749987e-03 2.2238159180e-02 1.1593589542e+01 1.1994779175e+00 1.3114498934e+01 2.4586470143e+01 2.9982942336e-01 2.4996660546e-01 1.2520036571e+00 1.0000000000e+00 0.0000000000e+00 1.1005931702e+01
1.3749563452e+00 1.1468966217e-03 2.3052978516e-02 1.1576011359e+01 1.2175876677e+00 1.2934491995e+01 2.4568956850e+01 3.0424559288e-01 2.4987571815e-01 1.2576762939e+00 1.0000000000e+00 0.0000000000e+00 1.0958864278e+01
1.3914750100e+00 1.1671010905e-03 2.3870849609e-02 1.1557841949e+01 1.2341160547e+00 1.2768660079e+01 2.4562143322e+01 3.0860830966e-01 2.5006425327e-01 1.2633105657e+00 1.0000000000e+00 0.0000000000e+00 1.0926101660e+01
1.4078036573e+00 1.1874884052e-03 2.4688720703e-02 1.1543212690e+01 1.2508824090e+00 1.2606353893e+01 2.4531940283e+01 3.1257099847e-01 2.4988040141e-01 1.2689749050e+00 1.0000000000e+00 0.0000000000e+00 1.0893339041e+01
1.4246281519e+00 1.2080585658e-03 2.5616455078e-02 1.1524286221e+01 1.2679000480e+00 1.2424998668e+01 2.4513251747e+01 3.1702432451e-01 2.5003889307e-01 1.2753185972e+00 1.0000000000e+00 0.0000000000e+00 1.0868882439e+01
1.4404493044e+00 1.2288115722e-03 2.6531982422e-02 1.1503650963e+01 1.2840624538e+00 1.2271481574e+01 2.4480034893e+01 3.2114072114e-01 2.5009743115e-01 1.2815608231e+00 1.0000000000e+00 0.0000000000e+00 1.0844425836e+01
1.4553611833e+00 1.2497474245e-03 2.7435302734e-02 1.1487896931e+01 1.2994553292e+00 1.2122816867e+01 2.4432390663e+01 3.2493989831e-01 2.5005853684e-01 1.2877073229e+00 1.0000000000e+00 0.0000000000e+00 1.0822737905e+01
1.4694486349e+00 1.2708661227e-03 2.8326416016e-02 1.1468451336e+01 1.3141584520e+00 1.1985241267e+01 2.4398351859e+01 3.2843836785e-01 2.4992295818e-01 1.2937626021e+00 1.0000000000e+00 0.0000000000e+00 1.0804280092e+01
1.4824771303e+00 1.2921676668e-03 2.9217529297e-02 1.1452005136e+01 1.3276763550e+00 1.1850679482e+01 2.4338580269e+01 3.3183068011e-01 2.4993341100e-01 1.2997758093e+00 1.0000000000e+00 0.0000000000e+00 1.0787668060e+01
1.4959542445e+00 1.3136520567e-03 3.0194091797e-02 1.1432451390e+01 1.3417338387e+00 1.1712981311e+01 2.4288873954e+01 3.3533689454e-01 2.4992802959e-01 1.3063431993e+00 1.0000000000e+00 0.0000000000e+00 1.0768287356e+01
1.5087467442e+00 1.3353192925e-03 3.1207275391e-02 1.1411621459e+01 1.3549608553e+00 1.1574035796e+01 2.4213521374e+01 3.3886283462e-01 2.5009049766e-01 1.3130989880e+00 1.0000000000e+00 0.0000000000e+00 1.0748906652e+01
1.5210942674e+00 1.3571693742e-03 3.2196044922e-02 1.1390928520e+01 1.3681004710e+00 1.1449979103e+01 2.4137267533e+01 3.4193439647e-01 2.4993368814e-01 1.3197141557e+00 1.0000000000e+00 0.0000000000e+00 1.0727680167e+01
1.5324608393e+00 1.3792023017e-03 3.3184814453e-02 1.1372557228e+01 1.3801254520e+00 1.1325251871e+01 2.4048713290e+01 3.4489906993e-01 2.4990414416e-01 1.3262846084e+00 1.0000000000e+00 0.0000000000e+00 1.0711068135e+01
1.5429210733e+00 1.4014180752e-03 3.4173583984e-02 1.1352167112e+01 1.3911221921e+00 1.1213120656e+01 2.3959755282e+01 3.4775708531e-01 2.4998313397e-01 1.3328140428e+00 1.0000000000e+00 0.0000000000e+00 1.0696301885e+01
1.5529483603e+00 1.4238166944e-03 3.5150146484e-02 1.1334315397e+01 1.4018650542e+00 1.1104220008e+01 2.3856752032e+01 3.5032955149e-01 2.4990247845e-01 1.3392680245e+00 1.0000000000e+00 0.0000000000e+00 1.0673230069e+01
1.5631606954e+00 1.4463981596e-03 3.6260986328e-02 1.1312461634e+01 1.4126145825e+00 1.0984474945e+01 2.3740684111e+01 3.5321249198e-01 2.5004165776e-01 1.3465414238e+00 1.0000000000e+00 0.0000000000e+00 1.0655233701e+01
1.5727670225e+00 1.4691624706e-03 3.7359619141e-02 1.1292619485e+01 1.4228533294e+00 1.0873497342e+01 2.3611342426e+01 3.5583525715e-01 2.5008569035e-01 1.3537201119e+00 1.0000000000e+00 0.0000000000e+00 1.0640006005e+01
1.5818285805e+00 1.4921096275e-03 3.8446044922e-02 1.1271674193e+01 1.4326383659e+00 1.0767134194e+01 2.3467047029e+01 3.5821522378e-01 2.5003883206e-01 1.3608075703e+00 1.0000000000e+00 0.0000000000e+00 1.0625239754e+01
1.5901222596e+00 1.5152396303e-03 3.9532470703e-02 1.1251002884e+01 1.4415364795e+00 1.0665385498e+01 2.3307408574e+01 3.6049735410e-01 2.5007855106e-01 1.3678539161e+00 1.0000000000e+00 0.0000000000e+00 1.0607243386e+01
1.5979825151e+00 1.5385524790e-03 4.0606689453e-02 1.1232465760e+01 1.4500959700e+00 1.0570789205e+01 2.3149053515e+01 3.6255723483e-01 2.5002292423e-01 1.3748145370e+00 1.0000000000e+00 0.0000000000e+00 1.0588324128e+01
1.6054232167e+00 1.5620481735e-03 4.1680908203e-02 1.1214080048e+01 1.4582708328e+00 1.0467425451e+01 2.2989826035e+01 3.6446101573e-01 2.4992683631e-01 1.3817603601e+00 1.0000000000e+00 0.0000000000e+00 1.0568943424e+01
1.6127696323e+00 1.5857267139e-03 4.2889404297e-02 1.1191476436e+01 1.4661512884e+00 1.0366830368e+01 2.2790301400e+01 3.6658949194e-01 2.5003524182e-01 1.3895040474e+00 1.0000000000e+00 0.0000000000e+00 1.0556022954e+01
1.6198178555e+00 1.6095881001e-03 4.4079589844e-02 1.1169802926e+01 1.4739082473e+00 1.0277309974e+01 2.2617843417e+01 3.6844335925e-01 2.4997713387e-01 1.3971315319e+00 1.0000000000e+00 0.0000000000e+00 1.0538026586e+01
1.6260921998e+00 1.6336323323e-03 4.5275878906e-02 1.1149549802e+01 1.4806870729e+00 1.0189635361e+01 2.2459863282e+01 3.7026486102e-01 2.5006287135e-01 1.4047410928e+00 1.0000000000e+00 0.0000000000e+00 1.0514492875e+01
1.6322850071e+00 1.6578594103e-03 4.6447753906e-02 1.1130882896e+01 1.4876485801e+00 1.0103345084e+01 2.2284816879e+01 3.7178210392e-01 2.4991258614e-01 1.4122155914e+00 1.0000000000e+00 0.0000000000e+00 1.0501110960e+01
1.6374230491e+00 1.6822693342e-03 4.7644042969e-02 1.1109512209e+01 1.4930978232e+00 1.0022592151e+01 2.2108818746e+01 3.7343485763e-01 2.5010742888e-01 1.4197488933e+00 1.0000000000e+00 0.0000000000e+00 1.0481268811e+01
1.6425554571e+00 1.7068621039e-03 4.8815917969e-02 1.1091306749e+01 1.4988089631e+00 9.9423006634e+00 2.1931133453e+01 3.7480061891e-01 2.5006563754e-01 1.4271510159e+00 1.0000000000e+00 0.0000000000e+00 1.0468809787e+01
1.6479443636e+00 1.7316377195e-03 5.0085449219e-02 1.1073440163e+01 1.5049463158e+00 9.8527802690e+00 2.1734197238e+01 3.7609531822e-01 2.4990613570e-01 1.4351662882e+00 1.0000000000e+00 0.0000000000e+00 1.0448044747e+01
1.6523960553e+00 1.7565961810e-03 5.1403808594e-02 1.1051838753e+01 1.5097072302e+00 9.7743345627e+00 2.1539474518e+01 3.7753968221e-01 2.5007476593e-01 1.4433866233e+00 1.0000000000e+00 0.0000000000e+00 1.0431894160e+01
1.6568321362e+00 1.7817374884e-03 5.2697753906e-02 1.1031210705e+01 1.5146936641e+00 9.6940430750e+00 2.1339805681e+01 3.7871603027e-01 2.5002813390e-01 1.4514698098e+00 1.0000000000e+00 0.0000000000e+00 1.0418973691e+01
1.6608125453e+00 1.8070616416e-03 5.3991699219e-02 1.1013856034e+01 1.5191361796e+00 9.6137515873e+00 2.1147217146e+01 3.7982315505e-01 2.5002574500e-01 1.4595144567e+00 1.0000000000e+00 0.0000000000e+00 1.0400054432e+01
1.6643754432e+00 1.8325686407e-03 5.5285644531e-02 1.0993054944e+01 1.5230818260e+00 9.5445347876e+00 2.0952898190e+01 3.8086318393e-01 2.5006088144e-01 1.4675224959e+00 1.0000000000e+00 0.0000000000e+00 1.0385288182e+01
1.6679970341e+00 1.8582584857e-03 5.6555175781e-02 1.0974662021e+01 1.5273173299e+00 9.4660890812e+00 2.0766712209e+01 3.8166969928e-01 2.4989548131e-01 1.4753985470e+00 1.0000000000e+00 0.0000000000e+00 1.0368676150e+01
1.6708150986e+00 1.8841311766e-03 5.7897949219e-02 1.0955951855e+01 1.5303208351e+00 9.3996409534e+00 2.0580223404e+01 3.8265134013e-01 2.5004648133e-01 1.4836259316e+00 1.0000000000e+00 0.0000000000e+00 1.0347449664e+01
1.6739208187e+00 1.9101867133e-03 5.9313964844e-02 1.0938193420e+01 1.5338700144e+00 9.3313470444e+00 2.0367944132e+01 3.8346216193e-01 2.4999651752e-01 1.4923180764e+00 1.0000000000e+00 0.0000000000e+00 1.0333144859e+01
1.6766522285e+00 1.9364250959e-03 6.0729980469e-02 1.0918070077e+01 1.5369682612e+00 9.2529013380e+00 2.0178556874e+01 3.8421161263e-01 2.4998018653e-01 1.5009698769e+00 1.0000000000e+00 0.0000000000e+00 1.0318840054e+01
1.6790423035e+00 1.9628463244e-03 6.2145996094e-02 1.0900080920e+01 1.5396568788e+00 9.1882989916e+00 1.9997180018e+01 3.8490209062e-01 2.4999212221e-01 1.5095832752e+00 1.0000000000e+00 0.0000000000e+00 1.0297152123e+01
1.6811210069e+00 1.9894503987e-03 6.3562011719e-02 1.0881637527e+01 1.5419726482e+00 9.1227737545e+00 1.9807497146e+01 3.8553578998e-01 2.5002764506e-01 1.5181599941e+00 1.0000000000e+00 0.0000000000e+00 1.0282847318e+01
1.6829155778e+00 2.0162373189e-03 6.4978027344e-02 1.0863814201e+01 1.5439502865e+00 9.0535569548e+00 1.9627338795e+01 3.8611469046e-01 2.5008233350e-01 1.5267015887e+00 1.0000000000e+00 0.0000000000e+00 1.0269003958e+01
1.6848390076e+00 2.0432070850e-03 6.6369628906e-02 1.0846798404e+01 1.5462656183e+00 8.9908003897e+00 1.9467621029e+01 3.8650454760e-01 2.4995999590e-01 1.5351116909e+00 1.0000000000e+00 0.0000000000e+00 1.0256544934e+01
1.6861733165e+00 2.0703596970e-03 6.7858886719e-02 1.0829299532e+01 1.5476792309e+00 8.9261980433e+00 1.9292098761e+01 3.8701259587e-01 2.5005995309e-01 1.5440221970e+00 1.0000000000e+00 0.0000000000e+00 1.0235318449e+01
1.6877536057e+00 2.0976951548e-03 6.9396972656e-02 1.0812254895e+01 1.5495819501e+00 8.8772848381e+00 1.9114586510e+01 3.8734088507e-01 2.4996476310e-01 1.5532416669e+00 1.0000000000e+00 0.0000000000e+00 1.0221936534e+01
1.6887104462e+00 2.1252134585e-03 7.0959472656e-02 1.0794496460e+01 1.5505663890e+00 8.8117596010e+00 1.8945149553e+01 3.8774706817e-01 2.5006802089e-01 1.5625202184e+00 1.0000000000e+00 0.0000000000e+00 1.0206708838e+01
1.6898075755e+00 2.1529146081e-03 7.2497558594e-02 1.0777120159e+01 1.5518866346e+00 8.7545403799e+00 1.8779923284e+01 3.8798091599e-01 2.5000596522e-01 1.5716635389e+00 1.0000000000e+00 0.0000000000e+00 1.0193788369e+01
1.6906929154e+00 2.1807986035e-03 7.4035644531e-02 1.0761813152e+01 1.5529514751e+00 8.6917838148e+00 1.8625440039e+01 3.8817218776e-01 2.4995770568e-01 1.5807710122e+00 1.0000000000e+00 0.0000000000e+00 1.0177176337e+01
1.6913860760e+00 2.2088654448e-03 7.5573730469e-02 1.0746700817e+01 1.5537860754e+00 8.6419477190e+00 1.8464835433e+01 3.8832247137e-01 2.4992016438e-01 1.5898439717e+00 1.0000000000e+00 0.0000000000e+00 1.0164255868e+01
1.6915647319e+00 2.2371151320e-03 7.7136230469e-02 1.0730434870e+01 1.5538540672e+00 8.5773453726e+00 1.8324721884e+01 3.8854364355e-01 2.5005156646e-01 1.5989818454e+00 1.0000000000e+00 0.0000000000e+00 1.0150873953e+01
1.6920143908e+00 2.2655476651e-03 7.8723144531e-02 1.0715373005e+01 1.5544368729e+00 8.5302779488e+00 1.8183476352e+01 3.8859194213e-01 2.4998888594e-01 1.6082844296e+00 1.0000000000e+00 0.0000000000e+00 1.0135646257e+01
1.6918867702e+00 2.2941630440e-03 8.0444335938e-02 1.0698674453e+01 1.5541414922e+00 8.4795189623e+00 1.8038943022e+01 3.8874063386e-01 2.5013207345e-01 1.6182768439e+00 1.0000000000e+00 0.0000000000e+00 1.0119957116e+01
1.6924151728e+00 2.3229612688e-03 8.2104492188e-02 1.0683994723e+01 1.5549922725e+00 8.4158395066e+00 1.7888901189e+01 3.8859091973e-01 2.4989893944e-01 1.6279852499e+00 1.0000000000e+00 0.0000000000e+00 1.0107498092e+01
1.6921526583e+00 2.3519423395e-03 8.3813476563e-02 1.0669091481e+01 1.5546158471e+00 8.3715407547e+00 1.7749047203e+01 3.8860717372e-01 2.4996990378e-01 1.6378533869e+00 1.0000000000e+00 0.0000000000e+00 1.0090886060e+01
1.6917685757e+00 2.3811062560e-03 8.5522460937e-02 1.0654411751e+01 1.5541023502e+00 8.3235504402e+00 1.7616634023e+01 3.8858363209e-01 2.5003734924e-01 1.6476859654e+00 1.0000000000e+00 0.0000000000e+00 1.0077965591e+01
1.6912762596e+00 2.4104530184e-03 8.7231445313e-02 1.0639905064e+01 1.5534684377e+00 8.2727914538e+00 1.7495656035e+01 3.8852210943e-01 2.5009977674e-01 1.6574841653e+00 1.0000000000e+00 0.0000000000e+00 1.0066429458e+01
1.6912832053e+00 2.4399826267e-03 8.8891601563e-02 1.0626530359e+01 1.5536958682e+00 8.2248011393e+00 1.7381888131e+01 3.8824541534e-01 2.4988507936e-01 1.6670522110e+00 1.0000000000e+00 0.0000000000e+00 1.0050278871e+01
1.6905987966e+00 2.4696950809e-03 9.0600585938e-02 1.0613040293e+01 1.5528463593e+00 8.1768108248e+00 1.7251378413e+01 3.8811801327e-01 2.4993973869e-01 1.6767848254e+00 1.0000000000e+00 0.0000000000e+00 1.0035974066e+01
1.6897944959e+00 2.4995903809e-03 9.2456054688e-02 1.0598757118e+01 1.5518736959e+00 8.1269747290e+00 1.7134265030e+01 3.8793469773e-01 2.4997826740e-01 1.6873192079e+00 1.0000000000e+00 0.0000000000e+00 1.0023515042e+01
1.6891334390e+00 2.5296685268e-03 9.4311523437e-02 1.0586283674e+01 1.5511821140e+00 8.0780615239e+00 1.7013770117e+01 3.8764506822e-01 2.4990300283e-01 1.6978492090e+00 1.0000000000e+00 0.0000000000e+00 1.0012440354e+01
1.6878379821e+00 2.5599295186e-03 9.6215820313e-02 1.0571971659e+01 1.5495079499e+00 8.0263796467e+00 1.6904566196e+01 3.8748424551e-01 2.5006922070e-01 1.7085390956e+00 1.0000000000e+00 0.0000000000e+00 9.9995198845e+00
1.6870320842e+00 2.5903733562e-03 9.8071289063e-02 1.0560485996e+01 1.5486611829e+00 7.9922326922e+00 1.6790855972e+01 3.8713201603e-01 2.4997851067e-01 1.7189960492e+00 1.0000000000e+00 0.0000000000e+00 9.9889066419e+00
1.6856319896e+00 2.6210000397e-03 9.9975585938e-02 1.0546700317e+01 1.5468931845e+00 7.9470110497e+00 1.6675054824e+01 3.8690235973e-01 2.5011575692e-01 1.7296152109e+00 1.0000000000e+00 0.0000000000e+00 9.9769090632e+00
1.6847183029e+00 2.6518095691e-03 1.0183105469e-01 1.0535387696e+01 1.5459386012e+00 7.9027122979e+00 1.6584467337e+01 3.8649369545e-01 2.5000585091e-01 1.7400035020e+00 1.0000000000e+00 0.0000000000e+00 9.9667572659e+00
1.6837577321e+00 2.6828019444e-03 1.0368652344e-01 1.0524190437e+01 1.5449358203e+00 7.8547219834e+00 1.6474643348e+01 3.8606098129e-01 2.4988803820e-01 1.7503589351e+00 1.0000000000e+00 0.0000000000e+00 9.9575283593e+00
1.6823690453e+00 2.7139771655e-03 1.0559082031e-01 1.0513144589e+01 1.5432769361e+00 7.8196521382e+00 1.6379672131e+01 3.8570635075e-01 2.4992685481e-01 1.7608973211e+00 1.0000000000e+00 0.0000000000e+00 9.9464536713e+00
1.6805910031e+00 2.7453352325e-03 1.0769042969e-01 1.0500959773e+01 1.5410747907e+00 7.7827367370e+00 1.6281989922e+01 3.8535310445e-01 2.5005477136e-01 1.7724444636e+00 1.0000000000e+00 0.0000000000e+00 9.9353792087e+00
1.6792832019e+00 2.7768761454e-03 1.0974121094e-01 1.0490137438e+01 1.5396486380e+00 7.7338235318e+00 1.6183218991e+01 3.8483801678e-01 2.4995184438e-01 1.7837566058e+00 1.0000000000e+00 0.0000000000e+00 9.9252274114e+00
1.6774752200e+00 2.8085999042e-03 1.1184082031e-01 1.0478781557e+01 1.5374493251e+00 7.6959850146e+00 1.6081196312e+01 3.8442398600e-01 2.5004010196e-01 1.7952290403e+00 1.0000000000e+00 0.0000000000e+00 9.9146141688e+00
1.6761314031e+00 2.8405065088e-03 1.1389160156e-01 1.0469862684e+01 1.5360085081e+00 7.6627609508e+00 1.5989880607e+01 3.8385927622e-01 2.4990699869e-01 1.8064686375e+00 1.0000000000e+00 0.0000000000e+00 9.8984635822e+00
1.6743163641e+00 2.8725959593e-03 1.1599121094e-01 1.0458103038e+01 1.5338382182e+00 7.6120019643e+00 1.5900374633e+01 3.8339099737e-01 2.4995530351e-01 1.8178705238e+00 1.0000000000e+00 0.0000000000e+00 9.8883117849e+00
1.6725090141e+00 2.9048682556e-03 1.1809082031e-01 1.0448924602e+01 1.5316980886e+00 7.5760092284e+00 1.5820587851e+01 3.8289611787e-01 2.4998145569e-01 1.8292385334e+00 1.0000000000e+00 0.0000000000e+00 9.8846202222e+00
1.6707131724e+00 2.9373233979e-03 1.2019042969e-01 1.0439847107e+01 1.5295922918e+00 7.5400164926e+00 1.5725796886e+01 3.8237608705e-01 2.4998562630e-01 1.8405735280e+00 1.0000000000e+00 0.0000000000e+00 9.8703154170e+00
1.6689322103e+00 2.9699613860e-03 1.2229003906e-01 1.0429608789e+01 1.5275241565e+00 7.5040237567e+00 1.5644964642e+01 3.8183236821e-01 2.4996813739e-01 1.8518763242e+00 1.0000000000e+00 0.0000000000e+00 9.8610865103e+00
1.6668723560e+00 3.0027822200e-03 1.2458496094e-01 1.0421432555e+01 1.5250940459e+00 7.4671081302e+00 1.5561255575e+01 3.8125339846e-01 2.4998681196e-01 1.8641718889e+00 1.0000000000e+00 0.0000000000e+00 9.8527804944e+00
1.6645911417e+00 3.0357858998e-03 1.2692871094e-01 1.0413104908e+01 1.5223383816e+00 7.4375756290e+00 1.5476868760e+01 3.8069785063e-01 2.5007439557e-01 1.8766560234e+00 1.0000000000e+00 0.0000000000e+00 9.8481660410e+00
1.6627561318e+00 3.0689724255e-03 1.2922363281e-01 1.0403291985e+01 1.5202953834e+00 7.4006600024e+00 1.5406058532e+01 3.8001730773e-01 2.4996281110e-01 1.8889059918e+00 1.0000000000e+00 0.0000000000e+00 9.8352455718e+00
1.6605425143e+00 3.1023417971e-03 1.3156738281e-01 1.0396262154e+01 1.5176700579e+00 7.3637443759e+00 1.5318859784e+01 3.7941181967e-01 2.4999624767e-01 1.9013166431e+00 1.0000000000e+00 0.0000000000e+00 9.8269395558e+00
1.6583697629e+00 3.1358940146e-03 1.3391113281e-01 1.0388064289e+01 1.5151188638e+00 7.3425178907e+00 1.5244350784e+01 3.7878222472e-01 2.5000165583e-01 1.9136919069e+00 1.0000000000e+00 0.0000000000e+00 9.8190949852e+00
1.6562395704e+00 3.1696290779e-03 1.3625488281e-01 1.0380407181e+01 1.5126432148e+00 7.3056022641e+00 1.5170815144e+01 3.7813008889e-01 2.4997969461e-01 1.9260326281e+00 1.0000000000e+00 0.0000000000e+00 9.8112504145e+00
1.6539625000e+00 3.2035469871e-03 1.3862304687e-01 1.0374011837e+01 1.5099473133e+00 7.2677637469e+00 1.5095022748e+01 3.7750000639e-01 2.5000872750e-01 1.9384380044e+00 1.0000000000e+00 0.0000000000e+00 9.8038672892e+00
1.6519246543e+00 3.2376477422e-03 1.4096679688e-01 1.0366650342e+01 1.5076308150e+00 7.2465372617e+00 1.5032626687e+01 3.7680567210e-01 2.4993232319e-01 1.9507119869e+00 1.0000000000e+00 0.0000000000e+00 9.7964841639e+00
1.6496919822e+00 3.2719313432e-03 1.4340820313e-01 1.0359461889e+01 1.5050451684e+00 7.2105445258e+00 1.4956228645e+01 3.7610960740e-01 2.4989921584e-01 1.9634349706e+00 1.0000000000e+00 0.0000000000e+00 9.7900239293e+00
1.6470381844e+00 3.3063977900e-03 1.4604492188e-01 1.0354090377e+01 1.5018680400e+00 7.1736288993e+00 1.4892224735e+01 3.7542390532e-01 2.4997129929e-01 1.9770834461e+00 1.0000000000e+00 0.0000000000e+00 9.7826408040e+00
1.6444548208e+00 3.3410470827e-03 1.4868164063e-01 1.0346390008e+01 1.4988071110e+00 7.1505566327e+00 1.4813101281e+01 3.7471350888e-01 2.5000782697e-01 1.9906935719e+00 1.0000000000e+00 0.0000000000e+00 9.7752576787e+00
1.6419418609e+00 3.3758792213e-03 1.5131835937e-01 1.0340593101e+01 1.4958610436e+00 7.1127181155e+00 1.4747366951e+01 3.7398016468e-01 2.5000996335e-01 2.0042662393e+00 1.0000000000e+00 0.0000000000e+00 9.7687974440e+00
1.6394991251e+00 3.4108942057e-03 1.5395507813e-01 1.0334810614e+01 1.4930284076e+00 7.0887229583e+00 1.4681647042e+01 3.7322553843e-01 2.4997885943e-01 2.0178022925e+00 1.0000000000e+00 0.0000000000e+00 9.7618757640e+00
1.6371263030e+00 3.4460920360e-03 1.5659179688e-01 1.0329532833e+01 1.4903072624e+00 7.0674964730e+00 1.4614391385e+01 3.7245112572e-01 2.4991566178e-01 2.0313025349e+00 1.0000000000e+00 0.0000000000e+00 9.7563384201e+00
1.6341592741e+00 3.4814727122e-03 1.5932617188e-01 1.0323793606e+01 1.4866802219e+00 7.0287350652e+00 1.4562284113e+01 3.7179250171e-01 2.5008236218e-01 2.0451605060e+00 1.0000000000e+00 0.0000000000e+00 9.7498781854e+00
1.6319359134e+00 3.5170362343e-03 1.6196289063e-01 1.0319792010e+01 1.4841961116e+00 7.0065856893e+00 1.4494646321e+01 3.7097874213e-01 2.4995264389e-01 2.0585912541e+00 1.0000000000e+00 0.0000000000e+00 9.7443408414e+00
1.6291384120e+00 3.5527826022e-03 1.6469726563e-01 1.0315739943e+01 1.4808383761e+00 6.9825905320e+00 1.4441601739e+01 3.7027546970e-01 2.5004448539e-01 2.0723809136e+00 1.0000000000e+00 0.0000000000e+00 9.7457251774e+00
1.6263332140e+00 3.5887118160e-03 1.6752929688e-01 1.0311038969e+01 1.4775065338e+00 6.9585953748e+00 1.4373315040e+01 3.6952403508e-01 2.5009976378e-01 2.0866279456e+00 1.0000000000e+00 0.0000000000e+00 9.7332661535e+00
1.6238580072e+00 3.6248238757e-03 1.7045898438e-01 1.0307203205e+01 1.4747326953e+00 6.9355231082e+00 1.4318489566e+01 3.6863356603e-01 2.4996636149e-01 2.1013897427e+00 1.0000000000e+00 0.0000000000e+00 9.7351119348e+00
1.6208553655e+00 3.6611187812e-03 1.7348632813e-01 1.0302653642e+01 1.4711605540e+00 6.9115279510e+00 1.4262813303e+01 3.6784090065e-01 2.5003450484e-01 2.1165044859e+00 1.0000000000e+00 0.0000000000e+00 9.7295745908e+00
