# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 k2	 lambda_tidal	 phi_1_0	 H_0	 
1.5995117786e-01 0.0000000000e+00 1.1723997558e-03 1.4766250610e-10 0.0000000000e+00 9.2599099895e+01 2.0027459934e+02 1.6017200319e-01 inf 1.0039199531e+00 1.0000000000e+00 2.5132741229e+02 6.2709960938e+01 3.7533981224e-04 1.1486558554e+07 4.2540374437e+00 1.0000000000e+00
1.6880787644e-01 0.0000000000e+00 1.3025536463e-03 1.4766250610e-10 0.0000000000e+00 8.7814834697e+01 1.8995299017e+02 1.6906730150e-01 inf 1.0043678962e+00 1.0000000000e+00 2.5132741229e+02 5.9469960938e+01 3.7523970395e-04 8.8158471593e+06 4.2446419187e+00 1.0000000000e+00
1.7785183448e-01 0.0000000000e+00 1.4420004284e-03 1.4766250610e-10 0.0000000000e+00 8.3429287106e+01 1.8045831986e+02 1.7815504224e-01 inf 1.0048506915e+00 1.0000000000e+00 2.5132741229e+02 5.6499980469e+01 3.7543728617e-04 6.8258224278e+06 4.2345892162e+00 1.0000000000e+00
1.8708362873e-01 0.0000000000e+00 1.5910605468e-03 1.4766250610e-10 0.0000000000e+00 7.9398100690e+01 1.7173146575e+02 1.8743631466e-01 inf 1.0053700652e+00 1.0000000000e+00 2.5132741229e+02 5.3769980469e+01 3.7559112504e-04 5.3286022898e+06 4.2238594494e+00 1.0000000000e+00
1.9650404268e-01 0.0000000000e+00 1.7500544459e-03 1.4766250610e-10 0.0000000000e+00 7.5677005536e+01 1.6368385917e+02 1.9691245122e-01 inf 1.0059278191e+00 1.0000000000e+00 2.5132741229e+02 5.1249980469e+01 3.7558728188e-04 4.1917293605e+06 4.2124331097e+00 1.0000000000e+00
2.0611404547e-01 0.0000000000e+00 1.9193025703e-03 1.4766250610e-10 0.0000000000e+00 7.2221702893e+01 1.5622690261e+02 2.0658500836e-01 inf 1.0065258371e+00 1.0000000000e+00 2.5132741229e+02 4.8909980469e+01 3.7562336831e-04 3.3211765731e+06 4.2002911024e+00 1.0000000000e+00
2.1591477000e-01 0.0000000000e+00 2.0991253644e-03 1.4766250610e-10 0.0000000000e+00 6.9032192762e+01 1.4931629733e+02 2.1645574686e-01 inf 1.0071660911e+00 1.0000000000e+00 2.5132741229e+02 4.6749980469e+01 3.7576126178e-04 2.6491730788e+06 4.1874148956e+00 1.0000000000e+00
2.2590748933e-01 0.0000000000e+00 2.2898432729e-03 1.4766250610e-10 0.0000000000e+00 6.6049410138e+01 1.4287821206e+02 2.2652661036e-01 inf 1.0078506479e+00 1.0000000000e+00 2.5132741229e+02 4.4729980469e+01 3.7598524204e-04 2.1265119065e+06 4.1737865626e+00 1.0000000000e+00
2.3609359279e-01 0.0000000000e+00 2.4917767404e-03 1.4766250610e-10 0.0000000000e+00 6.3288121274e+01 1.3689788057e+02 2.3679970363e-01 inf 1.0085816763e+00 1.0000000000e+00 2.5132741229e+02 4.2859980469e+01 3.7586157752e-04 1.7171191102e+06 4.1593889150e+00 1.0000000000e+00
2.4647455872e-01 0.0000000000e+00 2.7052462112e-03 1.4766250610e-10 0.0000000000e+00 6.0704041838e+01 1.3130148600e+02 2.4727726769e-01 inf 1.0093614544e+00 1.0000000000e+00 2.5132741229e+02 4.1109990234e+01 3.7612499781e-04 1.3943018336e+06 4.1442052087e+00 1.0000000000e+00
2.5705192730e-01 0.0000000000e+00 2.9305721300e-03 1.4766250610e-10 0.0000000000e+00 5.8282376738e+01 1.2608899954e+02 2.5796165492e-01 inf 1.0101923779e+00 1.0000000000e+00 2.5132741229e+02 3.9469990234e+01 3.7595037391e-04 1.1381455936e+06 4.1282198238e+00 1.0000000000e+00
2.6782726862e-01 0.0000000000e+00 3.1680749413e-03 1.4766250610e-10 0.0000000000e+00 5.6023140394e+01 1.2118660434e+02 2.6885529943e-01 inf 1.0110769676e+00 1.0000000000e+00 2.5132741229e+02 3.7939990234e+01 3.7592367207e-04 9.3366558592e+05 4.1114176754e+00 1.0000000000e+00
2.7880215083e-01 0.0000000000e+00 3.4180750897e-03 1.4766250610e-10 0.0000000000e+00 5.3896800306e+01 1.1659430040e+02 2.7996068752e-01 inf 1.0120178793e+00 1.0000000000e+00 2.5132741229e+02 3.6499990234e+01 3.7595699604e-04 7.6951334826e+05 4.0937847567e+00 1.0000000000e+00
2.8997810278e-01 0.0000000000e+00 3.6808930196e-03 1.4766250610e-10 0.0000000000e+00 5.1888590224e+01 1.1226778897e+02 2.9128032255e-01 inf 1.0130179119e+00 1.0000000000e+00 2.5132741229e+02 3.5139990234e+01 3.7587485515e-04 6.3702789608e+05 4.0753080902e+00 1.0000000000e+00
3.0135657558e-01 0.0000000000e+00 3.9568491757e-03 1.4766250610e-10 0.0000000000e+00 5.0013276396e+01 1.0820707005e+02 3.0281668861e-01 inf 1.0140800181e+00 1.0000000000e+00 2.5132741229e+02 3.3869990234e+01 3.7565099816e-04 5.2955690814e+05 4.0559757687e+00 1.0000000000e+00
3.1293889845e-01 0.0000000000e+00 4.2462640024e-03 1.4766250610e-10 0.0000000000e+00 4.8226560072e+01 1.0436784489e+02 3.1457220829e-01 inf 1.0152073141e+00 1.0000000000e+00 2.5132741229e+02 3.2659990234e+01 3.7569553551e-04 4.4195359524e+05 4.0357769949e+00 1.0000000000e+00
3.2472623274e-01 0.0000000000e+00 4.5494579443e-03 1.4766250610e-10 0.0000000000e+00 4.6557973753e+01 1.0073534724e+02 3.2654919849e-01 inf 1.0164030909e+00 1.0000000000e+00 2.5132741229e+02 3.1529990234e+01 3.7562644313e-04 3.7021807184e+05 4.0147024373e+00 1.0000000000e+00
3.3671952062e-01 0.0000000000e+00 4.8667514460e-03 1.4766250610e-10 0.0000000000e+00 4.4963218687e+01 9.7309577100e+01 3.3874982050e-01 inf 1.0176708253e+00 1.0000000000e+00 2.5132741229e+02 3.0449990234e+01 3.7553651763e-04 3.1121866003e+05 3.9927440770e+00 1.0000000000e+00
3.4891942895e-01 0.0000000000e+00 5.1984649520e-03 1.4766250610e-10 0.0000000000e+00 4.3471827376e+01 9.4075768216e+01 3.5117602492e-01 inf 1.0190141920e+00 1.0000000000e+00 2.5132741229e+02 2.9439990234e+01 3.7490369277e-04 2.6249268106e+05 3.9698955400e+00 1.0000000000e+00
3.6132628828e-01 0.0000000000e+00 5.5449189068e-03 1.4766250610e-10 0.0000000000e+00 4.2039508277e+01 9.0989629049e+01 3.6382949116e-01 inf 1.0204370765e+00 1.0000000000e+00 2.5132741229e+02 2.8469995117e+01 3.7491128270e-04 2.2208987197e+05 3.9461517695e+00 1.0000000000e+00
3.7394002883e-01 0.0000000000e+00 5.9064337549e-03 1.4766250610e-10 0.0000000000e+00 4.0681013221e+01 8.8065911428e+01 3.7671156343e-01 inf 1.0219435878e+00 1.0000000000e+00 2.5132741229e+02 2.7549995117e+01 3.7442202957e-04 1.8846301319e+05 3.9215099276e+00 1.0000000000e+00
3.8676010820e-01 0.0000000000e+00 6.2833299410e-03 1.4766250610e-10 0.0000000000e+00 3.9396349418e+01 8.5304622564e+01 3.8982317751e-01 inf 1.0235380728e+00 1.0000000000e+00 2.5132741229e+02 2.6679995117e+01 3.7378819024e-04 1.6037428029e+05 3.8959687938e+00 1.0000000000e+00
3.9978543379e-01 0.0000000000e+00 6.6759279095e-03 1.4766250610e-10 0.0000000000e+00 3.8170750617e+01 8.2661463705e+01 4.0316478162e-01 inf 1.0252251302e+00 1.0000000000e+00 2.5132741229e+02 2.5849995117e+01 3.7309977231e-04 1.3683069326e+05 3.8695292395e+00 1.0000000000e+00
4.1301428233e-01 0.0000000000e+00 7.0845481050e-03 1.4766250610e-10 0.0000000000e+00 3.7004216819e+01 8.0136434851e+01 4.1673625307e-01 inf 1.0270096263e+00 1.0000000000e+00 2.5132741229e+02 2.5059995117e+01 3.7282174323e-04 1.1703165840e+05 3.8421942526e+00 1.0000000000e+00
4.2644421118e-01 0.0000000000e+00 7.5095109720e-03 1.4766250610e-10 0.0000000000e+00 3.5896748023e+01 7.7744302252e+01 4.3053680552e-01 inf 1.0288967101e+00 1.0000000000e+00 2.5132741229e+02 2.4309995117e+01 3.7172971487e-04 1.0033010673e+05 3.8139694378e+00 1.0000000000e+00
4.4007196264e-01 0.0000000000e+00 7.9511369550e-03 1.4766250610e-10 0.0000000000e+00 3.4833577979e+01 7.5455533407e+01 4.4456488784e-01 inf 1.0308918302e+00 1.0000000000e+00 2.5132741229e+02 2.3589995117e+01 3.7073997805e-04 8.6198847396e+04 3.7848624945e+00 1.0000000000e+00
4.5389336601e-01 0.0000000000e+00 8.4097464987e-03 1.4766250610e-10 0.0000000000e+00 3.3814706687e+01 7.3270128317e+01 4.5881807887e-01 inf 1.0330007518e+00 1.0000000000e+00 2.5132741229e+02 2.2899995117e+01 3.6986821734e-04 7.4208228512e+04 3.7548838958e+00 1.0000000000e+00
4.6790323110e-01 0.0000000000e+00 8.8856600475e-03 1.4766250610e-10 0.0000000000e+00 3.2854900397e+01 7.1173320730e+01 4.7329297190e-01 inf 1.0352295739e+00 1.0000000000e+00 2.5132741229e+02 2.2249995117e+01 3.6885938487e-04 6.4006420401e+04 3.7240469162e+00 1.0000000000e+00
4.8209523927e-01 0.0000000000e+00 9.3791980460e-03 1.4766250610e-10 0.0000000000e+00 3.1924626609e+01 6.9179876898e+01 4.8798505417e-01 inf 1.0375847481e+00 1.0000000000e+00 2.5132741229e+02 2.1619995117e+01 3.6715123949e-04 5.5304249125e+04 3.6923677738e+00 1.0000000000e+00
4.9646182624e-01 0.0000000000e+00 9.8906809387e-03 1.4766250610e-10 0.0000000000e+00 3.1023885322e+01 6.7260264319e+01 5.0288857592e-01 inf 1.0400730969e+00 1.0000000000e+00 2.5132741229e+02 2.1009995117e+01 3.6594413957e-04 4.7862672080e+04 3.6598654507e+00 1.0000000000e+00
5.1099406639e-01 0.0000000000e+00 1.0420429170e-02 1.4766250610e-10 0.0000000000e+00 3.0167442786e+01 6.5429249243e+01 5.1799641797e-01 inf 1.0427018329e+00 1.0000000000e+00 2.5132741229e+02 2.0429995117e+01 3.6410765542e-04 4.1484444212e+04 3.6265624558e+00 1.0000000000e+00
5.2568154873e-01 0.0000000000e+00 1.0968763185e-02 1.4766250610e-10 0.0000000000e+00 2.9355299003e+01 6.3657299170e+01 5.3329994784e-01 inf 1.0454785787e+00 1.0000000000e+00 2.5132741229e+02 1.9879995117e+01 3.6230287529e-04 3.6005350587e+04 3.5924843123e+00 1.0000000000e+00
5.4051225806e-01 0.0000000000e+00 1.1536003428e-02 1.4766250610e-10 0.0000000000e+00 2.8557925075e+01 6.1973950205e+01 5.4878887785e-01 inf 1.0484113865e+00 1.0000000000e+00 2.5132741229e+02 1.9339997559e+01 3.6029916708e-04 3.1288788789e+04 3.5576600723e+00 1.0000000000e+00
5.5547244852e-01 0.0000000000e+00 1.2122470343e-02 1.4766250610e-10 0.0000000000e+00 2.7804846294e+01 6.0349662638e+01 5.6445111184e-01 inf 1.0515087585e+00 1.0000000000e+00 2.5132741229e+02 1.8829997559e+01 3.5796494663e-04 2.7220595241e+04 3.5221222570e+00 1.0000000000e+00
5.7054652698e-01 0.0000000000e+00 1.2728484374e-02 1.4766250610e-10 0.0000000000e+00 2.7066533763e+01 5.8784440074e+01 5.8027259782e-01 inf 1.0547796670e+00 1.0000000000e+00 2.5132741229e+02 1.8329997559e+01 3.5527992679e-04 2.3705084974e+04 3.4859069304e+00 1.0000000000e+00
5.8571693667e-01 0.0000000000e+00 1.3354365968e-02 1.4766250610e-10 0.0000000000e+00 2.6357753734e+01 5.7278282511e+01 5.9623717677e-01 inf 1.0582335745e+00 1.0000000000e+00 2.5132741229e+02 1.7849997559e+01 3.5257301098e-04 2.0661815042e+04 3.4490537210e+00 1.0000000000e+00
6.0096404907e-01 0.0000000000e+00 1.4000435567e-02 1.4766250610e-10 0.0000000000e+00 2.5678506206e+01 5.5831189952e+01 6.1232643543e-01 inf 1.0618804543e+00 1.0000000000e+00 2.5132741229e+02 1.7389997559e+01 3.4951368995e-04 1.8023069462e+04 3.4116059773e+00 1.0000000000e+00
6.1626606508e-01 0.0000000000e+00 1.4667013617e-02 1.4766250610e-10 0.0000000000e+00 2.5028791179e+01 5.4428396144e+01 6.2851956416e-01 inf 1.0657308100e+00 1.0000000000e+00 2.5132741229e+02 1.6949997559e+01 3.4634298443e-04 1.5731580553e+04 3.3736106022e+00 1.0000000000e+00
6.3159893273e-01 0.0000000000e+00 1.5354420562e-02 1.4766250610e-10 0.0000000000e+00 2.4393842403e+01 5.3084667338e+01 6.4479322692e-01 inf 1.0697956947e+00 1.0000000000e+00 2.5132741229e+02 1.6519997559e+01 3.4296861209e-04 1.3738866433e+04 3.3351181306e+00 1.0000000000e+00
6.4693627699e-01 0.0000000000e+00 1.6062976847e-02 1.4766250610e-10 0.0000000000e+00 2.3788426128e+01 5.1785237284e+01 6.6112143934e-01 inf 1.0740867303e+00 1.0000000000e+00 2.5132741229e+02 1.6109997559e+01 3.3917905131e-04 1.2003758844e+04 3.2961826243e+00 1.0000000000e+00
6.6224935545e-01 0.0000000000e+00 1.6793002915e-02 1.4766250610e-10 0.0000000000e+00 2.3197776103e+01 5.0530105983e+01 6.7747546896e-01 inf 1.0786161251e+00 1.0000000000e+00 2.5132741229e+02 1.5709997559e+01 3.3512573882e-04 1.0491188486e+04 3.2568615022e+00 1.0000000000e+00
6.7750703641e-01 0.0000000000e+00 1.7544819213e-02 1.4766250610e-10 0.0000000000e+00 2.2621892330e+01 4.9319273433e+01 6.9382375455e-01 inf 1.0833966907e+00 1.0000000000e+00 2.5132741229e+02 1.5319997559e+01 3.3072830515e-04 9.1712417853e+03 3.2172154533e+00 1.0000000000e+00
6.9267580676e-01 0.0000000000e+00 1.8318746184e-02 1.4766250610e-10 0.0000000000e+00 2.2060774806e+01 4.8152739634e+01 7.1013185276e-01 inf 1.0884418584e+00 1.0000000000e+00 2.5132741229e+02 1.4939997559e+01 3.2578544291e-04 8.0183350931e+03 3.1773082206e+00 1.0000000000e+00
7.0771981231e-01 0.0000000000e+00 1.9115104272e-02 1.4766250610e-10 0.0000000000e+00 2.1529189784e+01 4.7015738337e+01 7.2636241571e-01 inf 1.0937656931e+00 1.0000000000e+00 2.5132741229e+02 1.4579997559e+01 3.2097672965e-04 7.0105036481e+03 3.1372062506e+00 1.0000000000e+00
7.2260093908e-01 0.0000000000e+00 1.9934213923e-02 1.4766250610e-10 0.0000000000e+00 2.1012371013e+01 4.5923035792e+01 7.4247520906e-01 inf 1.0993829067e+00 1.0000000000e+00 2.5132741229e+02 1.4229997559e+01 3.1561656118e-04 6.1289212315e+03 3.0969786364e+00 1.0000000000e+00
7.3727892939e-01 0.0000000000e+00 2.0776395580e-02 1.4766250610e-10 0.0000000000e+00 2.0502935367e+01 4.4867248874e+01 7.5842716546e-01 inf 1.1053088696e+00 1.0000000000e+00 2.5132741229e+02 1.3884997559e+01 3.0989822366e-04 5.3573458651e+03 3.0566965429e+00 1.0000000000e+00
7.5171154704e-01 0.0000000000e+00 2.1641969690e-02 1.4766250610e-10 0.0000000000e+00 2.0015649097e+01 4.3848377582e+01 7.7417249335e-01 inf 1.1115596206e+00 1.0000000000e+00 2.5132741229e+02 1.3554997559e+01 3.0364357241e-04 4.6817703770e+03 3.0164329545e+00 1.0000000000e+00
7.6585478560e-01 0.0000000000e+00 2.2531256694e-02 1.4766250610e-10 0.0000000000e+00 1.9543129077e+01 4.2859038791e+01 7.8966282662e-01 inf 1.1181518745e+00 1.0000000000e+00 2.5132741229e+02 1.3234997559e+01 2.9757518124e-04 4.0900618469e+03 2.9762621282e+00 1.0000000000e+00
7.7966312649e-01 0.0000000000e+00 2.3444577040e-02 1.4766250610e-10 0.0000000000e+00 1.9085377111e+01 4.1899234304e+01 8.0484743781e-01 inf 1.1251030289e+00 1.0000000000e+00 2.5132741229e+02 1.2924998779e+01 2.9101766940e-04 3.5717335805e+03 2.9362593503e+00 1.0000000000e+00
7.9308984319e-01 0.0000000000e+00 2.4382251170e-02 1.4766250610e-10 0.0000000000e+00 1.8627623342e+01 4.0968960515e+01 8.1967350327e-01 inf 1.1324311682e+00 1.0000000000e+00 2.5132741229e+02 1.2614998779e+01 2.8432288482e-04 3.1176589848e+03 2.8965002124e+00 1.0000000000e+00
8.0608735312e-01 0.0000000000e+00 2.5344599530e-02 1.4766250610e-10 0.0000000000e+00 1.8192018949e+01 4.0075602353e+01 8.3408642722e-01 inf 1.1401550669e+00 1.0000000000e+00 2.5132741229e+02 1.2319998779e+01 2.7669966648e-04 2.7199134730e+03 2.8570602902e+00 1.0000000000e+00
8.1860761093e-01 0.0000000000e+00 2.6331942564e-02 1.4766250610e-10 0.0000000000e+00 1.7763797681e+01 3.9204393567e+01 8.4803022667e-01 inf 1.1482941905e+00 1.0000000000e+00 2.5132741229e+02 1.2029998779e+01 2.6953177404e-04 2.3715595996e+03 2.8180143107e+00 1.0000000000e+00
8.3060254619e-01 0.0000000000e+00 2.7344600717e-02 1.4766250610e-10 0.0000000000e+00 1.7365108915e+01 3.8347951032e+01 8.6144796596e-01 inf 1.1568686957e+00 1.0000000000e+00 2.5132741229e+02 1.1759998779e+01 2.6191303799e-04 2.0665674218e+03 2.7794359948e+00 1.0000000000e+00
8.4202453549e-01 0.0000000000e+00 2.8382894433e-02 1.4766250610e-10 0.0000000000e+00 1.6959037023e+01 3.7528424123e+01 8.7428225340e-01 inf 1.1658994296e+00 1.0000000000e+00 2.5132741229e+02 1.1484998779e+01 2.5408919333e-04 1.7996475817e+03 2.7413972042e+00 1.0000000000e+00
8.5282689520e-01 0.0000000000e+00 2.9447144157e-02 1.4766250610e-10 0.0000000000e+00 1.6575114507e+01 3.6745812841e+01 8.8647578091e-01 inf 1.1754079277e+00 1.0000000000e+00 2.5132741229e+02 1.1224998779e+01 2.4593362220e-04 1.5661688797e+03 2.7039675302e+00 1.0000000000e+00
8.6296439686e-01 0.0000000000e+00 3.0537670333e-02 1.4766250610e-10 0.0000000000e+00 1.6191191991e+01 3.5977967809e+01 8.9797189449e-01 inf 1.1854164125e+00 1.0000000000e+00 2.5132741229e+02 1.0964998779e+01 2.3781895098e-04 1.3620632168e+03 2.6672136950e+00 1.0000000000e+00
