# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 k2	 lambda_tidal	 phi_1_0	 H_0	 
3.6009762159e+00 0.0000000000e+00 5.5102040816e-03 1.4766250610e-10 0.0000000000e+00 4.2184951519e+02 9.1197828856e+02 3.6257564582e+01 inf 1.0202935853e-01 1.0000000000e-01 2.5132741229e+00 4.2184951519e+02 3.7679882692e-04 2.2573461660e+10 3.9485247385e+00 1.0000000000e+00
3.7167143679e+00 0.0000000000e+00 5.8407307560e-03 1.4766250610e-10 0.0000000000e+00 4.0932035155e+02 8.8539903746e+02 3.7439337544e+01 inf 1.0216681274e-01 1.0000000000e-01 2.5132741229e+00 4.0932035155e+02 3.7549845400e-04 1.9403039297e+10 3.9259778390e+00 1.0000000000e+00
3.8336669781e+00 0.0000000000e+00 6.1842176317e-03 1.4766250610e-10 0.0000000000e+00 3.9696838291e+02 7.3006546417e+02 3.8635062780e+01 inf 1.0231165759e-01 1.0000000000e-01 2.5132741229e+00 3.9696838291e+02 8.4083571916e-04 1.6561071553e+10 3.9022110474e+00 1.0000000000e+00
3.9530848342e+00 0.0000000000e+00 6.5409139434e-03 1.4766250610e-10 0.0000000000e+00 3.8569435057e+02 7.2773977970e+02 3.9857674354e+01 inf 1.0246420408e-01 1.0000000000e-01 2.5132741229e+00 3.8569435057e+02 7.3993919795e-04 1.4343161937e+10 3.8783100704e+00 1.0000000000e+00
4.0741609757e+00 0.0000000000e+00 6.9110689258e-03 1.4766250610e-10 0.0000000000e+00 3.7486330575e+02 7.2470531520e+02 4.1099036661e+01 inf 1.0262485115e-01 1.0000000000e-01 2.5132741229e+00 3.7486330575e+02 6.5521803045e-04 1.2438310961e+10 3.8535922746e+00 1.0000000000e+00
4.1969017456e+00 0.0000000000e+00 7.2949318136e-03 1.4766250610e-10 0.0000000000e+00 3.6446792300e+02 7.2077016709e+02 4.2359344302e+01 inf 1.0279398993e-01 1.0000000000e-01 2.5132741229e+00 3.6446792300e+02 5.8469615129e-04 1.0801460237e+10 3.8280808606e+00 1.0000000000e+00
4.3213799184e+00 0.0000000000e+00 7.6927518412e-03 1.4766250610e-10 0.0000000000e+00 3.5453761947e+02 7.6763824653e+02 4.3639483174e+01 inf 1.0297203016e-01 1.0000000000e-01 2.5132741229e+00 3.5453761947e+02 3.7179789278e-04 9.4114712390e+09 3.8018641328e+00 1.0000000000e+00
4.4473395942e+00 0.0000000000e+00 8.1047782435e-03 1.4766250610e-10 0.0000000000e+00 3.4490264094e+02 7.0914174474e+02 4.4936958054e+01 inf 1.0315941416e-01 1.0000000000e-01 2.5132741229e+00 3.4490264094e+02 4.8037451396e-04 8.1811360112e+09 3.7747487679e+00 1.0000000000e+00
4.5749904094e+00 0.0000000000e+00 8.5312602550e-03 1.4766250610e-10 0.0000000000e+00 3.3570326681e+02 7.0093170940e+02 4.6254076691e+01 inf 1.0335659197e-01 1.0000000000e-01 2.5132741229e+00 3.3570326681e+02 4.4409569995e-04 7.1354871631e+09 3.7469589124e+00 1.0000000000e+00
4.7042146977e+00 0.0000000000e+00 8.9724471103e-03 1.4766250610e-10 0.0000000000e+00 3.2685828270e+02 6.9092019149e+02 4.7589778598e+01 inf 1.0356404843e-01 1.0000000000e-01 2.5132741229e+00 3.2685828270e+02 4.1680867956e-04 6.2322499145e+09 3.7184396169e+00 1.0000000000e+00
4.8349642075e+00 0.0000000000e+00 9.4285880442e-03 1.4766250610e-10 0.0000000000e+00 3.1836030547e+02 6.7915887288e+02 4.8943722709e+01 inf 1.0378229138e-01 1.0000000000e-01 2.5132741229e+00 3.1836030547e+02 3.9721720916e-04 5.4507194012e+09 3.6892064265e+00 1.0000000000e+00
4.9671859355e+00 0.0000000000e+00 9.8999322913e-03 1.4766250610e-10 0.0000000000e+00 3.1017980263e+02 6.7221873509e+02 5.0315522723e+01 inf 1.0401185529e-01 1.0000000000e-01 2.5132741229e+00 3.1017980263e+02 3.6623949387e-04 4.7740529184e+09 3.6592806461e+00 1.0000000000e+00
5.1007948993e+00 0.0000000000e+00 1.0386729086e-02 1.4766250610e-10 0.0000000000e+00 3.0230200793e+02 6.5178224424e+02 5.1704463309e+01 inf 1.0425330344e-01 1.0000000000e-01 2.5132741229e+00 3.0230200793e+02 3.7465886810e-04 4.1852171224e+09 3.6286675265e+00 1.0000000000e+00
5.2357272245e+00 0.0000000000e+00 1.0889227663e-02 1.4766250610e-10 0.0000000000e+00 2.9471215512e+02 6.3710459114e+02 5.3110050649e+01 inf 1.0450722736e-01 1.0000000000e-01 2.5132741229e+00 2.9471215512e+02 3.6853863859e-04 3.6737222830e+09 3.5974008985e+00 1.0000000000e+00
5.3718858648e+00 0.0000000000e+00 1.1407677258e-02 1.4766250610e-10 0.0000000000e+00 2.8739547794e+02 6.2232357428e+02 5.4531447224e+01 inf 1.0477424996e-01 1.0000000000e-01 2.5132741229e+00 2.8739547794e+02 3.6416586537e-04 3.2281254777e+09 3.5654990237e+00 1.0000000000e+00
5.5091667216e+00 0.0000000000e+00 1.1942327104e-02 1.4766250610e-10 0.0000000000e+00 2.8033721015e+02 6.0770498617e+02 5.5967741764e+01 inf 1.0505502597e-01 1.0000000000e-01 2.5132741229e+00 2.8033721015e+02 3.6072637329e-04 2.8393053378e+09 3.5329869168e+00 1.0000000000e+00
5.6474525561e+00 0.0000000000e+00 1.2493426436e-02 1.4766250610e-10 0.0000000000e+00 2.7352258549e+02 5.9338172308e+02 5.7417884323e+01 inf 1.0535024339e-01 1.0000000000e-01 2.5132741229e+00 2.7352258549e+02 3.5777589699e-04 2.4994958267e+09 3.4998920169e+00 1.0000000000e+00
5.7866122662e+00 0.0000000000e+00 1.3061224490e-02 1.4766250610e-10 0.0000000000e+00 2.6694422085e+02 5.7944976563e+02 5.8880676844e+01 inf 1.0566062490e-01 1.0000000000e-01 2.5132741229e+00 2.6694422085e+02 3.5496264357e-04 2.2020766354e+09 3.4662442919e+00 1.0000000000e+00
5.9265001808e+00 0.0000000000e+00 1.3645970499e-02 1.4766250610e-10 0.0000000000e+00 2.6057996683e+02 5.6593864632e+02 6.0354763631e+01 inf 1.0598692910e-01 1.0000000000e-01 2.5132741229e+00 2.6057996683e+02 3.5212375641e-04 1.9413919395e+09 3.4320762624e+00 1.0000000000e+00
6.0669554003e+00 0.0000000000e+00 1.4247913698e-02 1.4766250610e-10 0.0000000000e+00 2.5442244033e+02 5.5284836516e+02 6.1838622030e+01 inf 1.0632995192e-01 1.0000000000e-01 2.5132741229e+00 2.5442244033e+02 3.4918421212e-04 1.7126010530e+09 3.3974230294e+00 1.0000000000e+00
6.2078012020e+00 0.0000000000e+00 1.4867303323e-02 1.4766250610e-10 0.0000000000e+00 2.4846428705e+02 5.4017895097e+02 6.3330553489e+01 inf 1.0669052784e-01 1.0000000000e-01 2.5132741229e+00 2.4846428705e+02 3.4606958964e-04 1.5115530448e+09 3.3623222751e+00 1.0000000000e+00
6.3488445326e+00 0.0000000000e+00 1.5504388607e-02 1.4766250610e-10 0.0000000000e+00 2.4269068306e+02 5.2792296297e+02 6.4828675236e+01 inf 1.0706953115e-01 1.0000000000e-01 2.5132741229e+00 2.4269068306e+02 3.4273040449e-04 1.3346807414e+09 3.3268142275e+00 1.0000000000e+00
6.4898756094e+00 0.0000000000e+00 1.6159418785e-02 1.4766250610e-10 0.0000000000e+00 2.3710165720e+02 5.1605828060e+02 6.6330912807e+01 inf 1.0746787724e-01 1.0000000000e-01 2.5132741229e+00 2.3710165720e+02 3.3916838836e-04 1.1789121703e+09 3.2909416003e+00 1.0000000000e+00
6.6306676568e+00 0.0000000000e+00 1.6832643092e-02 1.4766250610e-10 0.0000000000e+00 2.3168244323e+02 5.0457013763e+02 6.7834993695e+01 inf 1.0788652367e-01 1.0000000000e-01 2.5132741229e+00 2.3168244323e+02 3.3536617921e-04 1.0415968213e+09 3.2547495205e+00 1.0000000000e+00
6.7709767971e+00 0.0000000000e+00 1.7524310762e-02 1.4766250610e-10 0.0000000000e+00 2.2641827489e+02 4.9344376779e+02 6.9338442365e+01 inf 1.0832647135e-01 1.0000000000e-01 2.5132741229e+00 2.2641827489e+02 3.3131080408e-04 9.2044309476e+08 3.2182854171e+00 1.0000000000e+00
6.9105421217e+00 0.0000000000e+00 1.8234671031e-02 1.4766250610e-10 0.0000000000e+00 2.2130915218e+02 4.8266440485e+02 7.0838576925e+01 inf 1.0878876556e-01 1.0000000000e-01 2.5132741229e+00 2.2130915218e+02 3.2699384767e-04 8.1346578484e+08 3.1815988869e+00 1.0000000000e+00
7.0490859649e+00 0.0000000000e+00 1.8963973133e-02 1.4766250610e-10 0.0000000000e+00 2.1635507510e+02 4.7221728254e+02 7.2332507729e+01 inf 1.0927449687e-01 1.0000000000e-01 2.5132741229e+00 2.1635507510e+02 3.2241158425e-04 7.1894178285e+08 3.1447415319e+00 1.0000000000e+00
7.1863144029e+00 0.0000000000e+00 1.9712466301e-02 1.4766250610e-10 0.0000000000e+00 2.1153389427e+02 4.6208763462e+02 7.3817138210e+01 inf 1.0978480205e-01 1.0000000000e-01 2.5132741229e+00 2.1153389427e+02 3.1756506052e-04 6.3537262778e+08 3.1077667685e+00 1.0000000000e+00
7.3219179970e+00 0.0000000000e+00 2.0480399772e-02 1.4766250610e-10 0.0000000000e+00 2.0685299283e+02 4.5226807797e+02 7.5289168216e+01 inf 1.1032086483e-01 1.0000000000e-01 2.5132741229e+00 2.0685299283e+02 3.1243465286e-04 5.6145284075e+08 3.0707296125e+00 1.0000000000e+00
7.4555727992e+00 0.0000000000e+00 2.1268022780e-02 1.4766250610e-10 0.0000000000e+00 2.0229760452e+02 4.4273646320e+02 7.6745100108e+01 inf 1.1088391655e-01 1.0000000000e-01 2.5132741229e+00 2.0229760452e+02 3.0705622554e-04 4.9604278440e+08 3.0336864256e+00 1.0000000000e+00
7.5869416357e+00 0.0000000000e+00 2.2075584559e-02 1.4766250610e-10 0.0000000000e+00 1.9786772933e+02 4.3348540719e+02 7.8181247903e+01 inf 1.1147523676e-01 1.0000000000e-01 2.5132741229e+00 1.9786772933e+02 3.0141949819e-04 4.3814604154e+08 2.9966946553e+00 1.0000000000e+00
7.7156756747e+00 0.0000000000e+00 2.2903334344e-02 1.4766250610e-10 0.0000000000e+00 1.9355598416e+02 4.2451490995e+02 7.9593749623e+01 inf 1.1209615364e-01 1.0000000000e-01 2.5132741229e+00 1.9355598416e+02 2.9549287731e-04 3.8688979054e+08 2.9598125371e+00 1.0000000000e+00
7.8414162812e+00 0.0000000000e+00 2.3751521370e-02 1.4766250610e-10 0.0000000000e+00 1.8935498586e+02 4.1579543896e+02 8.0978583015e+01 inf 1.1274804437e-01 1.0000000000e-01 2.5132741229e+00 1.8935498586e+02 2.8935186962e-04 3.4150792447e+08 2.9230987675e+00 1.0000000000e+00
