# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 k2	 lambda_tidal	 phi_1_0	 H_0	 
1.0218467206e+00 0.0000000000e+00 4.9482685234e-04 1.4766250610e-10 0.0000000000e+00 1.4271276661e+03 3.0858058308e+03 1.0224290448e+01 inf 1.0016156742e-01 1.0000000000e-01 0.0000000000e+00 3.7032655580e-04 9.8398504277e+12 4.3280388430e+00 1.0000000000e+00
1.1026258768e+00 0.0000000000e+00 5.7714168519e-04 1.4766250610e-10 0.0000000000e+00 1.3210321554e+03 2.8593653777e+03 1.1033582220e+01 inf 1.0018852946e-01 1.0000000000e-01 0.0000000000e+00 3.6773241922e-04 6.6748436871e+12 4.3261878524e+00 1.0000000000e+00
1.1852251911e+00 0.0000000000e+00 6.6811364332e-04 1.4766250610e-10 0.0000000000e+00 1.2273845941e+03 2.6573778356e+03 1.1861357366e+01 inf 1.0021835546e-01 1.0000000000e-01 0.0000000000e+00 3.6637898402e-04 4.6106086368e+12 4.3241430625e+00 1.0000000000e+00
1.2695502107e+00 0.0000000000e+00 7.6817558299e-04 1.4766250610e-10 0.0000000000e+00 1.1441472394e+03 2.3747960977e+03 1.2706705822e+01 inf 1.0025119622e-01 1.0000000000e-01 0.0000000000e+00 4.5117247293e-04 3.2362034702e+12 4.3218462423e+00 1.0000000000e+00
1.3555495165e+00 0.0000000000e+00 8.7776036047e-04 1.4766250610e-10 0.0000000000e+00 1.0699472915e+03 2.2834672991e+03 1.3569151085e+01 inf 1.0028720360e-01 1.0000000000e-01 0.0000000000e+00 3.9187737513e-04 2.3103910163e+12 4.3194237277e+00 1.0000000000e+00
1.4431161341e+00 0.0000000000e+00 9.9730083201e-04 1.4766250610e-10 0.0000000000e+00 1.0033367350e+03 2.1652043980e+03 1.4447661605e+01 inf 1.0032653173e-01 1.0000000000e-01 0.0000000000e+00 3.6976894957e-04 1.6710385191e+12 4.3167541041e+00 1.0000000000e+00
1.5321734904e+00 0.0000000000e+00 1.1272298539e-03 1.4766250610e-10 0.0000000000e+00 9.4328239377e+02 2.0421719979e+03 1.5341512578e+01 inf 1.0036933623e-01 1.0000000000e-01 0.0000000000e+00 3.6281800977e-04 1.2238048719e+12 4.3138471834e+00 1.0000000000e+00
1.6226419965e+00 0.0000000000e+00 1.2679802824e-03 1.4766250610e-10 0.0000000000e+00 8.8891305903e+02 1.9262421644e+03 1.6249950833e+01 inf 1.0041577477e-01 1.0000000000e-01 0.0000000000e+00 3.6003397338e-04 9.0669227953e+11 4.3106998029e+00 1.0000000000e+00
1.7144410234e+00 0.0000000000e+00 1.4199849737e-03 1.4766250610e-10 0.0000000000e+00 8.3950518448e+02 1.8199103937e+03 1.7172214529e+01 inf 1.0046600720e-01 1.0000000000e-01 0.0000000000e+00 3.5809641518e-04 6.7891009803e+11 4.3073046536e+00 1.0000000000e+00
1.8074532389e+00 0.0000000000e+00 1.5836767842e-03 1.4766250610e-10 0.0000000000e+00 7.9432045762e+02 1.6079261000e+03 1.8107174349e+01 inf 1.0052019633e-01 1.0000000000e-01 0.0000000000e+00 5.0181194049e-04 5.1219378354e+11 4.3035495328e+00 1.0000000000e+00
1.9016918293e+00 0.0000000000e+00 1.7594885700e-03 1.4766250610e-10 0.0000000000e+00 7.5316714789e+02 1.5748942281e+03 1.9055015096e+01 inf 1.0057850536e-01 1.0000000000e-01 0.0000000000e+00 4.2534946076e-04 3.9135016838e+11 4.2996975619e+00 1.0000000000e+00
1.9970016647e+00 0.0000000000e+00 1.9478531875e-03 1.4766250610e-10 0.0000000000e+00 7.1535078008e+02 1.5272878361e+03 2.0014230374e+01 inf 1.0064110305e-01 1.0000000000e-01 0.0000000000e+00 3.8182457071e-04 3.0132223346e+11 4.2955345145e+00 1.0000000000e+00
2.0933080425e+00 0.0000000000e+00 2.1492034929e-03 1.4766250610e-10 0.0000000000e+00 6.8050242864e+02 1.4682818987e+03 2.0984123633e+01 inf 1.0070815981e-01 1.0000000000e-01 0.0000000000e+00 3.6068169818e-04 2.3374072281e+11 4.2910742389e+00 1.0000000000e+00
2.1905309503e+00 0.0000000000e+00 2.3639723425e-03 1.4766250610e-10 0.0000000000e+00 6.4834153481e+02 1.4078141024e+03 2.1963946023e+01 inf 1.0077984934e-01 1.0000000000e-01 0.0000000000e+00 3.4774013554e-04 1.8261845516e+11 4.2863199733e+00 1.0000000000e+00
2.2885851922e+00 0.0000000000e+00 2.5925925926e-03 1.4766250610e-10 0.0000000000e+00 6.1855800733e+02 1.3428573660e+03 2.2952897347e+01 inf 1.0085634888e-01 1.0000000000e-01 0.0000000000e+00 3.4635546370e-04 1.4362665214e+11 4.2812632657e+00 1.0000000000e+00
2.3873869655e+00 0.0000000000e+00 2.8354970993e-03 1.4766250610e-10 0.0000000000e+00 5.9093035244e+02 1.2839695586e+03 2.3950192088e+01 inf 1.0093783936e-01 1.0000000000e-01 0.0000000000e+00 3.4303822040e-04 1.1367893276e+11 4.2759024635e+00 1.0000000000e+00
2.4868489798e+00 0.0000000000e+00 3.0931187191e-03 1.4766250610e-10 0.0000000000e+00 5.6523707638e+02 1.2288471450e+03 2.4955009951e+01 inf 1.0102450574e-01 1.0000000000e-01 0.0000000000e+00 3.4011875755e-04 9.0507387759e+10 4.2702289865e+00 1.0000000000e+00
2.5868016553e+00 0.0000000000e+00 3.3658903080e-03 1.4766250610e-10 0.0000000000e+00 5.4116820324e+02 1.0789255180e+03 2.5965697797e+01 inf 1.0111653936e-01 1.0000000000e-01 0.0000000000e+00 5.2015139305e-04 7.2219069952e+10 4.2640809686e+00 1.0000000000e+00
2.6873619434e+00 0.0000000000e+00 3.6542447225e-03 1.4766250610e-10 0.0000000000e+00 5.1888593107e+02 1.0657835549e+03 2.6983502446e+01 inf 1.0121412863e-01 1.0000000000e-01 0.0000000000e+00 4.4571454431e-04 5.8205868012e+10 4.2578390162e+00 1.0000000000e+00
2.7883119668e+00 0.0000000000e+00 3.9586148187e-03 1.4766250610e-10 0.0000000000e+00 4.9803598521e+02 1.0844037969e+03 2.8006282357e+01 inf 1.0131747553e-01 1.0000000000e-01 0.0000000000e+00 3.3110076361e-04 4.7149826032e+10 4.2512611135e+00 1.0000000000e+00
2.8895168731e+00 0.0000000000e+00 4.2794334530e-03 1.4766250610e-10 0.0000000000e+00 4.7841163815e+02 1.0230204931e+03 2.9032733344e+01 inf 1.0142678511e-01 1.0000000000e-01 0.0000000000e+00 3.5977762372e-04 3.8284326680e+10 4.2442496882e+00 1.0000000000e+00
2.9909447454e+00 0.0000000000e+00 4.6171334815e-03 1.4766250610e-10 0.0000000000e+00 4.6001288989e+02 9.9379808319e+02 3.0062594295e+01 inf 1.0154226519e-01 1.0000000000e-01 0.0000000000e+00 3.3934757085e-04 3.1239274504e+10 4.2369171295e+00 1.0000000000e+00
3.0924871585e+00 0.0000000000e+00 4.9721477606e-03 1.4766250610e-10 0.0000000000e+00 4.4270684418e+02 9.6178485187e+02 3.1094826945e+01 inf 1.0166413148e-01 1.0000000000e-01 0.0000000000e+00 3.2742625789e-04 2.5589915401e+10 4.2292261169e+00 1.0000000000e+00
3.1940515540e+00 0.0000000000e+00 5.3449091466e-03 1.4766250610e-10 0.0000000000e+00 4.2640490350e+02 9.2910713927e+02 3.2128552193e+01 inf 1.0179260558e-01 1.0000000000e-01 0.0000000000e+00 3.2000261583e-04 2.1040133069e+10 4.2211734202e+00 1.0000000000e+00
3.2955440898e+00 0.0000000000e+00 5.7358504956e-03 1.4766250610e-10 0.0000000000e+00 4.1101847037e+02 8.9769932422e+02 3.3162875779e+01 inf 1.0192791575e-01 1.0000000000e-01 0.0000000000e+00 3.1357562727e-04 1.7360532917e+10 4.2127551622e+00 1.0000000000e+00
3.3968687211e+00 0.0000000000e+00 6.1454046639e-03 1.4766250610e-10 0.0000000000e+00 3.9648847977e+02 8.6633580793e+02 3.4196878477e+01 inf 1.0207029742e-01 1.0000000000e-01 0.0000000000e+00 3.1010825603e-04 1.4371802207e+10 4.2039650024e+00 1.0000000000e+00
3.4975985997e+00 0.0000000000e+00 6.5740045079e-03 1.4766250610e-10 0.0000000000e+00 3.8246059937e+02 7.2731161611e+02 3.5226249796e+01 inf 1.0222000756e-01 1.0000000000e-01 0.0000000000e+00 6.1272164399e-04 1.1842242977e+10 4.1943957378e+00 1.0000000000e+00
3.5984384214e+00 0.0000000000e+00 7.0220828837e-03 1.4766250610e-10 0.0000000000e+00 3.6956966259e+02 7.2356098846e+02 3.6258263150e+01 inf 1.0237726324e-01 1.0000000000e-01 0.0000000000e+00 5.2515633619e-04 9.8908247721e+09 4.1850120864e+00 1.0000000000e+00
3.6988755523e+00 0.0000000000e+00 7.4900726477e-03 1.4766250610e-10 0.0000000000e+00 3.5737273958e+02 7.8287701716e+02 3.7287730622e+01 inf 1.0254234137e-01 1.0000000000e-01 0.0000000000e+00 2.9731190564e-04 8.3032362712e+09 4.1753225175e+00 1.0000000000e+00
3.7985018931e+00 0.0000000000e+00 7.9784066561e-03 1.4766250610e-10 0.0000000000e+00 3.4558927160e+02 7.1176275422e+02 3.8310511327e+01 inf 1.0271552391e-01 1.0000000000e-01 0.0000000000e+00 4.0003574810e-04 6.9397440029e+09 4.1649196753e+00 1.0000000000e+00
3.8976007934e+00 0.0000000000e+00 8.4875177651e-03 1.4766250610e-10 0.0000000000e+00 3.3448505114e+02 7.3404502639e+02 3.9329564090e+01 inf 1.0289707247e-01 1.0000000000e-01 0.0000000000e+00 2.8844104972e-04 5.8376573389e+09 4.1542885780e+00 1.0000000000e+00
3.9958670540e+00 0.0000000000e+00 9.0178388311e-03 1.4766250610e-10 0.0000000000e+00 3.2386811695e+02 6.9175448465e+02 4.0341793503e+01 inf 1.0308728443e-01 1.0000000000e-01 0.0000000000e+00 3.2633207506e-04 4.9089470606e+09 4.1431521364e+00 1.0000000000e+00
4.0933124636e+00 0.0000000000e+00 9.5698027103e-03 1.4766250610e-10 0.0000000000e+00 3.1376800153e+02 6.7828766409e+02 4.1347361188e+01 inf 1.0328645394e-01 1.0000000000e-01 0.0000000000e+00 3.0372980770e-04 4.1411970726e+09 4.1316535412e+00 1.0000000000e+00
4.1898072479e+00 0.0000000000e+00 1.0143842259e-02 1.4766250610e-10 0.0000000000e+00 3.0412563988e+02 6.6293076346e+02 4.2344964483e+01 inf 1.0349489290e-01 1.0000000000e-01 0.0000000000e+00 2.8787244307e-04 3.5003390306e+09 4.1197465878e+00 1.0000000000e+00
4.2852555855e+00 0.0000000000e+00 1.0740390333e-02 1.4766250610e-10 0.0000000000e+00 2.9492626575e+02 6.4639256277e+02 4.3333644039e+01 inf 1.0371292381e-01 1.0000000000e-01 0.0000000000e+00 2.7660459546e-04 2.9642210984e+09 4.1074309405e+00 1.0000000000e+00
4.3795613366e+00 0.0000000000e+00 1.1359879790e-02 1.4766250610e-10 0.0000000000e+00 2.8614034664e+02 6.2936707582e+02 4.4312430245e+01 inf 1.0394088203e-01 1.0000000000e-01 0.0000000000e+00 2.6816542206e-04 2.5147374371e+09 4.0947057152e+00 1.0000000000e+00
4.4726284975e+00 0.0000000000e+00 1.2002743484e-02 1.4766250610e-10 0.0000000000e+00 2.7772358379e+02 6.1237112137e+02 4.5280347410e+01 inf 1.0417911656e-01 1.0000000000e-01 0.0000000000e+00 2.6132160122e-04 2.1370708863e+09 4.0815698203e+00 1.0000000000e+00
4.5643615389e+00 0.0000000000e+00 1.2669414273e-02 1.4766250610e-10 0.0000000000e+00 2.6967600605e+02 5.9574435202e+02 4.6236416798e+01 inf 1.0442799083e-01 1.0000000000e-01 0.0000000000e+00 2.5525906917e-04 1.8190775042e+09 4.0680222022e+00 1.0000000000e+00
4.6546656688e+00 0.0000000000e+00 1.3360325013e-02 1.4766250610e-10 0.0000000000e+00 2.6196802323e+02 5.7960484010e+02 4.7179658886e+01 inf 1.0468788357e-01 1.0000000000e-01 0.0000000000e+00 2.4964333378e-04 1.5507818180e+09 4.0540619264e+00 1.0000000000e+00
4.7434470608e+00 0.0000000000e+00 1.4075908560e-02 1.4766250610e-10 0.0000000000e+00 2.5458489793e+02 5.6405597821e+02 4.8109095291e+01 inf 1.0495918971e-01 1.0000000000e-01 0.0000000000e+00 2.4417332252e-04 1.3239766235e+09 4.0396883799e+00 1.0000000000e+00
4.8306130437e+00 0.0000000000e+00 1.4816597770e-02 1.4766250610e-10 0.0000000000e+00 2.4748233138e+02 5.4911253259e+02 4.9023750321e+01 inf 1.0524232141e-01 1.0000000000e-01 0.0000000000e+00 2.3872431597e-04 1.1318896081e+09 4.0249012479e+00 1.0000000000e+00
4.9160722823e+00 0.0000000000e+00 1.5582825500e-02 1.4766250610e-10 0.0000000000e+00 2.4067508985e+02 5.3474497075e+02 4.9922652449e+01 inf 1.0553770904e-01 1.0000000000e-01 0.0000000000e+00 2.3331994240e-04 9.6891838610e+08 4.0097005353e+00 1.0000000000e+00
4.9997349494e+00 0.0000000000e+00 1.6375024606e-02 1.4766250610e-10 0.0000000000e+00 2.3413364083e+02 5.2093852643e+02 5.0804835731e+01 inf 1.0584580231e-01 1.0000000000e-01 0.0000000000e+00 2.2790914237e-04 8.3041865703e+08 3.9940866533e+00 1.0000000000e+00
5.0815128900e+00 0.0000000000e+00 1.7193627944e-02 1.4766250610e-10 0.0000000000e+00 2.2784321807e+02 5.0767843338e+02 5.1669341158e+01 inf 1.0616707147e-01 1.0000000000e-01 0.0000000000e+00 2.2246164813e-04 7.1252954015e+08 3.9780603908e+00 1.0000000000e+00
5.1613197800e+00 0.0000000000e+00 1.8039068370e-02 1.4766250610e-10 0.0000000000e+00 2.2178905532e+02 4.9492039285e+02 5.2515217988e+01 inf 1.0650200853e-01 1.0000000000e-01 0.0000000000e+00 2.1701656617e-04 6.1203320368e+08 3.9616228990e+00 1.0000000000e+00
5.2390712876e+00 0.0000000000e+00 1.8911778740e-02 1.4766250610e-10 0.0000000000e+00 2.1595638633e+02 4.8266440485e+02 5.3341525135e+01 inf 1.0685112863e-01 1.0000000000e-01 0.0000000000e+00 2.1152078953e-04 5.2624257807e+08 3.9447757520e+00 1.0000000000e+00
5.3146852212e+00 0.0000000000e+00 1.9812191912e-02 1.4766250610e-10 0.0000000000e+00 2.1034521110e+02 4.7085140436e+02 5.4147332454e+01 inf 1.0721497147e-01 1.0000000000e-01 0.0000000000e+00 2.0605452963e-04 4.5290728938e+08 3.9275208632e+00 1.0000000000e+00
5.3880816880e+00 0.0000000000e+00 2.0740740741e-02 1.4766250610e-10 0.0000000000e+00 2.0492599713e+02 4.5949615764e+02 5.4931722174e+01 inf 1.0759410283e-01 1.0000000000e-01 0.0000000000e+00 2.0054058456e-04 3.9014022723e+08 3.9098605949e+00 1.0000000000e+00
5.4591832317e+00 0.0000000000e+00 2.1697858083e-02 1.4766250610e-10 0.0000000000e+00 1.9971351066e+02 4.4855436594e+02 5.5693790150e+01 inf 1.0798911618e-01 1.0000000000e-01 0.0000000000e+00 1.9503431366e-04 3.3635412500e+08 3.8917976463e+00 1.0000000000e+00
5.5279149789e+00 0.0000000000e+00 2.2683976795e-02 1.4766250610e-10 0.0000000000e+00 1.9466345295e+02 4.3799649675e+02 5.6432647253e+01 inf 1.0840063450e-01 1.0000000000e-01 0.0000000000e+00 1.8956173995e-04 2.9021204440e+08 3.8733351128e+00 1.0000000000e+00
5.5942047766e+00 0.0000000000e+00 2.3699529733e-02 1.4766250610e-10 0.0000000000e+00 1.8980535650e+02 4.2782255008e+02 5.7147420709e+01 inf 1.0882931207e-01 1.0000000000e-01 0.0000000000e+00 1.8408792199e-04 2.5058582563e+08 3.8544764979e+00 1.0000000000e+00
5.6579833186e+00 0.0000000000e+00 2.4744949753e-02 1.4766250610e-10 0.0000000000e+00 1.8510970323e+02 4.1800300785e+02 5.7837255368e+01 inf 1.0927583653e-01 1.0000000000e-01 0.0000000000e+00 1.7864444840e-04 2.1652130122e+08 3.8352256576e+00 1.0000000000e+00
5.7191842732e+00 0.0000000000e+00 2.5820669711e-02 1.4766250610e-10 0.0000000000e+00 1.8056169804e+02 4.0852307496e+02 5.8501315039e+01 inf 1.0974093102e-01 1.0000000000e-01 0.0000000000e+00 1.7323337821e-04 1.8721037631e+08 3.8155868358e+00 1.0000000000e+00
5.7777444005e+00 0.0000000000e+00 2.6927122464e-02 1.4766250610e-10 0.0000000000e+00 1.7617612161e+02 3.9938276583e+02 5.9138783762e+01 inf 1.1022535647e-01 1.0000000000e-01 0.0000000000e+00 1.6782806534e-04 1.6196750541e+08 3.7955646604e+00 1.0000000000e+00
5.8336036577e+00 0.0000000000e+00 2.8064740869e-02 1.4766250610e-10 0.0000000000e+00 1.7192344143e+02 3.9053778171e+02 5.9748867011e+01 inf 1.1072991410e-01 1.0000000000e-01 0.0000000000e+00 1.6249700151e-04 1.4020989699e+08 3.7751640825e+00 1.0000000000e+00
5.8867053088e+00 0.0000000000e+00 2.9233957780e-02 1.4766250610e-10 0.0000000000e+00 1.6780365751e+02 3.8198812261e+02 6.0330792997e+01 inf 1.1125544807e-01 1.0000000000e-01 0.0000000000e+00 1.5721697459e-04 1.2144178110e+08 3.7543904532e+00 1.0000000000e+00
5.9369960150e+00 0.0000000000e+00 3.0435206055e-02 1.4766250610e-10 0.0000000000e+00 1.6383153610e+02 3.7373378852e+02 6.0883813820e+01 inf 1.1180284838e-01 1.0000000000e-01 0.0000000000e+00 1.5196750552e-04 1.0524059957e+08 3.7332494761e+00 1.0000000000e+00
5.9844259173e+00 0.0000000000e+00 3.1668918550e-02 1.4766250610e-10 0.0000000000e+00 1.5996277844e+02 3.6574524694e+02 6.1407206600e+01 inf 1.1237305390e-01 1.0000000000e-01 0.0000000000e+00 1.4678996664e-04 9.1245607938e+07 3.7117471713e+00 1.0000000000e+00
6.0289487168e+00 0.0000000000e+00 3.2935528121e-02 1.4766250610e-10 0.0000000000e+00 1.5622691703e+02 3.5800773162e+02 6.1900274640e+01 inf 1.1296705574e-01 1.0000000000e-01 0.0000000000e+00 1.4171057415e-04 7.9148564809e+07 3.6898899024e+00 1.0000000000e+00
6.0705217442e+00 0.0000000000e+00 3.4235467624e-02 1.4766250610e-10 0.0000000000e+00 1.5260918563e+02 3.5053600881e+02 6.2362348530e+01 inf 1.1358590082e-01 1.0000000000e-01 0.0000000000e+00 1.3665483573e-04 6.8685869579e+07 3.6676844120e+00 1.0000000000e+00
6.1091060074e+00 0.0000000000e+00 3.5569169916e-02 1.4766250610e-10 0.0000000000e+00 1.4909481799e+02 3.4328577976e+02 6.2792787094e+01 inf 1.1423069575e-01 1.0000000000e-01 0.0000000000e+00 1.3170946953e-04 5.9631500119e+07 3.6451376827e+00 1.0000000000e+00
6.1446662531e+00 0.0000000000e+00 3.6937067852e-02 1.4766250610e-10 0.0000000000e+00 1.4569858035e+02 3.3627181072e+02 6.3190978516e+01 inf 1.1490261099e-01 1.0000000000e-01 0.0000000000e+00 1.2683188457e-04 5.1791785668e+07 3.6222570721e+00 1.0000000000e+00
6.1771709949e+00 0.0000000000e+00 3.8339594290e-02 1.4766250610e-10 0.0000000000e+00 1.4239094021e+02 3.2947933544e+02 6.3556341206e+01 inf 1.1560288542e-01 1.0000000000e-01 0.0000000000e+00 1.2203792615e-04 4.5000394151e+07 3.5990502086e+00 1.0000000000e+00
6.2065925452e+00 0.0000000000e+00 3.9777182085e-02 1.4766250610e-10 0.0000000000e+00 1.3917189758e+02 3.2289358767e+02 6.3888324738e+01 inf 1.1633283116e-01 1.0000000000e-01 0.0000000000e+00 1.1734333527e-04 3.9114392746e+07 3.5755250096e+00 1.0000000000e+00
6.2329070337e+00 0.0000000000e+00 4.1250264094e-02 1.4766250610e-10 0.0000000000e+00 1.3607098495e+02 3.1649980115e+02 6.4186410727e+01 inf 1.1709383895e-01 1.0000000000e-01 0.0000000000e+00 1.1276351916e-04 3.4010840521e+07 3.5516896710e+00 1.0000000000e+00
6.2560944208e+00 0.0000000000e+00 4.2759273172e-02 1.4766250610e-10 0.0000000000e+00 1.3304390358e+02 3.1031274215e+02 6.4450113686e+01 inf 1.1788738382e-01 1.0000000000e-01 0.0000000000e+00 1.0826195817e-04 2.9583934872e+07 3.5275526861e+00 1.0000000000e+00
6.2761384888e+00 0.0000000000e+00 4.4304642177e-02 1.4766250610e-10 0.0000000000e+00 1.3010541970e+02 3.0431764440e+02 6.4678981741e+01 inf 1.1871503140e-01 1.0000000000e-01 0.0000000000e+00 1.0385611400e-04 2.5742471008e+07 3.5031227737e+00 1.0000000000e+00
6.2930268359e+00 0.0000000000e+00 4.5886803965e-02 1.4766250610e-10 0.0000000000e+00 1.2725554055e+02 2.9849974887e+02 6.4872597406e+01 inf 1.1957844463e-01 1.0000000000e-01 0.0000000000e+00 9.9550389357e-05 2.2407811939e+07 3.4784089043e+00 1.0000000000e+00
6.3067508568e+00 0.0000000000e+00 4.7506191390e-02 1.4766250610e-10 0.0000000000e+00 1.2447948543e+02 2.9284427489e+02 6.5030578288e+01 inf 1.2047939115e-01 1.0000000000e-01 0.0000000000e+00 9.5385352156e-05 1.9512078829e+07 3.4534202573e+00 1.0000000000e+00
6.3173057195e+00 0.0000000000e+00 4.9163237311e-02 1.4766250610e-10 0.0000000000e+00 1.2177726157e+02 2.8736599591e+02 6.5152577797e+01 inf 1.2141975133e-01 1.0000000000e-01 0.0000000000e+00 9.1316247708e-05 1.6996701287e+07 3.4281662856e+00 1.0000000000e+00
6.3246903207e+00 0.0000000000e+00 5.0858374584e-02 1.4766250610e-10 0.0000000000e+00 1.1916363521e+02 2.8205014569e+02 6.5238285702e+01 inf 1.2240152696e-01 1.0000000000e-01 0.0000000000e+00 8.7359981225e-05 1.4811035504e+07 3.4026566115e+00 1.0000000000e+00
