# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 k2	 lambda_tidal	 phi_1_0	 H_0	 
1.2432298138e+00 1.4139971287e-05 1.2679802824e-03 3.2296758475e+02 4.2112528647e-01 8.3904801473e+02 1.8485279714e+03 8.2733763070e+00 1.9645878727e+01 1.0142856399e-01 1.0000000000e-01 0.0000000000e+00 1.3984701661e-04 2.8665230871e+11 5.0454960377e-01 1.0000000000e+00
1.3401560423e+00 1.4139971287e-05 1.4199849737e-03 3.0229674457e+02 3.9711918118e-01 8.0250345514e+02 1.7656616837e+03 9.4840194172e+00 2.3882048178e+01 1.0145573462e-01 1.0000000000e-01 0.0000000000e+00 1.5547941845e-04 2.5337743873e+11 5.4039263280e-01 1.0000000000e+00
1.4416376803e+00 1.4139971287e-05 1.5836767842e-03 2.8277426878e+02 3.7294645957e-01 7.6703342869e+02 1.5910935765e+03 1.0742470695e+01 2.8804324103e+01 1.0148666498e-01 1.0000000000e-01 0.0000000000e+00 2.2722911990e-04 2.2004945796e+11 5.7643144648e-01 1.0000000000e+00
1.5469783288e+00 1.4139971287e-05 1.7594885700e-03 2.6443236481e+02 3.4890057619e-01 7.3321649409e+02 1.5583250457e+03 1.2038917921e+01 3.4505296758e+01 1.0152160125e-01 1.0000000000e-01 0.0000000000e+00 2.1744197058e-04 1.8976237164e+11 6.1278591062e-01 1.0000000000e+00
1.6554383515e+00 1.4139971287e-05 1.9478531875e-03 2.4726214986e+02 3.2524570512e-01 7.0092563851e+02 1.5134090458e+03 1.3363401483e+01 4.1087095917e+01 1.0156079087e-01 1.0000000000e-01 0.0000000000e+00 2.1485226289e-04 1.6199435614e+11 6.4948184840e-01 1.0000000000e+00
1.7663852758e+00 1.4139971287e-05 2.1492034929e-03 2.3123483405e+02 3.0221175589e-01 6.7025020209e+02 1.4591814397e+03 1.4707374328e+01 4.8665791590e+01 1.0160447791e-01 1.0000000000e-01 0.0000000000e+00 2.1844552483e-04 1.3723621871e+11 6.8657202363e-01 1.0000000000e+00
1.8792531247e+00 1.4139971287e-05 2.3639723425e-03 2.1630405655e+02 2.7999152475e-01 6.4118812276e+02 1.4035696418e+03 1.6063321105e+01 5.7370740485e+01 1.0165290426e-01 1.0000000000e-01 0.0000000000e+00 2.2347767760e-04 1.1560601977e+11 7.2409653926e-01 1.0000000000e+00
1.9935405490e+00 1.4139971287e-05 2.5925925926e-03 2.0240851723e+02 2.5873956576e-01 6.1372239913e+02 1.3417133205e+03 1.7424750352e+01 6.7344746061e+01 1.0170630924e-01 1.0000000000e-01 0.0000000000e+00 2.3481918574e-04 9.6963835303e+10 7.6208339243e-01 1.0000000000e+00
2.1088146106e+00 1.4139971287e-05 2.8354970993e-03 1.8948804794e+02 2.3857258889e-01 5.8782239556e+02 1.2851142819e+03 1.8786228936e+01 7.8744289206e+01 1.0176492891e-01 1.0000000000e-01 0.0000000000e+00 2.4359586630e-04 8.1088669985e+10 8.0055719932e-01 1.0000000000e+00
2.2245376627e+00 1.4139971287e-05 3.0931187191e-03 1.7748400188e+02 2.1957119731e-01 5.6304554272e+02 1.0871145431e+03 2.0141615975e+01 9.1731594225e+01 1.0182900119e-01 1.0000000000e-01 0.0000000000e+00 4.6564868023e-04 6.7146229166e+10 8.3945810365e-01 1.0000000000e+00
2.3408840930e+00 1.4139971287e-05 3.3658903080e-03 1.6633467514e+02 2.0178241619e-01 5.4037854050e+02 1.1810123232e+03 2.1492291483e+01 1.0651221196e+02 1.0189873812e-01 1.0000000000e-01 0.0000000000e+00 2.5852221127e-04 5.6409667379e+10 8.7905423817e-01 1.0000000000e+00
2.4570546730e+00 1.4139971287e-05 3.6542447225e-03 1.5597954629e+02 1.8522380274e-01 5.1860911435e+02 1.0659349595e+03 2.2830081589e+01 1.2325673726e+02 1.0197438185e-01 1.0000000000e-01 0.0000000000e+00 3.5870580729e-04 4.6879133811e+10 9.1911037864e-01 1.0000000000e+00
2.5730977576e+00 1.4139971287e-05 3.9586148187e-03 1.4636443875e+02 1.6988704526e-01 4.9821464387e+02 1.0483903753e+03 2.4155630513e+01 1.4218641849e+02 1.0205614400e-01 1.0000000000e-01 0.0000000000e+00 3.2500503348e-04 3.9092427635e+10 9.5980440772e-01 1.0000000000e+00
2.6887563426e+00 1.4139971287e-05 4.2794334530e-03 1.3743532738e+02 1.5574269005e-01 4.7894915707e+02 1.0251822996e+03 2.5466698250e+01 1.6351777565e+02 1.0214424405e-01 1.0000000000e-01 0.0000000000e+00 3.0305103226e-04 3.2591830743e+10 1.0011488007e+00 1.0000000000e+00
2.8038860711e+00 1.4139971287e-05 4.6171334815e-03 1.2914139552e+02 1.4274449037e-01 4.6077658913e+02 9.9686531752e+02 2.6762345819e+01 1.8748426471e+02 1.0223889622e-01 1.0000000000e-01 0.0000000000e+00 2.9073692689e-04 2.7181431267e+10 1.0432096569e+00 1.0000000000e+00
2.9183670443e+00 1.4139971287e-05 4.9721477606e-03 1.2143791179e+02 1.3083368189e-01 4.4360793876e+02 9.6538817031e+02 2.8042001173e+01 2.1433319591e+02 1.0234031329e-01 1.0000000000e-01 0.0000000000e+00 2.8487990842e-04 2.2686160399e+10 1.0860635159e+00 1.0000000000e+00
3.0320994224e+00 1.4139971287e-05 5.3449091466e-03 1.1427880377e+02 1.1994288567e-01 4.2736760104e+02 9.3290495692e+02 2.9305376431e+01 2.4432775873e+02 1.0244870778e-01 1.0000000000e-01 0.0000000000e+00 2.8244132671e-04 1.8954241230e+10 1.1297964039e+00 1.0000000000e+00
3.1449991488e+00 1.4139971287e-05 5.7358504956e-03 1.0762414202e+02 1.0999957249e-01 4.1203036951e+02 9.0082279720e+02 3.0552390546e+01 2.7775008442e+02 1.0256429349e-01 1.0000000000e-01 0.0000000000e+00 2.8145518037e-04 1.5856202081e+10 1.1745014176e+00 1.0000000000e+00
3.2569939597e+00 1.4139971287e-05 6.1454046639e-03 1.0143582846e+02 1.0092902144e-01 3.9749913877e+02 8.6987149579e+02 3.1783099879e+01 3.1490545957e+02 1.0268728714e-01 1.0000000000e-01 0.0000000000e+00 2.8082136166e-04 1.3283118901e+10 1.2202756620e+00 1.0000000000e+00
3.3676700950e+00 1.4139971287e-05 6.5740045079e-03 9.5678411113e+01 9.2656672605e-02 3.8342830791e+02 7.2743764837e+02 3.2994059204e+01 3.5608940270e+02 1.0281792596e-01 1.0000000000e-01 0.0000000000e+00 5.7094763665e-04 1.1045256782e+10 1.2670770612e+00 1.0000000000e+00
3.4780183150e+00 1.4139971287e-05 7.0220828837e-03 9.0317678125e+01 8.5110048924e-02 3.7066968337e+02 8.1237253786e+02 3.4196173887e+01 4.0178773622e+02 1.0295638993e-01 1.0000000000e-01 0.0000000000e+00 2.7868426964e-04 9.3645219823e+09 1.3154180657e+00 1.0000000000e+00
3.5869330757e+00 1.4139971287e-05 7.4900726477e-03 8.5328704242e+01 7.8220118976e-02 3.5828281793e+02 7.8567717558e+02 3.5378854893e+01 4.5229865866e+02 1.0310296265e-01 1.0000000000e-01 0.0000000000e+00 2.7720817385e-04 7.8815481670e+09 1.3649653131e+00 1.0000000000e+00
3.6946418396e+00 1.4139971287e-05 7.9784066561e-03 8.0667962192e+01 7.1922286161e-02 3.4644569250e+02 7.1232385012e+02 3.6545105504e+01 5.0811935291e+02 1.0325787694e-01 1.0000000000e-01 0.0000000000e+00 3.8060060968e-04 6.6291749154e+09 1.4158996149e+00 1.0000000000e+00
3.8012530041e+00 1.4139971287e-05 8.4875177651e-03 7.6328436563e+01 6.6156992139e-02 3.3526937842e+02 7.0370209739e+02 3.7696665938e+01 5.6980622486e+02 1.0342138234e-01 1.0000000000e-01 0.0000000000e+00 3.4185834329e-04 5.6024590756e+09 1.4683536951e+00 1.0000000000e+00
3.9065992671e+00 1.4139971287e-05 9.0178388311e-03 7.2266513561e+01 6.0870012762e-02 3.2462170765e+02 6.9277386785e+02 3.8832386363e+01 6.3795594253e+02 1.0359375379e-01 1.0000000000e-01 0.0000000000e+00 3.1281193602e-04 4.7407177619e+09 1.5223131844e+00 1.0000000000e+00
4.0106258970e+00 1.4139971287e-05 9.5698027103e-03 6.8474781221e+01 5.6012544392e-02 3.1446572129e+02 6.7948743637e+02 3.9952214236e+01 7.1327261901e+02 1.0377527518e-01 1.0000000000e-01 0.0000000000e+00 2.9200083209e-04 4.0169095206e+09 1.5777913747e+00 1.0000000000e+00
4.1132733851e+00 1.4139971287e-05 1.0143842259e-02 6.4924514571e+01 5.1541074144e-02 3.0477269439e+02 6.6427183174e+02 4.1055990237e+01 7.9656838588e+02 1.0396624596e-01 1.0000000000e-01 0.0000000000e+00 2.7746383272e-04 3.4083258421e+09 1.6347738066e+00 1.0000000000e+00
4.2144779281e+00 1.4139971287e-05 1.0740390333e-02 6.1602584049e+01 4.7417157233e-02 2.9552949737e+02 6.4777840567e+02 4.2143455172e+01 8.8878072055e+02 1.0416698207e-01 1.0000000000e-01 0.0000000000e+00 2.6734162707e-04 2.8959878814e+09 1.6932161556e+00 1.0000000000e+00
4.3141721704e+00 1.4139971287e-05 1.1359879790e-02 5.8482196986e+01 4.3607043784e-02 2.8669457132e+02 6.3071867804e+02 4.3214260380e+01 9.9099266151e+02 1.0437781695e-01 1.0000000000e-01 0.0000000000e+00 2.5993661894e-04 2.4640759896e+09 1.7530426985e+00 1.0000000000e+00
4.4122857062e+00 1.4139971287e-05 1.2002743484e-02 5.5560764962e+01 4.0081326069e-02 2.7823579532e+02 6.1363641168e+02 4.4267976299e+01 1.1044538852e+03 1.0459910225e-01 1.0000000000e-01 0.0000000000e+00 2.5407005570e-04 2.0994223423e+09 1.8141454708e+00 1.0000000000e+00
4.5087456960e+00 1.4139971287e-05 1.2669414273e-02 5.2804624097e+01 3.6814448583e-02 2.7014903799e+02 5.9691139773e+02 4.5304102629e+01 1.2306065790e+03 1.0483120855e-01 1.0000000000e-01 0.0000000000e+00 2.4886110865e-04 1.7910901741e+09 1.8763843387e+00 1.0000000000e+00
4.6034772284e+00 1.4139971287e-05 1.3360325013e-02 5.0216478174e+01 3.3784306870e-02 2.6239271877e+02 5.8067925067e+02 4.6322075868e+01 1.3711122163e+03 1.0507452597e-01 1.0000000000e-01 0.0000000000e+00 2.4400050906e-04 1.5299773093e+09 1.9395876367e+00 1.0000000000e+00
4.6964040453e+00 1.4139971287e-05 1.4075908560e-02 4.7779174403e+01 3.0971796658e-02 2.5496440787e+02 5.6502613818e+02 4.7321280662e+01 1.5278829699e+03 1.0532946465e-01 1.0000000000e-01 0.0000000000e+00 2.3923523114e-04 1.3085182305e+09 2.0035539229e+00 1.0000000000e+00
4.7874490046e+00 1.4139971287e-05 1.4816597770e-02 4.5480938719e+01 2.8360360155e-02 2.4783762266e+02 5.4998464264e+02 4.8301058334e+01 1.7031186511e+03 1.0559645528e-01 1.0000000000e-01 0.0000000000e+00 2.3443084905e-04 1.1204141598e+09 2.0680544433e+00 1.0000000000e+00
4.8765345361e+00 1.4139971287e-05 1.5582825500e-02 4.3309773543e+01 2.5935630018e-02 2.4100030787e+02 5.3552794254e+02 4.9260714996e+01 1.8993452236e+03 1.0587594949e-01 1.0000000000e-01 0.0000000000e+00 2.2957759521e-04 9.6041084434e+08 2.1328363679e+00 1.0000000000e+00
4.9635832203e+00 1.4139971287e-05 1.6375024606e-02 4.1261626809e+01 2.3685031405e-02 2.3441892220e+02 5.2165202906e+02 5.0199530816e+01 2.1194622864e+03 1.0616842037e-01 1.0000000000e-01 0.0000000000e+00 2.2463590097e-04 8.2412317291e+08 2.1976269190e+00 1.0000000000e+00
5.0485182023e+00 1.4139971287e-05 1.7193627944e-02 3.9324414416e+01 2.1597464479e-02 2.2809613337e+02 5.0830050495e+02 5.1116767100e+01 2.3667948221e+03 1.0647436291e-01 1.0000000000e-01 0.0000000000e+00 2.1966344823e-04 7.0788094571e+08 2.2621379631e+00 1.0000000000e+00
5.1312636851e+00 1.4139971287e-05 1.8039068370e-02 3.7484639090e+01 1.9663010470e-02 2.2201844412e+02 4.9548940542e+02 5.2011673944e+01 2.6451531430e+03 1.0679429456e-01 1.0000000000e-01 0.0000000000e+00 2.1456138031e-04 6.0861056881e+08 2.3260712781e+00 1.0000000000e+00
5.2117452029e+00 1.4139971287e-05 1.8911778740e-02 3.5743317450e+01 1.7872693034e-02 2.1617210481e+02 4.8316068209e+02 5.2883495234e+01 2.9588990944e+03 1.0712875591e-01 1.0000000000e-01 0.0000000000e+00 2.0942398580e-04 5.2373051158e+08 2.3891239792e+00 1.0000000000e+00
5.2898900916e+00 1.4139971287e-05 1.9812191912e-02 3.4099065162e+01 1.6218247635e-02 2.1052619861e+02 4.7131295063e+02 5.3731475314e+01 3.3130259523e+03 1.0747831141e-01 1.0000000000e-01 0.0000000000e+00 2.0422105199e-04 4.5107091345e+08 2.4509942596e+00 1.0000000000e+00
5.3656276963e+00 1.4139971287e-05 2.0740740741e-02 3.2531686783e+01 1.4691963989e-02 2.0510484324e+02 4.5989649752e+02 5.4554862627e+01 3.7132450547e+03 1.0784355031e-01 1.0000000000e-01 0.0000000000e+00 1.9898754521e-04 3.8880364086e+08 2.5113869492e+00 1.0000000000e+00
5.4388896877e+00 1.4139971287e-05 2.1697858083e-02 3.1039365371e+01 1.3286559462e-02 1.9986187975e+02 4.4890946254e+02 5.5352914140e+01 4.1660833489e+03 1.0822508776e-01 1.0000000000e-01 0.0000000000e+00 1.9369727246e-04 3.3538653291e+08 2.5700189057e+00 1.0000000000e+00
5.5096102109e+00 1.4139971287e-05 2.2683976795e-02 2.9630435782e+01 1.1995066512e-02 1.9480568626e+02 4.3831592507e+02 5.6124897762e+01 4.6789984621e+03 1.0862356606e-01 1.0000000000e-01 0.0000000000e+00 1.8842108067e-04 2.8951581838e+08 2.6266238995e+00 1.0000000000e+00
5.5777261628e+00 1.4139971287e-05 2.3699529733e-02 2.8286591615e+01 1.0810760028e-02 1.8993272262e+02 4.2811234496e+02 5.6870095904e+01 5.2605085820e+03 1.0903965620e-01 1.0000000000e-01 0.0000000000e+00 1.8310502600e-04 2.5008851512e+08 2.6809569985e+00 1.0000000000e+00
5.6431772229e+00 1.4139971287e-05 2.4744949753e-02 2.7002389257e+01 9.7271191654e-03 1.8520798387e+02 4.1826371725e+02 5.7587806196e+01 5.9203352212e+03 1.0947405956e-01 1.0000000000e-01 0.0000000000e+00 1.7779124877e-04 2.1616913400e+08 2.7327981079e+00 1.0000000000e+00
5.7059060598e+00 1.4139971287e-05 2.5820669711e-02 2.5789285531e+01 8.7377898488e-03 1.8065769309e+02 4.0875196626e+02 5.8277343949e+01 6.6695749105e+03 1.0992750990e-01 1.0000000000e-01 0.0000000000e+00 1.7252308155e-04 1.8696350874e+08 2.7819547770e+00 1.0000000000e+00
5.7658583500e+00 1.4139971287e-05 2.6927122464e-02 2.4627373396e+01 7.8365905060e-03 1.7626197207e+02 3.9958674630e+02 5.8938042487e+01 7.5208781729e+03 1.1040077558e-01 1.0000000000e-01 0.0000000000e+00 1.6722061654e-04 1.6179667298e+08 2.8282641631e+00 1.0000000000e+00
5.8229828883e+00 1.4139971287e-05 2.8064740869e-02 2.3525643827e+01 7.0175010625e-03 1.7200026487e+02 3.9071796891e+02 5.9569254428e+01 8.4886705250e+03 1.1089466202e-01 1.0000000000e-01 0.0000000000e+00 1.6199143430e-04 1.4009352198e+08 2.8715940009e+00 1.0000000000e+00
5.8772316554e+00 1.4139971287e-05 2.9233957780e-02 2.2467996707e+01 6.2746767757e-03 1.6787125204e+02 3.8215908090e+02 6.0170352448e+01 9.5893947367e+03 1.1141001449e-01 1.0000000000e-01 0.0000000000e+00 1.5675882448e-04 1.2136422316e+08 2.9118429639e+00 1.0000000000e+00
5.9285598057e+00 1.4139971287e-05 3.0435206055e-02 2.1464929917e+01 5.6024671704e-03 1.6388540263e+02 3.7387625255e+02 6.0740729193e+01 1.0841782262e+04 1.1194772109e-01 1.0000000000e-01 0.0000000000e+00 1.5160051908e-04 1.0519028055e+08 2.9489400143e+00 1.0000000000e+00
5.9769257563e+00 1.4139971287e-05 3.1668918550e-02 2.0511237778e+01 4.9954289565e-03 1.6002275912e+02 3.6586429262e+02 6.1279798332e+01 1.2267174424e+04 1.1250871604e-01 1.0000000000e-01 0.0000000000e+00 1.4650288878e-04 9.1214243560e+07 2.9828433199e+00 1.0000000000e+00
6.0222911942e+00 1.4139971287e-05 3.2935528121e-02 1.9593379753e+01 4.4483490061e-03 1.5628453281e+02 3.5812441240e+02 6.1786994761e+01 1.3889871203e+04 1.1309398325e-01 1.0000000000e-01 0.0000000000e+00 1.4142523485e-04 7.9130304204e+07 3.0135385012e+00 1.0000000000e+00
6.0646211048e+00 1.4139971287e-05 3.4235467624e-02 1.8728155336e+01 3.9562611480e-03 1.5265803395e+02 3.5062915588e+02 6.2261775115e+01 1.5737529143e+04 1.1370456021e-01 1.0000000000e-01 0.0000000000e+00 1.3644425537e-04 6.8676339798e+07 3.0410364017e+00 1.0000000000e+00
6.1038837988e+00 1.4139971287e-05 3.5569169916e-02 1.7890747421e+01 3.5144501850e-03 1.4913316842e+02 3.4336842895e+02 6.2703618347e+01 1.7841658025e+04 1.1434154209e-01 1.0000000000e-01 0.0000000000e+00 1.3152133071e-04 5.9627756876e+07 3.0653707163e+00 1.0000000000e+00
6.1400509335e+00 1.4139971287e-05 3.6937067852e-02 1.7103060240e+01 3.1184790629e-03 1.4573184046e+02 3.3634936959e+02 6.3112026323e+01 2.0238079221e+04 1.1500608628e-01 1.0000000000e-01 0.0000000000e+00 1.2667555149e-04 5.1791707350e+07 3.0865952594e+00 1.0000000000e+00
6.1730975278e+00 1.4139971287e-05 3.8339594290e-02 1.6339375426e+01 2.7641784401e-03 1.4241359429e+02 3.2954628827e+02 6.3486524474e+01 2.2967592668e+04 1.1569941714e-01 1.0000000000e-01 0.0000000000e+00 1.2189930621e-04 4.5002538377e+07 3.1047812513e+00 1.0000000000e+00
6.2030019791e+00 1.4139971287e-05 3.9777182085e-02 1.5615720995e+01 2.4476583805e-03 1.3920920976e+02 3.2294566610e+02 6.3826662521e+01 2.6076622060e+04 1.1642283126e-01 1.0000000000e-01 0.0000000000e+00 1.1723859803e-04 3.9117751003e+07 3.1200145323e+00 1.0000000000e+00
6.2297460908e+00 1.4139971287e-05 4.1250264094e-02 1.4925795334e+01 2.1653058033e-03 1.3608285275e+02 3.1655596770e+02 6.4132015439e+01 2.9617994530e+04 1.1717770296e-01 1.0000000000e-01 0.0000000000e+00 1.1265879089e-04 3.4014782035e+07 3.1323929754e+00 1.0000000000e+00
6.2533150755e+00 1.4139971287e-05 4.2759273172e-02 1.4264428812e+01 1.9137811301e-03 1.3305888613e+02 3.1035725720e+02 6.4402184259e+01 3.3651802312e+04 1.1796549029e-01 1.0000000000e-01 0.0000000000e+00 1.0818013892e-04 2.9588016270e+07 3.1420238909e+00 1.0000000000e+00
6.2736975544e+00 1.4139971287e-05 4.4304642177e-02 1.3638110506e+01 1.6900056859e-03 1.3012904715e+02 3.0435603810e+02 6.4636796870e+01 3.8246496688e+04 1.1878774154e-01 1.0000000000e-01 0.0000000000e+00 1.0379572640e-04 2.5746428779e+07 3.1490217379e+00 1.0000000000e+00
6.2908855747e+00 1.4139971287e-05 4.5886803965e-02 1.3030415844e+01 1.4911560348e-03 1.2726210172e+02 2.9852107630e+02 6.4835509156e+01 4.3480030019e+04 1.1964610216e-01 1.0000000000e-01 0.0000000000e+00 9.9524786216e-05 2.2411487097e+07 3.1535059712e+00 1.0000000000e+00
6.3048745932e+00 1.4139971287e-05 4.7506191390e-02 1.2459168154e+01 1.3146616400e-03 1.2449068269e+02 2.9287023840e+02 6.4998005786e+01 4.9440862812e+04 1.2054232233e-01 1.0000000000e-01 0.0000000000e+00 9.5361540521e-05 1.9515412245e+07 3.1555991768e+00 1.0000000000e+00
6.3156634797e+00 1.4139971287e-05 4.9163237311e-02 1.1903083269e+01 1.1581663612e-03 1.2179350589e+02 2.8739700648e+02 6.5124001360e+01 5.6230264964e+04 1.2147826511e-01 1.0000000000e-01 0.0000000000e+00 9.1276767050e-05 1.6999670526e+07 3.1554254206e+00 1.0000000000e+00
6.3232544879e+00 1.4139971287e-05 5.0858374584e-02 1.1376516465e+01 1.0195461340e-03 1.1917013150e+02 2.8207140823e+02 6.5213241203e+01 6.3963011605e+04 1.2245591529e-01 1.0000000000e-01 0.0000000000e+00 8.7337029410e-05 1.4813625340e+07 3.1531087560e+00 1.0000000000e+00
6.3276532453e+00 1.4139971287e-05 5.2592036063e-02 1.0872401860e+01 8.9686804791e-04 1.1662825989e+02 2.7691591026e+02 6.5265502468e+01 7.2770462299e+04 1.2347738904e-01 1.0000000000e-01 0.0000000000e+00 8.3489969502e-05 1.2913539981e+07 3.1487721535e+00 1.0000000000e+00
6.3288687149e+00 1.4139971287e-05 5.4364654606e-02 1.0392686178e+01 7.8839557128e-04 1.1415510037e+02 2.7190295564e+02 6.5280594991e+01 8.2801828637e+04 1.2454494435e-01 1.0000000000e-01 0.0000000000e+00 7.9776023086e-05 1.1261532889e+07 3.1425363821e+00 1.0000000000e+00
6.3269131701e+00 1.4139971287e-05 5.6176663070e-02 9.9294239052e+00 6.9256084381e-04 1.1174270744e+02 2.6705413136e+02 6.5258362326e+01 9.4227623333e+04 1.2566099243e-01 1.0000000000e-01 0.0000000000e+00 7.6147444301e-05 9.8248432673e+06 3.1345193335e+00 1.0000000000e+00
6.3218021407e+00 1.4139971287e-05 5.8028494309e-02 9.4885056808e+00 6.0795615820e-04 1.0941169472e+02 2.6233098604e+02 6.5198682555e+01 1.0724240831e+05 1.2682811022e-01 1.0000000000e-01 0.0000000000e+00 7.2663454027e-05 8.5750605953e+06 3.1248352602e+00 1.0000000000e+00
6.3135543787e+00 1.4139971287e-05 5.9920581182e-02 9.0701838575e+00 5.3332116357e-04 1.0713282532e+02 2.5774858154e+02 6.5101469319e+01 1.2206804036e+05 1.2804905395e-01 1.0000000000e-01 0.0000000000e+00 6.9297820140e-05 7.4875962441e+06 3.1135944505e+00 1.0000000000e+00
6.3021918038e+00 1.4139971287e-05 6.1853356543e-02 8.6614514450e+00 4.6752454268e-04 1.0492261033e+02 2.5330866271e+02 6.4966672719e+01 1.3895884983e+05 1.2932677408e-01 1.0000000000e-01 0.0000000000e+00 6.6027118151e-05 6.5411346132e+06 3.1009028199e+00 1.0000000000e+00
6.2877394341e+00 1.4139971287e-05 6.3827253249e-02 8.2789637357e+00 4.0956091550e-04 1.0276818697e+02 2.4898360051e+02 6.4794280091e+01 1.5820425641e+05 1.3066443164e-01 1.0000000000e-01 0.0000000000e+00 6.2905211704e-05 5.7171712126e+06 3.0868616433e+00 1.0000000000e+00
6.2702253552e+00 1.4139971287e-05 6.5842704156e-02 7.9044503786e+00 3.5852937126e-04 1.0066600787e+02 2.4479938007e+02 6.4584317231e+01 1.8013675422e+05 1.3206541611e-01 1.0000000000e-01 0.0000000000e+00 5.9870702938e-05 4.9996839027e+06 3.0715675671e+00 1.0000000000e+00
6.2496806323e+00 1.4139971287e-05 6.7900142121e-02 7.5493033052e+00 3.1363041801e-04 9.8642274478e+01 2.4073790410e+02 6.4336849090e+01 2.0513587138e+05 1.3353336521e-01 1.0000000000e-01 0.0000000000e+00 5.6957828260e-05 4.3747469038e+06 3.0551124130e+00 1.0000000000e+00
6.2261392663e+00 1.4139971287e-05 7.0000000000e-02 7.2080861127e+00 2.7414979926e-04 9.6662017888e+01 2.3679373618e+02 6.4051980952e+01 2.3363862066e+05 1.3507218647e-01 1.0000000000e-01 0.0000000000e+00 5.4161588429e-05 3.8302820815e+06 3.0375832992e+00 1.0000000000e+00
6.0289397471e-01 1.7391546317e-05 0.0000000000e+00 5.8583671699e+02 6.0837590008e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.0000000000e-01 0.0000000000e+00 1.2409534310e-02 8.1319758933e+10 0.0000000000e+00 1.0000000000e+00
6.0289397853e-01 1.7391546317e-05 7.2142710649e-08 5.8583671699e+02 6.0837589869e-01 1.2027115736e+03 2.6956828741e+03 5.0983697115e-08 8.3802953444e-08 1.0132928166e-01 1.0000000000e-01 0.0000000000e+00 5.9877029650e-06 8.0941957685e+10 4.1517360759e-05 1.0000000000e+00
6.0289420973e-01 1.7391546317e-05 5.7714168519e-07 5.8583659442e+02 6.0837580923e-01 1.2027114511e+03 2.6958304140e+03 3.2629559004e-06 5.3633886340e-06 1.0132928169e-01 1.0000000000e-01 0.0000000000e+00 6.0141004816e-06 8.1321041965e+10 3.3213884380e-04 1.0000000000e+00
6.0289665096e-01 1.7391546317e-05 1.9478531875e-06 5.8583461885e+02 6.0837485386e-01 1.2027094755e+03 2.6957989059e+03 3.7167013783e-05 6.1092291287e-05 1.0132928205e-01 1.0000000000e-01 0.0000000000e+00 6.0152625959e-06 8.1329786129e+10 1.1209662096e-03 1.0000000000e+00
6.0290901682e-01 1.7391546317e-05 4.6171334815e-06 5.8582528179e+02 6.0837003033e-01 1.2027001384e+03 2.6958191014e+03 2.0882601884e-04 3.4325494095e-04 1.0132928388e-01 1.0000000000e-01 0.0000000000e+00 6.0460126741e-06 8.1750798651e+10 2.6570801934e-03 1.0000000000e+00
6.0295135230e-01 1.7391546317e-05 9.0178388311e-06 5.8579197121e+02 6.0835348918e-01 1.2026520616e+03 2.6958300895e+03 7.9657364851e-04 1.3093927506e-03 1.0132929011e-01 1.0000000000e-01 0.0000000000e+00 5.9998811116e-06 8.1126511661e+10 5.1894418879e-03 1.0000000000e+00
6.0306528723e-01 1.7391546317e-05 1.5582825500e-05 5.8570316461e+02 6.0830899243e-01 1.2025632550e+03 2.6955197892e+03 2.3782797308e-03 3.9096573623e-03 1.0132930691e-01 1.0000000000e-01 0.0000000000e+00 6.0869777361e-06 8.2256819158e+10 8.9665763674e-03 1.0000000000e+00
6.0332586655e-01 1.7391546317e-05 2.4744949753e-05 5.8550020077e+02 6.0820724956e-01 1.2023603056e+03 2.6950215147e+03 5.9955390880e-03 9.8577238143e-03 1.0132934532e-01 1.0000000000e-01 0.0000000000e+00 6.0978429141e-06 8.2329765176e+10 1.4235755177e-02 1.0000000000e+00
6.0385589290e-01 1.7391546317e-05 3.6937067852e-05 5.8508913229e+02 6.0800044074e-01 1.2019196902e+03 2.6938130543e+03 1.3351963784e-02 2.1960450831e-02 1.0132942349e-01 1.0000000000e-01 0.0000000000e+00 6.2664375060e-06 8.4416333774e+10 2.1241267837e-02 1.0000000000e+00
6.0484249239e-01 1.7391546317e-05 5.2592036063e-05 5.8432288069e+02 6.0761587216e-01 1.2011239061e+03 2.6919393339e+03 2.7041040237e-02 4.4503511966e-02 1.0132956908e-01 1.0000000000e-01 0.0000000000e+00 6.5528832028e-06 8.7968662325e+10 3.0221145064e-02 1.0000000000e+00
6.0655533727e-01 1.7391546317e-05 7.2142710649e-05 5.8300031347e+02 6.0694956252e-01 1.1997275076e+03 2.6887562191e+03 5.0793739556e-02 8.3686920121e-02 1.0132982218e-01 1.0000000000e-01 0.0000000000e+00 6.9354937353e-06 9.2555830613e+10 4.1401507651e-02 1.0000000000e+00
6.0936544500e-01 1.7391546317e-05 9.6021947874e-05 5.8084838480e+02 6.0586003014e-01 1.1974574489e+03 2.6829127278e+03 8.9727042108e-02 1.4809863276e-01 1.0133023829e-01 1.0000000000e-01 0.0000000000e+00 7.7031003444e-06 1.0168732681e+11 5.4987786110e-02 1.0000000000e+00
