# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 k2	 lambda_tidal	 phi_1_0	 H_0	 
8.6620767330e-02 0.0000000000e+00 3.1147209254e-04 1.4766250610e-10 0.0000000000e+00 1.8069437799e+02 3.8888374534e+02 8.6654319649e-02 inf 1.0010715746e+00 1.0000000000e+00 2.5132741229e+03 1.2236984375e+02 4.1461209394e-04 3.5023571278e+08 4.1725674784e+00 1.0000000000e+00
9.4956620848e-02 0.0000000000e+00 3.6632151625e-04 1.4766250610e-10 0.0000000000e+00 1.6669608778e+02 3.5845061820e+02 9.5000425022e-02 inf 1.0012725231e+00 1.0000000000e+00 2.5132741229e+03 1.1288992188e+02 4.1980595367e-04 2.3594964610e+08 4.1427517274e+00 1.0000000000e+00
1.0378732973e-01 0.0000000000e+00 4.2725938621e-04 1.4766250610e-10 0.0000000000e+00 1.5444009977e+02 3.3175323709e+02 1.0384395160e-01 inf 1.0015002330e+00 1.0000000000e+00 2.5132741229e+03 1.0458992188e+02 4.2769869566e-04 1.6324624169e+08 4.1094831864e+00 1.0000000000e+00
1.1315753504e-01 0.0000000000e+00 4.9460614696e-04 1.4766250610e-10 0.0000000000e+00 1.4361643807e+02 3.0817153487e+02 1.1323009677e-01 inf 1.0017574296e+00 1.0000000000e+00 2.5132741229e+03 9.7259921875e+01 4.3727961498e-04 1.1542628934e+08 4.0725527978e+00 1.0000000000e+00
1.2311812148e-01 0.0000000000e+00 5.6868224304e-04 1.4766250610e-10 0.0000000000e+00 1.3401837518e+02 2.8723299150e+02 1.2321041872e-01 inf 1.0020471523e+00 1.0000000000e+00 2.5132741229e+03 9.0759921875e+01 4.4764162064e-04 8.3116416018e+07 4.0317515159e+00 1.0000000000e+00
1.3372681685e-01 0.0000000000e+00 6.4980811900e-04 1.4766250610e-10 0.0000000000e+00 1.2546871607e+02 2.6853891823e+02 1.3384346224e-01 inf 1.0023728010e+00 1.0000000000e+00 2.5132741229e+03 8.4969921875e+01 4.5916082998e-04 6.0895842221e+07 3.9868724130e+00 1.0000000000e+00
1.4504886422e-01 0.0000000000e+00 7.3830421936e-04 1.4766250610e-10 0.0000000000e+00 1.1779032344e+02 2.5174974897e+02 1.4519546327e-01 inf 1.0027381882e+00 1.0000000000e+00 2.5132741229e+03 7.9769960938e+01 4.7222967193e-04 4.5350969674e+07 3.9377136492e+00 1.0000000000e+00
1.5715776452e-01 0.0000000000e+00 8.3449098868e-04 1.4766250610e-10 0.0000000000e+00 1.1087971815e+02 2.3661434209e+02 1.5734113156e-01 inf 1.0031475979e+00 1.0000000000e+00 2.5132741229e+03 7.5089960938e+01 4.8666675434e-04 3.4284260543e+07 3.8840822948e+00 1.0000000000e+00
1.7013608411e-01 0.0000000000e+00 9.3868887150e-04 1.4766250610e-10 0.0000000000e+00 1.0464836039e+02 2.2289649528e+02 1.7036450736e-01 inf 1.0036058517e+00 1.0000000000e+00 2.5132741229e+03 7.0869960938e+01 5.0293684622e-04 2.6284129719e+07 3.8257989202e+00 1.0000000000e+00
1.8407631652e-01 0.0000000000e+00 1.0512183123e-03 1.4766250610e-10 0.0000000000e+00 9.8978120158e+01 2.1043377976e+02 1.8435988389e-01 inf 1.0041183836e+00 1.0000000000e+00 2.5132741229e+03 6.7029960938e+01 5.2095448063e-04 2.0419603550e+07 3.7627035076e+00 1.0000000000e+00
1.9908177961e-01 0.0000000000e+00 1.1723997558e-03 1.4766250610e-10 0.0000000000e+00 9.3809932445e+01 1.9904900054e+02 1.9943277870e-01 inf 1.0046913225e+00 1.0000000000e+00 2.5132741229e+03 6.3529960938e+01 5.4116385100e-04 1.6062216605e+07 3.6946622023e+00 1.0000000000e+00
2.1526751990e-01 0.0000000000e+00 1.3025536463e-03 1.4766250610e-10 0.0000000000e+00 8.9099498500e+01 1.8862402761e+02 2.1570092915e-01 inf 1.0053315849e+00 1.0000000000e+00 2.5132741229e+03 6.0339960938e+01 5.6368528566e-04 1.2783875989e+07 3.6215754979e+00 1.0000000000e+00
2.3276118088e-01 0.0000000000e+00 1.4420004284e-03 1.4766250610e-10 0.0000000000e+00 8.4787753322e+01 1.7905549722e+02 2.3329527163e-01 inf 1.0060469770e+00 1.0000000000e+00 2.5132741229e+03 5.7419960938e+01 5.8838982147e-04 1.0288171763e+07 3.5433874363e+00 1.0000000000e+00
2.5170377590e-01 0.0000000000e+00 1.5910605468e-03 1.4766250610e-10 0.0000000000e+00 8.0815660748e+01 1.7022530819e+02 2.5236084874e-01 inf 1.0068463057e+00 1.0000000000e+00 2.5132741229e+03 5.4729980469e+01 6.1617302221e-04 8.3669449071e+06 3.4600957636e+00 1.0000000000e+00
2.7225028413e-01 0.0000000000e+00 1.7500544459e-03 1.4766250610e-10 0.0000000000e+00 7.7153630597e+01 1.6207433786e+02 2.7305756732e-01 inf 1.0077394993e+00 1.0000000000e+00 2.5132741229e+03 5.2249980469e+01 6.4681404006e-04 6.8723244828e+06 3.3717631390e+00 1.0000000000e+00
2.9456996205e-01 0.0000000000e+00 1.9193025703e-03 1.4766250610e-10 0.0000000000e+00 7.3772159207e+01 1.5452878379e+02 2.9556070263e-01 inf 1.0087377359e+00 1.0000000000e+00 2.5132741229e+03 4.9959980469e+01 6.8077205390e-04 5.6978024565e+06 3.2785283928e+00 1.0000000000e+00
3.1884623512e-01 0.0000000000e+00 2.0991253644e-03 1.4766250610e-10 0.0000000000e+00 7.0656480329e+01 1.4751481475e+02 3.2006101748e-01 inf 1.0098535775e+00 1.0000000000e+00 2.5132741229e+03 4.7849980469e+01 7.1829260445e-04 4.7658803222e+06 3.1806177428e+00 1.0000000000e+00
3.4527600481e-01 0.0000000000e+00 2.2898432729e-03 1.4766250610e-10 0.0000000000e+00 6.7747528958e+01 1.4098813198e+02 3.4676433300e-01 inf 1.0111011066e+00 1.0000000000e+00 2.5132741229e+03 4.5879980469e+01 7.5961907475e-04 4.0195468599e+06 3.0783548449e+00 1.0000000000e+00
3.7406817718e-01 0.0000000000e+00 2.4917767404e-03 1.4766250610e-10 0.0000000000e+00 6.5060071347e+01 1.3488967048e+02 3.7589035754e-01 inf 1.0124960620e+00 1.0000000000e+00 2.5132741229e+03 4.4059980469e+01 8.0516571810e-04 3.4164184181e+06 2.9721687197e+00 1.0000000000e+00
4.0544120295e-01 0.0000000000e+00 2.7052462112e-03 1.4766250610e-10 0.0000000000e+00 6.2549808744e+01 1.2920466400e+02 4.0767055983e-01 inf 1.0140559684e+00 1.0000000000e+00 2.5132741229e+03 4.2359980469e+01 8.5484180718e-04 2.9246866801e+06 2.8625983421e+00 1.0000000000e+00
4.3961941010e-01 0.0000000000e+00 2.9305721300e-03 1.4766250610e-10 0.0000000000e+00 6.0216741147e+01 1.2387404753e+02 4.4234485952e-01 inf 1.0158002523e+00 1.0000000000e+00 2.5132741229e+03 4.0779980469e+01 9.0935017703e-04 2.5202636790e+06 2.7502924926e+00 1.0000000000e+00
4.7682793491e-01 0.0000000000e+00 3.1680749413e-03 1.4766250610e-10 0.0000000000e+00 5.8016569807e+01 1.1886828857e+02 4.8015692506e-01 inf 1.0177503395e+00 1.0000000000e+00 2.5132741229e+03 3.9289980469e+01 9.6913191030e-04 2.1847514149e+06 2.6360037519e+00 1.0000000000e+00
5.1728610267e-01 0.0000000000e+00 3.4180750897e-03 1.4766250610e-10 0.0000000000e+00 5.5978827222e+01 1.1418738713e+02 5.2134790658e-01 inf 1.0199297262e+00 1.0000000000e+00 2.5132741229e+03 3.7909980469e+01 1.0324746068e-03 1.9039894318e+06 2.5205755741e+00 1.0000000000e+00
5.6119920040e-01 0.0000000000e+00 3.6808930196e-03 1.4766250610e-10 0.0000000000e+00 5.4059214643e+01 1.0977227819e+02 5.6614851216e-01 inf 1.0223640182e+00 1.0000000000e+00 2.5132741229e+03 3.6609980469e+01 1.1009565647e-03 1.6669921588e+06 2.4049219043e+00 1.0000000000e+00
6.0874871673e-01 0.0000000000e+00 3.9568491757e-03 1.4766250610e-10 0.0000000000e+00 5.2257732069e+01 1.0560819552e+02 6.1476945719e-01 inf 1.0250809333e+00 1.0000000000e+00 2.5132741229e+03 3.5389980469e+01 1.1740883442e-03 1.4651918224e+06 2.2899999336e+00 1.0000000000e+00
6.6008127887e-01 0.0000000000e+00 4.2462640024e-03 1.4766250610e-10 0.0000000000e+00 5.0559627669e+01 1.0168038728e+02 6.6739046201e-01 inf 1.0281102668e+00 1.0000000000e+00 2.5132741229e+03 3.4239990234e+01 1.2507318526e-03 1.2918700623e+06 2.1767769487e+00 1.0000000000e+00
7.1529670358e-01 0.0000000000e+00 4.5494579443e-03 1.4766250610e-10 0.0000000000e+00 4.8950106352e+01 9.7988824628e+01 7.2414815147e-01 inf 1.0314838201e+00 1.0000000000e+00 2.5132741229e+03 3.3149990234e+01 1.3298525538e-03 1.1417384266e+06 2.0661936479e+00 1.0000000000e+00
7.7443574909e-01 0.0000000000e+00 4.8667514460e-03 1.4766250610e-10 0.0000000000e+00 4.7443948790e+01 9.4474456983e+01 7.8512337739e-01 inf 1.0352352979e+00 1.0000000000e+00 2.5132741229e+03 3.2129990234e+01 1.4129455863e-03 1.0106245671e+06 1.9591269124e+00 1.0000000000e+00
8.3746830422e-01 0.0000000000e+00 5.1984649520e-03 1.4766250610e-10 0.0000000000e+00 4.6011622481e+01 9.1166816846e+01 8.5032863686e-01 inf 1.0394001823e+00 1.0000000000e+00 2.5132741229e+03 3.1159990234e+01 1.4957203528e-03 8.9523880588e+05 1.8563555063e+00 1.0000000000e+00
9.0428282047e-01 0.0000000000e+00 5.5449189068e-03 1.4766250610e-10 0.0000000000e+00 4.4653127425e+01 8.8021605466e+01 9.1969634142e-01 inf 1.0440155911e+00 1.0000000000e+00 2.5132741229e+03 3.0239990234e+01 1.5790743729e-03 7.9298678434e+05 1.7585319114e+00 1.0000000000e+00
9.7467781878e-01 0.0000000000e+00 5.9064337549e-03 1.4766250610e-10 0.0000000000e+00 4.3353697371e+01 8.5053589094e+01 9.9306873781e-01 inf 1.0491201310e+00 1.0000000000e+00 2.5132741229e+03 2.9359990234e+01 1.6596951823e-03 7.0183102197e+05 1.6661631067e+00 1.0000000000e+00
1.0483562120e+00 0.0000000000e+00 6.2833299410e-03 1.4766250610e-10 0.0000000000e+00 4.2113332320e+01 8.2218468976e+01 1.0701902209e+00 inf 1.0547537515e+00 1.0000000000e+00 2.5132741229e+03 2.8519990234e+01 1.7374818767e-03 6.2017540515e+05 1.5796016715e+00 1.0000000000e+00
1.1249230612e+00 0.0000000000e+00 6.6759279095e-03 1.4766250610e-10 0.0000000000e+00 4.0932032271e+01 7.9531011365e+01 1.1507026926e+00 inf 1.0609576054e+00 1.0000000000e+00 2.5132741229e+03 2.7719990234e+01 1.8087238930e-03 5.4677486609e+05 1.4990474451e+00 1.0000000000e+00
1.2038871748e+00 0.0000000000e+00 7.0845481050e-03 1.4766250610e-10 0.0000000000e+00 3.9795030974e+01 7.6961683759e+01 1.2341444544e+00 inf 1.0677739171e+00 1.0000000000e+00 2.5132741229e+03 2.6949990234e+01 1.8737141501e-03 4.8065828155e+05 1.4245585173e+00 1.0000000000e+00
1.2846667535e+00 0.0000000000e+00 7.5095109720e-03 1.4766250610e-10 0.0000000000e+00 3.8717094679e+01 7.4510486158e+01 1.3199529585e+00 inf 1.0752458569e+00 1.0000000000e+00 2.5132741229e+03 2.6219990234e+01 1.9287745940e-03 4.2106637080e+05 1.3560694266e+00 1.0000000000e+00
1.3665990420e+00 0.0000000000e+00 7.9511369550e-03 1.4766250610e-10 0.0000000000e+00 3.7653924635e+01 7.2177418562e+01 1.4074715406e+00 inf 1.0834174184e+00 1.0000000000e+00 2.5132741229e+03 2.5499990234e+01 1.9730324600e-03 3.6739798775e+05 1.2934138293e+00 1.0000000000e+00
1.4489537257e+00 0.0000000000e+00 8.4097464987e-03 1.4766250610e-10 0.0000000000e+00 3.6635053343e+01 6.9947714720e+01 1.4959600706e+00 inf 1.0923332957e+00 1.0000000000e+00 2.5132741229e+03 2.4809990234e+01 2.0061765794e-03 3.1916658994e+05 1.2363489226e+00 1.0000000000e+00
1.5309495997e+00 0.0000000000e+00 8.8856600475e-03 1.4766250610e-10 0.0000000000e+00 3.5645714553e+01 6.7806608381e+01 1.5846092640e+00 inf 1.1020387550e+00 1.0000000000e+00 2.5132741229e+03 2.4139990234e+01 2.0263085988e-03 2.7596458816e+05 1.1845792333e+00 1.0000000000e+00
1.6117738411e+00 0.0000000000e+00 9.3791980460e-03 1.4766250610e-10 0.0000000000e+00 3.4685908263e+01 6.5768865797e+01 1.6725582088e+00 inf 1.1125794991e+00 1.0000000000e+00 2.5132741229e+03 2.3489990234e+01 2.0307119331e-03 2.3743507277e+05 1.1377780098e+00 1.0000000000e+00
1.6906030570e+00 0.0000000000e+00 9.8906809387e-03 1.4766250610e-10 0.0000000000e+00 3.3755634474e+01 6.3804954466e+01 1.7589144825e+00 inf 1.1240015236e+00 1.0000000000e+00 2.5132741229e+03 2.2859990234e+01 2.0216514291e-03 2.0325049365e+05 1.0956051501e+00 1.0000000000e+00
1.7666251717e+00 0.0000000000e+00 1.0420429170e-02 1.4766250610e-10 0.0000000000e+00 3.2854900397e+01 6.1929647848e+01 1.8427760896e+00 inf 1.1363509644e+00 1.0000000000e+00 2.5132741229e+03 2.2249995117e+01 1.9998169134e-03 1.7309819149e+05 1.0577212421e+00 1.0000000000e+00
1.8390611357e+00 0.0000000000e+00 1.0968763185e-02 1.4766250610e-10 0.0000000000e+00 3.1954159110e+01 6.0113399023e+01 1.9232543092e+00 inf 1.1496739401e+00 1.0000000000e+00 2.5132741229e+03 2.1639995117e+01 1.9663973013e-03 1.4667109694e+05 1.0237977879e+00 1.0000000000e+00
1.9071854622e+00 0.0000000000e+00 1.1536003428e-02 1.4766250610e-10 0.0000000000e+00 3.1097716575e+01 5.8385747702e+01 1.9994964861e+00 inf 1.1640163915e+00 1.0000000000e+00 2.5132741229e+03 2.1059995117e+01 1.9169377145e-03 1.2366343058e+05 9.9352403009e-01 1.0000000000e+00
1.9703446391e+00 0.0000000000e+00 1.2122470343e-02 1.4766250610e-10 0.0000000000e+00 3.0241274039e+01 5.6717161383e+01 2.0707077598e+00 inf 1.1794239218e+00 1.0000000000e+00 2.5132741229e+03 2.0479995117e+01 1.8606513967e-03 1.0376952214e+05 9.6661096262e-01 1.0000000000e+00
2.0279726279e+00 0.0000000000e+00 1.2728484374e-02 1.4766250610e-10 0.0000000000e+00 2.9414364005e+01 5.5122406317e+01 2.1361707989e+00 inf 1.1959416434e+00 1.0000000000e+00 2.5132741229e+03 1.9919995117e+01 1.7919382534e-03 8.6686127076e+04 9.4279316968e-01 1.0000000000e+00
2.0796028229e+00 0.0000000000e+00 1.3354365968e-02 1.4766250610e-10 0.0000000000e+00 2.8616986472e+01 5.3586716254e+01 2.1952626960e+00 inf 1.2136140349e+00 1.0000000000e+00 2.5132741229e+03 1.9379995117e+01 1.7180804601e-03 7.2115408315e+04 9.2182908458e-01 1.0000000000e+00
2.1248760947e+00 0.0000000000e+00 1.4000435567e-02 1.4766250610e-10 0.0000000000e+00 2.7819608939e+01 5.2110091193e+01 2.2474683675e+00 inf 1.2324848116e+00 1.0000000000e+00 2.5132741229e+03 1.8839995117e+01 1.6362858607e-03 5.9769388201e+04 9.0350018796e-01 1.0000000000e+00
2.1635447757e+00 0.0000000000e+00 1.4667013617e-02 1.4766250610e-10 0.0000000000e+00 2.7051763908e+01 5.0707297385e+01 2.2923900028e+00 inf 1.2525968151e+00 1.0000000000e+00 2.5132741229e+03 1.8319995117e+01 1.5492521873e-03 4.9373899956e+04 8.8760955008e-01 1.0000000000e+00
2.1954726848e+00 0.0000000000e+00 1.5354420562e-02 1.4766250610e-10 0.0000000000e+00 2.6313451377e+01 4.9348802329e+01 2.3297523421e+00 inf 1.2739919231e+00 1.0000000000e+00 2.5132741229e+03 1.7819995117e+01 1.4628648726e-03 4.0672257033e+04 8.7398002545e-01 1.0000000000e+00
2.2206315193e+00 0.0000000000e+00 1.6062976847e-02 1.4766250610e-10 0.0000000000e+00 2.5575138847e+01 4.8049372275e+01 2.3594038105e+00 inf 1.2967109829e+00 1.0000000000e+00 2.5132741229e+03 1.7319995117e+01 1.3739101670e-03 3.3428127860e+04 8.6245231481e-01 1.0000000000e+00
2.2390940874e+00 0.0000000000e+00 1.6793002915e-02 1.4766250610e-10 0.0000000000e+00 2.4873741943e+01 4.6816390349e+01 2.3813137317e+00 inf 1.3207937702e+00 1.0000000000e+00 2.5132741229e+03 1.6844995117e+01 1.2827165883e-03 2.7427233947e+04 8.5288303585e-01 1.0000000000e+00
2.2510249966e+00 0.0000000000e+00 1.7544819213e-02 1.4766250610e-10 0.0000000000e+00 2.4179728164e+01 4.5635090300e+01 2.3955660530e+00 inf 1.3462789737e+00 1.0000000000e+00 2.5132741229e+03 1.6374995117e+01 1.1949961616e-03 2.2478130008e+04 8.4514289085e-01 1.0000000000e+00
2.2566694715e+00 0.0000000000e+00 1.8318746184e-02 1.4766250610e-10 0.0000000000e+00 2.3515250492e+01 4.4512858859e+01 2.4023501361e+00 inf 1.3732042049e+00 1.0000000000e+00 2.5132741229e+03 1.5924997559e+01 1.1076737032e-03 1.8412251557e+04 8.3911497809e-01 1.0000000000e+00
2.2563409753e+00 0.0000000000e+00 1.9115104272e-02 1.4766250610e-10 0.0000000000e+00 2.2872918590e+01 4.3442305690e+01 2.4019492636e+00 inf 1.4016060345e+00 1.0000000000e+00 2.5132741229e+03 1.5489997559e+01 1.0247925201e-03 1.5082918790e+04 8.3469326671e-01 1.0000000000e+00
2.2504082888e+00 0.0000000000e+00 1.9934213923e-02 1.4766250610e-10 0.0000000000e+00 2.2252736064e+01 4.2423434398e+01 2.3947275513e+00 inf 1.4315200524e+00 1.0000000000e+00 2.5132741229e+03 1.5069997559e+01 9.4669005381e-04 1.2364076984e+04 8.3178123907e-01 1.0000000000e+00
2.2392826196e+00 0.0000000000e+00 2.0776395580e-02 1.4766250610e-10 0.0000000000e+00 2.1662086040e+01 4.1448861857e+01 2.3811159298e+00 inf 1.4629809508e+00 1.0000000000e+00 2.5132741229e+03 1.4669997559e+01 8.7239415068e-04 1.0148516194e+04 8.3029069267e-01 1.0000000000e+00
2.2234052276e+00 0.0000000000e+00 2.1641969690e-02 1.4766250610e-10 0.0000000000e+00 2.1078819141e+01 4.0525971194e+01 2.3615978408e+00 inf 1.4960226277e+00 1.0000000000e+00 2.5132741229e+03 1.4274997559e+01 8.0364071927e-04 8.3459018261e+03 8.3014068927e-01 1.0000000000e+00
2.2032359402e+00 0.0000000000e+00 2.2531256694e-02 1.4766250610e-10 0.0000000000e+00 2.0532467868e+01 3.9669528659e+01 2.3366951919e+00 inf 1.5306783099e+00 1.0000000000e+00 2.5132741229e+03 1.3904997559e+01 7.3722951741e-04 6.8807555145e+03 8.3125663656e-01 1.0000000000e+00
2.1792428258e+00 0.0000000000e+00 2.3444577040e-02 1.4766250610e-10 0.0000000000e+00 2.0008265972e+01 3.8850001750e+01 2.3069550135e+00 inf 1.5669806914e+00 1.0000000000e+00 2.5132741229e+03 1.3549997559e+01 6.7645097201e-04 5.6904954029e+03 8.3356948657e-01 1.0000000000e+00
2.1518932030e+00 0.0000000000e+00 2.4382251170e-02 1.4766250610e-10 0.0000000000e+00 1.9506213451e+01 3.8082156718e+01 2.2729372078e+00 inf 1.6049620867e+00 1.0000000000e+00 2.5132741229e+03 1.3209997559e+01 6.1983120956e-04 4.7235510446e+03 8.3701503680e-01 1.0000000000e+00
2.1216460497e+00 0.0000000000e+00 2.5344599530e-02 1.4766250610e-10 0.0000000000e+00 1.9026310306e+01 3.7351227313e+01 2.2352035911e+00 inf 1.6446545944e+00 1.0000000000e+00 2.5132741229e+03 1.2884997559e+01 5.7010638770e-04 3.9376792110e+03 8.4153332026e-01 1.0000000000e+00
2.0889458280e+00 0.0000000000e+00 2.6331942564e-02 1.4766250610e-10 0.0000000000e+00 1.8575939662e+01 3.6679362910e+01 2.1943084323e+00 inf 1.6860902719e+00 1.0000000000e+00 2.5132741229e+03 1.2579997559e+01 5.2265780296e-04 3.2984402549e+03 8.4706807301e-01 1.0000000000e+00
2.0542176546e+00 0.0000000000e+00 2.7344600717e-02 1.4766250610e-10 0.0000000000e+00 1.8155103323e+01 3.6051799062e+01 2.1507905065e+00 inf 1.7293013165e+00 1.0000000000e+00 2.5132741229e+03 1.2294998779e+01 4.7933746577e-04 2.7778590108e+03 8.5356626853e-01 1.0000000000e+00
2.0178637386e+00 0.0000000000e+00 2.8382894433e-02 1.4766250610e-10 0.0000000000e+00 1.7745339868e+01 3.5464840600e+01 2.1051667002e+00 inf 1.7743202524e+00 1.0000000000e+00 2.5132741229e+03 1.2017498779e+01 4.4079187165e-04 2.3532727056e+03 8.6097771034e-01 1.0000000000e+00
1.9802609422e+00 0.0000000000e+00 2.9447144157e-02 1.4766250610e-10 0.0000000000e+00 1.7368800478e+01 3.4911106202e+01 2.0579270722e+00 inf 1.8211801221e+00 1.0000000000e+00 2.5132741229e+03 1.1762498779e+01 4.0678525242e-04 2.0063951454e+03 8.6925467523e-01 1.0000000000e+00
1.9417593377e+00 0.0000000000e+00 3.0537670333e-02 1.4766250610e-10 0.0000000000e+00 1.7014410463e+01 3.4409053682e+01 2.0095312951e+00 inf 1.8699146808e+00 1.0000000000e+00 2.5132741229e+03 1.1522498779e+01 3.7524855105e-04 1.7224975863e+03 8.7835160052e-01 1.0000000000e+00
