# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 k2	 lambda_tidal	 phi_1_0	 H_0	 
1.8198111839e+01 2.2093705136e-04 3.4235467624e-02 1.0829725377e+01 3.3560436200e-02 1.6131255650e+02 3.3087341226e+02 1.8546512638e+02 5.5263026164e+03 2.0568079388e-01 1.0000000000e-01 2.5132741229e+01 3.0648244191e-04 1.1544294987e+08 5.8523883292e-01 1.0000000000e+00
1.7766902401e+01 2.2093705136e-04 3.5569169916e-02 1.0305343229e+01 3.0370370196e-02 1.5845510676e+02 3.2714475373e+02 1.8007798539e+02 5.9293971142e+03 2.1193685056e-01 1.0000000000e-01 2.5132741229e+01 2.8355520579e-04 1.0091990996e+08 6.1388931514e-01 1.0000000000e+00
1.7341042917e+01 2.2093705136e-04 3.6937067852e-02 9.7937445576e+00 2.7299622911e-02 1.5587623300e+02 3.1981114727e+02 1.7476587971e+02 6.4017690018e+03 2.1844437375e-01 1.0000000000e-01 2.5132741229e+01 2.8098983204e-04 8.9290968658e+07 6.4359832206e-01 1.0000000000e+00
1.6923294154e+01 2.2093705136e-04 3.8339594290e-02 9.3031128088e+00 2.4377071896e-02 1.5361365118e+02 3.1896612551e+02 1.6956522608e+02 6.9559308354e+03 2.2520962932e-01 1.0000000000e-01 2.5132741229e+01 2.5502525684e-04 7.9970835575e+07 6.7421597303e-01 1.0000000000e+00
1.6516056270e+01 2.2093705136e-04 3.9777182085e-02 8.8212268910e+00 2.1626520397e-02 1.5162560770e+02 3.1705191328e+02 1.6450743788e+02 7.6067455537e+03 2.3223923891e-01 1.0000000000e-01 2.5132741229e+01 2.3800713380e-04 7.2425871105e+07 7.0558273769e-01 1.0000000000e+00
1.6121469607e+01 2.2093705136e-04 4.1250264094e-02 8.3603583661e+00 1.9065946248e-02 1.4995390663e+02 3.1319480712e+02 1.5962015649e+02 8.3720028589e+03 2.3954019962e-01 1.0000000000e-01 2.5132741229e+01 2.3226430303e-04 6.6482149802e+07 7.3753390185e-01 1.0000000000e+00
1.5741447899e+01 2.2093705136e-04 4.2759273172e-02 7.9151140918e+00 1.6707271342e-02 1.4856363673e+02 3.1356172105e+02 1.5492765145e+02 9.2730672943e+03 2.4711990463e-01 1.0000000000e-01 2.5132741229e+01 2.1459997020e-04 6.1787143155e+07 7.6990414063e-01 1.0000000000e+00
1.5377644471e+01 2.2093705136e-04 4.4304642177e-02 7.4866621014e+00 1.4556501613e-02 1.4748546971e+02 3.1326616531e+02 1.5045040879e+02 1.0335615850e+04 2.5498616566e-01 1.0000000000e-01 2.5132741229e+01 2.0316642312e-04 5.8220715402e+07 8.0253202688e-01 1.0000000000e+00
1.5031539075e+01 2.2093705136e-04 4.5886803965e-02 7.0782036721e+00 1.2614064502e-02 1.4669307435e+02 3.1346310874e+02 1.4620623494e+02 1.1590731514e+04 2.6314723830e-01 1.0000000000e-01 2.5132741229e+01 1.9318015101e-04 5.5531094900e+07 8.3526397660e-01 1.0000000000e+00
1.4704431935e+01 2.2093705136e-04 4.7506191390e-02 6.6866096276e+00 1.0875686930e-02 1.4619811655e+02 3.1208217590e+02 1.4221021829e+02 1.3075975725e+04 2.7161185103e-01 1.0000000000e-01 2.5132741229e+01 1.9124047824e-04 5.3771546383e+07 8.6795760561e-01 1.0000000000e+00
1.4397484816e+01 2.2093705136e-04 4.9163237311e-02 6.3111950100e+00 9.3330160438e-03 1.4598513069e+02 3.0975761621e+02 1.3847528157e+02 1.4837141704e+04 2.8038923862e-01 1.0000000000e-01 2.5132741229e+01 1.9487063906e-04 5.2780814707e+07 9.0048416553e-01 1.0000000000e+00
1.4111750529e+01 2.2093705136e-04 5.0858374584e-02 5.9504312817e+00 7.9747604186e-03 1.4606735448e+02 3.1000226875e+02 1.3501259551e+02 1.6929987664e+04 2.8948918015e-01 1.0000000000e-01 2.5132741229e+01 1.9289009369e-04 5.2452070417e+07 9.3273013782e-01 1.0000000000e+00
1.3848151253e+01 2.2093705136e-04 5.2592036063e-02 5.6090987280e+00 6.7874797122e-03 1.4643481638e+02 3.1098991317e+02 1.3183137439e+02 1.9422728314e+04 2.9892204208e-01 1.0000000000e-01 2.5132741229e+01 1.9125114790e-04 5.2838949753e+07 9.6459791289e-01 1.0000000000e+00
1.3607515616e+01 2.2093705136e-04 5.4364654606e-02 5.2831236516e+00 5.7564820438e-03 1.4708341384e+02 3.1206673190e+02 1.2893939484e+02 2.2398991929e+04 3.0869882638e-01 1.0000000000e-01 2.5132741229e+01 1.9150729755e-04 5.3831990680e+07 9.9600570395e-01 1.0000000000e+00
1.3390598064e+01 2.2093705136e-04 5.6176663070e-02 4.9726790947e+00 4.8665536855e-03 1.4799855366e+02 3.1580222559e+02 1.2634329702e+02 2.5961554147e+04 3.1883122377e-01 1.0000000000e-01 2.5132741229e+01 1.8664548291e-04 5.5682627776e+07 1.0268868176e+00 1.0000000000e+00
1.3198017611e+01 2.2093705136e-04 5.8028494309e-02 4.6790736874e+00 4.1025007822e-03 1.4916682149e+02 3.1666040216e+02 1.2404792200e+02 3.0237147678e+04 3.2933167204e-01 1.0000000000e-01 2.5132741229e+01 1.9278069051e-04 5.8298692905e+07 1.0571883976e+00 1.0000000000e+00
1.3030349869e+01 2.2093705136e-04 5.9920581182e-02 4.3992070938e+00 3.4496727643e-03 1.5058505929e+02 3.1986535629e+02 1.2205749128e+02 3.5382339026e+04 3.4021341964e-01 1.0000000000e-01 2.5132741229e+01 1.9338573620e-04 6.1503422733e+07 1.0868698969e+00 1.0000000000e+00
1.2888004084e+01 2.2093705136e-04 6.1853356543e-02 4.1346763474e+00 2.8942815809e-03 1.5222537487e+02 3.2126941186e+02 1.2037421424e+02 4.1590360467e+04 3.5149059433e-01 1.0000000000e-01 2.5132741229e+01 2.0197159726e-04 6.5658374915e+07 1.1159013745e+00 1.0000000000e+00
1.2771290266e+01 2.2093705136e-04 6.3827253249e-02 3.8869378850e+00 2.4235573493e-03 1.5407444400e+02 3.2366483225e+02 1.1899916858e+02 4.9101032669e+04 3.6317827743e-01 1.0000000000e-01 2.5132741229e+01 2.0852479198e-04 7.0353351173e+07 1.1442617123e+00 1.0000000000e+00
1.2680328055e+01 2.2093705136e-04 6.5842704156e-02 3.6528264801e+00 2.0259409761e-03 1.5609956894e+02 3.2576378845e+02 1.1793129747e+02 5.8210628475e+04 3.7529258377e-01 1.0000000000e-01 2.5132741229e+01 2.1964933837e-04 7.6540963115e+07 1.1719369429e+00 1.0000000000e+00
1.2615047408e+01 2.2093705136e-04 6.7900142121e-02 3.4350314937e+00 1.6910348701e-03 1.5827390655e+02 3.2789382731e+02 1.1716749609e+02 6.9287451227e+04 3.8785074788e-01 1.0000000000e-01 2.5132741229e+01 2.3128856497e-04 8.3261843932e+07 1.1989185907e+00 1.0000000000e+00
1.2575148928e+01 2.2093705136e-04 7.0000000000e-02 3.2277055482e+00 1.4096794907e-03 1.6056207696e+02 3.3087601149e+02 1.1670221383e+02 8.2786345834e+04 4.0087121691e-01 1.0000000000e-01 2.5132741229e+01 2.4306744124e-04 9.1553904631e+07 1.2252024118e+00 1.0000000000e+00
9.7011800905e-02 2.4042073629e-04 0.0000000000e+00 5.4565816726e+01 9.7503092426e-02 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.0000000000e-01 2.5132741229e+01 2.5996838019e-04 1.1943504234e+04 0.0000000000e+00 1.0000000000e+00
9.7012159657e-02 2.4042073629e-04 7.2142710649e-08 5.4565816726e+01 9.7503092426e-02 6.3915908492e+03 1.3513515947e+04 3.5862719515e-06 3.6781109833e-05 1.0295779879e-01 1.0000000000e-01 2.5132741229e+01 1.1239443616e-13 4.8100053995e+06 2.4892560298e-03 1.0000000000e+00
9.7034748467e-02 2.4042073629e-04 5.7714168519e-07 5.4565816726e+01 9.7503092349e-02 6.3909116016e+03 1.3512585673e+04 2.2948619465e-04 2.3536299119e-03 1.0295779964e-01 1.0000000000e-01 2.5132741229e+01 -7.2148620650e-12 -3.0865924800e+08 1.9910593279e-02 1.0000000000e+00
9.7272765471e-02 2.4042073629e-04 1.9478531875e-06 5.4565816726e+01 9.7503092355e-02 6.3837795026e+03 1.3502987611e+04 2.6097706391e-03 2.6766029426e-02 1.0295780864e-01 1.0000000000e-01 2.5132741229e+01 8.2810073565e-11 3.5301363156e+09 6.7075248407e-02 1.0000000000e+00
9.8466254163e-02 2.4042073629e-04 4.6171334815e-06 5.4565787886e+01 9.7503091811e-02 6.3482518604e+03 1.3454421369e+04 1.4545228428e-02 1.4917709950e-01 1.0295785404e-01 1.0000000000e-01 2.5132741229e+01 -4.8487729009e-10 -2.0300930508e+10 1.5754539903e-01 1.0000000000e+00
1.0241424291e-01 2.4042073629e-04 9.0178388311e-06 5.4565686945e+01 9.7503090228e-02 6.2337247341e+03 1.3286883403e+04 5.4027079293e-02 5.5410632798e-01 1.0295800726e-01 1.0000000000e-01 2.5132741229e+01 2.1199741956e-09 8.3369113547e+10 2.9864387994e-01 1.0000000000e+00
1.1213217723e-01 2.4042073629e-04 1.5582825500e-05 5.4565513903e+01 9.7503085237e-02 5.9699697927e+03 1.2840351812e+04 1.5121166889e-01 1.5508398377e+00 1.0295840446e-01 1.0000000000e-01 2.5132741229e+01 -1.8051824404e-08 -5.9836303933e+11 4.8059630503e-01 1.0000000000e+00
1.3079406913e-01 2.4042073629e-04 2.4744949753e-05 5.4564216088e+01 9.7503052818e-02 5.5257405971e+03 1.1963722499e+04 3.3784244474e-01 3.4649422247e+00 1.0295924738e-01 1.0000000000e-01 2.5132741229e+01 8.9927279651e-08 2.0930636117e+12 6.7128394379e-01 1.0000000000e+00
1.5987515605e-01 2.4042073629e-04 3.6937067852e-05 5.4564280979e+01 9.7503029689e-02 4.9593515873e+03 1.0687239264e+04 6.2867687806e-01 6.4477676239e+00 1.0296077172e-01 1.0000000000e-01 2.5132741229e+01 2.7333166932e-07 3.6189030353e+12 8.3542431125e-01 1.0000000000e+00
1.9871939925e-01 2.4042073629e-04 5.2592036063e-05 5.4561800710e+01 9.7502986222e-02 4.3715785015e+03 9.4798447701e+03 1.0171616676e+00 1.0432107846e+01 1.0296320879e-01 1.0000000000e-01 2.5132741229e+01 2.8813900166e-06 2.0949224488e+13 9.5856019885e-01 1.0000000000e+00
2.4575341493e-01 2.4042073629e-04 7.2142710649e-05 5.4555311635e+01 9.7502910282e-02 3.8312601363e+03 8.3170551105e+03 1.4875722713e+00 1.5256696103e+01 1.0296677207e-01 1.0000000000e-01 2.5132741229e+01 1.1937413817e-04 4.5114817672e+14 1.0448281134e+00 1.0000000000e+00
2.9954719521e-01 2.4042073629e-04 9.6021947874e-05 5.4549485888e+01 9.7502810966e-02 3.3637991150e+03 7.2252917796e+03 2.0256202611e+00 2.0774993470e+01 1.0297166347e-01 1.0000000000e-01 2.5132741229e+01 -5.0732450294e-05 -9.4869099069e+13 1.1039262054e+00 1.0000000000e+00
3.5913110482e-01 2.4042073629e-04 1.2466260400e-04 5.4544784913e+01 9.7502615739e-02 2.9696979515e+03 6.4352188397e+03 2.6216239181e+00 2.6887729095e+01 1.0297808313e-01 1.0000000000e-01 2.5132741229e+01 -8.2881901855e-04 -8.6863644653e+14 1.1444224897e+00 1.0000000000e+00
4.2394390167e-01 2.4042073629e-04 1.5849753530e-04 5.4537668561e+01 9.7502319764e-02 2.6395470184e+03 5.6975046236e+03 3.2699886732e+00 3.3537547426e+01 1.0298623771e-01 1.0000000000e-01 2.5132741229e+01 2.3744378396e-04 1.3537707499e+14 1.1721157741e+00 1.0000000000e+00
4.9372876595e-01 2.4042073629e-04 1.9795959802e-04 5.4521424243e+01 9.7501884296e-02 2.3625306645e+03 5.0375550925e+03 3.9681682761e+00 4.0698375265e+01 1.0299634589e-01 1.0000000000e-01 2.5132741229e+01 2.2545217546e-04 6.9456841940e+13 1.1908208274e+00 1.0000000000e+00
5.6844864273e-01 2.4042073629e-04 2.4348164844e-04 5.4493586112e+01 9.7501236281e-02 2.1289598211e+03 4.5938162042e+03 4.7158191096e+00 4.8366762202e+01 1.0300864319e-01 1.0000000000e-01 2.5132741229e+01 2.3645827437e-04 4.5939588057e+13 1.2029936269e+00 1.0000000000e+00
6.4822085973e-01 2.4042073629e-04 2.9549654282e-04 5.4462323191e+01 9.7500385587e-02 1.9304406031e+03 4.1662724392e+03 5.5141473264e+00 5.6555133533e+01 1.0302338675e-01 1.0000000000e-01 2.5132741229e+01 2.4459776856e-04 2.9157887625e+13 1.2101561573e+00 1.0000000000e+00
7.3328477087e-01 2.4042073629e-04 3.5443713742e-04 5.4419870220e+01 9.7499192795e-02 1.7601728275e+03 3.5851928054e+03 6.3655867587e+00 6.5288609846e+01 1.0304086002e-01 1.0000000000e-01 2.5132741229e+01 3.5035490097e-04 1.9707760180e+13 1.2132846419e+00 1.0000000000e+00
8.2404266767e-01 2.4042073629e-04 4.2073628850e-04 5.4365607133e+01 9.7497602528e-02 1.6137997727e+03 3.4214694061e+03 7.2742103903e+00 7.4609120652e+01 1.0306137742e-01 1.0000000000e-01 2.5132741229e+01 3.0368062906e-04 1.3522150818e+13 1.2131440641e+00 1.0000000000e+00
9.2093484779e-01 2.4042073629e-04 4.9482685234e-04 5.4290218502e+01 9.7495536957e-02 1.4864245520e+03 3.1893571698e+03 8.2444820637e+00 8.4562661236e+01 1.0308529142e-01 1.0000000000e-01 2.5132741229e+01 3.0126255907e-04 9.4412095009e+12 1.2100588141e+00 1.0000000000e+00
1.0245479605e+00 2.4042073629e-04 5.7714168519e-04 5.4194216243e+01 9.7492768436e-02 1.3749762539e+03 2.9535475091e+03 9.2823441403e+00 9.5210591403e+01 1.0311299780e-01 1.0000000000e-01 2.5132741229e+01 3.1487395555e-04 6.7208477785e+12 1.2043393842e+00 1.0000000000e+00
1.1355739756e+00 2.4042073629e-04 6.6811364332e-04 5.4076800036e+01 9.7489262789e-02 1.2768699842e+03 2.7366024545e+03 1.0394809967e+01 1.0662517769e+02 1.0314494417e-01 1.0000000000e-01 2.5132741229e+01 3.3372775968e-04 4.8642498286e+12 1.1961444475e+00 1.0000000000e+00
1.2548015071e+00 2.4042073629e-04 7.6817558299e-04 5.3919764422e+01 9.7484808661e-02 1.1898431107e+03 2.4007051932e+03 1.1589881736e+01 1.1888910585e+02 1.0318163816e-01 1.0000000000e-01 2.5132741229e+01 4.7171907332e-04 3.5723000461e+12 1.1855560115e+00 1.0000000000e+00
1.3832267078e+00 2.4042073629e-04 8.7776036047e-04 5.3736599466e+01 9.7479228530e-02 1.1126687150e+03 2.3232207063e+03 1.2877667609e+01 1.3210678627e+02 1.0322365651e-01 1.0000000000e-01 2.5132741229e+01 4.1638001555e-04 2.6761395261e+12 1.1727045639e+00 1.0000000000e+00
1.5218803741e+00 2.4042073629e-04 9.9730083201e-04 5.3503800296e+01 9.7472291477e-02 1.0435661230e+03 2.2130827038e+03 1.4268655625e+01 1.4638678755e+02 1.0327165823e-01 1.0000000000e-01 2.5132741229e+01 4.0326564586e-04 2.0330629827e+12 1.1575516298e+00 1.0000000000e+00
1.6720040447e+00 2.4042073629e-04 1.1272298539e-03 5.3234049449e+01 9.7463759324e-02 9.8144053395e+02 2.0857936508e+03 1.5775488124e+01 1.6186004145e+02 1.0332639567e-01 1.0000000000e-01 2.5132741229e+01 4.1769305539e-04 1.5659640925e+12 1.1401142149e+00 1.0000000000e+00
1.8350053407e+00 2.4042073629e-04 1.2679802824e-03 5.2904808205e+01 9.7453341705e-02 9.2539822916e+02 1.9660645071e+03 1.7412525664e+01 1.7867551137e+02 1.0338872971e-01 1.0000000000e-01 2.5132741229e+01 4.3826530142e-04 1.2226431505e+12 1.1203958251e+00 1.0000000000e+00
2.0123296161e+00 2.4042073629e-04 1.4199849737e-03 5.2526242781e+01 9.7440732198e-02 8.7416469663e+02 1.6352763181e+03 1.9194570386e+01 1.9698713211e+02 1.0345964787e-01 1.0000000000e-01 2.5132741229e+01 8.6572527994e-04 9.6141785440e+11 1.0983239450e+00 1.0000000000e+00
2.2061527041e+00 2.4042073629e-04 1.5836767842e-03 5.2088821447e+01 9.7425624570e-02 8.2832106909e+02 1.6179610867e+03 2.1143849383e+01 2.1702554617e+02 1.0354027478e-01 1.0000000000e-01 2.5132741229e+01 7.3334937656e-04 7.7219640977e+11 1.0741040877e+00 1.0000000000e+00
2.4181919600e+00 2.4042073629e-04 1.7594885700e-03 5.1590669581e+01 9.7407594884e-02 7.8634450484e+02 1.5889640567e+03 2.3278083588e+01 2.3897606358e+02 1.0363190647e-01 1.0000000000e-01 2.5132741229e+01 6.5105950417e-04 6.2627889465e+11 1.0476156972e+00 1.0000000000e+00
2.6507161200e+00 2.4042073629e-04 1.9478531875e-03 5.1029847672e+01 9.7386232064e-02 7.4787871762e+02 1.5433071055e+03 2.5620667762e+01 2.6308305824e+02 1.0373602069e-01 1.0000000000e-01 2.5132741229e+01 6.1703315459e-04 5.1303624597e+11 1.0189330934e+00 1.0000000000e+00
2.9062068979e+00 2.4042073629e-04 2.1492034929e-03 5.0406824373e+01 9.7361057862e-02 7.1256977164e+02 1.4829841310e+03 2.8197304690e+01 2.8961584138e+02 1.0385430428e-01 1.0000000000e-01 2.5132741229e+01 6.2321319695e-04 4.2451983273e+11 9.8815768500e-01 1.0000000000e+00
3.1873634019e+00 2.4042073629e-04 2.3639723425e-03 4.9727346122e+01 9.7331574363e-02 6.8008380399e+02 1.4162995269e+03 3.1036091390e+01 3.1886971513e+02 1.0398867776e-01 1.0000000000e-01 2.5132741229e+01 6.5523795132e-04 3.5460708696e+11 9.5542515083e-01 1.0000000000e+00
3.4960839051e+00 2.4042073629e-04 2.5925925926e-03 4.8980835727e+01 9.7297226641e-02 6.4896311609e+02 1.1006331898e+03 3.4157261852e+01 3.5106100175e+02 1.0414132925e-01 1.0000000000e-01 2.5132741229e+01 1.9229302237e-03 2.9495835087e+11 9.2077768150e-01 1.0000000000e+00
3.8379772114e+00 2.4042073629e-04 2.8354970993e-03 4.8182528093e+01 9.7257390660e-02 6.2193993295e+02 1.0973541376e+03 3.7618915006e+01 3.8679749427e+02 1.0431469198e-01 1.0000000000e-01 2.5132741229e+01 1.6695375434e-03 2.5229829443e+11 8.8482395410e-01 1.0000000000e+00
4.2144356928e+00 2.4042073629e-04 3.0931187191e-03 4.7332538583e+01 9.7211359227e-02 5.9659273368e+02 1.0921333379e+03 4.1436859550e+01 4.2625532530e+02 1.0451154566e-01 1.0000000000e-01 2.5132741229e+01 1.4693002135e-03 2.1680758824e+11 8.4758350531e-01 1.0000000000e+00
4.6288831936e+00 2.4042073629e-04 3.3658903080e-03 4.6442727782e+01 9.7158396181e-02 5.7299242944e+02 1.1738754655e+03 4.5647905599e+01 4.6982975629e+02 1.0473496699e-01 1.0000000000e-01 2.5132741229e+01 8.8577837734e-04 1.8750328848e+11 8.0943524917e-01 1.0000000000e+00
5.0842284246e+00 2.4042073629e-04 3.6542447225e-03 4.5502395927e+01 9.7097629722e-02 5.5081824363e+02 1.0704278363e+03 5.0284160762e+01 5.1787217573e+02 1.0498836472e-01 1.0000000000e-01 2.5132741229e+01 1.2174882635e-03 1.6249372993e+11 7.7075734285e-01 1.0000000000e+00
5.5836536766e+00 2.4042073629e-04 3.9586148187e-03 4.4531565420e+01 9.7028116714e-02 5.3020828539e+02 1.0497292806e+03 5.5381132432e+01 5.7077406331e+02 1.0527547704e-01 1.0000000000e-01 2.5132741229e+01 1.1702192193e-03 1.4165781255e+11 7.3200849049e-01 1.0000000000e+00
6.1295294488e+00 2.4042073629e-04 4.2794334530e-03 4.3537345403e+01 9.6948799344e-02 5.1093344712e+02 1.0203395607e+03 6.0966744602e+01 6.2885507623e+02 1.0560037325e-01 1.0000000000e-01 2.5132741229e+01 1.1801855440e-03 1.2395135306e+11 6.9362651336e-01 1.0000000000e+00
6.7236791640e+00 2.4042073629e-04 4.6171334815e-03 4.2515020481e+01 9.6858451085e-02 4.9287086899e+02 9.8529579434e+02 6.7064066792e+01 6.9239251754e+02 1.0596743795e-01 1.0000000000e-01 2.5132741229e+01 1.2332222009e-03 1.0875582354e+11 6.5605557336e-01 1.0000000000e+00
7.3623388382e+00 2.4042073629e-04 4.9721477606e-03 4.1469421410e+01 9.6755727219e-02 4.7432726295e+02 7.3623625002e+02 7.3639266954e+01 7.6108432100e+02 1.0638137087e-01 1.0000000000e-01 2.5132741229e+01 4.5663424076e-03 9.3811260618e+10 6.1963625941e-01 1.0000000000e+00
8.0570258887e+00 2.4042073629e-04 5.3449091466e-03 4.0420729213e+01 9.6639059153e-02 4.5917680142e+02 7.3548288284e+02 8.0817121799e+01 8.3627802782e+02 1.0684707536e-01 1.0000000000e-01 2.5132741229e+01 4.0700008621e-03 8.3184793432e+10 5.8495279331e-01 1.0000000000e+00
8.7986341237e+00 2.4042073629e-04 5.7358504956e-03 3.9359859186e+01 9.6506644854e-02 4.4456051333e+02 7.3436294781e+02 8.8510270593e+01 9.1714172353e+02 1.0736978110e-01 1.0000000000e-01 2.5132741229e+01 3.6230864394e-03 7.3487881063e+10 5.5217178368e-01 1.0000000000e+00
9.5847553330e+00 2.4042073629e-04 6.1454046639e-03 3.8287294403e+01 9.6356550302e-02 4.3052319494e+02 7.3268498117e+02 9.6700782460e+01 1.0035724832e+03 1.0795489176e-01 1.0000000000e-01 2.5132741229e+01 3.2260144939e-03 6.4692477177e+10 5.2155144162e-01 1.0000000000e+00
1.0411372742e+01 2.4042073629e-04 6.5740045079e-03 3.7220418377e+01 9.6186404940e-02 4.1709695273e+02 7.3003810191e+02 1.0535429052e+02 1.0953137357e+03 1.0860799666e-01 1.0000000000e-01 2.5132741229e+01 2.8807189815e-03 5.6731975562e+10 4.9326573028e-01 1.0000000000e+00
1.1272861474e+01 2.4042073629e-04 7.0220828837e-03 3.6154796904e+01 9.5993540691e-02 4.0424786327e+02 7.2597493156e+02 1.1441957903e+02 1.1919508146e+03 1.0933484238e-01 1.0000000000e-01 2.5132741229e+01 2.5870116870e-03 4.9545825919e+10 4.6740987854e-01 1.0000000000e+00
1.2162057463e+01 2.4042073629e-04 7.4900726477e-03 3.5099478641e+01 9.5775025005e-02 3.9194067646e+02 7.1942658249e+02 1.2382879807e+02 1.2929132419e+03 1.1014130814e-01 1.0000000000e-01 2.5132741229e+01 2.3531060382e-03 4.3068584530e+10 4.4400881951e-01 1.0000000000e+00
1.3070436493e+01 2.4042073629e-04 7.9784066561e-03 3.4041867572e+01 9.5527375147e-02 3.8013323495e+02 7.2976851689e+02 1.3349877815e+02 1.3974923727e+03 1.1103338230e-01 1.0000000000e-01 2.5132741229e+01 1.8948020031e-03 3.7246947721e+10 4.2303006652e-01 1.0000000000e+00
1.3988208807e+01 2.4042073629e-04 8.4875177651e-03 3.3000500820e+01 9.5246619148e-02 3.6874071210e+02 6.9485335682e+02 1.4333140758e+02 1.5048450944e+03 1.1201714010e-01 1.0000000000e-01 2.5132741229e+01 2.0818626626e-03 3.2027083115e+10 4.0439753829e-01 1.0000000000e+00
1.4904843891e+01 2.4042073629e-04 9.0178388311e-03 3.1968983041e+01 9.4928325667e-02 3.5775675583e+02 6.7687019776e+02 1.5321862080e+02 1.6140453308e+03 1.1309872119e-01 1.0000000000e-01 2.5132741229e+01 2.0287816047e-03 2.7375680457e+10 3.8800627818e-01 1.0000000000e+00
1.5809155521e+01 2.4042073629e-04 9.5698027103e-03 3.0951431195e+01 9.4567459831e-02 3.4711159416e+02 6.5671557070e+02 1.6304275408e+02 1.7240893894e+03 1.1428430625e-01 1.0000000000e-01 2.5132741229e+01 2.0038874256e-03 2.3246905391e+10 3.7373483302e-01 1.0000000000e+00
1.6689786241e+01 2.4042073629e-04 1.0143842259e-02 2.9949308926e+01 9.4158219142e-02 3.3679198218e+02 6.3577902453e+02 1.7268129338e+02 1.8339481667e+03 1.1558009189e-01 1.0000000000e-01 2.5132741229e+01 1.9887416237e-03 1.9620770131e+10 3.6145659621e-01 1.0000000000e+00
1.7535558672e+01 2.4042073629e-04 1.0740390333e-02 2.8968196840e+01 9.3694151772e-02 3.2677391030e+02 6.1558700598e+02 1.8201036865e+02 1.9426011678e+03 1.1699226484e-01 1.0000000000e-01 2.5132741229e+01 1.9591521361e-03 1.6447789985e+10 3.5104762588e-01 1.0000000000e+00
1.8335840260e+01 2.4042073629e-04 1.1359879790e-02 2.7996126199e+01 9.3168011789e-02 3.1700115430e+02 5.9342536572e+02 1.9090859707e+02 2.0490787922e+03 1.1852697441e-01 1.0000000000e-01 2.5132741229e+01 1.9603349079e-03 1.3701559996e+10 3.4239307266e-01 1.0000000000e+00
1.9080898961e+01 2.4042073629e-04 1.2002743484e-02 2.7046651959e+01 9.2571744665e-02 3.0750202095e+02 5.7676460083e+02 1.9926106140e+02 2.1525041158e+03 1.2019030541e-01 1.0000000000e-01 2.5132741229e+01 1.8711682057e-03 1.1342746646e+10 3.3539068754e-01 1.0000000000e+00
1.9762174413e+01 2.4042073629e-04 1.2669414273e-02 2.6122095766e+01 9.1896385828e-02 2.9824931384e+02 5.5875550710e+02 2.0696258899e+02 2.2521297995e+03 1.2198825147e-01 1.0000000000e-01 2.5132741229e+01 1.8041756726e-03 9.3321862689e+09 3.2995307218e-01 1.0000000000e+00
2.0372536380e+01 2.4042073629e-04 1.3360325013e-02 2.5209803925e+01 9.1132155408e-02 2.8923033599e+02 5.4075864888e+02 2.1392111465e+02 2.3473724910e+03 1.2392669013e-01 1.0000000000e-01 2.5132741229e+01 1.7406546361e-03 7.6443655333e+09 3.2600860444e-01 1.0000000000e+00
2.0906439895e+01 2.4042073629e-04 1.4075908560e-02 2.4322358032e+01 9.0268378377e-02 2.8044296044e+02 5.2327395172e+02 2.2006007795e+02 2.4378423752e+03 1.2601136106e-01 1.0000000000e-01 2.5132741229e+01 1.6700014331e-03 6.2226553766e+09 3.2350120036e-01 1.0000000000e+00
2.1360013646e+01 2.4042073629e-04 1.4816597770e-02 2.3461531766e+01 8.9293653967e-02 2.7190366944e+02 5.0529902658e+02 2.2532020675e+02 2.5233619271e+03 1.2824784707e-01 1.0000000000e-01 2.5132741229e+01 1.6135986567e-03 5.0481486165e+09 3.2239010882e-01 1.0000000000e+00
2.1731087180e+01 2.4042073629e-04 1.5582825500e-02 2.2616719095e+01 8.8195852917e-02 2.6360190021e+02 4.9358625346e+02 2.2966069001e+02 2.6039851355e+03 1.3064156046e-01 1.0000000000e-01 2.5132741229e+01 1.4663869152e-03 4.0800379124e+09 3.2264867305e-01 1.0000000000e+00
2.2019101560e+01 2.4042073629e-04 1.6375024606e-02 2.1791741363e+01 8.6962417744e-02 2.5555622593e+02 4.7747820635e+02 2.3305902240e+02 2.6799970429e+03 1.3319773364e-01 1.0000000000e-01 2.5132741229e+01 1.3951610905e-03 3.2885963221e+09 3.2426335994e-01 1.0000000000e+00
2.2225043995e+01 2.4042073629e-04 1.7193627944e-02 2.0991623998e+01 8.5580553291e-02 2.4775692020e+02 4.6386099787e+02 2.3551109380e+02 2.7519230099e+03 1.3592141553e-01 1.0000000000e-01 2.5132741229e+01 1.2965399672e-03 2.6445445984e+09 3.2723244373e-01 1.0000000000e+00
2.2351248511e+01 2.4042073629e-04 1.8039068370e-02 2.0215855085e+01 8.4037572102e-02 2.4021819408e+02 4.4817130142e+02 2.3702961640e+02 2.8205195661e+03 1.3881747351e-01 1.0000000000e-01 2.5132741229e+01 1.2359578975e-03 2.1224930675e+09 3.3156462598e-01 1.0000000000e+00
