# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 k2	 lambda_tidal	 phi_1_0	 H_0	 
2.3034963176e+00 1.1321252521e-05 1.9478531875e-03 2.3592167660e+02 3.2898682439e-01 7.3146226640e+02 1.5312466982e+03 1.9839479898e+01 6.0304785562e+01 1.0172352456e-01 1.0000000000e-01 2.5132741229e+01 4.0635827979e-04 3.2487250007e+11 5.6866640501e-01 1.0000000000e+00
2.5770252837e+00 1.1321252521e-05 2.1492034929e-03 2.2001973693e+02 3.0520788132e-01 7.0017387917e+02 1.4738072811e+03 2.2830330078e+01 7.4802557454e+01 1.0182002143e-01 1.0000000000e-01 2.5132741229e+01 4.4188283151e-04 2.9178851921e+11 5.8214822335e-01 1.0000000000e+00
2.8808026125e+00 1.1321252521e-05 2.3639723425e-03 2.0526665193e+02 2.8220212695e-01 6.7055117981e+02 1.4096167891e+03 2.6121712693e+01 9.2563840590e+01 1.0193311025e-01 1.0000000000e-01 2.5132741229e+01 4.9385979925e-04 2.6102917943e+11 5.9265519915e-01 1.0000000000e+00
3.2173968189e+00 1.1321252521e-05 2.5925925926e-03 1.9159983808e+02 2.6014260677e-01 6.4262018230e+02 1.3454494126e+03 2.9739121540e+01 1.1431853440e+02 1.0206512939e-01 1.0000000000e-01 2.5132741229e+01 5.5634578480e-04 2.3294802661e+11 6.0018285954e-01 1.0000000000e+00
3.5895519416e+00 1.1321252521e-05 2.8354970993e-03 1.7894463498e+02 2.3916139625e-01 6.1636524795e+02 1.2838883730e+03 3.3710575146e+01 1.4095324611e+02 1.0221868634e-01 1.0000000000e-01 2.5132741229e+01 6.2665519503e-04 2.0760770751e+11 6.0477908247e-01 1.0000000000e+00
3.9999187900e+00 1.1321252521e-05 3.0931187191e-03 1.6722979256e+02 2.1935112859e-01 5.9152320875e+02 1.0912426619e+03 3.8063949823e+01 1.7352976512e+02 1.0239667511e-01 1.0000000000e-01 2.5132741229e+01 1.2540055025e-03 1.8428580166e+11 6.0653773962e-01 1.0000000000e+00
4.4519403490e+00 1.1321252521e-05 3.3658903080e-03 1.5638741349e+02 2.0076782665e-01 5.6861680293e+02 1.1709321653e+03 4.2836022240e+01 2.1336098993e+02 1.0260227912e-01 1.0000000000e-01 2.5132741229e+01 7.8770349665e-04 1.6466651282e+11 6.0569241548e-01 1.0000000000e+00
4.9477071526e+00 1.1321252521e-05 3.6542447225e-03 1.4634675963e+02 1.8343496650e-01 5.4692559176e+02 1.0687501221e+03 4.8050735639e+01 2.6194970651e+02 1.0283899425e-01 1.0000000000e-01 2.5132741229e+01 1.1066549134e-03 1.4654784429e+11 6.0244320221e-01 1.0000000000e+00
5.4899216387e+00 1.1321252521e-05 3.9586148187e-03 1.3704149821e+02 1.6734799843e-01 5.2664900614e+02 1.0472184051e+03 5.3739175829e+01 3.2112230999e+02 1.0311061046e-01 1.0000000000e-01 2.5132741229e+01 1.0913221608e-03 1.3053512674e+11 5.9713676373e-01 1.0000000000e+00
6.0804381616e+00 1.1321252521e-05 4.2794334530e-03 1.2841079777e+02 1.5247938062e-01 5.0762286527e+02 1.0172061738e+03 5.9924737758e+01 3.9300223752e+02 1.0342121475e-01 1.0000000000e-01 2.5132741229e+01 1.1235153650e-03 1.1620183974e+11 5.9015058629e-01 1.0000000000e+00
6.7204811717e+00 1.1321252521e-05 4.6171334815e-03 1.2039661714e+02 1.3878357597e-01 4.8974482923e+02 9.8137237704e+02 6.6625311627e+01 4.8006625540e+02 1.0377517460e-01 1.0000000000e-01 2.5132741229e+01 1.1955105593e-03 1.0335045237e+11 5.8191074502e-01 1.0000000000e+00
7.4103489502e+00 1.1321252521e-05 4.9721477606e-03 1.1294519071e+02 1.2620177802e-01 4.7293158550e+02 9.4385684995e+02 7.3850185389e+01 5.8517547494e+02 1.0417712004e-01 1.0000000000e-01 2.5132741229e+01 1.2902990716e-03 9.1793555927e+10 5.7286587896e-01 1.0000000000e+00
8.1468918296e+00 1.1321252521e-05 5.3449091466e-03 1.0600749715e+02 1.1466627074e-01 4.5638107720e+02 7.3535984997e+02 8.1573763260e+01 7.1140155456e+02 1.0463192901e-01 1.0000000000e-01 2.5132741229e+01 3.9460596795e-03 8.0586871249e+10 5.6343752550e-01 1.0000000000e+00
8.9337461903e+00 1.1321252521e-05 5.7358504956e-03 9.9538956488e+01 1.0410410777e-01 4.4179109871e+02 7.3414809453e+02 8.9841544121e+01 8.6299710979e+02 1.0514467219e-01 1.0000000000e-01 2.5132741229e+01 3.5333168110e-03 7.1565235782e+10 5.5412625101e-01 1.0000000000e+00
9.7633933698e+00 1.1321252521e-05 6.1454046639e-03 9.3498903871e+01 9.4440325841e-02 4.2779202259e+02 7.3231640892e+02 9.8583837649e+01 1.0438743913e+03 1.0572064788e-01 1.0000000000e-01 2.5132741229e+01 3.1600791486e-03 6.3211040125e+10 5.4526860836e-01 1.0000000000e+00
1.0630998028e+01 1.1321252521e-05 6.5740045079e-03 8.7850380408e+01 8.5600397309e-02 4.1440598381e+02 7.2947347307e+02 1.0775871007e+02 1.2588575925e+03 1.0636531417e-01 1.0000000000e-01 2.5132741229e+01 2.8310002510e-03 5.5537814806e+10 5.3720662596e-01 1.0000000000e+00
1.1530155239e+01 1.1321252521e-05 7.0220828837e-03 8.2561120975e+01 7.7512219310e-02 4.0158593656e+02 7.2492252617e+02 1.1730753944e+02 1.5134070535e+03 1.0708428603e-01 1.0000000000e-01 2.5132741229e+01 2.5525485217e-03 4.8532404105e+10 5.3021934576e-01 1.0000000000e+00
1.2452995131e+01 1.1321252521e-05 7.4900726477e-03 7.7600785544e+01 7.0107528363e-02 3.8931630708e+02 7.1776201940e+02 1.2715555497e+02 1.8137218347e+03 1.0788331778e-01 1.0000000000e-01 2.5132741229e+01 2.3307882133e-03 4.2170016281e+10 5.2452199373e-01 1.0000000000e+00
1.3390376233e+01 1.1321252521e-05 7.9784066561e-03 7.2942343510e+01 6.3322955822e-02 3.7751101417e+02 7.2376482472e+02 1.3721326861e+02 2.1668803490e+03 1.0876828632e-01 1.0000000000e-01 2.5132741229e+01 1.9311418701e-03 3.6425013679e+10 5.2026934445e-01 1.0000000000e+00
1.4332034593e+01 1.1321252521e-05 8.4875177651e-03 6.8561395952e+01 5.7100639776e-02 3.6614561565e+02 6.9110649283e+02 1.4737741817e+02 2.5810116796e+03 1.0974517413e-01 1.0000000000e-01 2.5132741229e+01 2.0875482115e-03 3.1258291798e+10 5.1756167562e-01 1.0000000000e+00
1.5267066855e+01 1.1321252521e-05 9.0178388311e-03 6.4439146183e+01 5.1388648909e-02 3.5517184002e+02 6.7233613688e+02 1.5753552316e+02 3.0655704422e+03 1.1082005079e-01 1.0000000000e-01 2.5132741229e+01 2.0425777969e-03 2.6651157709e+10 5.1645327378e-01 1.0000000000e+00
1.6184081174e+01 1.1321252521e-05 9.5698027103e-03 6.0555420391e+01 4.6141061210e-02 3.4453992328e+02 6.5139737721e+02 1.6756697406e+02 3.6316237570e+03 1.1199905284e-01 1.0000000000e-01 2.5132741229e+01 2.0263117133e-03 2.2570595327e+10 5.1695993030e-01 1.0000000000e+00
1.7071658999e+01 1.1321252521e-05 1.0143842259e-02 5.6893368609e+01 4.1317889988e-02 3.3421829247e+02 6.3028161721e+02 1.7734759528e+02 4.2922713462e+03 1.1328836124e-01 1.0000000000e-01 2.5132741229e+01 2.0097766705e-03 1.8985811252e+10 5.1906681753e-01 1.0000000000e+00
1.7918708185e+01 1.1321252521e-05 1.0740390333e-02 5.3437554050e+01 3.6884793086e-02 3.2419151082e+02 6.0962313511e+02 1.8675323316e+02 5.0631498113e+03 1.1469417708e-01 1.0000000000e-01 2.5132741229e+01 1.9837625073e-03 1.5863783461e+10 5.2273476753e-01 1.0000000000e+00
1.8714825234e+01 1.1321252521e-05 1.1359879790e-02 5.0174933674e+01 3.2812650311e-02 3.1443172575e+02 5.8991089713e+02 1.9566366279e+02 5.9630557404e+03 1.1622269586e-01 1.0000000000e-01 2.5132741229e+01 1.9409597164e-03 1.3169192455e+10 5.2790526782e-01 1.0000000000e+00
1.9450622917e+01 1.1321252521e-05 1.2002743484e-02 4.7093574792e+01 2.9076950807e-02 3.0492704785e+02 5.7002554505e+02 2.0396635641e+02 7.0147092714e+03 1.1788008129e-01 1.0000000000e-01 2.5132741229e+01 1.9007729456e-03 1.0864521044e+10 5.3450421028e-01 1.0000000000e+00
2.0118015099e+01 1.1321252521e-05 1.2669414273e-02 4.4181047220e+01 2.5657078244e-02 2.9567981319e+02 5.5284883381e+02 2.1156002066e+02 8.2456785860e+03 1.1967243935e-01 1.0000000000e-01 2.5132741229e+01 1.8167782324e-03 8.9113595141e+09 5.4244470798e-01 1.0000000000e+00
2.0710422727e+01 1.1321252521e-05 1.3360325013e-02 4.1427184742e+01 2.2535551152e-02 2.8666506045e+02 5.3648048827e+02 2.1835747326e+02 9.6894667359e+03 1.2160579365e-01 1.0000000000e-01 2.5132741229e+01 1.7226024681e-03 7.2706182551e+09 5.5162934281e-01 1.0000000000e+00
2.1222918498e+01 1.1321252521e-05 1.4075908560e-02 3.8831576382e+01 1.9697152660e-02 2.7789714492e+02 5.1747956106e+02 2.2428800958e+02 1.1386823946e+04 1.2368606291e-01 1.0000000000e-01 2.5132741229e+01 1.6752388752e-03 5.9038720949e+09 5.6195225266e-01 1.0000000000e+00
2.1652305985e+01 1.1321252521e-05 1.4816597770e-02 3.6367415051e+01 1.7128115080e-02 2.6937883526e+02 5.0275942615e+02 2.2929915741e+02 1.3387296637e+04 1.2591904129e-01 1.0000000000e-01 2.5132741229e+01 1.5650057051e-03 4.7746119750e+09 5.7330135605e-01 1.0000000000e+00
2.1997081520e+01 1.1321252521e-05 1.5582825500e-02 3.4045631235e+01 1.4815363979e-02 2.6110625244e+02 4.8598148298e+02 2.3335714681e+02 1.5751023542e+04 1.2831038240e-01 1.0000000000e-01 2.5132741229e+01 1.4947000291e-03 3.8483557867e+09 5.8556088943e-01 1.0000000000e+00
2.2257387231e+01 1.1321252521e-05 1.6375024606e-02 3.1854566229e+01 1.2745876693e-02 2.5308250403e+02 4.7169684431e+02 2.3644727798e+02 1.8550883841e+04 1.3086558733e-01 1.0000000000e-01 2.5132741229e+01 1.3949141080e-03 3.0937283190e+09 5.9861434169e-01 1.0000000000e+00
2.2434859256e+01 1.1321252521e-05 1.7193627944e-02 2.9787723749e+01 1.0906202236e-02 2.4533065506e+02 4.6159716150e+02 2.3857300509e+02 2.1874984521e+04 1.3358999722e-01 1.0000000000e-01 2.5132741229e+01 1.2473189942e-03 2.4826064899e+09 6.1234766397e-01 1.0000000000e+00
2.2532441251e+01 1.1321252521e-05 1.8039068370e-02 2.7836689627e+01 9.2821712238e-03 2.3784227696e+02 4.4837947816e+02 2.3975448884e+02 2.5829569726e+04 1.3648879051e-01 1.0000000000e-01 2.5132741229e+01 1.1562358758e-03 1.9902075855e+09 6.2665257169e-01 1.0000000000e+00
2.2554204932e+01 1.1321252521e-05 1.8911778740e-02 2.6004045072e+01 7.8588020075e-03 2.3061995093e+02 4.3420224809e+02 2.4002708337e+02 3.0542452036e+04 1.3956698509e-01 1.0000000000e-01 2.5132741229e+01 1.0882876637e-03 1.5951856962e+09 6.4142966269e-01 1.0000000000e+00
2.2505116811e+01 1.1321252521e-05 1.9812191912e-02 2.4272882440e+01 6.6203620171e-03 2.2369108251e+02 4.2099772316e+02 2.3943900647e+02 3.6167056402e+04 1.4282944519e-01 1.0000000000e-01 2.5132741229e+01 1.0185526851e-03 1.2794087776e+09 6.5659106268e-01 1.0000000000e+00
2.2390822665e+01 1.1321252521e-05 2.0740740741e-02 2.2648277629e+01 5.5506060290e-03 2.1704595249e+02 4.1258064307e+02 2.3804903805e+02 4.2887035544e+04 1.4628089282e-01 1.0000000000e-01 2.5132741229e+01 9.0515628329e-04 1.0277842061e+09 6.7206236976e-01 1.0000000000e+00
2.2217412325e+01 1.1321252521e-05 2.1697858083e-02 2.1124087649e+01 4.6330580814e-03 2.1067843231e+02 4.0362902903e+02 2.3592379945e+02 5.0921830745e+04 1.4992592351e-01 1.0000000000e-01 2.5132741229e+01 8.1324605857e-04 8.2750489684e+08 6.8778372790e-01 1.0000000000e+00
2.1991250498e+01 1.1321252521e-05 2.2683976795e-02 1.9695200549e+01 3.8513728299e-03 2.0461294252e+02 3.9280880654e+02 2.3313568281e+02 6.0533137950e+04 1.5376902591e-01 1.0000000000e-01 2.5132741229e+01 7.5250916614e-04 6.6842987802e+08 7.0371000739e-01 1.0000000000e+00
2.1718808532e+01 1.1321252521e-05 2.3699529733e-02 1.8359280264e+01 3.1896780909e-03 1.9884714705e+02 3.8620133479e+02 2.2976066537e+02 7.2032555896e+04 1.5781460470e-01 1.0000000000e-01 2.5132741229e+01 6.6427579091e-04 5.4205624292e+08 7.1981012783e-01 1.0000000000e+00
2.1406474823e+01 1.1321252521e-05 2.4744949753e-02 1.7110948071e+01 2.6328757664e-03 1.9337565276e+02 3.7219494765e+02 2.2587575115e+02 8.5790508629e+04 1.6206700640e-01 1.0000000000e-01 2.5132741229e+01 6.5106065901e-04 4.4165444321e+08 7.3606568748e-01 1.0000000000e+00
2.1060526180e+01 1.1321252521e-05 2.5820669711e-02 1.5937521433e+01 2.1668857271e-03 1.8821533846e+02 3.6994358472e+02 2.2155834466e+02 1.0224735984e+05 1.6653054740e-01 1.0000000000e-01 2.5132741229e+01 5.4982616395e-04 3.6185367711e+08 7.5246909546e-01 1.0000000000e+00
2.0686891173e+01 1.1321252521e-05 2.6927122464e-02 1.4844220451e+01 1.7788213903e-03 1.8334187732e+02 3.5708158200e+02 2.1688298331e+02 1.2192510417e+05 1.7120954386e-01 1.0000000000e-01 2.5132741229e+01 5.4102682729e-04 2.9832892924e+08 7.6902140732e-01 1.0000000000e+00
2.0291258067e+01 1.1321252521e-05 2.8064740869e-02 1.3829105612e+01 1.4570702501e-03 1.7878287676e+02 3.5451602527e+02 2.1192236460e+02 1.4544416412e+05 1.7610834290e-01 1.0000000000e-01 2.5132741229e+01 4.6571611741e-04 2.4769591926e+08 7.8573009179e-01 1.0000000000e+00
1.9878850357e+01 1.1321252521e-05 2.9233957780e-02 1.2880027927e+01 1.1913379014e-03 1.7451137826e+02 3.4475148155e+02 2.0674420789e+02 1.7353952028e+05 1.8123135473e-01 1.0000000000e-01 2.5132741229e+01 4.4800294595e-04 2.0721893204e+08 8.0260686227e-01 1.0000000000e+00
1.9454563010e+01 1.1321252521e-05 3.0435206055e-02 1.1991168857e+01 9.7261260672e-04 1.7053637282e+02 3.4296188119e+02 2.0141266862e+02 2.0708416406e+05 1.8658308536e-01 1.0000000000e-01 2.5132741229e+01 3.8796660231e-04 1.7485244944e+08 8.1966572731e-01 1.0000000000e+00
1.9022797586e+01 1.1321252521e-05 3.1668918550e-02 1.1173026284e+01 7.9310028794e-04 1.6686834388e+02 3.3347594951e+02 1.9598599137e+02 2.4711375641e+05 1.9216816973e-01 1.0000000000e-01 2.5132741229e+01 3.7995581459e-04 1.4882489259e+08 8.3692130109e-01 1.0000000000e+00
1.8587622351e+01 1.1321252521e-05 3.2935528121e-02 1.0402600042e+01 6.4613004379e-04 1.6349905753e+02 3.3238066575e+02 1.9051829736e+02 2.9486060769e+05 1.9799140501e-01 1.0000000000e-01 2.5132741229e+01 3.3203072081e-04 1.2794113529e+08 8.5438744347e-01 1.0000000000e+00
1.8152627196e+01 1.1321252521e-05 3.4235467624e-02 9.6908782990e+00 5.2604903998e-04 1.6042473569e+02 3.2775588760e+02 1.8505756169e+02 3.5178766166e+05 2.0405778394e-01 1.0000000000e-01 2.5132741229e+01 3.0921389070e-04 1.1108751559e+08 8.7207618676e-01 1.0000000000e+00
1.7721064852e+01 1.1321252521e-05 3.5569169916e-02 9.0291945339e+00 4.2809715633e-04 1.5765149250e+02 3.2458395565e+02 1.7964724339e+02 4.1964129109e+05 2.1037252838e-01 1.0000000000e-01 2.5132741229e+01 2.8481430882e-04 9.7465619462e+07 8.8999697723e-01 1.0000000000e+00
1.7295803410e+01 1.1321252521e-05 3.6937067852e-02 8.4191205451e+00 3.4830295454e-04 1.5516609027e+02 3.1852512077e+02 1.7432557321e+02 5.0049984056e+05 2.1694112290e-01 1.0000000000e-01 2.5132741229e+01 2.7780232663e-04 8.6512314200e+07 9.0815615635e-01 1.0000000000e+00
1.6879414184e+01 1.1321252521e-05 3.8339594290e-02 7.8427392756e+00 2.8336457936e-04 1.5298018768e+02 3.1589623066e+02 1.6912658054e+02 5.9685152222e+05 2.2376934854e-01 1.0000000000e-01 2.5132741229e+01 2.6008304142e-04 7.7712906365e+07 9.2655665995e-01 1.0000000000e+00
1.6474156532e+01 1.1321252521e-05 3.9777182085e-02 7.3142834297e+00 2.3055311463e-04 1.5107847053e+02 3.1832102494e+02 1.6407985349e+02 7.1167918833e+05 2.3086331699e-01 1.0000000000e-01 2.5132741229e+01 2.2749084863e-04 7.0620514012e+07 9.4519788379e-01 1.0000000000e+00
1.6081987106e+01 1.1321252521e-05 4.1250264094e-02 6.8232695465e+00 1.8762464135e-04 1.4946523602e+02 3.1573321789e+02 1.5921063813e+02 8.4855932028e+05 2.3822950519e-01 1.0000000000e-01 2.5132741229e+01 2.1807583359e-04 6.4988035294e+07 9.6407569817e-01 1.0000000000e+00
1.5704666266e+01 1.1321252521e-05 4.2759273172e-02 6.3614276604e+00 1.5274019792e-04 1.4814695160e+02 3.1116635833e+02 1.5454116895e+02 1.0117910744e+06 2.4587479072e-01 1.0000000000e-01 2.5132741229e+01 2.1866826373e-04 6.0589715700e+07 9.8318254502e-01 1.0000000000e+00
1.5343767914e+01 1.1321252521e-05 4.4304642177e-02 5.9343455859e+00 1.2439396021e-04 1.4712920508e+02 3.1175813313e+02 1.5009080432e+02 1.2065763005e+06 2.5380648805e-01 1.0000000000e-01 2.5132741229e+01 2.0461889216e-04 5.7239090188e+07 1.0025076125e+00 1.0000000000e+00
1.5000646960e+01 1.1321252521e-05 4.5886803965e-02 5.5388076258e+00 1.0135762765e-04 1.4639404335e+02 3.1244053146e+02 1.4587565678e+02 1.4392173551e+06 2.6203238599e-01 1.0000000000e-01 2.5132741229e+01 1.9376116504e-04 5.4797448495e+07 1.0220370519e+00 1.0000000000e+00
1.4676524353e+01 1.1321252521e-05 4.7506191390e-02 5.1729247384e+00 8.2633964669e-05 1.4593956296e+02 3.1259146735e+02 1.4190969103e+02 1.7173288442e+06 2.7056078667e-01 1.0000000000e-01 2.5132741229e+01 1.8736172588e-04 5.3113933063e+07 1.0417542277e+00 1.0000000000e+00
1.4372493125e+01 1.1321252521e-05 4.9163237311e-02 4.8284630085e+00 6.7409309412e-05 1.4577231066e+02 3.1159730501e+02 1.3820484691e+02 2.0502338344e+06 2.7940054620e-01 1.0000000000e-01 2.5132741229e+01 1.8709410646e-04 5.2201953572e+07 1.0616399864e+00 1.0000000000e+00
1.4089541254e+01 1.1321252521e-05 5.0858374584e-02 4.5148604351e+00 5.5025206488e-05 1.4590168119e+02 3.1022051797e+02 1.3477137586e+02 2.4492661539e+06 2.8856111750e-01 1.0000000000e-01 2.5132741229e+01 1.9050839310e-04 5.1986848840e+07 1.0816729129e+00 1.0000000000e+00
1.3828573515e+01 1.1321252521e-05 5.2592036063e-02 4.2199968682e+00 4.4945949171e-05 1.4630084582e+02 3.1091500762e+02 1.3161816746e+02 2.9283655121e+06 2.9805259551e-01 1.0000000000e-01 2.5132741229e+01 1.9004934701e-04 5.2443695150e+07 1.1018295971e+00 1.0000000000e+00
1.3590403982e+01 1.1321252521e-05 5.4364654606e-02 3.9365973338e+00 3.6738454936e-05 1.4697723815e+02 3.1457418258e+02 1.2875272202e+02 3.5045763967e+06 3.0788576526e-01 1.0000000000e-01 2.5132741229e+01 1.8319254664e-04 5.3591235351e+07 1.1220848981e+00 1.0000000000e+00
1.3375720553e+01 1.1321252521e-05 5.6176663070e-02 3.6880801824e+00 3.0050147883e-05 1.4791002105e+02 3.1346922289e+02 1.2618079569e+02 4.1990074784e+06 3.1807215313e-01 1.0000000000e-01 2.5132741229e+01 1.9285518615e-04 5.5440180524e+07 1.1424121754e+00 1.0000000000e+00
1.3185216166e+01 1.1321252521e-05 5.8028494309e-02 3.4480384840e+00 2.4596570751e-05 1.4910230566e+02 3.1723083511e+02 1.2390804849e+02 5.0376147853e+06 3.2862408171e-01 1.0000000000e-01 2.5132741229e+01 1.9008355334e-04 5.8002471564e+07 1.1627835378e+00 1.0000000000e+00
1.3019405898e+01 1.1321252521e-05 5.9920581182e-02 3.2237832629e+00 2.0146513800e-05 1.5054663676e+02 3.1967927125e+02 1.2193792084e+02 6.0525568867e+06 3.3955472885e-01 1.0000000000e-01 2.5132741229e+01 1.9341251641e-04 6.1333180009e+07 1.1831700536e+00 1.0000000000e+00
1.2878726558e+01 1.1321252521e-05 6.1853356543e-02 3.0182958887e+00 1.6512656690e-05 1.5220169696e+02 3.2081751268e+02 1.2027290763e+02 7.2836800213e+06 3.5087819128e-01 1.0000000000e-01 2.5132741229e+01 2.0281145525e-04 6.5464819860e+07 1.2035419573e+00 1.0000000000e+00
1.2763491517e+01 1.1321252521e-05 6.3827253249e-02 2.8249935553e+00 1.3543417350e-05 1.5406090346e+02 3.2263242043e+02 1.1891409213e+02 8.7802132253e+06 3.6260955334e-01 1.0000000000e-01 2.5132741229e+01 2.1241958732e-04 7.0527848012e+07 1.2238688571e+00 1.0000000000e+00
1.2673849677e+01 1.1321252521e-05 6.5842704156e-02 2.6446189012e+00 1.1115057569e-05 1.5609546640e+02 3.2645369969e+02 1.1786073623e+02 1.0603700026e+07 3.7476496158e-01 1.0000000000e-01 2.5132741229e+01 2.1729484781e-04 7.6521023751e+07 1.2441198938e+00 1.0000000000e+00
1.2609697806e+01 1.1321252521e-05 6.7900142121e-02 2.4775756912e+00 9.1275569479e-06 1.5827625704e+02 3.2658198149e+02 1.1710932514e+02 1.2830303422e+07 3.8736170567e-01 1.0000000000e-01 2.5132741229e+01 2.3654094314e-04 8.3460611264e+07 1.2642639266e+00 1.0000000000e+00
1.2570789179e+01 1.1321252521e-05 7.0000000000e-02 2.3151901950e+00 7.4998472116e-06 1.6056506914e+02 3.2918088486e+02 1.1665491240e+02 1.5554305188e+07 4.0041830657e-01 1.0000000000e-01 2.5132741229e+01 2.4913365612e-04 9.1455476692e+07 1.2842696892e+00 1.0000000000e+00
6.0314430655e-01 1.4139971287e-05 0.0000000000e+00 5.6850111714e+02 6.0862885248e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.0000000000e-01 2.5132741229e+01 1.2119507687e-02 6.8343812222e+10 0.0000000000e+00 1.0000000000e+00
6.0314431019e-01 1.4139971287e-05 7.2142710649e-08 5.6850111714e+02 6.0862885120e-01 1.1946934779e+03 2.6783472742e+03 4.9512061056e-08 8.1350170894e-08 1.0129845284e-01 1.0000000000e-01 2.5132741229e+01 5.1980452328e-06 6.8034948211e+10 4.1849049365e-05 1.0000000000e+00
6.0314453972e-01 1.4139971287e-05 5.7714168519e-07 5.6850103783e+02 6.0862876962e-01 1.1946933986e+03 2.6785096237e+03 3.1687715917e-06 5.2064111160e-06 1.0129845288e-01 1.0000000000e-01 2.5132741229e+01 5.1963976754e-06 6.8035865603e+10 3.3479236300e-04 1.0000000000e+00
6.0314696318e-01 1.4139971287e-05 1.9478531875e-06 5.6849921368e+02 6.0862789414e-01 1.1946915889e+03 2.6784930477e+03 3.6094243617e-05 5.9304287504e-05 1.0129845333e-01 1.0000000000e-01 2.5132741229e+01 5.1971254682e-06 6.8043296839e+10 1.1299224883e-03 1.0000000000e+00
6.0315922962e-01 1.4139971287e-05 4.6171334815e-06 5.6849071299e+02 6.0862347021e-01 1.1946830738e+03 2.6783811688e+03 2.0279984795e-04 3.3321069245e-04 1.0129845559e-01 1.0000000000e-01 2.5132741229e+01 5.2486253746e-06 6.8703172468e+10 2.6783113308e-03 1.0000000000e+00
6.0320123389e-01 1.4139971287e-05 9.0178388311e-06 5.6846026481e+02 6.0860830555e-01 1.1946526400e+03 2.6784098000e+03 7.7360338061e-04 1.2711022402e-03 1.0129846334e-01 1.0000000000e-01 2.5132741229e+01 5.2346640008e-06 6.8522232979e+10 5.2309306833e-03 1.0000000000e+00
6.0331428732e-01 1.4139971287e-05 1.5582825500e-05 5.6837918742e+02 6.0856751201e-01 1.1945863144e+03 2.6782401107e+03 2.3098334877e-03 3.7955254628e-03 1.0129848417e-01 1.0000000000e-01 2.5132741229e+01 5.2871374075e-06 6.9187194862e+10 9.0383670177e-03 1.0000000000e+00
6.0357291361e-01 1.4139971287e-05 2.4744949753e-05 5.6819386665e+02 6.0847422864e-01 1.1944305262e+03 2.6778480625e+03 5.8237652224e-03 9.5710959449e-03 1.0129853184e-01 1.0000000000e-01 2.5132741229e+01 5.3043071242e-06 6.9362997779e+10 1.4350121303e-02 1.0000000000e+00
6.0409921704e-01 1.4139971287e-05 3.6937067852e-05 5.6781726958e+02 6.0828456444e-01 1.1941130085e+03 2.6768217648e+03 1.2972940890e-02 2.1327092036e-02 1.0129862885e-01 1.0000000000e-01 2.5132741229e+01 5.4637335624e-06 7.1309001237e+10 2.1413087153e-02 1.0000000000e+00
6.0507977656e-01 1.4139971287e-05 5.2592036063e-05 5.6711799244e+02 6.0793180548e-01 1.1935318614e+03 2.6753989414e+03 2.6286667559e-02 4.3239500421e-02 1.0129880965e-01 1.0000000000e-01 2.5132741229e+01 5.6852670490e-06 7.4005336518e+10 3.0468689605e-02 1.0000000000e+00
6.0678489010e-01 1.4139971287e-05 7.2142710649e-05 5.6590844328e+02 6.0732023405e-01 1.1925142591e+03 2.6728604152e+03 4.9419875082e-02 8.1373667978e-02 1.0129912419e-01 1.0000000000e-01 2.5132741229e+01 6.1680423451e-06 7.9909437617e+10 4.1747889029e-02 1.0000000000e+00
6.0958986843e-01 1.4139971287e-05 9.6021947874e-05 5.6393736513e+02 6.0631924014e-01 1.1908532866e+03 2.6684972189e+03 8.7424960925e-02 1.4418965314e-01 1.0129964206e-01 1.0000000000e-01 2.5132741229e+01 6.8509472837e-06 8.8034517140e+10 5.5463258823e-02 1.0000000000e+00
6.1399774683e-01 1.4139971287e-05 1.2466260400e-04 5.6088145784e+02 6.0475864118e-01 1.1882403524e+03 2.6622074883e+03 1.4702498941e-01 2.4311349916e-01 1.0130045697e-01 1.0000000000e-01 2.5132741229e+01 7.9261869857e-06 1.0065686945e+11 7.1797149592e-02 1.0000000000e+00
6.2066229705e-01 1.4139971287e-05 1.5849753530e-04 5.5636193969e+02 6.0242713890e-01 1.1843410312e+03 2.6524902644e+03 2.3686110384e-01 3.9317801033e-01 1.0130169174e-01 1.0000000000e-01 2.5132741229e+01 9.5982669776e-06 1.1968272388e+11 9.0885065188e-02 1.0000000000e+00
6.3040931743e-01 1.4139971287e-05 1.9795959802e-04 5.4995671799e+02 5.9907541462e-01 1.1786888739e+03 2.6383179804e+03 3.6767388428e-01 6.1373555867e-01 1.0130350358e-01 1.0000000000e-01 2.5132741229e+01 1.2129457384e-05 1.4724702435e+11 1.1279444886e-01 1.0000000000e+00
6.4425289537e-01 1.4139971287e-05 2.4348164844e-04 5.4124736275e+02 5.9442652611e-01 1.1708064431e+03 2.6185487179e+03 5.5236448475e-01 9.2923929280e-01 1.0130608972e-01 1.0000000000e-01 2.5132741229e+01 1.5607388284e-05 1.8247498453e+11 1.3749968397e-01 1.0000000000e+00
