# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 k2	 lambda_tidal	 phi_1_0	 H_0	 
3.1829687617e-03 0.0000000000e+00 4.7473265134e-05 1.4766250610e-10 0.0000000000e+00 4.6144417795e+01 9.9819738762e+01 3.1831436852e-04 inf 1.0001547522e+01 1.0000000000e+01 2.5132741229e+04 3.1249921875e+01 3.0520103628e-05 2.8738527515e+04 4.3357332004e+00 1.0000000000e+00
3.6727434786e-03 0.0000000000e+00 6.3186915893e-05 1.4766250610e-10 0.0000000000e+00 4.0001657541e+01 8.6530113213e+01 3.6730121920e-04 inf 1.0002060484e+01 1.0000000000e+01 2.5132741229e+04 2.7089921875e+01 -1.4290159708e-04 -6.5844759401e+04 4.3345863088e+00 1.0000000000e+00
4.1855869536e-03 0.0000000000e+00 8.2033802152e-05 1.4766250610e-10 0.0000000000e+00 3.5099320019e+01 7.5942769207e+01 4.1859846470e-04 inf 1.0002676208e+01 1.0000000000e+01 2.5132741229e+04 2.3769960938e+01 -1.3606677369e-03 -3.2654909220e+05 4.3332109527e+00 1.0000000000e+00
4.7206023567e-03 0.0000000000e+00 1.0429876350e-04 1.4766250610e-10 0.0000000000e+00 3.1127198605e+01 6.7348811352e+01 4.7211728157e-04 inf 1.0003404275e+01 1.0000000000e+01 2.5132741229e+04 2.1079960938e+01 3.0061361385e-04 3.9577552979e+04 4.3315864042e+00 1.0000000000e+00
5.2770171322e-03 0.0000000000e+00 1.3026663953e-04 1.4766250610e-10 0.0000000000e+00 2.7849090970e+01 6.0246244808e+01 5.2778139203e-04 inf 1.0004254353e+01 1.0000000000e+01 2.5132741229e+04 1.8859960938e+01 3.4011314763e-04 2.5658097989e+04 4.3296919814e+00 1.0000000000e+00
5.8541624245e-03 0.0000000000e+00 1.6022226983e-04 1.4766250610e-10 0.0000000000e+00 2.5102597197e+01 5.4325007154e+01 5.8552501263e-04 inf 1.0005236211e+01 1.0000000000e+01 2.5132741229e+04 1.6999980469e+01 3.4383904481e-04 1.5459643903e+04 4.3275072852e+00 1.0000000000e+00
6.4514573873e-03 0.0000000000e+00 1.9445049399e-04 1.4766250610e-10 0.0000000000e+00 2.2784295851e+01 4.9304481947e+01 6.4529129058e-04 inf 1.0006359736e+01 1.0000000000e+01 2.5132741229e+04 1.5429980469e+01 3.7383953843e-04 1.0355102918e+04 4.3250116562e+00 1.0000000000e+00
7.0683971041e-03 0.0000000000e+00 2.3323615160e-04 1.4766250610e-10 0.0000000000e+00 2.0805618269e+01 4.5022269270e+01 7.0703110383e-04 inf 1.0007634952e+01 1.0000000000e+01 2.5132741229e+04 1.4089980469e+01 3.7343758772e-04 6.5707619432e+03 4.3221847722e+00 1.0000000000e+00
7.7045429723e-03 0.0000000000e+00 2.7686408226e-04 1.4766250610e-10 0.0000000000e+00 1.9092747619e+01 4.1315954787e+01 7.7070210519e-04 inf 1.0009072040e+01 1.0000000000e+01 2.5132741229e+04 1.2929990234e+01 3.7046818094e-04 4.2372204708e+03 4.3190058251e+00 1.0000000000e+00
8.3595151099e-03 0.0000000000e+00 3.2561912555e-04 1.4766250610e-10 0.0000000000e+00 1.7601356307e+01 3.8096912154e+01 8.3626796966e-04 inf 1.0010681354e+01 1.0000000000e+01 2.5132741229e+04 1.1919990234e+01 3.7349921208e-04 2.8504669946e+03 4.3154550566e+00 1.0000000000e+00
9.0329860188e-03 0.0000000000e+00 3.7978612107e-04 1.4766250610e-10 0.0000000000e+00 1.6301926253e+01 3.5261792037e+01 9.0369777072e-04 inf 1.0012473448e+01 1.0000000000e+01 2.5132741229e+04 1.1039990234e+01 3.7491889323e-04 1.9444649942e+03 4.3115117089e+00 1.0000000000e+00
9.7246755825e-03 0.0000000000e+00 4.3964990841e-04 1.4766250610e-10 0.0000000000e+00 1.5150158706e+01 3.2781061934e+01 9.7296548523e-04 inf 1.0014459098e+01 1.0000000000e+01 2.5132741229e+04 1.0259990234e+01 3.7437976649e-04 1.3461522691e+03 4.3071560064e+00 1.0000000000e+00
1.0434346574e-02 0.0000000000e+00 5.0549532715e-04 1.4766250610e-10 0.0000000000e+00 1.4116521163e+01 3.0566124343e+01 1.0440495539e-03 inf 1.0016649323e+01 1.0000000000e+01 2.5132741229e+04 9.5599902345e+00 3.7373526351e-04 9.4719760578e+02 4.3023677701e+00 1.0000000000e+00
1.1161801175e-02 0.0000000000e+00 5.7760721689e-04 1.4766250610e-10 0.0000000000e+00 1.3201020835e+01 2.8587453971e+01 1.1169325420e-03 inf 1.0019055418e+01 1.0000000000e+01 2.5132741229e+04 8.9399951173e+00 3.7350074413e-04 6.7828430026e+02 4.2971272510e+00 1.0000000000e+00
1.1906877773e-02 0.0000000000e+00 6.5627041721e-04 1.4766250610e-10 0.0000000000e+00 1.2388877052e+01 2.6815503898e+01 1.1916008276e-03 inf 1.0021688979e+01 1.0000000000e+01 2.5132741229e+04 8.3899951173e+00 3.7379769619e-04 4.9258483341e+02 4.2914144725e+00 1.0000000000e+00
1.2669448192e-02 0.0000000000e+00 7.4176976772e-04 1.4766250610e-10 0.0000000000e+00 1.1650564521e+01 2.5220748832e+01 1.2680443370e-03 inf 1.0024561930e+01 1.0000000000e+01 2.5132741229e+04 7.8899951173e+00 3.7362137418e-04 3.6237545780e+02 4.2852101106e+00 1.0000000000e+00
1.3449415282e-02 0.0000000000e+00 8.3439010800e-04 1.4766250610e-10 0.0000000000e+00 1.0986083244e+01 2.3773656272e+01 1.3462563117e-03 inf 1.0027686560e+01 1.0000000000e+01 2.5132741229e+04 7.4399951173e+00 3.7317796916e-04 2.6979277588e+02 4.2784947222e+00 1.0000000000e+00
1.4246710770e-02 0.0000000000e+00 9.3441627763e-04 1.4766250610e-10 0.0000000000e+00 1.0365900718e+01 2.2459459968e+01 1.4262331055e-03 inf 1.0031075551e+01 1.0000000000e+01 2.5132741229e+04 7.0199951173e+00 3.7395862817e-04 2.0306053247e+02 4.2712487310e+00 1.0000000000e+00
1.5061293199e-02 0.0000000000e+00 1.0421331162e-03 1.4766250610e-10 0.0000000000e+00 9.8195494457e+00 2.1263393668e+01 1.5079739918e-03 inf 1.0034742018e+01 1.0000000000e+01 2.5132741229e+04 6.6499951173e+00 3.7319816313e-04 1.5441003231e+02 4.2634538576e+00 1.0000000000e+00
1.5893146045e-02 0.0000000000e+00 1.1578254634e-03 1.4766250610e-10 0.0000000000e+00 9.3101174047e+00 2.0163311603e+01 1.5914809649e-03 inf 1.0038699542e+01 1.0000000000e+01 2.5132741229e+04 6.3049975587e+00 3.7394828418e-04 1.1853635707e+02 4.2550906336e+00 1.0000000000e+00
1.6742276033e-02 0.0000000000e+00 1.2817781586e-03 1.4766250610e-10 0.0000000000e+00 8.8523636358e+00 1.9159206562e+01 1.6767586660e-03 inf 1.0042962212e+01 1.0000000000e+01 2.5132741229e+04 5.9949975587e+00 3.7310677326e-04 9.1795857829e+01 4.2461413450e+00 1.0000000000e+00
1.7608711272e-02 0.0000000000e+00 1.4142760416e-03 1.4766250610e-10 0.0000000000e+00 8.4167592428e+00 1.8236315898e+01 1.7638140661e-03 inf 1.0047544667e+01 1.0000000000e+01 2.5132741229e+04 5.6999975587e+00 3.7302265072e-04 7.1677294908e+01 4.2365872884e+00 1.0000000000e+00
1.8492499561e-02 0.0000000000e+00 1.5556039519e-03 1.4766250610e-10 0.0000000000e+00 8.0254536016e+00 1.7372490238e+01 1.8526564636e-03 inf 1.0052462137e+01 1.0000000000e+01 2.5132741229e+04 5.4349975587e+00 3.7443742003e-04 5.6397400491e+01 4.2264104715e+00 1.0000000000e+00
1.9393706973e-02 0.0000000000e+00 1.7060467291e-03 1.4766250610e-10 0.0000000000e+00 7.6562973364e+00 1.6589878955e+01 1.9432973168e-03 inf 1.0057730490e+01 1.0000000000e+01 2.5132741229e+04 5.1849975587e+00 3.7301016627e-04 4.4696987735e+01 4.2155944696e+00 1.0000000000e+00
2.0312415589e-02 0.0000000000e+00 1.8658892128e-03 1.4766250610e-10 0.0000000000e+00 7.3240566977e+00 1.5858949550e+01 2.0357498795e-03 inf 1.0063366282e+01 1.0000000000e+01 2.5132741229e+04 4.9599975587e+00 3.7362557063e-04 3.5663344646e+01 4.2041210914e+00 1.0000000000e+00
2.1248722083e-02 0.0000000000e+00 2.0354162426e-03 1.4766250610e-10 0.0000000000e+00 7.0065823096e+00 1.5172318897e+01 2.1300293279e-03 inf 1.0069386810e+01 1.0000000000e+01 2.5132741229e+04 4.7449975587e+00 3.7474061738e-04 2.8636142046e+01 4.1919740990e+00 1.0000000000e+00
2.2202735945e-02 0.0000000000e+00 2.2149126581e-03 1.4766250610e-10 0.0000000000e+00 6.7038759746e+00 1.4544755048e+01 2.2261524372e-03 inf 1.0075810159e+01 1.0000000000e+01 2.5132741229e+04 4.5399987794e+00 3.7411318428e-04 2.3131244580e+01 4.1791378887e+00 1.0000000000e+00
2.3174576951e-02 0.0000000000e+00 2.4046632988e-03 1.4766250610e-10 0.0000000000e+00 6.4307003383e+00 1.3946721899e+01 2.3241373907e-03 inf 1.0082655269e+01 1.0000000000e+01 2.5132741229e+04 4.3549987794e+00 3.7438536179e-04 1.8789824217e+01 4.1655962746e+00 1.0000000000e+00
2.4164373779e-02 0.0000000000e+00 2.6049530044e-03 1.4766250610e-10 0.0000000000e+00 6.1870572032e+00 1.3392987501e+01 2.4240036543e-03 inf 1.0089941985e+01 1.0000000000e+01 2.5132741229e+04 4.1899987794e+00 3.7358659125e-04 1.5344311550e+01 4.1513346989e+00 1.0000000000e+00
2.5172261167e-02 0.0000000000e+00 2.8160666145e-03 1.4766250610e-10 0.0000000000e+00 5.9471056308e+00 1.2872477167e+01 2.5257716373e-03 inf 1.0097691130e+01 1.0000000000e+01 2.5132741229e+04 4.0274987794e+00 3.7376175366e-04 1.2593297018e+01 4.1363383462e+00 1.0000000000e+00
2.6198377887e-02 0.0000000000e+00 3.0382889686e-03 1.4766250610e-10 0.0000000000e+00 5.7182287463e+00 1.2392574022e+01 2.6294628061e-03 inf 1.0105924564e+01 1.0000000000e+01 2.5132741229e+04 3.8724987794e+00 3.7346139081e-04 1.0384424533e+01 4.1205938697e+00 1.0000000000e+00
2.7242863649e-02 0.0000000000e+00 3.2719049063e-03 1.4766250610e-10 0.0000000000e+00 5.5078096752e+00 1.1931128691e+01 2.7350988561e-03 inf 1.0114665259e+01 1.0000000000e+01 2.5132741229e+04 3.7299987794e+00 3.7451104970e-04 8.6012092711e+00 4.1040879715e+00 1.0000000000e+00
2.8305856908e-02 0.0000000000e+00 3.5171992673e-03 1.4766250610e-10 0.0000000000e+00 5.3010821666e+00 1.1502907423e+01 2.8427020043e-03 inf 1.0123937370e+01 1.0000000000e+01 2.5132741229e+04 3.5899987794e+00 3.7248215804e-04 7.1544629969e+00 4.0868095045e+00 1.0000000000e+00
2.9387491174e-02 0.0000000000e+00 3.7744568910e-03 1.4766250610e-10 0.0000000000e+00 5.1165040340e+00 1.1096835531e+01 2.9522947198e-03 inf 1.0133766316e+01 1.0000000000e+01 2.5132741229e+04 3.4649987794e+00 3.7162658356e-04 5.9748387758e+00 4.0687463817e+00 1.0000000000e+00
3.0487891838e-02 0.0000000000e+00 4.0439626172e-03 1.4766250610e-10 0.0000000000e+00 4.9430005893e+00 1.0701838327e+01 3.0638983296e-03 inf 1.0144178860e+01 1.0000000000e+01 2.5132741229e+04 3.3474987794e+00 3.7558698770e-04 5.0084643653e+00 4.0498876689e+00 1.0000000000e+00
3.1607173185e-02 0.0000000000e+00 4.3260012853e-03 1.4766250610e-10 0.0000000000e+00 4.7658055820e+00 1.0347448313e+01 3.1775346182e-03 inf 1.0155203195e+01 1.0000000000e+01 2.5132741229e+04 3.2274987794e+00 3.7358702486e-04 4.2135919123e+00 4.0302264001e+00 1.0000000000e+00
3.2745432970e-02 0.0000000000e+00 4.6208577351e-03 1.4766250610e-10 0.0000000000e+00 4.6144524145e+00 1.0004133887e+01 3.2932237446e-03 inf 1.0166869036e+01 1.0000000000e+01 2.5132741229e+04 3.1249993897e+00 3.7261351760e-04 3.5568831171e+00 4.0097531285e+00 1.0000000000e+00
3.3902749320e-02 0.0000000000e+00 4.9288168060e-03 1.4766250610e-10 0.0000000000e+00 4.4557152205e+00 9.6682016858e+00 3.4109840283e-03 inf 1.0179207714e+01 1.0000000000e+01 2.5132741229e+04 3.0174993897e+00 3.7338011158e-04 3.0121443860e+00 3.9884609456e+00 1.0000000000e+00
3.5079176368e-02 0.0000000000e+00 5.2501633377e-03 1.4766250610e-10 0.0000000000e+00 4.3228189650e+00 9.3728766736e+00 3.5308329112e-03 inf 1.0192252275e+01 1.0000000000e+01 2.5132741229e+04 2.9274993897e+00 3.7104393820e-04 2.5586348803e+00 3.9663453228e+00 1.0000000000e+00
3.6274736990e-02 0.0000000000e+00 5.5851821698e-03 1.4766250610e-10 0.0000000000e+00 4.1788480215e+00 9.0664769734e+00 3.6527842656e-03 inf 1.0206037587e+01 1.0000000000e+01 2.5132741229e+04 2.8299993897e+00 3.7279460070e-04 2.1796094289e+00 3.9434008709e+00 1.0000000000e+00
3.7489420606e-02 0.0000000000e+00 5.9341581418e-03 1.4766250610e-10 0.0000000000e+00 4.0496433287e+00 8.7896097745e+00 3.7768498668e-03 inf 1.0220600447e+01 1.0000000000e+01 2.5132741229e+04 2.7424993897e+00 3.7218409482e-04 1.8618059489e+00 3.9196263005e+00 1.0000000000e+00
3.8723174469e-02 0.0000000000e+00 6.2973760933e-03 1.4766250610e-10 0.0000000000e+00 3.9352048865e+00 8.5275088262e+00 3.9030376048e-03 inf 1.0235979698e+01 1.0000000000e+01 2.5132741229e+04 2.6649993897e+00 3.6918036841e-04 1.5944474189e+00 3.8950207317e+00 1.0000000000e+00
3.9975898477e-02 0.0000000000e+00 6.6751208640e-03 1.4766250610e-10 0.0000000000e+00 3.8115375376e+00 8.2709452218e+00 4.0313508069e-03 inf 1.0252216347e+01 1.0000000000e+01 2.5132741229e+04 2.5812493897e+00 3.7160205031e-04 1.3687524271e+00 3.8695836777e+00 1.0000000000e+00
4.1247438569e-02 0.0000000000e+00 7.0676772934e-03 1.4766250610e-10 0.0000000000e+00 3.6970990954e+00 8.0236105241e+00 4.1617889899e-03 inf 1.0269353688e+01 1.0000000000e+01 2.5132741229e+04 2.5037493897e+00 3.7255050272e-04 1.1776987330e+00 3.8433191257e+00 1.0000000000e+00
4.2537579441e-02 0.0000000000e+00 7.4753302211e-03 1.4766250610e-10 0.0000000000e+00 3.5900437784e+00 7.7984252023e+00 4.2943444229e-03 inf 1.0287437435e+01 1.0000000000e+01 2.5132741229e+04 2.4312493897e+00 3.6993333324e-04 1.0155105459e+00 3.8162321673e+00 1.0000000000e+00
4.3846035875e-02 0.0000000000e+00 7.8983644867e-03 1.4766250610e-10 0.0000000000e+00 3.4903715868e+00 7.5806230058e+00 4.4290048390e-03 inf 1.0306515856e+01 1.0000000000e+01 2.5132741229e+04 2.3637493897e+00 3.6656626793e-04 8.7742932505e-01 3.7883291436e+00 1.0000000000e+00
4.5172445442e-02 0.0000000000e+00 8.3370649298e-03 1.4766250610e-10 0.0000000000e+00 3.3925451765e+00 7.3646665906e+00 4.5657487615e-03 inf 1.0326639910e+01 1.0000000000e+01 2.5132741229e+04 2.2974993897e+00 3.6566259220e-04 7.5954767535e-01 3.7596186160e+00 1.0000000000e+00
4.6516360195e-02 0.0000000000e+00 8.7917163900e-03 1.4766250610e-10 0.0000000000e+00 3.2928729849e+00 7.1616306447e+00 4.7045476843e-03 inf 1.0347863396e+01 1.0000000000e+01 2.5132741229e+04 2.2299993897e+00 3.6597592669e-04 6.5866172091e-01 3.7301122241e+00 1.0000000000e+00
4.7877236689e-02 0.0000000000e+00 9.2626037068e-03 1.4766250610e-10 0.0000000000e+00 3.2005843692e+00 6.9659782748e+00 4.8453626663e-03 inf 1.0370243097e+01 1.0000000000e+01 2.5132741229e+04 2.1674996949e+00 3.6360821923e-04 5.7212450208e-01 3.6998244486e+00 1.0000000000e+00
4.9254427312e-02 0.0000000000e+00 9.7500117200e-03 1.4766250610e-10 0.0000000000e+00 3.1175242096e+00 6.7795543608e+00 4.9881459134e-03 inf 1.0393838938e+01 1.0000000000e+01 2.5132741229e+04 2.1112496949e+00 3.6216600946e-04 4.9771445918e-01 3.6687711808e+00 1.0000000000e+00
5.0647170293e-02 0.0000000000e+00 1.0254225269e-02 1.4766250610e-10 0.0000000000e+00 3.0436929565e+00 6.6023593535e+00 5.1328372912e-03 inf 1.0418714137e+01 1.0000000000e+01 2.5132741229e+04 2.0612496949e+00 3.6361207086e-04 4.3358800288e-01 3.6369712797e+00 1.0000000000e+00
5.2054579764e-02 0.0000000000e+00 1.0775529193e-02 1.4766250610e-10 0.0000000000e+00 2.9606327968e+00 6.4307016902e+00 5.2793639105e-03 inf 1.0444935373e+01 1.0000000000e+01 2.5132741229e+04 2.0049996949e+00 3.5976057490e-04 3.7822484061e-01 3.6044478496e+00 1.0000000000e+00
5.3475635906e-02 0.0000000000e+00 1.1314208333e-02 1.4766250610e-10 0.0000000000e+00 2.8831099811e+00 6.2645813708e+00 5.4276398348e-03 inf 1.0472572940e+01 1.0000000000e+01 2.5132741229e+04 1.9524996949e+00 3.5648413087e-04 3.3032205443e-01 3.5712248128e+00 1.0000000000e+00
5.4909174760e-02 0.0000000000e+00 1.1870547527e-02 1.4766250610e-10 0.0000000000e+00 2.8092787281e+00 6.1021526141e+00 5.5775630633e-03 inf 1.0501700922e+01 1.0000000000e+01 2.5132741229e+04 1.9024996949e+00 3.5880912329e-04 2.8878983810e-01 3.5373292509e+00 1.0000000000e+00
5.6353879224e-02 0.0000000000e+00 1.2444831615e-02 1.4766250610e-10 0.0000000000e+00 2.7299101310e+00 5.9637190146e+00 5.7290980378e-03 inf 1.0532397350e+01 1.0000000000e+01 2.5132741229e+04 1.8487496949e+00 3.5000921164e-04 2.5273852096e-01 3.5027941667e+00 1.0000000000e+00
5.7808266298e-02 0.0000000000e+00 1.3037345437e-02 1.4766250610e-10 0.0000000000e+00 2.6708451286e+00 5.8160565085e+00 5.8819783698e-03 inf 1.0564744373e+01 1.0000000000e+01 2.5132741229e+04 1.8087496949e+00 3.5020669418e-04 2.2136976476e-01 3.4676507372e+00 1.0000000000e+00
5.9270682041e-02 0.0000000000e+00 1.3648373833e-02 1.4766250610e-10 0.0000000000e+00 2.6025512195e+00 5.6739313464e+00 6.0360927233e-03 inf 1.0598828425e+01 1.0000000000e+01 2.5132741229e+04 1.7624996949e+00 3.4627301235e-04 1.9404587432e-01 3.4319375926e+00 1.0000000000e+00
6.0739290485e-02 0.0000000000e+00 1.4278201642e-02 1.4766250610e-10 0.0000000000e+00 2.5379488731e+00 5.5354977469e+00 6.1912714854e-03 inf 1.0634740389e+01 1.0000000000e+01 2.5132741229e+04 1.7187496949e+00 3.4477287163e-04 1.7020486705e-01 3.3956939543e+00 1.0000000000e+00
6.2212066855e-02 0.0000000000e+00 1.4927113703e-02 1.4766250610e-10 0.0000000000e+00 2.4788838707e+00 5.4026014915e+00 6.3473207528e-03 inf 1.0672575754e+01 1.0000000000e+01 2.5132741229e+04 1.6787496949e+00 3.3877601715e-04 1.4937959624e-01 3.3589637766e+00 1.0000000000e+00
6.3686790782e-02 0.0000000000e+00 1.5595394856e-02 1.4766250610e-10 0.0000000000e+00 2.4059755083e+00 5.2706281266e+00 6.5040227642e-03 inf 1.0712434779e+01 1.0000000000e+01 2.5132741229e+04 1.6293746949e+00 3.3919171843e-04 1.3115888314e-01 3.3217919667e+00 1.0000000000e+00
6.5161042108e-02 0.0000000000e+00 1.6283329941e-02 1.4766250610e-10 0.0000000000e+00 2.3524478498e+00 5.1432692151e+00 6.6611403975e-03 inf 1.0754422640e+01 1.0000000000e+01 2.5132741229e+04 1.5931246949e+00 3.3398070325e-04 1.1520553940e-01 3.2842290494e+00 1.0000000000e+00
6.6632197946e-02 0.0000000000e+00 1.6991203797e-02 1.4766250610e-10 0.0000000000e+00 2.3026117540e+00 5.0343681169e+00 6.8184089940e-03 inf 1.0798649577e+01 1.0000000000e+01 2.5132741229e+04 1.5593746949e+00 3.2891201242e-04 1.0121987024e-01 3.2463263664e+00 1.0000000000e+00
6.8097429374e-02 0.0000000000e+00 1.7719301265e-02 1.4766250610e-10 0.0000000000e+00 2.2380094076e+00 4.9254670186e+00 6.9755416467e-03 inf 1.0845231029e+01 1.0000000000e+01 2.5132741229e+04 1.5156246949e+00 3.2302212967e-04 8.8948161980e-02 3.2081387540e+00 1.0000000000e+00
6.9553706685e-02 0.0000000000e+00 1.8467907183e-02 1.4766250610e-10 0.0000000000e+00 2.1955564371e+00 4.8387152963e+00 7.1322254642e-03 inf 1.0894287764e+01 1.0000000000e+01 2.5132741229e+04 1.4868746949e+00 3.0674824010e-04 7.8174674920e-02 3.1697243883e+00 1.0000000000e+00
7.0997798381e-02 0.0000000000e+00 1.9237306391e-02 1.4766250610e-10 0.0000000000e+00 2.1411061133e+00 4.7399662206e+00 7.2881230611e-03 inf 1.0945945996e+01 1.0000000000e+01 2.5132741229e+04 1.4499998475e+00 2.9966047077e-04 6.8703544079e-02 3.1311409959e+00 1.0000000000e+00
7.2426284134e-02 0.0000000000e+00 2.0027783728e-02 1.4766250610e-10 0.0000000000e+00 2.0949615801e+00 4.6495229357e+00 7.4428726292e-03 inf 1.1000337484e+01 1.0000000000e+01 2.5132741229e+04 1.4187498475e+00 2.8991512454e-04 6.0375730277e-02 3.0924514098e+00 1.0000000000e+00
7.3835561573e-02 0.0000000000e+00 2.0839624035e-02 1.4766250610e-10 0.0000000000e+00 2.0340507964e+00 4.5738459013e+00 7.5960883771e-03 inf 1.1057599633e+01 1.0000000000e+01 2.5132741229e+04 1.3774998475e+00 2.7564471758e-04 5.3049886350e-02 3.0537192371e+00 1.0000000000e+00
7.5221859147e-02 0.0000000000e+00 2.1673112151e-02 1.4766250610e-10 0.0000000000e+00 1.9989809512e+00 4.4797110536e+00 7.7473617323e-03 inf 1.1117875564e+01 1.0000000000e+01 2.5132741229e+04 1.3537498475e+00 2.7025913752e-04 4.6600567253e-02 3.0150084829e+00 1.0000000000e+00
7.6581258396e-02 0.0000000000e+00 2.2528532916e-02 1.4766250610e-10 0.0000000000e+00 1.9463761834e+00 4.3975737846e+00 7.8962606189e-03 inf 1.1181314187e+01 1.0000000000e+01 2.5132741229e+04 1.3181248475e+00 2.6167996202e-04 4.0923475323e-02 2.9763861823e+00 1.0000000000e+00
7.7909710420e-02 0.0000000000e+00 2.3406171168e-02 1.4766250610e-10 0.0000000000e+00 1.9076147755e+00 4.3145136249e+00 8.0423346463e-03 inf 1.1248070242e+01 1.0000000000e+01 2.5132741229e+04 1.2918748475e+00 2.5161373469e-04 3.5925078006e-02 2.9379190752e+00 1.0000000000e+00
7.9203063788e-02 0.0000000000e+00 2.4306311749e-02 1.4766250610e-10 0.0000000000e+00 1.8596244610e+00 4.2369908092e+00 8.1851132082e-03 inf 1.1318304346e+01 1.0000000000e+01 2.5132741229e+04 1.2593748475e+00 2.3962346726e-04 3.1524056790e-02 2.8996743947e+00 1.0000000000e+00
8.0457092108e-02 0.0000000000e+00 2.5229239496e-02 1.4766250610e-10 0.0000000000e+00 1.8144028185e+00 4.1622366655e+00 8.3241153839e-03 inf 1.1392183007e+01 1.0000000000e+01 2.5132741229e+04 1.2287498475e+00 2.3017887428e-04 2.7648814409e-02 2.8617190217e+00 1.0000000000e+00
8.1667526806e-02 0.0000000000e+00 2.6175239250e-02 1.4766250610e-10 0.0000000000e+00 1.7719498480e+00 4.0902511938e+00 8.4588423690e-03 inf 1.1469878644e+01 1.0000000000e+01 2.5132741229e+04 1.1999998475e+00 2.2012221559e-04 2.4237411414e-02 2.8241197637e+00 1.0000000000e+00
8.2830092549e-02 0.0000000000e+00 2.7144595851e-02 1.4766250610e-10 0.0000000000e+00 1.7341113308e+00 4.0228801754e+00 8.5887872765e-03 inf 1.1551569581e+01 1.0000000000e+01 2.5132741229e+04 1.1743748475e+00 2.1119482202e-04 2.1235013619e-02 2.7869421751e+00 1.0000000000e+00
