# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 k2	 lambda_tidal	 phi_1_0	 H_0	 
4.4068302522e-01 0.0000000000e+00 9.1261418062e-05 1.4766250610e-10 0.0000000000e+00 3.3280913938e+03 6.9700985093e+03 4.4072950917e+00 inf 1.0002973216e-01 1.0000000000e-01 0.0000000000e+00 3.3280913938e+03 3.2044677271e-04 5.0062108002e+14 4.3371030182e+00 1.0000000000e+00
4.9238275565e-01 0.0000000000e+00 1.1398330959e-04 1.4766250610e-10 0.0000000000e+00 2.9778322377e+03 6.4165671474e+03 4.9244761174e+00 inf 1.0003713936e-01 1.0000000000e-01 0.0000000000e+00 2.9778322377e+03 3.2557422620e-04 3.3629756833e+14 4.3366211634e+00 1.0000000000e+00
5.4592025471e-01 0.0000000000e+00 1.4019448610e-04 1.4766250610e-10 0.0000000000e+00 2.6848107606e+03 5.8060196003e+03 5.4600867775e+00 inf 1.0004568636e-01 1.0000000000e-01 0.0000000000e+00 2.6848107606e+03 4.0318945383e-04 2.5261660847e+14 4.3360322788e+00 1.0000000000e+00
6.0122458950e-01 0.0000000000e+00 1.7014418224e-04 1.4766250610e-10 0.0000000000e+00 2.4368041985e+03 5.2713410488e+03 6.0134274175e+00 inf 1.0005545542e-01 1.0000000000e-01 0.0000000000e+00 2.4368041985e+03 3.5968339541e-04 1.3902294580e+14 4.3353564933e+00 1.0000000000e+00
6.5822827379e-01 0.0000000000e+00 2.0408163265e-04 1.4766250610e-10 0.0000000000e+00 2.2247017747e+03 4.8128637336e+03 6.5838338292e+00 inf 1.0006652910e-01 1.0000000000e-01 0.0000000000e+00 2.2247017747e+03 3.7184942150e-04 9.1189690220e+13 4.3345907338e+00 1.0000000000e+00
7.1686788242e-01 0.0000000000e+00 2.4225607198e-04 1.4766250610e-10 0.0000000000e+00 2.0416094961e+03 4.4157863342e+03 7.1706833986e+00 inf 1.0007899022e-01 1.0000000000e-01 0.0000000000e+00 2.0416094961e+03 3.7502375243e-04 5.9794221450e+13 4.3337294101e+00 1.0000000000e+00
7.7708357328e-01 0.0000000000e+00 2.8491673486e-04 1.4766250610e-10 0.0000000000e+00 1.8822668857e+03 4.0725005400e+03 7.7733903652e+00 inf 1.0009292194e-01 1.0000000000e-01 0.0000000000e+00 1.8822668857e+03 3.7089356721e-04 3.9456218464e+13 4.3327676535e+00 1.0000000000e+00
8.3880838432e-01 0.0000000000e+00 3.3231285594e-04 1.4766250610e-10 0.0000000000e+00 1.7424009600e+03 3.5839591386e+03 8.3912986698e+00 inf 1.0010840783e-01 1.0000000000e-01 0.0000000000e+00 1.7424009600e+03 4.7569985938e-04 2.6712163453e+13 4.3316347138e+00 1.0000000000e+00
9.0201492779e-01 0.0000000000e+00 3.8469366986e-04 1.4766250610e-10 0.0000000000e+00 1.6192282805e+03 3.4449201228e+03 9.0241494731e+00 inf 1.0012553162e-01 1.0000000000e-01 0.0000000000e+00 1.6192282805e+03 4.0195023554e-04 1.8519488713e+13 4.3305036750e+00 1.0000000000e+00
9.6662735629e-01 0.0000000000e+00 4.4230841125e-04 1.4766250610e-10 0.0000000000e+00 1.5097817539e+03 3.2544290297e+03 9.6711997886e+00 inf 1.0014437784e-01 1.0000000000e-01 0.0000000000e+00 1.5097817539e+03 3.7624210495e-04 1.3043733744e+13 4.3292185218e+00 1.0000000000e+00
1.0325988275e+00 0.0000000000e+00 5.0540631478e-04 1.4766250610e-10 0.0000000000e+00 1.4120660904e+03 3.0540214764e+03 1.0331998033e+01 inf 1.0016503134e-01 1.0000000000e-01 0.0000000000e+00 1.4120660904e+03 3.6942290285e-04 9.3206231043e+12 4.3278009731e+00 1.0000000000e+00
1.0998805791e+00 0.0000000000e+00 5.7423661506e-04 1.4766250610e-10 0.0000000000e+00 1.3243914774e+03 2.8665786912e+03 1.1006074428e+01 inf 1.0018757749e-01 1.0000000000e-01 0.0000000000e+00 1.3243914774e+03 3.6778464591e-04 6.7604224720e+12 4.3262531727e+00 1.0000000000e+00
1.1684240127e+00 0.0000000000e+00 6.4904854675e-04 1.4766250610e-10 0.0000000000e+00 1.2453772704e+03 2.6962130748e+03 1.1692961853e+01 inf 1.0021210232e-01 1.0000000000e-01 0.0000000000e+00 1.2453772704e+03 3.6677673476e-04 4.9628819353e+12 4.3245714688e+00 1.0000000000e+00
1.2381630539e+00 0.0000000000e+00 7.3009134450e-04 1.4766250610e-10 0.0000000000e+00 1.1737240393e+03 2.3990939631e+03 1.2392018971e+01 inf 1.0023869268e-01 1.0000000000e-01 0.0000000000e+00 1.1737240393e+03 4.8737585395e-04 3.6784245262e+12 4.3226723246e+00 1.0000000000e+00
1.3091044540e+00 0.0000000000e+00 8.1761424293e-04 1.4766250610e-10 0.0000000000e+00 1.1088854329e+03 2.4014565632e+03 1.3103335601e+01 inf 1.0026743534e-01 1.0000000000e-01 0.0000000000e+00 1.1088854329e+03 3.6479423093e-04 2.7668345288e+12 4.3207861199e+00 1.0000000000e+00
1.3811450402e+00 0.0000000000e+00 9.1186647669e-04 1.4766250610e-10 0.0000000000e+00 1.0496289307e+03 2.2504573459e+03 1.3825900389e+01 inf 1.0029841905e-01 1.0000000000e-01 0.0000000000e+00 1.0496289307e+03 3.8267641843e-04 2.0977174899e+12 4.3186633602e+00 1.0000000000e+00
1.4542613693e+00 0.0000000000e+00 1.0130972804e-03 1.4766250610e-10 0.0000000000e+00 9.9542940780e+02 2.1495743217e+03 1.4559502356e+01 inf 1.0033173253e-01 1.0000000000e-01 0.0000000000e+00 9.9542940780e+02 3.6841321414e-04 1.6056802801e+12 4.3164007481e+00 1.0000000000e+00
1.5284026231e+00 0.0000000000e+00 1.1215558888e-03 1.4766250610e-10 0.0000000000e+00 9.4568929262e+02 2.0472368219e+03 1.5303656928e+01 inf 1.0036746570e-01 1.0000000000e-01 0.0000000000e+00 9.4568929262e+02 3.6298593856e-04 1.2396296890e+12 4.3139741188e+00 1.0000000000e+00
1.6035229008e+00 0.0000000000e+00 1.2374915364e-03 1.4766250610e-10 0.0000000000e+00 8.9990653260e+02 1.9498091004e+03 1.6057929736e+01 inf 1.0040570937e-01 1.0000000000e-01 0.0000000000e+00 8.9990653260e+02 3.6050783607e-04 9.6479963266e+11 4.3113813046e+00 1.0000000000e+00
1.6795758172e+00 0.0000000000e+00 1.3611534579e-03 1.4766250610e-10 0.0000000000e+00 8.5765290648e+02 1.8589966591e+03 1.6821882404e+01 inf 1.0044655542e-01 1.0000000000e-01 0.0000000000e+00 8.5765290648e+02 3.5879417631e-04 7.5648548806e+11 4.3086181877e+00 1.0000000000e+00
1.7564539665e+00 0.0000000000e+00 1.4927908880e-03 1.4766250610e-10 0.0000000000e+00 8.1834514736e+02 1.6205364780e+03 1.7594463825e+01 inf 1.0049009785e-01 1.0000000000e-01 0.0000000000e+00 8.1834514736e+02 5.6082365895e-04 5.9522783238e+11 4.3055093600e+00 1.0000000000e+00
1.8342652644e+00 0.0000000000e+00 1.6326530612e-03 1.4766250610e-10 0.0000000000e+00 7.8221213212e+02 1.5999006428e+03 1.8376788483e+01 inf 1.0053642825e-01 1.0000000000e-01 0.0000000000e+00 7.8221213212e+02 4.7606928345e-04 4.7391247459e+11 4.3024823488e+00 1.0000000000e+00
1.9128505165e+00 0.0000000000e+00 1.7809892123e-03 1.4766250610e-10 0.0000000000e+00 7.4856007770e+02 1.5700435148e+03 1.9167286272e+01 inf 1.0058564393e-01 1.0000000000e-01 0.0000000000e+00 7.4856007770e+02 4.1870971990e-04 3.7934484518e+11 4.2992234991e+00 1.0000000000e+00
1.9921716132e+00 0.0000000000e+00 1.9380485758e-03 1.4766250610e-10 0.0000000000e+00 7.1718179515e+02 1.5300048262e+03 1.9965604811e+01 inf 1.0063784156e-01 1.0000000000e-01 0.0000000000e+00 7.1718179515e+02 3.8339594642e-04 3.0526312970e+11 4.2957515777e+00 1.0000000000e+00
2.0721852572e+00 0.0000000000e+00 2.1040803865e-03 1.4766250610e-10 0.0000000000e+00 6.8788555394e+02 1.4817930180e+03 2.0771340204e+01 inf 1.0069311930e-01 1.0000000000e-01 0.0000000000e+00 6.8788555394e+02 3.6396642420e-04 2.4692328480e+11 4.2920739277e+00 1.0000000000e+00
2.1528453328e+00 0.0000000000e+00 2.2793338789e-03 1.4766250610e-10 0.0000000000e+00 6.6047939281e+02 1.4295574065e+03 2.1584060737e+01 inf 1.0075157692e-01 1.0000000000e-01 0.0000000000e+00 6.6047939281e+02 3.5403161334e-04 2.0073044420e+11 4.2881920256e+00 1.0000000000e+00
2.2341041080e+00 0.0000000000e+00 2.4640582877e-03 1.4766250610e-10 0.0000000000e+00 6.3479349988e+02 1.3770117037e+03 2.2403318867e+01 inf 1.0081331582e-01 1.0000000000e-01 0.0000000000e+00 6.3479349988e+02 3.4871997277e-04 1.6395640849e+11 4.2841042939e+00 1.0000000000e+00
2.3159128298e+00 0.0000000000e+00 2.6585028475e-03 1.4766250610e-10 0.0000000000e+00 6.1069497888e+02 1.3261567366e+03 2.3228657111e+01 inf 1.0087843915e-01 1.0000000000e-01 0.0000000000e+00 6.1069497888e+02 3.4535732192e-04 1.3452611115e+11 4.2798075746e+00 1.0000000000e+00
2.3982220119e+00 0.0000000000e+00 2.8629167930e-03 1.4766250610e-10 0.0000000000e+00 5.8803616732e+02 1.2777603502e+03 2.4059610842e+01 inf 1.0094705192e-01 1.0000000000e-01 0.0000000000e+00 5.8803616732e+02 3.4271479522e-04 1.1085205859e+11 4.2752980132e+00 1.0000000000e+00
2.4809815659e+00 0.0000000000e+00 3.0775493588e-03 1.4766250610e-10 0.0000000000e+00 5.6670631831e+02 1.2319849733e+03 2.4895709515e+01 inf 1.0101926107e-01 1.0000000000e-01 0.0000000000e+00 5.6670631831e+02 3.4028903409e-04 9.1714734503e+10 4.2705715044e+00 1.0000000000e+00
2.5640446404e+00 0.0000000000e+00 3.3026497796e-03 1.4766250610e-10 0.0000000000e+00 5.4643237159e+02 1.0812807349e+03 2.5735503342e+01 inf 1.0109517812e-01 1.0000000000e-01 0.0000000000e+00 5.4643237159e+02 5.4063023879e-04 7.5885263231e+10 4.2654430522e+00 1.0000000000e+00
2.6475962891e+00 0.0000000000e+00 3.5384672900e-03 1.4766250610e-10 0.0000000000e+00 5.2751680456e+02 1.0715423927e+03 2.6580901173e+01 inf 1.0117490810e-01 1.0000000000e-01 0.0000000000e+00 5.2751680456e+02 4.7221625620e-04 6.3350868282e+10 4.2603498383e+00 1.0000000000e+00
2.7314254438e+00 0.0000000000e+00 3.7852511247e-03 1.4766250610e-10 0.0000000000e+00 5.0959795944e+02 1.0584225790e+03 2.7429803828e+01 inf 1.0125856863e-01 1.0000000000e-01 0.0000000000e+00 5.0959795944e+02 4.2047205546e-04 5.3039272541e+10 4.2549936152e+00 1.0000000000e+00
2.8154883047e+00 0.0000000000e+00 4.0432505182e-03 1.4766250610e-10 0.0000000000e+00 4.9261677124e+02 1.0413527933e+03 2.8281803704e+01 inf 1.0134627544e-01 1.0000000000e-01 0.0000000000e+00 4.9261677124e+02 3.8295072104e-04 4.4534582495e+10 4.2493843313e+00 1.0000000000e+00
2.8997370870e+00 0.0000000000e+00 4.3127147053e-03 1.4766250610e-10 0.0000000000e+00 4.7650679182e+02 1.0202665874e+03 2.9136452583e+01 inf 1.0143814686e-01 1.0000000000e-01 0.0000000000e+00 4.7650679182e+02 3.5719281649e-04 3.7500430586e+10 4.2435264671e+00 1.0000000000e+00
2.9841214518e+00 0.0000000000e+00 4.5938929205e-03 1.4766250610e-10 0.0000000000e+00 4.6121633932e+02 9.9587274140e+02 2.9993275896e+01 inf 1.0153430402e-01 1.0000000000e-01 0.0000000000e+00 4.6121633932e+02 3.4040817106e-04 3.1665372898e+10 4.2374212848e+00 1.0000000000e+00
3.0685893895e+00 0.0000000000e+00 4.8870343985e-03 1.4766250610e-10 0.0000000000e+00 4.4668634872e+02 9.6944115281e+02 3.0851781489e+01 inf 1.0163487090e-01 1.0000000000e-01 0.0000000000e+00 4.4668634872e+02 3.2970990154e-04 2.6810497062e+10 4.2310681590e+00 1.0000000000e+00
3.1530877560e+00 0.0000000000e+00 5.1923883740e-03 1.4766250610e-10 0.0000000000e+00 4.3286513815e+02 9.4225648544e+02 3.1711464883e+01 inf 1.0173997451e-01 1.0000000000e-01 0.0000000000e+00 4.3286513815e+02 3.2265776681e-04 2.2759024887e+10 4.2244653490e+00 1.0000000000e+00
3.2375626008e+00 0.0000000000e+00 5.5102040816e-03 1.4766250610e-10 0.0000000000e+00 4.1970102573e+02 9.1524162995e+02 3.2571812434e+01 inf 1.0184974503e-01 1.0000000000e-01 0.0000000000e+00 4.1970102573e+02 3.1756977066e-04 1.9367968930e+10 4.2176104736e+00 1.0000000000e+00
3.3219593742e+00 0.0000000000e+00 5.8407307560e-03 1.4766250610e-10 0.0000000000e+00 4.0715709583e+02 8.8892817136e+02 3.3432303273e+01 inf 1.0196431595e-01 1.0000000000e-01 0.0000000000e+00 4.0715709583e+02 3.1343554831e-04 1.6521441880e+10 4.2105008336e+00 1.0000000000e+00
3.4062230613e+00 0.0000000000e+00 6.1842176317e-03 1.4766250610e-10 0.0000000000e+00 3.9518904971e+02 8.6355975281e+02 3.4292410497e+01 inf 1.0208382428e-01 1.0000000000e-01 0.0000000000e+00 3.9518904971e+02 3.0971954337e-04 1.4125283805e+10 4.2031336098e+00 1.0000000000e+00
3.4899529777e+00 0.0000000000e+00 6.5409139434e-03 1.4766250610e-10 0.0000000000e+00 3.8347208754e+02 7.2754787612e+02 3.5148065571e+01 inf 1.0220842533e-01 1.0000000000e-01 0.0000000000e+00 3.8347208754e+02 6.2015938994e-04 1.2005474596e+10 4.1950863340e+00 1.0000000000e+00
3.5739086547e+00 0.0000000000e+00 6.9110689258e-03 1.4766250610e-10 0.0000000000e+00 3.7265580896e+02 7.2457985975e+02 3.6007078108e+01 inf 1.0233822914e-01 1.0000000000e-01 0.0000000000e+00 3.7265580896e+02 5.4477495896e-04 1.0332766006e+10 4.1873411256e+00 1.0000000000e+00
3.6575206522e+00 0.0000000000e+00 7.2949318136e-03 1.4766250610e-10 0.0000000000e+00 3.6226775166e+02 7.2076278397e+02 3.6863652378e+01 inf 1.0247340597e-01 1.0000000000e-01 0.0000000000e+00 3.6226775166e+02 4.8203837093e-04 8.9045423328e+09 4.1792813825e+00 1.0000000000e+00
3.7407475179e+00 0.0000000000e+00 7.6927518412e-03 1.4766250610e-10 0.0000000000e+00 3.5230053250e+02 7.1589730439e+02 3.7717392534e+01 inf 1.0261410809e-01 1.0000000000e-01 0.0000000000e+00 3.5230053250e+02 4.3030511107e-04 7.6841960232e+09 4.1709204453e+00 1.0000000000e+00
3.8235429140e+00 0.0000000000e+00 8.1047782435e-03 1.4766250610e-10 0.0000000000e+00 3.4273938523e+02 7.0973977789e+02 3.8567850988e+01 inf 1.0276049241e-01 1.0000000000e-01 0.0000000000e+00 3.4273938523e+02 3.8826750010e-04 6.6404140336e+09 4.1622667868e+00 1.0000000000e+00
3.9058903289e+00 0.0000000000e+00 8.5312602550e-03 1.4766250610e-10 0.0000000000e+00 3.3358430985e+02 7.3208849819e+02 3.9414885598e+01 inf 1.0291271923e-01 1.0000000000e-01 0.0000000000e+00 3.3358430985e+02 2.8808184505e-04 5.7530992458e+09 4.1533702424e+00 1.0000000000e+00
3.9876380737e+00 0.0000000000e+00 8.9724471103e-03 1.4766250610e-10 0.0000000000e+00 3.2473932573e+02 6.9278812219e+02 4.0256959209e+01 inf 1.0307095979e-01 1.0000000000e-01 0.0000000000e+00 3.2473932573e+02 3.2859721357e-04 4.9800613704e+09 4.1440997959e+00 1.0000000000e+00
4.0688322545e+00 0.0000000000e+00 9.4285880442e-03 1.4766250610e-10 0.0000000000e+00 3.1627088101e+02 6.8187586299e+02 4.1094570086e+01 inf 1.0323538169e-01 1.0000000000e-01 0.0000000000e+00 3.1627088101e+02 3.0872391082e-04 4.3218101499e+09 4.1345908398e+00 1.0000000000e+00
4.1493851518e+00 0.0000000000e+00 9.8999322913e-03 1.4766250610e-10 0.0000000000e+00 3.0812729380e+02 6.6956819310e+02 4.1926834839e+01 inf 1.0340616396e-01 1.0000000000e-01 0.0000000000e+00 3.0812729380e+02 2.9386276861e-04 3.7556721853e+09 4.1247992547e+00 1.0000000000e+00
4.2292417135e+00 0.0000000000e+00 1.0386729086e-02 1.4766250610e-10 0.0000000000e+00 3.0029379785e+02 6.5621950255e+02 4.2753203629e+01 inf 1.0358348986e-01 1.0000000000e-01 0.0000000000e+00 3.0029379785e+02 2.8279321039e-04 3.2680140509e+09 4.1147249750e+00 1.0000000000e+00
4.3083490734e+00 0.0000000000e+00 1.0889227663e-02 1.4766250610e-10 0.0000000000e+00 2.9275562691e+02 6.4513743147e+02 4.3573146078e+01 inf 1.0376754858e-01 1.0000000000e-01 0.0000000000e+00 2.9275562691e+02 2.6831519421e-04 2.8475800538e+09 4.1043708700e+00 1.0000000000e+00
4.3866445251e+00 0.0000000000e+00 1.1407677258e-02 1.4766250610e-10 0.0000000000e+00 2.8549063161e+02 6.2807502889e+02 4.4386026244e+01 inf 1.0395853609e-01 1.0000000000e-01 0.0000000000e+00 2.8549063161e+02 2.6760523555e-04 2.4838309587e+09 4.0937266126e+00 1.0000000000e+00
4.4640801574e+00 0.0000000000e+00 1.1942327104e-02 1.4766250610e-10 0.0000000000e+00 2.7849881195e+02 6.1393634393e+02 4.5191358083e+01 inf 1.0415665425e-01 1.0000000000e-01 0.0000000000e+00 2.7849881195e+02 2.6189960828e-04 2.1693101257e+09 4.0828013217e+00 1.0000000000e+00
4.5405985088e+00 0.0000000000e+00 1.2493426436e-02 1.4766250610e-10 0.0000000000e+00 2.7175063542e+02 6.0002653586e+02 4.5988552602e+01 inf 1.0436211234e-01 1.0000000000e-01 0.0000000000e+00 2.7175063542e+02 2.5679677471e-04 1.8967592806e+09 4.0715911237e+00 1.0000000000e+00
4.6161449098e+00 0.0000000000e+00 1.3061224490e-02 1.4766250610e-10 0.0000000000e+00 2.6523874774e+02 5.8644899726e+02 4.6777045763e+01 inf 1.0457512682e-01 1.0000000000e-01 0.0000000000e+00 2.6523874774e+02 2.5202857370e-04 1.6602426949e+09 4.0600954738e+00 1.0000000000e+00
4.6906651267e+00 0.0000000000e+00 1.3645970499e-02 1.4766250610e-10 0.0000000000e+00 2.5895570811e+02 5.7326273547e+02 4.7556273847e+01 inf 1.0479592179e-01 1.0000000000e-01 0.0000000000e+00 2.5895570811e+02 2.4742214877e-04 1.4547152367e+09 4.0483139499e+00 1.0000000000e+00
4.7641054411e+00 0.0000000000e+00 1.4247913698e-02 1.4766250610e-10 0.0000000000e+00 2.5288677911e+02 5.6048254556e+02 4.8325674118e+01 inf 1.0502472941e-01 1.0000000000e-01 0.0000000000e+00 2.5288677911e+02 2.4290058908e-04 1.2758810530e+09 4.0362462648e+00 1.0000000000e+00
4.8364127251e+00 0.0000000000e+00 1.4867303323e-02 1.4766250610e-10 0.0000000000e+00 2.4702457761e+02 5.4811581068e+02 4.9084685428e+01 inf 1.0526179023e-01 1.0000000000e-01 0.0000000000e+00 2.4702457761e+02 2.3840460444e-04 1.1200766715e+09 4.0238923003e+00 1.0000000000e+00
4.9075345105e+00 0.0000000000e+00 1.5504388607e-02 1.4766250610e-10 0.0000000000e+00 2.4135433738e+02 5.3615514768e+02 4.9832748792e+01 inf 1.0550735367e-01 1.0000000000e-01 0.0000000000e+00 2.4135433738e+02 2.3390894336e-04 9.8417199312e+08 4.0112521055e+00 1.0000000000e+00
4.9774190568e+00 0.0000000000e+00 1.6159418785e-02 1.4766250610e-10 0.0000000000e+00 2.3587605840e+02 5.2459317346e+02 5.0569307938e+01 inf 1.0576167847e-01 1.0000000000e-01 0.0000000000e+00 2.3587605840e+02 2.2939073203e-04 8.6548815621e+08 3.9983259114e+00 1.0000000000e+00
5.0460154154e+00 0.0000000000e+00 1.6832643092e-02 1.4766250610e-10 0.0000000000e+00 2.3056759131e+02 5.1340035549e+02 5.1293809839e+01 inf 1.0602503311e-01 1.0000000000e-01 0.0000000000e+00 2.3056759131e+02 2.2487786578e-04 7.6172803625e+08 3.9851141147e+00 1.0000000000e+00
5.1132734967e+00 0.0000000000e+00 1.7524310762e-02 1.4766250610e-10 0.0000000000e+00 2.2542893610e+02 5.0257669380e+02 5.2005705280e+01 inf 1.0629769636e-01 1.0000000000e-01 0.0000000000e+00 2.2542893610e+02 2.2033622906e-04 6.7091941772e+08 3.9716173200e+00 1.0000000000e+00
5.1791441300e+00 0.0000000000e+00 1.8234671031e-02 1.4766250610e-10 0.0000000000e+00 2.2045270964e+02 4.9209265586e+02 5.2704449357e+01 inf 1.0657995776e-01 1.0000000000e-01 0.0000000000e+00 2.2045270964e+02 2.1579845202e-04 5.9136523483e+08 3.9578362934e+00 1.0000000000e+00
5.2435791288e+00 0.0000000000e+00 1.8963973133e-02 1.4766250610e-10 0.0000000000e+00 2.1562414569e+02 4.8194824169e+02 5.3389502057e+01 inf 1.0687211820e-01 1.0000000000e-01 0.0000000000e+00 2.1562414569e+02 2.1123473394e-04 5.2160375063e+08 3.9437720107e+00 1.0000000000e+00
5.3065313489e+00 0.0000000000e+00 1.9712466301e-02 1.4766250610e-10 0.0000000000e+00 2.1095062737e+02 4.7212130191e+02 5.4060328753e+01 inf 1.0717449049e-01 1.0000000000e-01 0.0000000000e+00 2.1095062737e+02 2.0666569562e-04 4.6037324489e+08 3.9294256154e+00 1.0000000000e+00
5.3679547495e+00 0.0000000000e+00 2.0480399772e-02 1.4766250610e-10 0.0000000000e+00 2.0641738844e+02 4.6259707027e+02 5.4716400768e+01 inf 1.0748739996e-01 1.0000000000e-01 0.0000000000e+00 2.0641738844e+02 2.0209763599e-04 4.0658341301e+08 3.9147984425e+00 1.0000000000e+00
5.4278044522e+00 0.0000000000e+00 2.1268022780e-02 1.4766250610e-10 0.0000000000e+00 2.0201704576e+02 4.5336816364e+02 5.5357195905e+01 inf 1.0781118514e-01 1.0000000000e-01 0.0000000000e+00 2.0201704576e+02 1.9752247087e-04 3.5929070193e+08 3.8998920187e+00 1.0000000000e+00
5.4860367962e+00 0.0000000000e+00 2.2075584559e-02 1.4766250610e-10 0.0000000000e+00 1.9774221620e+02 4.4441981577e+02 5.5982198974e+01 inf 1.0814619844e-01 1.0000000000e-01 0.0000000000e+00 1.9774221620e+02 1.9294981542e-04 3.1767727586e+08 3.8847080485e+00 1.0000000000e+00
5.5426093941e+00 0.0000000000e+00 2.2903334344e-02 1.4766250610e-10 0.0000000000e+00 1.9359289978e+02 4.3573726041e+02 5.6590902324e+01 inf 1.0849280685e-01 1.0000000000e-01 0.0000000000e+00 1.9359289978e+02 1.8839066615e-04 2.8103339094e+08 3.8692484202e+00 1.0000000000e+00
5.5974811862e+00 0.0000000000e+00 2.3751521370e-02 1.4766250610e-10 0.0000000000e+00 1.8956909649e+02 4.2731311444e+02 5.7182806382e+01 inf 1.0885139276e-01 1.0000000000e-01 0.0000000000e+00 1.8956909649e+02 1.8384137967e-04 2.4874237282e+08 3.8535152107e+00 1.0000000000e+00
