# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 k2	 lambda_tidal	 phi_1_0	 H_0	 
6.2804868962e-02 6.5186727187e-06 4.4681457358e-02 1.3281683206e-01 7.8064048551e-10 1.2882471020e+00 3.2743078090e+00 6.4729248232e-03 8.2918128682e+06 1.1891918135e+01 1.0000000000e+01 0.0000000000e+00 8.7242668162e-01 6.9036726817e-05 2.4914178045e-03 3.4972053303e+00 1.0000000000e+00
6.2946947582e-02 6.5186727187e-06 4.6063261686e-02 1.2766883258e-01 6.9153020226e-10 1.2683328519e+00 3.2322441830e+00 6.4892281769e-03 9.3838680590e+06 1.1967576709e+01 1.0000000000e+01 0.0000000000e+00 8.5894035349e-01 6.5497746907e-05 2.2083688539e-03 3.4756683545e+00 1.0000000000e+00
6.3065080122e-02 6.5186727187e-06 4.7473265134e-02 1.2302553893e-01 6.1267180865e-10 1.2452317450e+00 3.1796105749e+00 6.5028308356e-03 1.0613889433e+07 1.2046089925e+01 1.0000000000e+01 0.0000000000e+00 8.4329582224e-01 6.3167278269e-05 1.9579758175e-03 3.4539238565e+00 1.0000000000e+00
6.3159236614e-02 6.5186727187e-06 4.8911752541e-02 1.1680323704e-01 5.4289955530e-10 1.2205516298e+00 3.1401642091e+00 6.5137115412e-03 1.1998004931e+07 1.2127581850e+01 1.0000000000e+01 0.0000000000e+00 8.2658195506e-01 5.9430734857e-05 1.7364861235e-03 3.4319787442e+00 1.0000000000e+00
6.3229407278e-02 6.5186727187e-06 5.0379008746e-02 1.1237624589e-01 4.8112024393e-10 1.1939752627e+00 3.0988215914e+00 6.5218516323e-03 1.3555554385e+07 1.2212183487e+01 1.0000000000e+01 0.0000000000e+00 8.0858390818e-01 5.6597090161e-05 1.5404609126e-03 3.4098387464e+00 1.0000000000e+00
6.3275603840e-02 6.5186727187e-06 5.1875318590e-02 1.0799972533e-01 4.2652762286e-10 1.1766782729e+00 3.0519921004e+00 6.5272289370e-03 1.5303179881e+07 1.2300033249e+01 1.0000000000e+01 0.0000000000e+00 7.9687004099e-01 5.3462830386e-05 1.3669599329e-03 3.3875106286e+00 1.0000000000e+00
6.3297859792e-02 6.5186727187e-06 5.3400966912e-02 1.0378903668e-01 3.7819896602e-10 1.1503182083e+00 3.0256320358e+00 6.5298289793e-03 1.7265591834e+07 1.2391277463e+01 1.0000000000e+01 0.0000000000e+00 7.7901847849e-01 4.9397274173e-05 1.2133729717e-03 3.3650011001e+00 1.0000000000e+00
6.3296227308e-02 6.5186727187e-06 5.4956238551e-02 9.9780286686e-02 3.3529398589e-10 1.1315576279e+00 2.9773389541e+00 6.5296374090e-03 1.9474364838e+07 1.2486070923e+01 1.0000000000e+01 0.0000000000e+00 7.6631343852e-01 4.7861763005e-05 1.0773249978e-03 3.3423159453e+00 1.0000000000e+00
6.3270781108e-02 6.5186727187e-06 5.6541418347e-02 9.5757060201e-02 2.9732726794e-10 1.1127537306e+00 2.9437688063e+00 6.5266422052e-03 2.1951038162e+07 1.2584577472e+01 1.0000000000e+01 0.0000000000e+00 7.5357906352e-01 4.4537288138e-05 9.5685811111e-04 3.3194630054e+00 1.0000000000e+00
6.3221614220e-02 6.5186727187e-06 5.8156791140e-02 9.1892455550e-02 2.6364697592e-10 1.0904457329e+00 2.8993114326e+00 6.5208341383e-03 2.4733202858e+07 1.2686970653e+01 1.0000000000e+01 0.0000000000e+00 7.3847164164e-01 4.3559496431e-05 8.5010550933e-04 3.2964480676e+00 1.0000000000e+00
6.3148840743e-02 6.5186727187e-06 5.9802641769e-02 8.8489296229e-02 2.3375141425e-10 1.0704161215e+00 2.8718986959e+00 6.5122050333e-03 2.7859532120e+07 1.2793434393e+01 1.0000000000e+01 0.0000000000e+00 7.2490718852e-01 4.0291359313e-05 7.5555038136e-04 3.2732792517e+00 1.0000000000e+00
6.3052592651e-02 6.5186727187e-06 6.1479255073e-02 8.4740052910e-02 2.0723936163e-10 1.0482090649e+00 2.8349253887e+00 6.5007502838e-03 3.1368318415e+07 1.2904163756e+01 1.0000000000e+01 0.0000000000e+00 7.0986812602e-01 3.7657128222e-05 6.7174576351e-04 3.2499627948e+00 1.0000000000e+00
6.2933021850e-02 6.5186727187e-06 6.3186915893e-02 8.1574826339e-02 1.8377904205e-10 1.0284318064e+00 2.8003818796e+00 6.4864662018e-03 3.5294917906e+07 1.3019365756e+01 1.0000000000e+01 0.0000000000e+00 6.9647457133e-01 3.5661148041e-05 5.9745545069e-04 3.2265057806e+00 1.0000000000e+00
6.2790298185e-02 6.5186727187e-06 6.4925909069e-02 7.8524961101e-02 1.6285948491e-10 1.0143072532e+00 2.7567248252e+00 6.4693393432e-03 3.9723442248e+07 1.3139260236e+01 1.0000000000e+01 0.0000000000e+00 6.8690914164e-01 3.4985561081e-05 5.3157941116e-04 3.2029151639e+00 1.0000000000e+00
6.2624610702e-02 6.5186727187e-06 6.6696519438e-02 7.5179482447e-02 1.4432243529e-10 9.9804130524e-01 2.7330757519e+00 6.4493726086e-03 4.4687249044e+07 1.3264080830e+01 1.0000000000e+01 0.0000000000e+00 6.7589351664e-01 3.2313828702e-05 4.7318544349e-04 3.1791990280e+00 1.0000000000e+00
6.2436164731e-02 6.5186727187e-06 6.8499031842e-02 7.2482911291e-02 1.2784560364e-10 9.8057848347e-01 2.7008466795e+00 6.4265709575e-03 5.0268220216e+07 1.3394075996e+01 1.0000000000e+01 0.0000000000e+00 6.6406734477e-01 3.0849048234e-05 4.2138498979e-04 3.1553637873e+00 1.0000000000e+00
6.2225183910e-02 6.5186727187e-06 7.0333731120e-02 6.8978810804e-02 1.1324471387e-10 9.5863098989e-01 2.6641329353e+00 6.4009720827e-03 5.6523363114e+07 1.3529510153e+01 1.0000000000e+01 0.0000000000e+00 6.4920406352e-01 2.9189098197e-05 3.7543605710e-04 3.1314171372e+00 1.0000000000e+00
6.1991909062e-02 6.5186727187e-06 7.2200902111e-02 6.6599483313e-02 1.0030145227e-10 9.4516255428e-01 2.6358982491e+00 6.3725713021e-03 6.3534187768e+07 1.3670664904e+01 1.0000000000e+01 0.0000000000e+00 6.4008296977e-01 2.7556185898e-05 3.3466778990e-04 3.1073663924e+00 1.0000000000e+00
6.1736597036e-02 6.5186727187e-06 7.4100829655e-02 6.4184105406e-02 8.8778157205e-11 9.2982670708e-01 2.5984130260e+00 6.3413779103e-03 7.1429483444e+07 1.3817840385e+01 1.0000000000e+01 0.0000000000e+00 6.2969722758e-01 2.6417621543e-05 2.9848527576e-04 3.0832188429e+00 1.0000000000e+00
6.1459522147e-02 6.5186727187e-06 7.6033798591e-02 6.1422643500e-02 7.8565852122e-11 9.1231341473e-01 2.5808997337e+00 6.3074051108e-03 8.0281762884e+07 1.3971356714e+01 1.0000000000e+01 0.0000000000e+00 6.1783687602e-01 2.4148757343e-05 2.6637676342e-04 3.0589824154e+00 1.0000000000e+00
6.1160973183e-02 6.5186727187e-06 7.8000093760e-02 5.9360559674e-02 6.9502574289e-11 8.9917664295e-01 2.5382304607e+00 6.2706677411e-03 9.0222093285e+07 1.4131555593e+01 1.0000000000e+01 0.0000000000e+00 6.0894039164e-01 2.3678760634e-05 2.3785934951e-04 3.0346637979e+00 1.0000000000e+00
6.0841257064e-02 6.5186727187e-06 8.0000000000e-02 5.6728879268e-02 6.1446398047e-11 8.7807272912e-01 2.5245096721e+00 6.2312226604e-03 1.0140907943e+08 1.4298802042e+01 1.0000000000e+01 0.0000000000e+00 5.9464839945e-01 2.1547368799e-05 2.1254559328e-04 3.0102715315e+00 1.0000000000e+00
6.0781821865e-01 8.1416649705e-06 0.0000000000e+00 5.2649852449e+02 6.1335537242e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.0000000000e+01 0.0000000000e+00 2.7540000000e+02 1.1565217749e-02 4.4432394346e+10 0.0000000000e+00 1.0000000000e+00
6.0781822002e-01 8.1416649705e-06 4.7473265134e-08 5.2649732041e+02 6.1335535838e-01 1.6167198637e+01 3.1243540510e+01 2.1285854124e-11 3.4703950708e-11 1.0008105684e+01 1.0000000000e+01 0.0000000000e+00 2.7539875000e+02 1.1565333818e-02 4.4432073592e+10 8.5066020997e-04 1.0000000000e+00
6.0781829064e-01 8.1416649705e-06 3.7978612107e-07 5.2649874800e+02 6.1335543543e-01 1.6168582973e+01 3.1244924846e+01 1.3622929119e-09 2.2210497099e-09 1.0008105693e+01 1.0000000000e+01 0.0000000000e+00 2.7539968750e+02 1.1565166201e-02 4.4432165883e+10 6.8052733632e-03 1.0000000000e+00
6.0781903840e-01 8.1416649705e-06 1.2817781586e-06 5.2649650567e+02 6.1335603174e-01 1.6168813695e+01 3.1245155568e+01 1.5517182781e-08 2.5298818269e-08 1.0008105782e+01 1.0000000000e+01 0.0000000000e+00 2.7539984375e+02 1.1565339327e-02 4.4431772268e+10 2.2967501589e-02 1.0000000000e+00
6.0782282370e-01 8.1416649705e-06 3.0382889686e-06 5.2649251849e+02 6.1335914484e-01 1.6168813695e+01 3.1245155568e+01 8.7180450769e-08 1.4213605764e-07 1.0008106236e+01 1.0000000000e+01 0.0000000000e+00 2.7538984375e+02 1.1565502783e-02 4.4430699565e+10 5.4437933833e-02 1.0000000000e+00
6.0783578318e-01 8.1416649705e-06 5.9341581418e-06 5.2648054975e+02 6.1336982382e-01 1.6168929057e+01 3.1245270930e+01 3.3249838714e-07 5.4208468403e-07 1.0008107789e+01 1.0000000000e+01 0.0000000000e+00 2.7538992187e+02 1.1565419676e-02 4.4425445948e+10 1.0630034840e-01 1.0000000000e+00
6.0787064308e-01 8.1416649705e-06 1.0254225269e-05 5.2644268961e+02 6.1339847443e-01 1.6168929057e+01 3.1245270930e+01 9.9228371470e-07 1.6176820714e-06 1.0008111968e+01 1.0000000000e+01 0.0000000000e+00 2.7535992187e+02 1.1565895110e-02 4.4411181678e+10 1.8357671938e-01 1.0000000000e+00
6.0795028896e-01 8.1416649705e-06 1.6283329941e-05 5.2635980970e+02 6.1346398611e-01 1.6168929057e+01 3.1245270930e+01 2.4989961766e-06 4.0735825300e-06 1.0008121522e+01 1.0000000000e+01 0.0000000000e+00 2.7530992187e+02 1.1566825369e-02 4.4379807358e+10 2.9111357414e-01 1.0000000000e+00
6.0811193256e-01 8.1416649705e-06 2.4306311749e-05 5.2619195896e+02 6.1359697669e-01 1.6154220487e+01 3.1230562360e+01 5.5539096003e-06 9.0513966191e-06 1.0008140935e+01 1.0000000000e+01 0.0000000000e+00 2.7520996094e+02 1.1568761661e-02 4.4316511550e+10 4.3334255566e-01 1.0000000000e+00
6.0841154886e-01 8.1416649705e-06 3.4608010283e-05 5.2588194701e+02 6.1384358584e-01 1.6154220487e+01 3.1230562360e+01 1.1205730677e-05 1.8255026094e-05 1.0008177001e+01 1.0000000000e+01 0.0000000000e+00 2.7501996094e+02 1.1572283657e-02 4.4199561875e+10 6.1384335563e-01 1.0000000000e+00
6.0892785938e-01 8.1416649705e-06 4.7473265134e-05 5.2535186889e+02 6.1426888137e-01 1.6124687986e+01 3.1215796109e+01 2.0912679878e-05 3.4044830386e-05 1.0008239400e+01 1.0000000000e+01 0.0000000000e+00 2.7469996094e+02 1.1578257261e-02 4.3999953326e+10 8.3464632636e-01 1.0000000000e+00
6.0976461323e-01 8.1416649705e-06 6.3186915893e-05 5.2450502298e+02 6.1495902161e-01 1.6095155484e+01 3.1186263608e+01 3.6556657752e-05 5.9445680878e-05 1.0008341202e+01 1.0000000000e+01 0.0000000000e+00 2.7418996094e+02 1.1588274752e-02 4.3684422108e+10 1.0952769161e+00 1.0000000000e+00
6.1104932327e-01 8.1416649705e-06 8.2033802152e-05 5.2322880218e+02 6.1602070242e-01 1.6050885573e+01 3.1156759947e+01 6.0364650257e-05 9.7991268832e-05 1.0008499130e+01 1.0000000000e+01 0.0000000000e+00 2.7341998047e+02 1.1604464549e-02 4.3215635344e+10 1.3917014253e+00 1.0000000000e+00
6.1292646020e-01 8.1416649705e-06 1.0429876350e-04 5.2143064346e+02 6.1757661768e-01 1.5977054320e+01 3.1097694944e+01 9.4690483372e-05 1.5332588809e-04 1.0008733444e+01 1.0000000000e+01 0.0000000000e+00 2.7233998047e+02 1.1629021994e-02 4.2568154029e+10 1.7155697213e+00 1.0000000000e+00
6.1554394379e-01 8.1416649705e-06 1.3026663953e-04 5.1905679563e+02 6.1975534329e-01 1.5873690566e+01 3.1016480566e+01 1.4163759731e-04 2.2853792040e-04 1.0009067259e+01 1.0000000000e+01 0.0000000000e+00 2.7092498047e+02 1.1666006213e-02 4.1740297060e+10 2.0543389512e+00 1.0000000000e+00
6.1903439338e-01 8.1416649705e-06 1.6022226983e-04 5.1616379296e+02 6.2267740098e-01 1.5726028059e+01 3.0913116812e+01 2.0257232742e-04 3.2532468193e-04 1.0009525303e+01 1.0000000000e+01 0.0000000000e+00 2.6920498047e+02 1.1720852759e-02 4.0780701431e+10 2.3927288710e+00 1.0000000000e+00
6.2349634468e-01 8.1416649705e-06 1.9445049399e-04 5.1299165192e+02 6.2644081388e-01 1.5534066802e+01 3.0758071180e+01 2.7766701423e-04 4.4324540815e-04 1.0010132282e+01 1.0000000000e+01 0.0000000000e+00 2.6734998047e+02 1.1800320963e-02 3.9811025558e+10 2.7153539467e+00 1.0000000000e+00
6.2898462938e-01 8.1416649705e-06 2.3323615160e-04 5.1004118489e+02 6.3111365278e-01 1.5297821212e+01 3.0551358092e+01 3.6566073512e-04 5.7938967651e-04 1.0010911248e+01 1.0000000000e+01 0.0000000000e+00 2.6566999023e+02 1.1914767335e-02 3.9054346917e+10 3.0095851752e+00 1.0000000000e+00
6.3552296262e-01 8.1416649705e-06 2.7686408226e-04 5.0817052878e+02 6.3674576461e-01 1.5002496200e+01 3.0270799330e+01 4.6397138956e-04 7.2866034663e-04 1.0011882383e+01 1.0000000000e+01 0.0000000000e+00 2.6468999023e+02 1.2078717893e-02 3.8871125879e+10 3.2674372248e+00 1.0000000000e+00
6.4315711594e-01 8.1416649705e-06 3.2561912555e-04 5.0863330076e+02 6.4341788896e-01 1.4648106185e+01 2.9901643065e+01 5.6914876801e-04 8.8457094180e-04 1.0013062448e+01 1.0000000000e+01 0.0000000000e+00 2.6520999023e+02 1.2314421964e-02 3.9810319174e+10 3.4858697825e+00 1.0000000000e+00
6.5206017783e-01 8.1416649705e-06 3.7978612107e-04 5.1300263288e+02 6.5134192437e-01 1.4219884917e+01 2.9370058043e+01 6.7751369596e-04 1.0401813097e-03 1.0014464862e+01 1.0000000000e+01 0.0000000000e+00 2.6818999023e+02 1.2652074403e-02 4.2689260713e+10 3.6658214442e+00 1.0000000000e+00
6.6263032718e-01 8.1416649705e-06 4.3964990841e-04 5.2275994488e+02 6.6095345047e-01 1.3732598647e+01 2.8676044265e+01 7.8576921205e-04 1.1888419850e-03 1.0016100225e+01 1.0000000000e+01 0.0000000000e+00 2.7457999023e+02 1.3132404290e-02 4.8687037003e+10 3.8107327319e+00 1.0000000000e+00
6.7540371945e-01 8.1416649705e-06 5.0549532715e-04 5.3877765686e+02 6.7281949446e-01 1.3186247375e+01 2.7790069228e+01 8.9143267675e-04 1.3249209990e-03 1.0017977025e+01 1.0000000000e+01 0.0000000000e+00 2.8497999023e+02 1.3795402499e-02 5.9475750656e+10 3.9251527909e+00 1.0000000000e+00
6.9074332347e-01 8.1416649705e-06 5.7760721689e-04 5.6129106989e+02 6.8732127241e-01 1.2595604560e+01 2.6756438895e+01 9.9306413459e-04 1.4448325324e-03 1.0020102240e+01 1.0000000000e+01 0.0000000000e+00 2.9961999512e+02 1.4674620199e-02 7.7636371025e+10 4.0138536045e+00 1.0000000000e+00
7.0862174542e-01 8.1416649705e-06 6.5627041721e-04 5.9066667248e+02 7.0443456409e-01 1.1990188285e+01 2.5619437598e+01 1.0902694585e-03 1.5477228320e-03 1.0022481757e+01 1.0000000000e+01 0.0000000000e+00 3.1885999512e+02 1.5800907808e-02 1.0788274357e+11 4.0815252496e+00 1.0000000000e+00
7.2871757018e-01 8.1416649705e-06 7.4176976772e-04 6.2839078728e+02 7.2382979579e-01 1.1384772010e+01 2.4452903800e+01 1.1834398351e-03 1.6349697704e-03 1.0025120834e+01 1.0000000000e+01 0.0000000000e+00 3.4378999512e+02 1.7224228555e-02 1.6026789439e+11 4.1325819006e+00 1.0000000000e+00
7.5143090761e-01 8.1416649705e-06 8.3439010800e-04 6.7757539438e+02 7.4590308397e-01 1.0808888237e+01 2.3271603751e+01 1.2733596150e-03 1.7071381556e-03 1.0028024640e+01 1.0000000000e+01 0.0000000000e+00 3.7671999512e+02 1.9070963243e-02 2.5865464509e+11 4.1708722016e+00 1.0000000000e+00
7.7836780062e-01 8.1416649705e-06 9.3441627763e-04 7.3832728954e+02 7.7226904735e-01 1.0262536964e+01 2.2149368705e+01 1.3608887480e-03 1.7621951219e-03 1.0031198711e+01 1.0000000000e+01 0.0000000000e+00 4.1921999512e+02 2.1757785322e-02 4.5327662709e+11 4.1995025505e+00 1.0000000000e+00
8.0392776486e-01 8.1416649705e-06 1.0421331162e-03 7.3831990641e+02 7.9725538356e-01 9.7383350674e+00 2.1064049285e+01 1.4467954242e-03 1.8147201688e-03 1.0034649203e+01 1.0000000000e+01 0.0000000000e+00 4.5315499512e+02 3.3621460306e-02 7.0037822980e+11 4.2208490119e+00 1.0000000000e+00
8.1576014119e-01 8.1416649705e-06 1.1578254634e-03 7.3832729315e+02 8.0836820405e-01 9.2584355276e+00 2.0052564723e+01 1.5316993689e-03 1.8948040772e-03 1.0038382980e+01 1.0000000000e+01 0.0000000000e+00 4.7620999756e+02 5.1114242660e-02 1.0648069802e+12 4.2366868537e+00 1.0000000000e+00
7.9336348997e-01 8.1416649705e-06 1.2817781586e-03 7.3831991002e+02 7.8488322265e-01 8.8080648840e+00 1.9085375309e+01 1.6160721105e-03 2.0589968849e-03 1.0042407600e+01 1.0000000000e+01 0.0000000000e+00 4.8851499756e+02 7.4564816689e-02 1.5533610595e+12 4.2483191897e+00 1.0000000000e+00
6.9286405576e-01 8.1416649705e-06 1.4142760416e-03 7.3831991002e+02 6.8248216331e-01 8.3798436163e+00 1.8199400272e+01 1.7002611369e-03 2.4912902173e-03 1.0046731257e+01 1.0000000000e+01 0.0000000000e+00 4.9425499756e+02 9.4772737016e-02 1.9743921629e+12 4.2567068303e+00 1.0000000000e+00
4.3707428420e-01 8.1416649705e-06 1.5556039519e-03 7.3832729315e+02 4.2327813052e-01 8.0033042257e+00 1.7365107112e+01 1.7845163040e-03 4.2159426044e-03 1.0051362710e+01 1.0000000000e+01 0.0000000000e+00 4.9682999756e+02 8.1130419315e-02 1.6900561878e+12 4.2625594912e+00 1.0000000000e+00
7.0008002677e-02 8.1416649705e-06 1.7060467291e-03 6.1107912851e+02 5.1845170850e-02 7.6415310858e+00 1.6589878955e+01 1.8690120772e-03 3.6049877867e-02 1.0056311217e+01 1.0000000000e+01 0.0000000000e+00 4.1207499756e+02 1.7872931508e-02 1.4460799871e+11 4.2664066332e+00 1.0000000000e+00
1.9599512930e-02 8.1416649705e-06 1.8658892128e-03 4.9889634282e+01 1.0311401427e-04 7.3019073218e+00 1.5851566425e+01 1.9538657896e-03 1.8948595915e+01 1.0061586484e+01 1.0000000000e+01 0.0000000000e+00 7.9949975587e+00 3.8531173570e-05 1.1310504879e+03 4.2686439743e+00 1.0000000000e+00
2.0397510173e-02 8.1416649705e-06 2.0354162426e-03 1.7599542971e+01 5.3440556650e-05 6.9918160589e+00 1.5187085147e+01 2.0391527812e-03 3.8157401589e+01 1.0067198618e+01 1.0000000000e+01 0.0000000000e+00 4.8449975587e+00 1.7892074338e-04 2.8689651078e+01 4.2695718471e+00 1.0000000000e+00
2.1230994596e-02 8.1416649705e-06 2.2149126581e-03 1.0776556421e+01 3.5337816103e-05 6.6964928493e+00 1.4556687736e+01 2.1249164712e-03 6.0131516475e+01 1.0073158097e+01 1.0000000000e+01 0.0000000000e+00 4.5349987794e+00 3.4816528888e-04 2.1674986948e+01 4.2694152488e+00 1.0000000000e+00
2.2076505297e-02 8.1416649705e-06 2.4046632988e-03 7.8083670059e+00 2.4949280729e-05 6.4159340877e+00 1.3965864670e+01 2.2111768331e-03 8.8626876947e+01 1.0079475741e+01 1.0000000000e+01 0.0000000000e+00 4.3449987794e+00 3.4473991356e-04 1.7445508157e+01 4.2683481638e+00 1.0000000000e+00
2.2930014930e-02 8.1416649705e-06 2.6049530044e-03 6.1358223512e+00 1.8224118804e-05 6.1653260121e+00 1.3415555062e+01 2.2979360331e-03 1.2609312185e+02 1.0086162697e+01 1.0000000000e+01 0.0000000000e+00 4.1652819825e+00 3.4140254133e-04 1.4162981545e+01 4.2665041231e+00 1.0000000000e+00
2.3789835441e-02 8.1416649705e-06 2.8160666145e-03 5.0603374850e+00 1.3610725681e-05 5.9167511801e+00 1.2886421468e+01 2.3851823214e-03 1.7524284725e+02 1.0093230427e+01 1.0000000000e+01 0.0000000000e+00 4.0069421388e+00 3.4065514099e-04 1.1558218568e+01 4.2639851437e+00 1.0000000000e+00
2.4654943727e-02 8.1416649705e-06 3.0382889686e-03 4.3015987885e+00 1.0332913770e-05 5.6896119257e+00 1.2408255953e+01 2.4728940204e-03 2.3932204172e+02 1.0100690706e+01 1.0000000000e+01 0.0000000000e+00 3.8531188966e+00 3.3730628097e-04 9.4754995780e+00 4.2608725262e+00 1.0000000000e+00
2.5524564771e-02 8.1416649705e-06 3.2719049063e-03 3.7376044421e+00 7.9467698213e-06 5.4799931738e+00 1.1947610941e+01 2.5610411263e-03 3.2227448182e+02 1.0108555619e+01 1.0000000000e+01 0.0000000000e+00 3.7111608888e+00 3.3606184396e-04 7.8005995960e+00 4.2572271407e+00 1.0000000000e+00
2.6398029010e-02 8.1416649705e-06 3.5171992673e-03 3.2901466722e+00 6.1777289554e-06 5.2835616642e+00 1.1514919422e+01 2.6495871322e-03 4.2889339291e+02 1.0116837561e+01 1.0000000000e+01 0.0000000000e+00 3.5781335450e+00 3.3365034472e-04 6.4472218320e+00 4.2530983814e+00 1.0000000000e+00
2.7274712641e-02 8.1416649705e-06 3.7744568910e-03 2.9328437839e+00 4.8469747021e-06 5.1034537832e+00 1.1113317781e+01 2.7384914042e-03 5.6498982818e+02 1.0125549249e+01 1.0000000000e+01 0.0000000000e+00 3.4461608888e+00 3.3078186421e-04 5.3485963768e+00 4.2485240209e+00 1.0000000000e+00
2.8154010421e-02 8.1416649705e-06 4.0439626172e-03 2.6307485034e+00 3.8336820971e-06 4.9194885077e+00 1.0737391248e+01 2.8277080454e-03 7.3759586053e+02 1.0134703723e+01 1.0000000000e+01 0.0000000000e+00 3.3315759278e+00 3.2759233994e-04 4.4529147417e+00 4.2435336294e+00 1.0000000000e+00
2.9035322719e-02 8.1416649705e-06 4.3260012853e-03 2.3801990098e+00 3.0541076734e-06 4.7575365177e+00 1.0368711750e+01 2.9171893209e-03 9.5516911412e+02 1.0144314360e+01 1.0000000000e+01 0.0000000000e+00 3.2118988038e+00 3.2462401986e-04 3.7196682677e+00 4.2381502443e+00 1.0000000000e+00
2.9918049968e-02 8.1416649705e-06 4.6208577351e-03 2.1637234687e+00 2.4490751846e-06 4.5853597284e+00 1.0034106203e+01 3.0068841791e-03 1.2277631157e+03 1.0154394886e+01 1.0000000000e+01 0.0000000000e+00 3.1052972413e+00 3.2124782954e-04 3.1170697366e+00 4.2323921752e+00 1.0000000000e+00
3.0801588081e-02 8.1416649705e-06 4.9288168060e-03 1.9787415714e+00 1.9755018530e-06 4.4446765829e+00 9.7014618001e+00 3.0967396698e-03 1.5675711289e+03 1.0164959389e+01 1.0000000000e+01 0.0000000000e+00 3.0100238038e+00 3.1977813049e-04 2.6199440748e+00 4.2262728866e+00 1.0000000000e+00
3.1685329090e-02 8.1416649705e-06 5.2501633377e-03 1.8167309995e+00 1.6022565777e-06 4.2974466818e+00 9.4065693929e+00 3.1867009140e-03 1.9888830280e+03 1.0176022334e+01 1.0000000000e+01 0.0000000000e+00 2.9103167726e+00 3.1342488738e-04 2.2084963736e+00 4.2198053052e+00 1.0000000000e+00
3.2568658120e-02 8.1416649705e-06 5.5851821698e-03 1.6743174340e+00 1.3060820962e-06 4.1550331164e+00 9.1017270707e+00 3.2767115705e-03 2.5088098061e+03 1.0187598581e+01 1.0000000000e+01 0.0000000000e+00 2.8138714601e+00 3.1467445951e-04 1.8666150678e+00 4.2129943545e+00 1.0000000000e+00
3.3450956643e-02 8.1416649705e-06 5.9341581418e-03 1.5532312950e+00 1.0695170562e-06 4.0339469773e+00 8.8329784256e+00 3.3667144674e-03 3.1478829139e+03 1.0199703401e+01 1.0000000000e+01 0.0000000000e+00 2.7318695069e+00 3.0837123895e-04 1.5818238126e+00 4.2058508988e+00 1.0000000000e+00
3.4331599373e-02 8.1416649705e-06 6.2973760933e-03 1.4407323652e+00 8.7975774023e-07 3.9066673767e+00 8.5580363189e+00 3.4566508407e-03 3.9290939797e+03 1.0212352500e+01 1.0000000000e+01 0.0000000000e+00 2.6456732179e+00 3.0687506224e-04 1.3437159245e+00 4.1983763210e+00 1.0000000000e+00
3.5209958279e-02 8.1416649705e-06 6.6751208640e-03 1.3362726783e+00 7.2665629789e-07 3.7874558594e+00 8.3206947966e+00 3.5464621291e-03 4.8805221113e+03 1.0225562036e+01 1.0000000000e+01 0.0000000000e+00 2.5649407960e+00 3.0151825608e-04 1.1441405702e+00 4.1905768766e+00 1.0000000000e+00
3.6085399195e-02 8.1416649705e-06 7.0676772934e-03 1.2482664014e+00 6.0252267177e-07 3.6846689117e+00 8.0702453429e+00 3.6360869288e-03 6.0347719665e+03 1.0239348644e+01 1.0000000000e+01 0.0000000000e+00 2.4853314210e+00 2.9901094425e-04 9.7633633245e-01 4.1824533091e+00 1.0000000000e+00
3.6957286527e-02 8.1416649705e-06 7.4753302211e-03 1.1647520065e+00 5.0142448367e-07 3.5716220156e+00 7.8390684419e+00 3.7254634432e-03 7.4297597435e+03 1.0253729457e+01 1.0000000000e+01 0.0000000000e+00 2.4187738038e+00 2.9512968083e-04 8.3490024186e-01 4.1740088492e+00 1.0000000000e+00
3.7824981348e-02 8.1416649705e-06 7.8983644867e-03 1.0883755940e+00 4.1862704265e-07 3.4657131019e+00 7.6297957739e+00 3.8145316483e-03 9.1120048628e+03 1.0268722135e+01 1.0000000000e+01 0.0000000000e+00 2.3470501710e+00 2.8968548401e-04 7.1538528199e-01 4.1652449134e+00 1.0000000000e+00
3.8687841799e-02 8.1416649705e-06 8.3370649298e-03 1.0199523541e+00 3.5068798970e-07 3.3677573608e+00 7.4137100279e+00 3.9032284114e-03 1.1130202704e+04 1.0284344889e+01 1.0000000000e+01 0.0000000000e+00 2.2807125855e+00 2.8684689732e-04 6.1412561218e-01 4.1561611598e+00 1.0000000000e+00
3.9545226362e-02 8.1416649705e-06 8.7917163900e-03 9.6028891475e-01 2.9463153839e-07 3.2785758404e+00 7.2211647532e+00 3.9914936222e-03 1.3547407871e+04 1.0300616510e+01 1.0000000000e+01 0.0000000000e+00 2.2203170777e+00 2.8220772336e-04 5.2815502444e-01 4.1467594751e+00 1.0000000000e+00
4.0396491372e-02 8.1416649705e-06 9.2626037068e-03 9.0130322323e-01 2.4823986094e-07 3.1900432274e+00 7.0292683860e+00 4.0792588453e-03 1.6432730948e+04 1.0317556396e+01 1.0000000000e+01 0.0000000000e+00 2.1603610230e+00 2.7751074647e-04 4.5499555198e-01 4.1370396274e+00 1.0000000000e+00
