# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 k2	 lambda_tidal	 phi_1_0	 H_0	 
3.3725420955e-02 0.0000000000e+00 5.3407423276e-05 1.4766250610e-10 0.0000000000e+00 4.3513095008e+02 9.3919168091e+02 3.3727503533e-02 inf 1.0001739605e+00 1.0000000000e+00 0.0000000000e+00 2.9467937500e+02 -6.2517064279e-05 -4.3384790614e+09 4.3379907102e+00 1.0000000000e+00
3.8901511194e-02 0.0000000000e+00 7.1085280380e-05 1.4766250610e-10 0.0000000000e+00 3.7712911769e+02 8.1568676081e+02 3.8904708025e-02 inf 1.0002315638e+00 1.0000000000e+00 0.0000000000e+00 2.5539937500e+02 1.7437378391e-04 5.9795368233e+09 4.3375929676e+00 1.0000000000e+00
4.4315028417e-02 0.0000000000e+00 9.2288027421e-05 1.4766250610e-10 0.0000000000e+00 3.3094074723e+02 6.9492882476e+02 4.4319755388e-02 inf 1.0003006679e+00 1.0000000000e+00 0.0000000000e+00 2.2411968750e+02 3.2052216340e-04 4.9332096887e+09 4.3370834042e+00 1.0000000000e+00
4.9955456139e-02 0.0000000000e+00 1.1733610894e-04 1.4766250610e-10 0.0000000000e+00 2.9349353568e+02 6.3313206596e+02 4.9962229554e-02 inf 1.0003823251e+00 1.0000000000e+00 0.0000000000e+00 1.9875968750e+02 2.9050069680e-04 2.8066600214e+09 4.3365463814e+00 1.0000000000e+00
5.5812033220e-02 0.0000000000e+00 1.4654996947e-04 1.4766250610e-10 0.0000000000e+00 2.6258777315e+02 5.6793906952e+02 5.5821482392e-02 inf 1.0004775914e+00 1.0000000000e+00 0.0000000000e+00 1.7782968750e+02 3.3121499196e-04 1.8586231737e+09 4.3358889131e+00 1.0000000000e+00
6.1875702242e-02 0.0000000000e+00 1.8025005356e-04 1.4766250610e-10 0.0000000000e+00 2.3673229906e+02 5.1215240543e+02 6.1888583101e-02 inf 1.0005875250e+00 1.0000000000e+00 0.0000000000e+00 1.6031984375e+02 3.7201321968e-04 1.2449704886e+09 4.3351284701e+00 1.0000000000e+00
6.8137930770e-02 0.0000000000e+00 2.1875680574e-04 1.4766250610e-10 0.0000000000e+00 2.1486348190e+02 4.6485610473e+02 6.8155139560e-02 inf 1.0007131884e+00 1.0000000000e+00 0.0000000000e+00 1.4550984375e+02 3.7148907233e-04 7.6585776802e+08 4.3342596910e+00 1.0000000000e+00
7.4590733823e-02 0.0000000000e+00 2.6239067055e-04 1.4766250610e-10 0.0000000000e+00 1.9615464238e+02 4.2441134431e+02 7.4613321077e-02 inf 1.0008556478e+00 1.0000000000e+00 0.0000000000e+00 1.3283984375e+02 3.6875793080e-04 4.8227040493e+08 4.3332755929e+00 1.0000000000e+00
8.1226578857e-02 0.0000000000e+00 3.1147209254e-04 1.4766250610e-10 0.0000000000e+00 1.8000036421e+02 3.8950392787e+02 8.1255763658e-02 inf 1.0010159743e+00 1.0000000000e+00 0.0000000000e+00 1.2189984375e+02 3.7157356226e-04 3.1639049174e+08 4.3321690857e+00 1.0000000000e+00
8.8038300001e-02 0.0000000000e+00 3.6632151625e-04 1.4766250610e-10 0.0000000000e+00 1.6594300899e+02 3.5911509947e+02 8.8075484357e-02 inf 1.0011952443e+00 1.0000000000e+00 0.0000000000e+00 1.1237992188e+02 3.6982514410e-04 2.0979189717e+08 4.3309330944e+00 1.0000000000e+00
9.5019027405e-02 0.0000000000e+00 4.2725938621e-04 1.4766250610e-10 0.0000000000e+00 1.5361318973e+02 3.3247678337e+02 9.5065810744e-02 inf 1.0013945404e+00 1.0000000000e+00 0.0000000000e+00 1.0402992188e+02 3.6912738336e-04 1.4243350075e+08 4.3295606074e+00 1.0000000000e+00
1.0216212872e-01 0.0000000000e+00 4.9460614696e-04 1.4766250610e-10 0.0000000000e+00 1.4274522929e+02 3.0896891240e+02 1.0222032246e-01 inf 1.0016149516e+00 1.0000000000e+00 0.0000000000e+00 9.6669921875e+01 3.6858788724e-04 9.8559345249e+07 4.3280446168e+00 1.0000000000e+00
1.0946116043e-01 0.0000000000e+00 5.6868224304e-04 1.4766250610e-10 0.0000000000e+00 1.3307333514e+02 2.8810420029e+02 1.0953280247e-01 inf 1.0018575746e+00 1.0000000000e+00 0.0000000000e+00 9.0119921875e+01 3.6742913262e-04 6.9263781256e+07 4.3263782038e+00 1.0000000000e+00
1.1690982679e-01 0.0000000000e+00 6.4980811900e-04 1.4766250610e-10 0.0000000000e+00 1.2446461103e+02 2.6946919202e+02 1.1699719592e-01 inf 1.0021235143e+00 1.0000000000e+00 0.0000000000e+00 8.4289921875e+01 3.6670691547e-04 4.9482454529e+07 4.3245544220e+00 1.0000000000e+00
1.2450194520e-01 0.0000000000e+00 7.3830421936e-04 1.4766250610e-10 0.0000000000e+00 1.1672715339e+02 2.5276862026e+02 1.2460757535e-01 inf 1.0024138845e+00 1.0000000000e+00 0.0000000000e+00 7.9049960938e+01 3.6554327742e-04 3.5826630696e+07 4.3225664771e+00 1.0000000000e+00
1.3223141639e-01 0.0000000000e+00 8.3449098868e-04 1.4766250610e-10 0.0000000000e+00 1.0974271685e+02 2.3770704464e+02 1.3235811067e-01 inf 1.0027298090e+00 1.0000000000e+00 0.0000000000e+00 7.4319960938e+01 3.6444118047e-04 2.6272114481e+07 4.3204074811e+00 1.0000000000e+00
1.4009219937e-01 0.0000000000e+00 9.3868887150e-04 1.4766250610e-10 0.0000000000e+00 1.0343752784e+02 2.2407779533e+02 1.4024304366e-01 inf 1.0030724226e+00 1.0000000000e+00 0.0000000000e+00 7.0049960938e+01 3.6325062264e-04 1.9492335115e+07 4.3180707236e+00 1.0000000000e+00
1.4807828947e-01 0.0000000000e+00 1.0512183123e-03 1.4766250610e-10 0.0000000000e+00 9.7708222606e+01 2.1168891106e+02 1.4825666572e-01 inf 1.0034428717e+00 1.0000000000e+00 0.0000000000e+00 6.6169960938e+01 3.6207914978e-04 1.4617998377e+07 4.3155494831e+00 1.0000000000e+00
1.5618369982e-01 0.0000000000e+00 1.1723997558e-03 1.4766250610e-10 0.0000000000e+00 9.2466203639e+01 2.0040749560e+02 1.5639329882e-01 inf 1.0038423156e+00 1.0000000000e+00 0.0000000000e+00 6.2619960938e+01 3.6056963302e-04 1.1073243107e+07 4.3128372485e+00 1.0000000000e+00
1.6440244492e-01 0.0000000000e+00 1.3025536463e-03 1.4766250610e-10 0.0000000000e+00 8.7681938442e+01 1.9007112017e+02 1.6464727845e-01 inf 1.0042719274e+00 1.0000000000e+00 0.0000000000e+00 5.9379960938e+01 3.5918648872e-04 8.4649647571e+06 4.3099273295e+00 1.0000000000e+00
1.7272852726e-01 0.0000000000e+00 1.4420004284e-03 1.4766250610e-10 0.0000000000e+00 8.3296390851e+01 1.8060598237e+02 1.7301293963e-01 inf 1.0047328952e+00 1.0000000000e+00 0.0000000000e+00 5.6409980469e+01 3.5752963644e-04 6.5268795568e+06 4.3068133738e+00 1.0000000000e+00
1.8115592483e-01 0.0000000000e+00 1.5910605468e-03 1.4766250610e-10 0.0000000000e+00 7.9250438184e+01 1.7187912826e+02 1.8148460360e-01 inf 1.0052264234e+00 1.0000000000e+00 0.0000000000e+00 5.3669980469e+01 3.5601704924e-04 5.0726515612e+06 4.3034888741e+00 1.0000000000e+00
1.8967858159e-01 0.0000000000e+00 1.7500544459e-03 1.4766250610e-10 0.0000000000e+00 7.5514576779e+01 1.6383152168e+02 1.9005656747e-01 inf 1.0057537336e+00 1.0000000000e+00 0.0000000000e+00 5.1139980469e+01 3.5419799147e-04 3.9717715670e+06 4.2999476515e+00 1.0000000000e+00
1.9829039849e-01 0.0000000000e+00 1.9193025703e-03 1.4766250610e-10 0.0000000000e+00 7.2074040387e+01 1.5638933137e+02 1.9872309424e-01 inf 1.0063160661e+00 1.0000000000e+00 0.0000000000e+00 4.8809980469e+01 3.5231431140e-04 3.1313090971e+06 4.2961834287e+00 1.0000000000e+00
2.0698522633e-01 0.0000000000e+00 2.0991253644e-03 1.4766250610e-10 0.0000000000e+00 6.8869764005e+01 1.4949349234e+02 2.0747840468e-01 inf 1.0069146810e+00 1.0000000000e+00 0.0000000000e+00 4.6639980469e+01 3.5035277625e-04 2.4847296645e+06 4.2921901018e+00 1.0000000000e+00
2.1575685972e-01 0.0000000000e+00 2.2898432729e-03 1.4766250610e-10 0.0000000000e+00 6.5886981382e+01 1.4307017332e+02 2.1631667005e-01 inf 1.0075508600e+00 1.0000000000e+00 0.0000000000e+00 4.4619980469e+01 3.4837361407e-04 1.9836160287e+06 4.2879616461e+00 1.0000000000e+00
2.2459903265e-01 0.0000000000e+00 2.4917767404e-03 1.4766250610e-10 0.0000000000e+00 6.3110926267e+01 1.3708984182e+02 2.2523200649e-01 inf 1.0082259075e+00 1.0000000000e+00 0.0000000000e+00 4.2739980469e+01 3.4616653338e-04 1.5925753840e+06 4.2834922231e+00 1.0000000000e+00
2.3350541453e-01 0.0000000000e+00 2.7052462112e-03 1.4766250610e-10 0.0000000000e+00 6.0526846830e+01 1.3152297976e+02 2.3421846966e-01 inf 1.0089411522e+00 1.0000000000e+00 0.0000000000e+00 4.0989990234e+01 3.4385130148e-04 1.2854496327e+06 4.2787760192e+00 1.0000000000e+00
2.4246960686e-01 0.0000000000e+00 2.9305721300e-03 1.4766250610e-10 0.0000000000e+00 5.8105181730e+01 1.2629572705e+02 2.4327005003e-01 inf 1.0096979488e+00 1.0000000000e+00 0.0000000000e+00 3.9349990234e+01 3.4153277296e-04 1.0427584215e+06 4.2738073460e+00 1.0000000000e+00
2.5148514283e-01 0.0000000000e+00 3.1680749413e-03 1.4766250610e-10 0.0000000000e+00 5.5831179136e+01 1.2142286435e+02 2.5238067083e-01 inf 1.0104976795e+00 1.0000000000e+00 0.0000000000e+00 3.7809990234e+01 3.3887285794e-04 8.4987927608e+05 4.2685807653e+00 1.0000000000e+00
2.6054548441e-01 0.0000000000e+00 3.4180750897e-03 1.4766250610e-10 0.0000000000e+00 5.3704839049e+01 1.1683056041e+02 2.6154418356e-01 inf 1.0113417560e+00 1.0000000000e+00 0.0000000000e+00 3.6369990234e+01 3.3649763516e-04 6.9575354501e+05 4.2630907044e+00 1.0000000000e+00
2.6964402390e-01 0.0000000000e+00 3.6808930196e-03 1.4766250610e-10 0.0000000000e+00 5.1696628966e+01 1.1251881523e+02 2.7075436784e-01 inf 1.0122316209e+00 1.0000000000e+00 0.0000000000e+00 3.5009990234e+01 3.3373781390e-04 5.7196554832e+05 4.2573320911e+00 1.0000000000e+00
2.7877408361e-01 0.0000000000e+00 3.9568491757e-03 1.4766250610e-10 0.0000000000e+00 4.9806548888e+01 1.0847286256e+02 2.8000492913e-01 inf 1.0131687501e+00 1.0000000000e+00 0.0000000000e+00 3.3729990234e+01 3.3089456748e-04 4.7205928486e+05 4.2512997276e+00 1.0000000000e+00
2.8792891679e-01 0.0000000000e+00 4.2462640024e-03 1.4766250610e-10 0.0000000000e+00 4.8034598814e+01 1.0464840365e+02 2.8928949784e-01 inf 1.0141546544e+00 1.0000000000e+00 0.0000000000e+00 3.2529990234e+01 3.2805443445e-04 3.9105605306e+05 4.2449886269e+00 1.0000000000e+00
2.9710171063e-01 0.0000000000e+00 4.5494579443e-03 1.4766250610e-10 0.0000000000e+00 4.6351246245e+01 1.0104543850e+02 2.9860163025e-01 inf 1.0151908818e+00 1.0000000000e+00 0.0000000000e+00 3.1389990234e+01 3.2481367536e-04 3.2509416049e+05 4.2383940993e+00 1.0000000000e+00
3.0628558777e-01 0.0000000000e+00 4.8667514460e-03 1.4766250610e-10 0.0000000000e+00 4.4756491179e+01 9.7634434613e+01 3.0793480798e-01 inf 1.0162790196e+00 1.0000000000e+00 0.0000000000e+00 3.0309990234e+01 3.2178890366e-04 2.7115736883e+05 4.2315113269e+00 1.0000000000e+00
3.1547361025e-01 0.0000000000e+00 5.1984649520e-03 1.4766250610e-10 0.0000000000e+00 4.3250340827e+01 9.4400632940e+01 3.1728243964e-01 inf 1.0174206966e+00 1.0000000000e+00 0.0000000000e+00 2.9289995117e+01 3.1862963238e-04 2.2688117250e+05 4.2243359373e+00 1.0000000000e+00
3.2465878321e-01 0.0000000000e+00 5.5449189068e-03 1.4766250610e-10 0.0000000000e+00 4.1832780768e+01 9.1344019064e+01 3.2663786243e-01 inf 1.0186175858e+00 1.0000000000e+00 0.0000000000e+00 2.8329995117e+01 3.1510186297e-04 1.9040024450e+05 4.2168637019e+00 1.0000000000e+00
3.3383405855e-01 0.0000000000e+00 5.9064337549e-03 1.4766250610e-10 0.0000000000e+00 4.0474285712e+01 8.8435067693e+01 3.3599434335e-01 inf 1.0198714065e+00 1.0000000000e+00 0.0000000000e+00 2.7409995117e+01 3.1188284438e-04 1.6023494057e+05 4.2090903061e+00 1.0000000000e+00
3.4299234122e-01 0.0000000000e+00 6.2833299410e-03 1.4766250610e-10 0.0000000000e+00 3.9189621909e+01 8.5688545080e+01 3.4534508309e-01 inf 1.0211839272e+00 1.0000000000e+00 0.0000000000e+00 2.6539995117e+01 3.0800596311e-04 1.3520911528e+05 4.2010121047e+00 1.0000000000e+00
3.5212649233e-01 0.0000000000e+00 6.6759279095e-03 1.4766250610e-10 0.0000000000e+00 3.7964023108e+01 8.3060152471e+01 3.5468321682e-01 inf 1.0225569681e+00 1.0000000000e+00 0.0000000000e+00 2.5709995117e+01 3.0460450992e-04 1.1437962362e+05 4.1926250243e+00 1.0000000000e+00
3.6122933770e-01 0.0000000000e+00 7.0845481050e-03 1.4766250610e-10 0.0000000000e+00 3.6797489310e+01 8.0564656118e+01 3.6400182011e-01 inf 1.0239924046e+00 1.0000000000e+00 0.0000000000e+00 2.4919995117e+01 3.0078558271e-04 9.6990865368e+04 4.1839257904e+00 1.0000000000e+00
3.7029367217e-01 0.0000000000e+00 7.5095109720e-03 1.4766250610e-10 0.0000000000e+00 3.5675254264e+01 7.8187289770e+01 3.7329391071e-01 inf 1.0254921693e+00 1.0000000000e+00 0.0000000000e+00 2.4159995117e+01 2.9679355052e-04 8.2432256580e+04 4.1749109939e+00 1.0000000000e+00
3.7931226732e-01 0.0000000000e+00 7.9511369550e-03 1.4766250610e-10 0.0000000000e+00 3.4626850471e+01 7.5928053427e+01 3.8255245375e-01 inf 1.0270582562e+00 1.0000000000e+00 0.0000000000e+00 2.3449995117e+01 2.9269196152e-04 7.0209533726e+04 4.1655774869e+00 1.0000000000e+00
3.8827787745e-01 0.0000000000e+00 8.4097464987e-03 1.4766250610e-10 0.0000000000e+00 3.3607979178e+01 7.3757414587e+01 3.9177036509e-01 inf 1.0286927235e+00 1.0000000000e+00 0.0000000000e+00 2.2759995117e+01 2.8892161072e-04 5.9920763268e+04 4.1559222173e+00 1.0000000000e+00
3.9718324911e-01 0.0000000000e+00 8.8856600475e-03 1.4766250610e-10 0.0000000000e+00 3.2633406638e+01 7.1690139502e+01 4.0094051821e-01 inf 1.0303976972e+00 1.0000000000e+00 0.0000000000e+00 2.2099995117e+01 2.8479042879e-04 5.1238628261e+04 4.1459427008e+00 1.0000000000e+00
4.0602112691e-01 0.0000000000e+00 9.3791980460e-03 1.4766250610e-10 0.0000000000e+00 3.1703132850e+01 6.9711461920e+01 4.1005574740e-01 inf 1.0321753748e+00 1.0000000000e+00 0.0000000000e+00 2.1469995117e+01 2.8046609521e-04 4.3894733110e+04 4.1356364120e+00 1.0000000000e+00
4.1478426291e-01 0.0000000000e+00 9.8906809387e-03 1.4766250610e-10 0.0000000000e+00 3.0817157813e+01 6.7821381842e+01 4.1910885459e-01 inf 1.0340280293e+00 1.0000000000e+00 0.0000000000e+00 2.0869995117e+01 2.7636105851e-04 3.7668576777e+04 4.1250009727e+00 1.0000000000e+00
4.2346542475e-01 0.0000000000e+00 1.0420429170e-02 1.4766250610e-10 0.0000000000e+00 2.9975485133e+01 6.6019902872e+01 4.2809261476e-01 inf 1.0359580131e+00 1.0000000000e+00 0.0000000000e+00 2.0299997559e+01 2.7177840938e-04 3.2378854381e+04 4.1140345895e+00 1.0000000000e+00
4.3205740307e-01 0.0000000000e+00 1.0968763185e-02 1.4766250610e-10 0.0000000000e+00 2.9148575099e+01 6.4277485300e+01 4.3699978096e-01 inf 1.0379677623e+00 1.0000000000e+00 0.0000000000e+00 1.9739997559e+01 2.6730111254e-04 2.7875314474e+04 4.1027352954e+00 1.0000000000e+00
4.4055302336e-01 0.0000000000e+00 1.1536003428e-02 1.4766250610e-10 0.0000000000e+00 2.8365963817e+01 6.2608898982e+01 4.4582309340e-01 inf 1.0400598017e+00 1.0000000000e+00 0.0000000000e+00 1.9209997559e+01 2.6284783830e-04 2.4033617461e+04 4.0911015748e+00 1.0000000000e+00
4.4894515285e-01 0.0000000000e+00 1.2122470343e-02 1.4766250610e-10 0.0000000000e+00 2.7612885036e+01 6.1014143916e+01 4.5455528402e-01 inf 1.0422367489e+00 1.0000000000e+00 0.0000000000e+00 1.8699997559e+01 2.5818451791e-04 2.0750427929e+04 4.0791322068e+00 1.0000000000e+00
4.5722670975e-01 0.0000000000e+00 1.2728484374e-02 1.4766250610e-10 0.0000000000e+00 2.6889338756e+01 5.9478453852e+01 4.6318908327e-01 inf 1.0445013198e+00 1.0000000000e+00 0.0000000000e+00 1.8209997559e+01 2.5346834228e-04 1.7939529783e+04 4.0668260878e+00 1.0000000000e+00
4.6539067389e-01 0.0000000000e+00 1.3354365968e-02 1.4766250610e-10 0.0000000000e+00 2.6195324977e+01 5.8001828791e+01 4.7171722840e-01 inf 1.0468563338e+00 1.0000000000e+00 0.0000000000e+00 1.7739997559e+01 2.4878808269e-04 1.5528893593e+04 4.0541823847e+00 1.0000000000e+00
4.7343009574e-01 0.0000000000e+00 1.4000435567e-02 1.4766250610e-10 0.0000000000e+00 2.5530843700e+01 5.6584268733e+01 4.8013247018e-01 inf 1.0493047194e+00 1.0000000000e+00 0.0000000000e+00 1.7289997559e+01 2.4400156097e-04 1.3458209943e+04 4.0412005942e+00 1.0000000000e+00
4.8133810528e-01 0.0000000000e+00 1.4667013617e-02 1.4766250610e-10 0.0000000000e+00 2.4881128673e+01 5.5211007426e+01 4.8842757966e-01 inf 1.0518495201e+00 1.0000000000e+00 0.0000000000e+00 1.6849997559e+01 2.3936713194e-04 1.1676775288e+04 4.0278803293e+00 1.0000000000e+00
4.8910792384e-01 0.0000000000e+00 1.5354420562e-02 1.4766250610e-10 0.0000000000e+00 2.4260946147e+01 5.3896811122e+01 4.9659535794e-01 inf 1.0544939010e+00 1.0000000000e+00 0.0000000000e+00 1.6429997559e+01 2.3475170131e-04 1.0141962182e+04 4.0142215932e+00 1.0000000000e+00
4.9673287082e-01 0.0000000000e+00 1.6062976847e-02 1.4766250610e-10 0.0000000000e+00 2.3655529872e+01 5.2626913569e+01 5.0462864103e-01 inf 1.0572411549e+00 1.0000000000e+00 0.0000000000e+00 1.6019997559e+01 2.2994290717e-04 8.8178111453e+03 4.0002246786e+00 1.0000000000e+00
5.0420637648e-01 0.0000000000e+00 1.6793002915e-02 1.4766250610e-10 0.0000000000e+00 2.3079646099e+01 5.1416081019e+01 5.1252031074e-01 inf 1.0600947098e+00 1.0000000000e+00 0.0000000000e+00 1.5629997559e+01 2.2481074300e-04 7.6739077467e+03 3.9858901113e+00 1.0000000000e+00
5.1152198730e-01 0.0000000000e+00 1.7544819213e-02 1.4766250610e-10 0.0000000000e+00 2.2518528575e+01 5.0234780970e+01 5.2026329866e-01 inf 1.0630581362e+00 1.0000000000e+00 0.0000000000e+00 1.5249997559e+01 2.1995480888e-04 6.6844263431e+03 3.9712184085e+00 1.0000000000e+00
5.1867338070e-01 0.0000000000e+00 1.8318746184e-02 1.4766250610e-10 0.0000000000e+00 2.1986943553e+01 4.9097779673e+01 5.2785059909e-01 inf 1.0661351549e+00 1.0000000000e+00 0.0000000000e+00 1.4889997559e+01 2.1477055733e-04 5.8275408317e+03 3.9562107901e+00 1.0000000000e+00
5.2565437090e-01 0.0000000000e+00 1.9115104272e-02 1.4766250610e-10 0.0000000000e+00 2.1455358531e+01 4.8005077128e+01 5.3527527390e-01 inf 1.0693296455e+00 1.0000000000e+00 0.0000000000e+00 1.4529997559e+01 2.0970365467e-04 5.0846121042e+03 3.9408683482e+00 1.0000000000e+00
5.3245891808e-01 0.0000000000e+00 1.9934213923e-02 1.4766250610e-10 0.0000000000e+00 2.0953307813e+01 4.6941908887e+01 5.4253046048e-01 inf 1.0726456554e+00 1.0000000000e+00 0.0000000000e+00 1.4189998779e+01 2.0479897885e-04 4.4397888129e+03 3.9251925817e+00 1.0000000000e+00
5.3908113979e-01 0.0000000000e+00 2.0776395580e-02 1.4766250610e-10 0.0000000000e+00 2.0473404668e+01 4.5915654469e+01 5.4960938152e-01 inf 1.0760874089e+00 1.0000000000e+00 0.0000000000e+00 1.3864998779e+01 2.0010333489e-04 3.8795415994e+03 3.9091852477e+00 1.0000000000e+00
5.4551531783e-01 0.0000000000e+00 2.1641969690e-02 1.4766250610e-10 0.0000000000e+00 2.0000884649e+01 4.4926315679e+01 5.5650535410e-01 inf 1.0796593174e+00 1.0000000000e+00 0.0000000000e+00 1.3544998779e+01 1.9510482088e-04 3.3923280161e+03 3.8928485861e+00 1.0000000000e+00
5.5175590674e-01 0.0000000000e+00 2.2531256694e-02 1.4766250610e-10 0.0000000000e+00 1.9543130880e+01 4.3966509389e+01 5.6321179359e-01 inf 1.0833659901e+00 1.0000000000e+00 0.0000000000e+00 1.3234998779e+01 1.8993784711e-04 2.9682316731e+03 3.8761848448e+00 1.0000000000e+00
5.5779754316e-01 0.0000000000e+00 2.3444577040e-02 1.4766250610e-10 0.0000000000e+00 1.9100143362e+01 4.3036235600e+01 5.6972222537e-01 inf 1.0872122455e+00 1.0000000000e+00 0.0000000000e+00 1.2934998779e+01 1.8505429507e-04 2.5987376204e+03 3.8591963931e+00 1.0000000000e+00
5.6363505318e-01 0.0000000000e+00 2.4382251170e-02 1.4766250610e-10 0.0000000000e+00 1.8657155843e+01 4.2135494313e+01 5.7603029171e-01 inf 1.0912031228e+00 1.0000000000e+00 0.0000000000e+00 1.2634998779e+01 1.8019005940e-04 2.2765587985e+03 3.8418861453e+00 1.0000000000e+00
5.6926346074e-01 0.0000000000e+00 2.5344599530e-02 1.4766250610e-10 0.0000000000e+00 1.8251083952e+01 4.1271668653e+01 5.8212975912e-01 inf 1.0953438958e+00 1.0000000000e+00 0.0000000000e+00 1.2359998779e+01 1.7540113146e-04 1.9954150617e+03 3.8242571375e+00 1.0000000000e+00
5.7467799216e-01 0.0000000000e+00 2.6331942564e-02 1.4766250610e-10 0.0000000000e+00 1.7837628935e+01 4.0429992368e+01 5.8801452806e-01 inf 1.0996400854e+00 1.0000000000e+00 0.0000000000e+00 1.2079998779e+01 1.7054934016e-04 1.7499020419e+03 3.8063127396e+00 1.0000000000e+00
5.7987408688e-01 0.0000000000e+00 2.7344600717e-02 1.4766250610e-10 0.0000000000e+00 1.7453706419e+01 3.9617848584e+01 5.9367863778e-01 inf 1.1040974753e+00 1.0000000000e+00 0.0000000000e+00 1.1819998779e+01 1.6546396302e-04 1.5353580741e+03 3.7880565867e+00 1.0000000000e+00
5.8484739998e-01 0.0000000000e+00 2.8382894433e-02 1.4766250610e-10 0.0000000000e+00 1.7069783903e+01 3.8820471051e+01 5.9911627429e-01 inf 1.1087221268e+00 1.0000000000e+00 0.0000000000e+00 1.1559998779e+01 1.6085913441e-04 1.3477372891e+03 3.7694921597e+00 1.0000000000e+00
5.8959381360e-01 0.0000000000e+00 2.9447144157e-02 1.4766250610e-10 0.0000000000e+00 1.6708010763e+01 3.8060009145e+01 6.0432178036e-01 inf 1.1135203957e+00 1.0000000000e+00 0.0000000000e+00 1.1314998779e+01 1.5580072488e-04 1.1835770009e+03 3.7506239203e+00 1.0000000000e+00
5.9410943405e-01 0.0000000000e+00 3.0537670333e-02 1.4766250610e-10 0.0000000000e+00 1.6338854498e+01 3.7306930364e+01 6.0928966063e-01 inf 1.1184989502e+00 1.0000000000e+00 0.0000000000e+00 1.1064998779e+01 1.5148346344e-04 1.0398376991e+03 3.7314555893e+00 1.0000000000e+00
