# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 R_G	 k2	 lambda_tidal	 phi_1_0	 H_0	 
6.0308956309e-03 0.0000000000e+00 1.6022226983e-04 1.4766250610e-10 0.0000000000e+00 2.5161662199e+01 5.4280708402e+01 6.0320560812e-04 inf 1.0005367048e+01 1.0000000000e+01 2.5132741229e+05 1.7039980469e+01 3.7852432586e-04 1.6949890522e+04 4.2540899576e+00 1.0000000000e+00
6.6886717956e-03 0.0000000000e+00 1.9445049399e-04 1.4766250610e-10 0.0000000000e+00 2.2843360853e+01 4.9260183195e+01 6.6902462061e-04 inf 1.0006553084e+01 1.0000000000e+01 2.5132741229e+05 1.5469980469e+01 3.9737420889e-04 1.0957649606e+04 4.2357358452e+00 1.0000000000e+00
7.3813921197e-03 0.0000000000e+00 2.3323615160e-04 1.4766250610e-10 0.0000000000e+00 2.0864683272e+01 4.4977970518e+01 7.3834949140e-04 inf 1.0007914168e+01 1.0000000000e+01 2.5132741229e+05 1.4129980469e+01 4.0181039119e-04 7.0295183953e+03 4.2148694388e+00 1.0000000000e+00
8.1113560502e-03 0.0000000000e+00 2.7686408226e-04 1.4766250610e-10 0.0000000000e+00 1.9151812621e+01 4.1271656035e+01 8.1141267344e-04 inf 1.0009467143e+01 1.0000000000e+01 2.5132741229e+05 1.2969990234e+01 4.0383671535e-04 4.5982761090e+03 4.1913140012e+00 1.0000000000e+00
8.8812606865e-03 0.0000000000e+00 3.2561912555e-04 1.4766250610e-10 0.0000000000e+00 1.7675187560e+01 3.8037847151e+01 8.8848687045e-04 inf 1.0011230436e+01 1.0000000000e+01 2.5132741229e+05 1.1969990234e+01 4.1171054472e-04 3.1193256190e+03 4.1648896139e+00 1.0000000000e+00
9.6942289339e-03 0.0000000000e+00 3.7978612107e-04 1.4766250610e-10 0.0000000000e+00 1.6360991256e+01 3.5202727034e+01 9.6988795277e-04 inf 1.0013224311e+01 1.0000000000e+01 2.5132741229e+05 1.1079990234e+01 4.2143052309e-04 2.1640472817e+03 4.1354134978e+00 1.0000000000e+00
1.0553843004e-02 0.0000000000e+00 4.3964990841e-04 1.4766250610e-10 0.0000000000e+00 1.5223989959e+01 3.2707230681e+01 1.0559784298e-03 inf 1.0015471132e+01 1.0000000000e+01 2.5132741229e+05 1.0309990234e+01 4.2968301463e-04 1.5276857572e+03 4.1027012277e+00 1.0000000000e+00
1.1464183376e-02 0.0000000000e+00 5.0549532715e-04 1.4766250610e-10 0.0000000000e+00 1.4205118667e+01 3.0492293090e+01 1.1471714950e-03 inf 1.0017995676e+01 1.0000000000e+01 2.5132741229e+05 9.6199902345e+00 4.3682371067e-04 1.0957715908e+03 4.0665667513e+00 1.0000000000e+00
1.2429873375e-02 0.0000000000e+00 5.7760721689e-04 1.4766250610e-10 0.0000000000e+00 1.3289618339e+01 2.8498856467e+01 1.2439356668e-03 inf 1.0020825479e+01 1.0000000000e+01 2.5132741229e+05 8.9999951173e+00 4.4791014294e-04 8.0140910271e+02 4.0268238879e+00 1.0000000000e+00
1.3456129606e-02 0.0000000000e+00 6.5627041721e-04 1.4766250610e-10 0.0000000000e+00 1.2477474556e+01 2.6726906394e+01 1.3468000557e-03 inf 1.0023991218e+01 1.0000000000e+01 2.5132741229e+05 8.4499951173e+00 4.5916198275e-04 5.9525101023e+02 3.9832895885e+00 1.0000000000e+00
1.4548817728e-02 0.0000000000e+00 7.4176976772e-04 1.4766250610e-10 0.0000000000e+00 1.1739162025e+01 2.5117385078e+01 1.4563602160e-03 inf 1.0027527155e+01 1.0000000000e+01 2.5132741229e+05 7.9499951173e+00 4.7252499032e-04 4.4865914799e+02 3.9357847573e+00 1.0000000000e+00
1.5714514282e-02 0.0000000000e+00 8.3439010800e-04 1.4766250610e-10 0.0000000000e+00 1.1089446998e+01 2.3670292518e+01 1.5732846642e-03 inf 1.0031471617e+01 1.0000000000e+01 2.5132741229e+05 7.5099951173e+00 4.8514539269e-04 3.4291828696e+02 3.8841388295e+00 1.0000000000e+00
1.6960573107e-02 0.0000000000e+00 9.3441627763e-04 1.4766250610e-10 0.0000000000e+00 1.0484030723e+01 2.2341329963e+01 1.6983219274e-03 inf 1.0035867551e+01 1.0000000000e+01 2.5132741229e+05 7.0999951173e+00 5.0230626162e-04 2.6554678222e+02 3.8281918820e+00 1.0000000000e+00
1.8295196535e-02 0.0000000000e+00 1.0421331162e-03 1.4766250610e-10 0.0000000000e+00 9.9376794506e+00 2.1145263664e+01 1.8323081645e-03 inf 1.0040763135e+01 1.0000000000e+01 2.5132741229e+05 6.7299951173e+00 5.1686630530e-04 2.0816198553e+02 3.7678020597e+00 1.0000000000e+00
1.9727508774e-02 0.0000000000e+00 1.1578254634e-03 1.4766250610e-10 0.0000000000e+00 9.4282438045e+00 2.0045177993e+01 1.9761750912e-03 inf 1.0046212455e+01 1.0000000000e+01 2.5132741229e+05 6.3849951173e+00 5.3628500714e-04 1.6507462521e+02 3.7028479357e+00 1.0000000000e+00
2.1267630543e-02 0.0000000000e+00 1.2817781586e-03 1.4766250610e-10 0.0000000000e+00 8.9704936407e+00 1.9026310306e+01 2.1309582616e-03 inf 1.0052276264e+01 1.0000000000e+01 2.5132741229e+05 6.0749975587e+00 5.5804409044e-04 1.3234646154e+02 3.6332379927e+00 1.0000000000e+00
2.2926751007e-02 0.0000000000e+00 1.4142760416e-03 1.4766250610e-10 0.0000000000e+00 8.5496554983e+00 1.8088653392e+01 2.2978050098e-03 inf 1.0059022809e+01 1.0000000000e+01 2.5132741229e+05 5.7899975587e+00 5.8077091750e-04 1.0720864094e+02 3.5589167381e+00 1.0000000000e+00
2.4717192702e-02 0.0000000000e+00 1.5556039519e-03 1.4766250610e-10 0.0000000000e+00 8.1583498571e+00 1.7224827732e+01 2.4779821735e-03 inf 1.0066528741e+01 1.0000000000e+01 2.5132741229e+05 5.5249975587e+00 6.0894907912e-04 8.7700692192e+01 3.4798727736e+00 1.0000000000e+00
2.6652463763e-02 0.0000000000e+00 1.7060467291e-03 1.4766250610e-10 0.0000000000e+00 7.8039598425e+00 1.6427450199e+01 2.6728825612e-03 inf 1.0074880086e+01 1.0000000000e+01 2.5132741229e+05 5.2849975587e+00 6.3653481962e-04 7.2412382168e+01 3.3961490189e+00 1.0000000000e+00
2.8747289466e-02 0.0000000000e+00 1.8658892128e-03 1.4766250610e-10 0.0000000000e+00 7.4717192038e+00 1.5681754543e+01 2.8840294807e-03 inf 1.0084173293e+01 1.0000000000e+01 2.5132741229e+05 5.0599975587e+00 6.6723508985e-04 6.0317248073e+01 3.3078505546e+00 1.0000000000e+00
3.1017613595e-02 0.0000000000e+00 2.0354162426e-03 1.4766250610e-10 0.0000000000e+00 7.1690110663e+00 1.4995123890e+01 3.1130789199e-03 inf 1.0094516322e+01 1.0000000000e+01 2.5132741229e+05 4.8549975587e+00 7.0091625067e-04 5.0661785807e+01 3.2151549117e+00 1.0000000000e+00
3.3480556875e-02 0.0000000000e+00 2.2149126581e-03 1.4766250610e-10 0.0000000000e+00 6.8810691794e+00 1.4352791988e+01 3.3618173118e-03 inf 1.0106029768e+01 1.0000000000e+01 2.5132741229e+05 4.6599975587e+00 7.4078567529e-04 4.2886378600e+01 3.1183202718e+00 1.0000000000e+00
3.6154319457e-02 0.0000000000e+00 2.4046632988e-03 1.4766250610e-10 0.0000000000e+00 6.6078935431e+00 1.3754758838e+01 3.6321541906e-03 inf 1.0118847985e+01 1.0000000000e+01 2.5132741229e+05 4.4749975587e+00 7.7940148832e-04 3.6572349707e+01 3.0176932296e+00 1.0000000000e+00
3.9058010666e-02 0.0000000000e+00 2.6049530044e-03 1.4766250610e-10 0.0000000000e+00 6.3642504080e+00 1.3186258190e+01 3.9261078137e-03 inf 1.0133120171e+01 1.0000000000e+01 2.5132741229e+05 4.3099975587e+00 8.2633853780e-04 3.1402211931e+01 2.9137126650e+00 1.0000000000e+00
4.2211390621e-02 0.0000000000e+00 2.8160666145e-03 1.4766250610e-10 0.0000000000e+00 6.1316819609e+00 1.2658364731e+01 4.2457822371e-03 inf 1.0149011376e+01 1.0000000000e+01 2.5132741229e+05 4.1524975587e+00 8.7828676694e-04 2.7134451395e+01 2.8069124575e+00 1.0000000000e+00
4.5634506305e-02 0.0000000000e+00 3.0382889686e-03 1.4766250610e-10 0.0000000000e+00 5.9101900043e+00 1.2156314012e+01 4.5933336074e-03 inf 1.0166703380e+01 1.0000000000e+01 2.5132741229e+05 4.0024987794e+00 9.3166845596e-04 2.3583246885e+01 2.6979182743e+00 1.0000000000e+00
4.9347210870e-02 0.0000000000e+00 3.2719049063e-03 1.4766250610e-10 0.0000000000e+00 5.7145371837e+00 1.1694868681e+01 4.9709257873e-03 inf 1.0186395388e+01 1.0000000000e+01 2.5132741229e+05 3.8699987794e+00 9.8838185862e-04 2.0604483108e+01 2.5874396902e+00 1.0000000000e+00
5.3368555786e-02 0.0000000000e+00 3.5171992673e-03 1.4766250610e-10 0.0000000000e+00 5.5151928005e+00 1.1259264288e+01 5.3806717524e-03 inf 1.0208304492e+01 1.0000000000e+01 2.5132741229e+05 3.7349987794e+00 1.0504603341e-03 1.8085748472e+01 2.4762568311e+00 1.0000000000e+00
5.7716057832e-02 0.0000000000e+00 3.7744568910e-03 1.4766250610e-10 0.0000000000e+00 5.3379977931e+00 1.0831043020e+01 5.8245622452e-03 inf 1.0232665869e+01 1.0000000000e+01 2.5132741229e+05 3.6149987794e+00 1.1199146042e-03 1.5938804690e+01 2.3652010546e+00 1.0000000000e+00
6.2404851152e-02 0.0000000000e+00 4.0439626172e-03 1.4766250610e-10 0.0000000000e+00 5.1718774738e+00 1.0443428942e+01 6.3043832367e-03 inf 1.0259732673e+01 1.0000000000e+01 2.5132741229e+05 3.5024987794e+00 1.1900937372e-03 1.4094087183e+01 2.2551304386e+00 1.0000000000e+00
6.7446744970e-02 0.0000000000e+00 4.3260012853e-03 1.4766250610e-10 0.0000000000e+00 5.0094487171e+00 1.0074272676e+01 6.8216206160e-03 inf 1.0289775641e+01 1.0000000000e+01 2.5132741229e+05 3.3924987794e+00 1.2630283801e-03 1.2496357850e+01 2.1469010476e+00 1.0000000000e+00
7.2849227896e-02 0.0000000000e+00 4.6208577351e-03 1.4766250610e-10 0.0000000000e+00 4.8507115230e+00 9.7235742243e+00 7.3773591943e-03 inf 1.0323082417e+01 1.0000000000e+01 2.5132741229e+05 3.2849987794e+00 1.3431707240e-03 1.1101704964e+01 2.0413364119e+00 1.0000000000e+00
7.8614463791e-02 0.0000000000e+00 4.9288168060e-03 1.4766250610e-10 0.0000000000e+00 4.7067405796e+00 9.3876420229e+00 7.9721782525e-03 inf 1.0359956644e+01 1.0000000000e+01 2.5132741229e+05 3.1874987794e+00 1.4215495233e-03 9.8752325512e+00 1.9391973388e+00 1.0000000000e+00
8.4738339306e-02 0.0000000000e+00 5.2501633377e-03 1.4766250610e-10 0.0000000000e+00 4.5664611988e+00 9.0701676348e+00 8.6060485863e-03 inf 1.0400716886e+01 1.0000000000e+01 2.5132741229e+05 3.0924987794e+00 1.5024991427e-03 8.7890938889e+00 1.8411545490e+00 1.0000000000e+00
9.1209624614e-02 0.0000000000e+00 5.5851821698e-03 1.4766250610e-10 0.0000000000e+00 4.4372565059e+00 8.7785341853e+00 9.2782390984e-03 inf 1.0445695452e+01 1.0000000000e+01 2.5132741229e+05 3.0049987794e+00 1.5742023652e-03 7.8212030082e+00 1.7477670267e+00 1.0000000000e+00
9.8009309424e-02 0.0000000000e+00 5.9341581418e-03 1.4766250610e-10 0.0000000000e+00 4.3154349384e+00 8.4942838610e+00 9.9872353240e-03 inf 1.0495237180e+01 1.0000000000e+01 2.5132741229e+05 2.9224987794e+00 1.6534391243e-03 6.9539811914e+00 1.6594674689e+00 1.0000000000e+00
1.0511017157e-01 0.0000000000e+00 6.2973760933e-03 1.4766250610e-10 0.0000000000e+00 4.1936133709e+00 8.2247997874e+00 1.0730681395e-02 inf 1.0549698251e+01 1.0000000000e+01 2.5132741229e+05 2.8399987794e+00 1.7149295293e-03 6.1736254086e+00 1.5765563009e+00 1.0000000000e+00
1.1247661960e-01 0.0000000000e+00 6.6751208640e-03 1.4766250610e-10 0.0000000000e+00 4.0847122726e+00 7.9534699324e+00 1.1505342994e-02 inf 1.0609445039e+01 1.0000000000e+01 2.5132741229e+05 2.7662487794e+00 1.8066787623e-03 5.4691528863e+00 1.4992036539e+00 1.0000000000e+00
1.2006484373e-01 0.0000000000e+00 7.0676772934e-03 1.4766250610e-10 0.0000000000e+00 3.9850400810e+00 7.7061352347e+00 1.2307098998e-02 inf 1.0674853036e+01 1.0000000000e+01 2.5132741229e+05 2.6987487794e+00 1.8603414132e-03 4.8320661254e+00 1.4274590316e+00 1.0000000000e+00
1.2782328380e-01 0.0000000000e+00 7.4753302211e-03 1.4766250610e-10 0.0000000000e+00 3.8706016388e+00 7.4735667876e+00 1.3130967646e-02 inf 1.0746305821e+01 1.0000000000e+01 2.5132741229e+05 2.6212487794e+00 1.9092838834e-03 4.2555358167e+00 1.3612661522e+00 1.0000000000e+00
1.3569341696e-01 0.0000000000e+00 7.8983644867e-03 1.4766250610e-10 0.0000000000e+00 3.7727761297e+00 7.2576112737e+00 1.3971158332e-02 inf 1.0824194052e+01 1.0000000000e+01 2.5132741229e+05 2.5549993897e+00 1.9469259073e-03 3.7341564857e+00 1.3004817063e+00 1.0000000000e+00
1.4361084060e-01 0.0000000000e+00 8.3370649298e-03 1.4766250610e-10 0.0000000000e+00 3.6767955008e+00 7.0287343892e+00 1.4821158520e-02 inf 1.0908914459e+01 1.0000000000e+01 2.5132741229e+05 2.4899993897e+00 1.9891761111e-03 3.2635127685e+00 1.2448953805e+00 1.0000000000e+00
1.5150662154e-01 0.0000000000e+00 8.7917163900e-03 1.4766250610e-10 0.0000000000e+00 3.5845064345e+00 6.8330815687e+00 1.5673848583e-02 inf 1.1000868792e+01 1.0000000000e+01 2.5132741229e+05 2.4274993897e+00 2.0037947756e-03 2.8399217096e+00 1.1942495783e+00 1.0000000000e+00
1.5930885085e-01 0.0000000000e+00 9.2626037068e-03 1.4766250610e-10 0.0000000000e+00 3.4792968989e+00 6.6245082788e+00 1.6521642190e-02 inf 1.1100462722e+01 1.0000000000e+01 2.5132741229e+05 2.3562493897e+00 2.0210894195e-03 2.4601337108e+00 1.1482573151e+00 1.0000000000e+00
1.6694435933e-01 0.0000000000e+00 9.7500117200e-03 1.4766250610e-10 0.0000000000e+00 3.3980825205e+00 6.4399301462e+00 1.7356648081e-02 inf 1.1208104664e+01 1.0000000000e+01 2.5132741229e+05 2.3012493897e+00 2.0011110206e-03 2.1212104504e+00 1.1066175297e+00 1.0000000000e+00
1.7434050521e-01 0.0000000000e+00 1.0254225269e-02 1.4766250610e-10 0.0000000000e+00 3.3113307982e+00 6.2498146696e+00 1.8170849407e-02 inf 1.1324204546e+01 1.0000000000e+01 2.5132741229e+05 2.2424993897e+00 2.0091381152e-03 1.8203305753e+00 1.0690272794e+00 1.0000000000e+00
1.8142697471e-01 0.0000000000e+00 1.0775529193e-02 1.4766250610e-10 0.0000000000e+00 3.2153501692e+00 6.0800027876e+00 1.8956290951e-02 inf 1.1449172516e+01 1.0000000000e+01 2.5132741229e+05 2.1774993897e+00 1.9545422832e-03 1.5547796968e+00 1.0351909400e+00 1.0000000000e+00
1.8813750379e-01 0.0000000000e+00 1.1314208333e-02 1.4766250610e-10 0.0000000000e+00 3.1433646975e+00 5.9046535616e+00 1.9705265454e-02 inf 1.1583417628e+01 1.0000000000e+01 2.5132741229e+05 2.1287493897e+00 1.9170564512e-03 1.3218191975e+00 1.0048265376e+00 1.0000000000e+00
1.9441146179e-01 0.0000000000e+00 1.1870547527e-02 1.4766250610e-10 0.0000000000e+00 3.0492298499e+00 5.7662199621e+00 2.0410681304e-02 inf 1.1727346522e+01 1.0000000000e+01 2.5132741229e+05 2.0649993897e+00 1.8410209508e-03 1.1187417235e+00 9.7766977029e-01 1.0000000000e+00
2.0019521547e-01 0.0000000000e+00 1.2444831615e-02 1.4766250610e-10 0.0000000000e+00 2.9790901595e+00 5.6222490186e+00 2.1065655213e-02 inf 1.1881362142e+01 1.0000000000e+01 2.5132741229e+05 2.0174993897e+00 1.7633541755e-03 9.4283346954e-01 9.5347608914e-01 1.0000000000e+00
2.0544324065e-01 0.0000000000e+00 1.3037345437e-02 1.4766250610e-10 0.0000000000e+00 2.8960299998e+00 5.4948901071e+00 2.1664161174e-02 inf 1.2045862522e+01 1.0000000000e+01 2.5132741229e+05 1.9612493897e+00 1.6597636242e-03 7.9142403496e-01 9.3202138560e-01 1.0000000000e+00
2.1011892585e-01 0.0000000000e+00 1.3648373833e-02 1.4766250610e-10 0.0000000000e+00 2.8138927308e+00 5.3684540863e+00 2.2201253839e-02 inf 1.2221239663e+01 1.0000000000e+01 2.5132741229e+05 1.9056243897e+00 1.5487252076e-03 6.6190432602e-01 9.1310166258e-01 1.0000000000e+00
2.1419506277e-01 0.0000000000e+00 1.4278201642e-02 1.4766250610e-10 0.0000000000e+00 2.7455988217e+00 5.2410951748e+00 2.2672845006e-02 inf 1.2407878554e+01 1.0000000000e+01 2.5132741229e+05 1.8593743897e+00 1.4604954757e-03 5.5176670384e-01 8.9653205795e-01 1.0000000000e+00
2.1765401539e-01 0.0000000000e+00 1.4927113703e-02 1.4766250610e-10 0.0000000000e+00 2.6662302247e+00 5.1174278259e+00 2.3075874846e-02 inf 1.2606156332e+01 1.0000000000e+01 2.5132741229e+05 1.8056243897e+00 1.3751648548e-03 4.5864099441e-01 8.8214548113e-01 1.0000000000e+00
2.2048758593e-01 0.0000000000e+00 1.5595394856e-02 1.4766250610e-10 0.0000000000e+00 2.5942452036e+00 5.0011440530e+00 2.3408339955e-02 inf 1.2816441634e+01 1.0000000000e+01 2.5132741229e+05 1.7568746949e+00 1.2744712805e-03 3.8031653869e-01 8.6979105978e-01 1.0000000000e+00
2.2269660778e-01 0.0000000000e+00 1.6283329941e-02 1.4766250610e-10 0.0000000000e+00 2.5268741852e+00 4.8894742828e+00 2.3669288094e-02 inf 1.3039094125e+01 1.0000000000e+01 2.5132741229e+05 1.7112496949e+00 1.1818636436e-03 3.1476078926e-01 8.5933253713e-01 1.0000000000e+00
2.2429030693e-01 0.0000000000e+00 1.6991203797e-02 1.4766250610e-10 0.0000000000e+00 2.4659634014e+00 4.7842647472e+00 2.3858783837e-02 inf 1.3274464238e+01 1.0000000000e+01 2.5132741229e+05 1.6699996949e+00 1.0784615221e-03 2.6013499578e-01 8.5064670960e-01 1.0000000000e+00
2.2528547957e-01 0.0000000000e+00 1.7719301265e-02 1.4766250610e-10 0.0000000000e+00 2.3912092577e+00 4.6799781022e+00 2.3977855031e-02 inf 1.3522893116e+01 1.0000000000e+01 2.5132741229e+05 1.6193746949e+00 9.9540688657e-04 2.1479559335e-01 8.4362195484e-01 1.0000000000e+00
2.2570553892e-01 0.0000000000e+00 1.8467907183e-02 1.4766250610e-10 0.0000000000e+00 2.3358358179e+00 4.5803059106e+00 2.4028397828e-02 inf 1.3784712755e+01 1.0000000000e+01 2.5132741229e+05 1.5818746949e+00 9.1843197035e-04 1.7729340680e-01 8.3815688205e-01 1.0000000000e+00
2.2557948128e-01 0.0000000000e+00 1.9237306391e-02 1.4766250610e-10 0.0000000000e+00 2.2776937061e+00 4.4926312976e+00 2.4013094847e-02 inf 1.4060246350e+01 1.0000000000e+01 2.5132741229e+05 1.5424996949e+00 8.3244116125e-04 1.4636479797e-01 8.3415911268e-01 1.0000000000e+00
2.2494081979e-01 0.0000000000e+00 2.0027783728e-02 1.4766250610e-10 0.0000000000e+00 2.2149371410e+00 4.4003422313e+00 2.3935294650e-02 inf 1.4349808833e+01 1.0000000000e+01 2.5132741229e+05 1.4999996949e+00 7.6114527022e-04 1.2091849562e-01 8.3154419259e-01 1.0000000000e+00
2.2382653025e-01 0.0000000000e+00 2.0839624035e-02 1.4766250610e-10 0.0000000000e+00 2.1604865919e+00 4.3163591810e+00 2.3798893363e-02 inf 1.4653707584e+01 1.0000000000e+01 2.5132741229e+05 1.4631246949e+00 6.9904853275e-04 1.0002266743e-01 8.3023462956e-01 1.0000000000e+00
2.2227604059e-01 0.0000000000e+00 2.1673112151e-02 1.4766250610e-10 0.0000000000e+00 2.0995758081e+00 4.2259158960e+00 2.3608233110e-02 inf 1.4972243305e+01 1.0000000000e+01 2.5132741229e+05 1.4218746949e+00 6.4673204771e-04 8.2887419287e-02 8.3015904478e-01 1.0000000000e+00
2.2033029608e-01 0.0000000000e+00 2.2528532916e-02 1.4766250610e-10 0.0000000000e+00 2.0525083843e+00 4.1493159709e+00 2.3367968771e-02 inf 1.5305711039e+01 1.0000000000e+01 2.5132741229e+05 1.3899996949e+00 5.8277813513e-04 6.8849078907e-02 8.3125142796e-01 1.0000000000e+00
2.1803091545e-01 0.0000000000e+00 2.3406171168e-02 1.4766250610e-10 0.0000000000e+00 1.9925204912e+00 4.0893280778e+00 2.3082964327e-02 inf 1.5654401322e+01 1.0000000000e+01 2.5132741229e+05 1.3493746949e+00 5.1970494325e-04 5.7353035421e-02 8.3345048356e-01 1.0000000000e+00
2.1541945324e-01 0.0000000000e+00 2.4306311749e-02 1.4766250610e-10 0.0000000000e+00 1.9413002847e+00 4.0085753701e+00 2.2758177931e-02 inf 1.6018601439e+01 1.0000000000e+01 2.5132741229e+05 1.3146873475e+00 4.8117745204e-04 4.7939061150e-02 8.3669905800e-01 1.0000000000e+00
2.1253677527e-01 0.0000000000e+00 2.5229239496e-02 1.4766250610e-10 0.0000000000e+00 1.8997702049e+00 3.9448959144e+00 2.2398616448e-02 inf 1.6398596769e+01 1.0000000000e+01 2.5132741229e+05 1.2865623475e+00 4.4091985588e-04 4.0226934650e-02 8.4094363718e-01 1.0000000000e+00
2.0942254238e-01 0.0000000000e+00 2.6175239250e-02 1.4766250610e-10 0.0000000000e+00 1.8573172344e+00 3.8876766932e+00 2.2009327930e-02 inf 1.6794672219e+01 1.0000000000e+01 2.5132741229e+05 1.2578123475e+00 4.0117753959e-04 3.3904491182e-02 8.4613390532e-01 1.0000000000e+00
2.0611480390e-01 0.0000000000e+00 2.7144595851e-02 1.4766250610e-10 0.0000000000e+00 1.8102498106e+00 3.8258430188e+00 2.1594990833e-02 inf 1.7207113700e+01 1.0000000000e+01 2.5132741229e+05 1.2259373475e+00 3.6857000626e-04 2.8715522632e-02 8.5222235724e-01 1.0000000000e+00
