# M_T	 rho_0	 phi_0	 R_F	 N_F	 R_B	 R_B_0	 N_B	 N_B/N_F	 omega	 mu	 lambda	 k2	 lambda_tidal	 phi_1_0	 H_0	 
3.0152514521e+00 3.2979524868e-07 4.2794334530e-03 1.4235474559e+02 1.0067390152e-01 4.7951251693e+02 1.0217735381e+03 2.9311053035e+01 2.9114847634e+02 1.0171091405e-01 1.0000000000e-01 2.5132741229e+00 3.6763752948e-04 3.8884987051e+10 2.9117805188e+00 1.0000000000e+00
3.1617808846e+00 3.2979524868e-07 4.6171334815e-03 1.3276632258e+02 8.5348835227e-02 4.6153687799e+02 9.9232452242e+02 3.0949881024e+01 3.6262804222e+02 1.0182795451e-01 1.0000000000e-01 2.5132741229e+00 3.5770212953e-04 3.2687365698e+10 2.9956025272e+00 1.0000000000e+00
3.3092627821e+00 3.2979524868e-07 4.9721477606e-03 1.2386114148e+02 7.2114131098e-02 4.4452501088e+02 9.5997052093e+02 3.2579745684e+01 4.5178032637e+02 1.0195514492e-01 1.0000000000e-01 2.5132741229e+00 3.5492296097e-04 2.7479773846e+10 3.0709952783e+00 1.0000000000e+00
3.4577414051e+00 3.2979524868e-07 5.3449091466e-03 1.1559959730e+02 6.0764312404e-02 4.2842258764e+02 9.2694597448e+02 3.4203289822e+01 5.6288450357e+02 1.0209295833e-01 1.0000000000e-01 2.5132741229e+00 3.5567231260e-04 2.3115703255e+10 3.1378021514e+00 1.0000000000e+00
3.6072925055e+00 3.2979524868e-07 5.7358504956e-03 1.0793421887e+02 5.1089340727e-02 4.1318212264e+02 8.9462095752e+02 3.5823527514e+01 7.0119377164e+02 1.0224188499e-01 1.0000000000e-01 2.5132741229e+00 3.5763792006e-04 1.9463945587e+10 3.1960320264e+00 1.0000000000e+00
3.7574463788e+00 3.2979524868e-07 6.1454046639e-03 1.0083319528e+02 4.2883938312e-02 3.9829928498e+02 7.3028889744e+02 3.7437845222e+01 8.7300389601e+02 1.0240245758e-01 1.0000000000e-01 2.5132741229e+00 8.2333976497e-04 1.6242410641e+10 3.2454162988e+00 1.0000000000e+00
3.9099958635e+00 3.2979524868e-07 6.5740045079e-03 9.4252682030e+01 3.5954170795e-02 3.8502967462e+02 8.3393845942e+02 3.9066702327e+01 1.0865694150e+03 1.0257515918e-01 1.0000000000e-01 2.5132741229e+00 3.6171081723e-04 1.3855664226e+10 3.2874810504e+00 1.0000000000e+00
4.0631619734e+00 3.2979524868e-07 7.0220828837e-03 8.8158193284e+01 3.0121685003e-02 3.7190643617e+02 7.2371235695e+02 4.0693821250e+01 1.3509809045e+03 1.0276063033e-01 1.0000000000e-01 2.5132741229e+00 6.1900730852e-04 1.1670334261e+10 3.3211780548e+00 1.0000000000e+00
4.2181556403e+00 3.2979524868e-07 7.4900726477e-03 8.2512871098e+01 2.5225905887e-02 3.5967536621e+02 7.7911071478e+02 4.2333412864e+01 1.6781721558e+03 1.0295944761e-01 1.0000000000e-01 2.5132741229e+00 3.6409011760e-04 9.9266627623e+09 3.3477750171e+00 1.0000000000e+00
4.3744342917e+00 3.2979524868e-07 7.9784066561e-03 7.7287233441e+01 2.1124744619e-02 3.4790827953e+02 7.1142383705e+02 4.3981513541e+01 2.0819903073e+03 1.0317229061e-01 1.0000000000e-01 2.5132741229e+00 4.8601863805e-04 8.4116820329e+09 3.3672517883e+00 1.0000000000e+00
4.5323758427e+00 3.2979524868e-07 8.4875177651e-03 7.2434926687e+01 1.7694230778e-02 3.3675078377e+02 7.0203829136e+02 4.5643460290e+01 2.5795673665e+03 1.0339985592e-01 1.0000000000e-01 2.5132741229e+00 4.4177587003e-04 7.1549931644e+09 3.3803389838e+00 1.0000000000e+00
4.6919131105e+00 3.2979524868e-07 9.0178388311e-03 6.7940261695e+01 1.4827434268e-02 3.2609859227e+02 6.9002760480e+02 4.7319852401e+01 3.1913715849e+03 1.0364290689e-01 1.0000000000e-01 2.5132741229e+00 4.1022467644e-04 6.0947794615e+09 3.3874419031e+00 1.0000000000e+00
4.8530524857e+00 3.2979524868e-07 9.5698027103e-03 6.3772862385e+01 1.2432963802e-02 3.1595087588e+02 6.7555337699e+02 4.9011904539e+01 3.9420933993e+03 1.0390226018e-01 1.0000000000e-01 2.5132741229e+00 3.8908909837e-04 5.1992910842e+09 3.3890379217e+00 1.0000000000e+00
5.0157692879e+00 3.2979524868e-07 1.0143842259e-02 5.9899093717e+01 1.0433293736e-02 3.0625919005e+02 6.5914304713e+02 5.0720383882e+01 4.8613970970e+03 1.0417879281e-01 1.0000000000e-01 2.5132741229e+00 3.7588521361e-04 4.4418071737e+09 3.3855875776e+00 1.0000000000e+00
5.1800071612e+00 3.2979524868e-07 1.0740390333e-02 5.6307570971e+01 8.7630574446e-03 2.9699744149e+02 6.4165649698e+02 5.2445618238e+01 5.9848538674e+03 1.0447344567e-01 1.0000000000e-01 2.5132741229e+00 3.6785648970e-04 3.7999821472e+09 3.3775299058e+00 1.0000000000e+00
5.3456771049e+00 3.2979524868e-07 1.1359879790e-02 5.2958314233e+01 7.3673848340e-03 2.8812560703e+02 6.2388061340e+02 5.4187499143e+01 7.3550520793e+03 1.0478722682e-01 1.0000000000e-01 2.5132741229e+00 3.6262558207e-04 3.2551768662e+09 3.3652796151e+00 1.0000000000e+00
5.5126564564e+00 3.2979524868e-07 1.2002743484e-02 4.9850876480e+01 6.2003993205e-03 2.7962848780e+02 6.0630225005e+02 5.5945482598e+01 9.0228838025e+03 1.0512121480e-01 1.0000000000e-01 2.5132741229e+00 3.5880208779e-04 2.7918621707e+09 3.3492258767e+00 1.0000000000e+00
5.6807879787e+00 3.2979524868e-07 1.2669414273e-02 4.6947772487e+01 5.2238355221e-03 2.7149811667e+02 5.8914969980e+02 5.7718588653e+01 1.1049082309e+04 1.0547656177e-01 1.0000000000e-01 2.5132741229e+00 3.5559134235e-04 2.3971161046e+09 3.3297324672e+00 1.0000000000e+00
5.8498788621e+00 3.2979524868e-07 1.3360325013e-02 4.4244380592e+01 4.4058477340e-03 2.6368560207e+02 5.7258079858e+02 5.9505397741e+01 1.3506004141e+04 1.0585449668e-01 1.0000000000e-01 2.5132741229e+00 3.5245894956e-04 2.0601826357e+09 3.3071387032e+00 1.0000000000e+00
6.0196997451e+00 3.2979524868e-07 1.4075908560e-02 4.1721882477e+01 3.7199649809e-03 2.5618687750e+02 5.5663577866e+02 6.1304044806e+01 1.6479737073e+04 1.0625632827e-01 1.0000000000e-01 2.5132741229e+00 3.4915368173e-04 1.7720961755e+09 3.2817608883e+00 1.0000000000e+00
6.1899838555e+00 3.2979524868e-07 1.4816597770e-02 3.9370616630e+01 3.1442037225e-03 2.4897751520e+02 5.4129021227e+02 6.3112212391e+01 2.0072558257e+04 1.0668344811e-01 1.0000000000e-01 2.5132741229e+00 3.4564357555e-04 1.5253713504e+09 3.2538941130e+00 1.0000000000e+00
6.3604263750e+00 3.2979524868e-07 1.5582825500e-02 3.7166933979e+01 2.6603123094e-03 2.4203388052e+02 5.2654999727e+02 6.4927123852e+01 2.4405827701e+04 1.0713733347e-01 1.0000000000e-01 2.5132741229e+00 3.4175583104e-04 1.3137492305e+09 3.2238142440e+00 1.0000000000e+00
6.5306838687e+00 3.2979524868e-07 1.6375024606e-02 3.5099824725e+01 2.2531391908e-03 2.3535968666e+02 5.1238931435e+02 6.6745535202e+01 2.9623351932e+04 1.0761955011e-01 1.0000000000e-01 2.5132741229e+00 3.3745792001e-04 1.1319816163e+09 3.1917798250e+00 1.0000000000e+00
6.7003742730e+00 3.2979524868e-07 1.7193627944e-02 3.3168012685e+01 1.9101011572e-03 2.2892416818e+02 4.9873309933e+02 6.8563731005e+01 3.5895340278e+04 1.0813175492e-01 1.0000000000e-01 2.5132741229e+00 3.3291867761e-04 9.7565897663e+08 3.1580339660e+00 1.0000000000e+00
6.8690771960e+00 3.2979524868e-07 1.8039068370e-02 3.1355404952e+01 1.6207428903e-03 2.2271123219e+02 4.8562432430e+02 7.0377521886e+01 4.3423002075e+04 1.0867569837e-01 1.0000000000e-01 2.5132741229e+00 3.2787470292e-04 8.4107041842e+08 3.1228061383e+00 1.0000000000e+00
7.0363345693e+00 3.2979524868e-07 1.8911778740e-02 2.9655137527e+01 1.3763703565e-03 2.1671397141e+02 4.7298225075e+02 7.2182244359e+01 5.2443910911e+04 1.0925322683e-01 1.0000000000e-01 2.5132741229e+00 3.2250960371e-04 7.2508087996e+08 3.0863135851e+00 1.0000000000e+00
7.2016522001e+00 3.2979524868e-07 1.9812191912e-02 2.8056604378e+01 1.1697462712e-03 2.1092182309e+02 4.6082584841e+02 7.3972769038e+01 6.3238302921e+04 1.0986628455e-01 1.0000000000e-01 2.5132741229e+00 3.1666642129e-04 6.2503939392e+08 3.0487627509e+00 1.0000000000e+00
7.3645016817e+00 3.2979524868e-07 2.0740740741e-02 2.6552732412e+01 9.9484075419e-04 2.0532769971e+02 4.4908896478e+02 7.5743511837e+01 7.6136317816e+04 1.1051691542e-01 1.0000000000e-01 2.5132741229e+00 3.1049625007e-04 5.3869602964e+08 3.0103502735e+00 1.0000000000e+00
7.5243233306e+00 3.2979524868e-07 2.1697858083e-02 2.5137075815e+01 8.4662346014e-04 1.9992515545e+02 4.3777992027e+02 7.7488455623e+01 9.1526468697e+04 1.1120726451e-01 1.0000000000e-01 2.5132741229e+00 3.0390575815e-04 4.6413872217e+08 2.9712639164e+00 1.0000000000e+00
7.6805296474e+00 3.2979524868e-07 2.2683976795e-02 2.3803722320e+01 7.2089143967e-04 1.9467874554e+02 4.2686327013e+02 7.9201177341e+01 1.0986560941e+05 1.1193957920e-01 1.0000000000e-01 2.5132741229e+00 2.9696018762e-04 3.9973710544e+08 2.9316831445e+00 1.0000000000e+00
7.8325098492e+00 3.2979524868e-07 2.3699529733e-02 2.2552556564e+01 6.1413061694e-04 1.8961790154e+02 4.1633891341e+02 8.0874887022e+01 1.3169004246e+05 1.1271621006e-01 1.0000000000e-01 2.5132741229e+00 2.8963094337e-04 3.4409858145e+08 2.8917795894e+00 1.0000000000e+00
7.9796351317e+00 3.2979524868e-07 2.4744949753e-02 2.1361566163e+01 5.2339521169e-04 1.8470580157e+02 4.0618479447e+02 8.2502475444e+01 1.5762940432e+05 1.1353961146e-01 1.0000000000e-01 2.5132741229e+00 2.8189595516e-04 2.9603056143e+08 2.8517172791e+00 1.0000000000e+00
8.1212646921e+00 3.2979524868e-07 2.5820669711e-02 2.0244796360e+01 4.4621612447e-04 1.7994176787e+02 3.9637070306e+02 8.4076571316e+01 1.8842118585e+05 1.1441234181e-01 1.0000000000e-01 2.5132741229e+00 2.7389466000e-04 2.5450907878e+08 2.8116526948e+00 1.0000000000e+00
8.2567526752e+00 3.2979524868e-07 2.6927122464e-02 1.9181381173e+01 3.8051770569e-04 1.7533446695e+02 3.8689053944e+02 8.5589610359e+01 2.2492937669e+05 1.1533706362e-01 1.0000000000e-01 2.5132741229e+00 2.6556853308e-04 2.1865363399e+08 2.7717347488e+00 1.0000000000e+00
8.3854556616e+00 3.2979524868e-07 2.8064740869e-02 1.8181479610e+01 3.2455455897e-04 1.7086448208e+02 3.7773965312e+02 8.7033912658e+01 2.6816419691e+05 1.1631654333e-01 1.0000000000e-01 2.5132741229e+00 2.5696780161e-04 1.8770504469e+08 2.7321045835e+00 1.0000000000e+00
8.5067407920e+00 3.2979524868e-07 2.9233957780e-02 1.7232906630e+01 2.7685540686e-04 1.6651967146e+02 3.6892066857e+02 8.8401769860e+01 3.1930664046e+05 1.1735365100e-01 1.0000000000e-01 2.5132741229e+00 2.4804966645e-04 1.6100769862e+08 2.6928953380e+00 1.0000000000e+00
8.6199941808e+00 3.2979524868e-07 3.0435206055e-02 1.6335864116e+01 2.3617897063e-04 1.6231498881e+02 3.6038947449e+02 8.9685538883e+01 3.7973549739e+05 1.1845135992e-01 1.0000000000e-01 2.5132741229e+00 2.3897597881e-04 1.3799408689e+08 2.6542318117e+00 1.0000000000e+00
8.7246296788e+00 3.2979524868e-07 3.1668918550e-02 1.5490856772e+01 2.0147637769e-04 1.5822140633e+02 3.5214657559e+02 9.0877743231e+01 4.5105904858e+05 1.1961274628e-01 1.0000000000e-01 2.5132741229e+00 2.2976349562e-04 1.1817253915e+08 2.6162301711e+00 1.0000000000e+00
8.8200974939e+00 3.2979524868e-07 3.2935528121e-02 1.4682044047e+01 1.7185975765e-04 1.5426738222e+02 3.4419089757e+02 9.1971176726e+01 5.3515248704e+05 1.2084098894e-01 1.0000000000e-01 2.5132741229e+00 2.2038511027e-04 1.0111635282e+08 2.5789976041e+00 1.0000000000e+00
8.9058926810e+00 3.2979524868e-07 3.4235467624e-02 1.3917227250e+01 1.4657692587e-04 1.5041641905e+02 3.3651547549e+02 9.2959010016e+01 6.3419947895e+05 1.2213936949e-01 1.0000000000e-01 2.5132741229e+00 2.1091696355e-04 8.6454756608e+07 2.5426320097e+00 1.0000000000e+00
8.9815630523e+00 3.2979524868e-07 3.5569169916e-02 1.3192945542e+01 1.2498996193e-04 1.4667982222e+02 3.2910208225e+02 9.3834894743e+01 7.5073944574e+05 1.2351127265e-01 1.0000000000e-01 2.5132741229e+00 2.0143442324e-04 7.3865335014e+07 2.5072217438e+00 1.0000000000e+00
9.0467165112e+00 3.2979524868e-07 3.6937067852e-02 1.2510828401e+01 1.0655660314e-04 1.4305923562e+02 3.2195236176e+02 9.4593065322e+01 8.8772598348e+05 1.2496018718e-01 1.0000000000e-01 2.5132741229e+00 1.9196710894e-04 6.3067619972e+07 2.4728454293e+00 1.0000000000e+00
9.1010274050e+00 3.2979524868e-07 3.8339594290e-02 1.1858258181e+01 9.0815294587e-05 1.3955677904e+02 3.1505366754e+02 9.5228433380e+01 1.0485946647e+06 1.2648970751e-01 1.0000000000e-01 2.5132741229e+00 1.8254724686e-04 5.3817548249e+07 2.4395718374e+00 1.0000000000e+00
9.1442417663e+00 3.2979524868e-07 3.9777182085e-02 1.1239214849e+01 7.7373733474e-05 1.3614689992e+02 3.0840997953e+02 9.5736672807e+01 1.2373278180e+06 1.2810353605e-01 1.0000000000e-01 2.5132741229e+00 1.7320904656e-04 4.5902745106e+07 2.4074598505e+00 1.0000000000e+00
9.1761813979e+00 3.2979524868e-07 4.1250264094e-02 1.0646668572e+01 6.5896931603e-05 1.3285212978e+02 3.0199953052e+02 9.6114294321e+01 1.4585549279e+06 1.2980548652e-01 1.0000000000e-01 2.5132741229e+00 1.6402583499e-04 3.9138497483e+07 2.3765585223e+00 1.0000000000e+00
9.1967464757e+00 3.2979524868e-07 4.2759273172e-02 1.0089264242e+01 5.6099627184e-05 1.2965156659e+02 2.9583095096e+02 9.6358704828e+01 1.7176353866e+06 1.3159948830e-01 1.0000000000e-01 2.5132741229e+00 1.5502699674e-04 3.3364265813e+07 2.3469072289e+00 1.0000000000e+00
9.2059168622e+00 3.2979524868e-07 4.4304642177e-02 9.5579243629e+00 4.7737679979e-05 1.2656567978e+02 2.8989517777e+02 9.6468253042e+01 2.0207989388e+06 1.3348959199e-01 1.0000000000e-01 2.5132741229e+00 1.4624094422e-04 2.8440662549e+07 2.3185359148e+00 1.0000000000e+00
9.2037518750e+00 3.2979524868e-07 4.5886803965e-02 9.0547182288e+00 4.0603146240e-05 1.2356696287e+02 2.8417947075e+02 9.6442257253e+01 2.3752409895e+06 1.3547997629e-01 1.0000000000e-01 2.5132741229e+00 1.3772957120e-04 2.4246795581e+07 2.2914654026e+00 1.0000000000e+00
9.1903887696e+00 3.2979524868e-07 4.7506191390e-02 8.5806408313e+00 3.4517763788e-05 1.2067122037e+02 2.7868486815e+02 9.6281017356e+01 2.7893179276e+06 1.3757495633e-01 1.0000000000e-01 2.5132741229e+00 1.2951181932e-04 2.0677992852e+07 2.2657078028e+00 1.0000000000e+00
9.1660398108e+00 3.2979524868e-07 4.9163237311e-02 8.1216397180e+00 2.9329228387e-05 1.1787915166e+02 2.7341206934e+02 9.5985808618e+01 3.2727014619e+06 1.3977899356e-01 1.0000000000e-01 2.5132741229e+00 1.2157130540e-04 1.7643765144e+07 2.2412669735e+00 1.0000000000e+00
9.1309882513e+00 3.2979524868e-07 5.0858374584e-02 7.6946153241e+00 2.4907289859e-05 1.1516337284e+02 2.6836322292e+02 9.5558860068e+01 3.8365820051e+06 1.4209670731e-01 1.0000000000e-01 2.5132741229e+00 1.1395838415e-04 1.5066012901e+07 2.2181390291e+00 1.0000000000e+00
9.0855832015e+00 3.2979524868e-07 5.2592036063e-02 7.2798624920e+00 2.1140417800e-05 1.1256320050e+02 2.6350381424e+02 9.5003316483e+01 4.4939185867e+06 1.4453288811e-01 1.0000000000e-01 2.5132741229e+00 1.0671343117e-04 1.2877469184e+07 2.1963129019e+00 1.0000000000e+00
9.0302337130e+00 3.2979524868e-07 5.4364654606e-02 6.8932578252e+00 1.7932996765e-05 1.1005025575e+02 2.5884976314e+02 9.4323187127e+01 5.2597559884e+06 1.4709251298e-01 1.0000000000e-01 2.5132741229e+00 9.9838758472e-05 1.1020317298e+07 2.1757709300e+00 1.0000000000e+00
8.9654021545e+00 3.2979524868e-07 5.6176663070e-02 6.5232796104e+00 1.5203495225e-05 1.0762776870e+02 2.5440429976e+02 9.3523281755e+01 6.1514329678e+06 1.4978076260e-01 1.0000000000e-01 2.5132741229e+00 9.3307410825e-05 9.4449622092e+06 2.1564894615e+00 1.0000000000e+00
8.8915971610e+00 3.2979524868e-07 5.8028494309e-02 6.1753282002e+00 1.2881878254e-05 1.0530113970e+02 2.5015805819e+02 9.2609136893e+01 7.1891020136e+06 1.5260304068e-01 1.0000000000e-01 2.5132741229e+00 8.7147041734e-05 8.1089366855e+06 2.1384394547e+00 1.0000000000e+00
8.8093663266e+00 3.2979524868e-07 5.9920581182e-02 5.8368940999e+00 1.0908221063e-05 1.0305785928e+02 2.4609852893e+02 9.1586934308e+01 8.3961384516e+06 1.5556499551e-01 1.0000000000e-01 2.5132741229e+00 8.1353351129e-05 6.9759618917e+06 2.1215870936e+00 1.0000000000e+00
8.7192888041e+00 3.2979524868e-07 6.1853356543e-02 5.5263918624e+00 9.2314672448e-06 1.0091634196e+02 2.4222936030e+02 9.0463413679e+01 9.7994621310e+06 1.5867254388e-01 1.0000000000e-01 2.5132741229e+00 7.5940477457e-05 6.0150981903e+06 2.1058943752e+00 1.0000000000e+00
8.6219680489e+00 3.2979524868e-07 6.3827253249e-02 5.2209799436e+00 7.8076150104e-06 9.8868526892e+01 2.3854249141e+02 8.9245782607e+01 1.1430607489e+07 1.6193189747e-01 1.0000000000e-01 2.5132741229e+00 7.0875143209e-05 5.2000183564e+06 2.0913196956e+00 1.0000000000e+00
8.5180247770e+00 3.2979524868e-07 6.5842704156e-02 4.9358499892e+00 6.5994509027e-06 9.6900029948e+01 2.3503830440e+02 8.7941625083e+01 1.3325597293e+07 1.6534959191e-01 1.0000000000e-01 2.5132741229e+00 6.6166208391e-05 4.5083487348e+06 2.0778183891e+00 1.0000000000e+00
8.4080903518e+00 3.2979524868e-07 6.7900142121e-02 4.6700142177e+00 5.5746966029e-06 9.5024672860e+01 2.3170108851e+02 8.6558811544e+01 1.5527089223e+07 1.6893251868e-01 1.0000000000e-01 2.5132741229e+00 6.1818680594e-05 3.9211127637e+06 2.0653432573e+00 1.0000000000e+00
8.2928006412e+00 3.2979524868e-07 7.0000000000e-02 4.4103070171e+00 4.7061511647e-06 9.3244056267e+01 2.2856197686e+02 8.5105411456e+01 1.8083866939e+07 1.7268795997e-01 1.0000000000e-01 2.5132741229e+00 5.7757883312e-05 3.4222474118e+06 2.0538450704e+00 1.0000000000e+00
6.7145713791e-01 6.4413134508e-07 0.0000000000e+00 4.6940118983e+02 6.7774117830e-01 1.4766250610e-10 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.0000000000e-01 2.5132741229e+00 1.2645961875e-02 2.7367371372e+10 0.0000000000e+00 1.0000000000e+00
6.7145714083e-01 6.4413134508e-07 7.2142710649e-08 4.6940118983e+02 6.7774117746e-01 1.0687780539e+03 2.4033517841e+03 3.7319231900e-08 5.5064135308e-08 1.0096990512e-01 1.0000000000e-01 2.5132741229e+00 3.6008881179e-06 2.7419916818e+10 8.4196481328e-05 1.0000000000e+00
6.7145732269e-01 6.4413134508e-07 5.7714168519e-07 4.6940108168e+02 6.7774112376e-01 1.0687779458e+03 2.4033516759e+03 2.3884304895e-06 3.5241044195e-06 1.0096990515e-01 1.0000000000e-01 2.5132741229e+00 3.6009318169e-06 2.7420245257e+10 6.7357177669e-04 1.0000000000e+00
6.7145924351e-01 6.4413134508e-07 1.9478531875e-06 4.6939911333e+02 6.7774054657e-01 1.0687759774e+03 2.4034530713e+03 2.7205674099e-05 4.0141724199e-05 1.0096990544e-01 1.0000000000e-01 2.5132741229e+00 3.5867804693e-06 2.7318315196e+10 2.2733022017e-03 1.0000000000e+00
6.7146896573e-01 6.4413134508e-07 4.6171334815e-06 4.6939507568e+02 6.7773769345e-01 1.0687719254e+03 2.4034933180e+03 1.5285812048e-04 2.2554171320e-04 1.0096990692e-01 1.0000000000e-01 2.5132741229e+00 3.5955522671e-06 2.7386577915e+10 5.3885370924e-03 1.0000000000e+00
6.7150225774e-01 6.4413134508e-07 9.0178388311e-06 4.6938255898e+02 6.7772794051e-01 1.0687594086e+03 2.4034069700e+03 5.8309182940e-04 8.6036268324e-04 1.0096991200e-01 1.0000000000e-01 2.5132741229e+00 3.6100654038e-06 2.7492954700e+10 1.0524277261e-02 1.0000000000e+00
6.7159185730e-01 6.4413134508e-07 1.5582825500e-05 4.6934452579e+02 6.7770165109e-01 1.0687066092e+03 2.4031769756e+03 1.7409773098e-03 2.5689435860e-03 1.0096992566e-01 1.0000000000e-01 2.5132741229e+00 3.6238629386e-06 2.7584884802e+10 1.8184977664e-02 1.0000000000e+00
6.7179679699e-01 6.4413134508e-07 2.4744949753e-05 4.6925945402e+02 6.7764153824e-01 1.0685772531e+03 2.4028851907e+03 4.3893703375e-03 6.4774221913e-03 1.0096995690e-01 1.0000000000e-01 2.5132741229e+00 3.6695012758e-06 2.7915348547e+10 2.8873538662e-02 1.0000000000e+00
6.7221371616e-01 6.4413134508e-07 3.6937067852e-05 4.6908716908e+02 6.7751926027e-01 1.0683163562e+03 2.4023142026e+03 9.7770584173e-03 1.4430672293e-02 1.0097002049e-01 1.0000000000e-01 2.5132741229e+00 3.7622106980e-06 2.8586636291e+10 4.3089139636e-02 1.0000000000e+00
6.7299001352e-01 6.4413134508e-07 5.2592036063e-05 4.6876791380e+02 6.7729162694e-01 1.0678346866e+03 2.4010499217e+03 1.9808522845e-02 2.9246667251e-02 1.0097013895e-01 1.0000000000e-01 2.5132741229e+00 3.9363517925e-06 2.9831128479e+10 6.1323132994e-02 1.0000000000e+00
6.7433848954e-01 6.4413134508e-07 7.2142710649e-05 4.6821154051e+02 6.7689628207e-01 1.0670125064e+03 2.3991941039e+03 3.7232825480e-02 5.5005214930e-02 1.0097034494e-01 1.0000000000e-01 2.5132741229e+00 4.2359546659e-06 3.1977832883e+10 8.4051998454e-02 1.0000000000e+00
6.7655284590e-01 6.4413134508e-07 9.6021947874e-05 4.6730298349e+02 6.7624738049e-01 1.0656461956e+03 2.3959967781e+03 6.5842899104e-02 9.7365107805e-02 1.0097068378e-01 1.0000000000e-01 2.5132741229e+00 4.7201261728e-06 3.5395033399e+10 1.1172606959e-01 1.0000000000e+00
6.8002287071e-01 6.4413134508e-07 1.2466260400e-04 4.6588941782e+02 6.7523122617e-01 1.0635386162e+03 2.3907882860e+03 1.1066991593e-01 1.6389928611e-01 1.0097121621e-01 1.0000000000e-01 2.5132741229e+00 5.4922181516e-06 4.0740204503e+10 1.4475291751e-01 1.0000000000e+00
6.8524746542e-01 6.4413134508e-07 1.5849753530e-04 4.6377760605e+02 6.7370280731e-01 1.0603636344e+03 2.3832424940e+03 1.7814814440e-01 2.6443135232e-01 1.0097202119e-01 1.0000000000e-01 2.5132741229e+00 6.6615490666e-06 4.8637806118e+10 1.8347457783e-01 1.0000000000e+00
6.9284280186e-01 6.4413134508e-07 1.9795959802e-04 4.6075070493e+02 6.7148415643e-01 1.0557862913e+03 2.3721237020e+03 2.7621447911e-01 4.1134921273e-01 1.0097319864e-01 1.0000000000e-01 2.5132741229e+00 8.3455140402e-06 5.9526563491e+10 2.2813872116e-01 1.0000000000e+00
7.0354205383e-01 6.4413134508e-07 2.4348164844e-04 4.5656752274e+02 6.6836519353e-01 1.0494324559e+03 2.3568362849e+03 4.1429640252e-01 6.1986531694e-01 1.0097487175e-01 1.0000000000e-01 2.5132741229e+00 1.0690201068e-05 7.3825061150e+10 2.7886634294e-01 1.0000000000e+00
7.1818274876e-01 6.4413134508e-07 2.9549654282e-04 4.5098850448e+02 6.6410872274e-01 1.0408706550e+03 2.3362547560e+03 6.0313726266e-01 9.0819054471e-01 1.0097718879e-01 1.0000000000e-01 2.5132741229e+00 1.3937662916e-05 9.2118852514e+10 3.3562062958e-01 1.0000000000e+00
7.3767775932e-01 6.4413134508e-07 3.5443713742e-04 4.4380709568e+02 6.5846009797e-01 1.0296728260e+03 2.2648401571e+03 8.5441092358e-01 1.2975895217e+00 1.0098032406e-01 1.0000000000e-01 2.5132741229e+00 2.0004663704e-05 1.1321155239e+11 3.9817857595e-01 1.0000000000e+00
7.6297203100e-01 6.4413134508e-07 4.2073628850e-04 4.3488037806e+02 6.5116168919e-01 1.0156517664e+03 2.2413834633e+03 1.1801461026e+00 1.8123702948e+00 1.0098447707e-01 1.0000000000e-01 2.5132741229e+00 2.5472825809e-05 1.3684527663e+11 4.6615751442e-01 1.0000000000e+00
7.9497929393e-01 6.4413134508e-07 4.9482685234e-04 4.2416201242e+02 6.4197112716e-01 9.9852483356e+02 2.2102285924e+03 1.5919133791e+00 2.4797273767e+00 1.0098987185e-01 1.0000000000e-01 2.5132741229e+00 3.2161849736e-05 1.6110125311e+11 5.3899622219e-01 1.0000000000e+00
8.3451708388e-01 6.4413134508e-07 5.7714168519e-04 4.1171942746e+02 6.3068089547e-01 9.7828568269e+02 2.1707933157e+03 2.0999817139e+00 3.3297056071e+00 1.0099675372e-01 1.0000000000e-01 2.5132741229e+00 4.0163672639e-05 1.8386458573e+11 6.1603993581e-01 1.0000000000e+00
8.8224325822e-01 6.4413134508e-07 6.6811364332e-04 3.9773663892e+02 6.1713639055e-01 9.5507397310e+02 2.1220507588e+03 2.7125053123e+00 4.3953092928e+00 1.0100538622e-01 1.0000000000e-01 2.5132741229e+00 4.9661465998e-05 2.0294044230e+11 6.9660907724e-01 1.0000000000e+00
9.3860941967e-01 6.4413134508e-07 7.6817558299e-04 3.8248088133e+02 6.0124952390e-01 9.2924558008e+02 2.0701599335e+03 3.4349226356e+00 5.7129735643e+00 1.0101604774e-01 1.0000000000e-01 2.5132741229e+00 5.9992455451e-05 2.1661470521e+11 7.8008225186e-01 1.0000000000e+00
1.0038375584e+00 6.4413134508e-07 8.7776036047e-04 3.6628549127e+02 5.8300655496e-01 9.0123718953e+02 2.0017510812e+03 4.2696465124e+00 7.3234965818e+00 1.0102902887e-01 1.0000000000e-01 2.5132741229e+00 7.3257459555e-05 2.2360188155e+11 8.6595647302e-01 1.0000000000e+00
1.0779261482e+00 6.4413134508e-07 9.9730083201e-04 3.4949665367e+02 5.6246953497e-01 8.7164601265e+02 1.9334575615e+03 5.2161099249e+00 9.2735865688e+00 1.0104463051e-01 1.0000000000e-01 2.5132741229e+00 8.7253449725e-05 2.2388722696e+11 9.5389417409e-01 1.0000000000e+00
